"time","Dcontrol","Pcontrol","error","waterLevel"
0.208,-0.06019703292009085,0.6621673621209994,0.6621673621209994,0.3378326378790006
0.21,-0.06008768177395786,0.6609644995135364,0.6609644995135364,0.3390355004864635
0.212,-0.05997852932279185,0.6597638225507103,0.6597638225507103,0.3402361774492897
0.214,-0.05986957522230118,0.6585653274453128,0.6585653274453128,0.3414346725546872
0.216,-0.05976081912953309,0.657369010424864,0.657369010424864,0.3426309895751361
0.218,-0.05965226070287381,0.6561748677316119,0.6561748677316119,0.3438251322683881
0.22,-0.05954389960204846,0.654982895622533,0.654982895622533,0.345017104377467
0.222,-0.05943573548812112,0.6537930903693322,0.6537930903693322,0.3462069096306678
0.224,-0.05932776802349476,0.6526054482584422,0.6526054482584422,0.3473945517415578
0.226,-0.0592199968719113,0.6514199655910242,0.6514199655910242,0.3485800344089758
0.228,-0.05911242169845161,0.6502366386829677,0.6502366386829677,0.3497633613170324
0.23,-0.05900504210664862,0.6490554631731349,0.6490554631731349,0.3509445368268651
0.232,-0.05889785721482808,0.6478764293631087,0.6478764293631087,0.3521235706368913
0.234,-0.0587908671265747,0.6466995383923217,0.6466995383923217,0.3533004616076783
0.236,-0.05868407149191159,0.6455247864110274,0.6455247864110274,0.3544752135889725
0.238,-0.05857746996126782,0.6443521695739459,0.6443521695739459,0.3556478304260541
0.24,-0.05847106218547857,0.6431816840402642,0.6431816840402642,0.3568183159597357
0.242,-0.05836484781578512,0.6420133259736363,0.6420133259736363,0.3579866740263638
0.244,-0.05825882650383477,0.6408470915421824,0.6408470915421824,0.3591529084578175
0.246,-0.05815299790168095,0.6396829769184904,0.6396829769184904,0.3603170230815096
0.248,-0.05804736166178313,0.6385209782796144,0.6385209782796144,0.3614790217203856
0.25,-0.05794191743700686,0.6373610918070753,0.6373610918070753,0.3626389081929247
0.252,-0.05783666488062375,0.6362033136868611,0.6362033136868611,0.3637966863131389
0.254,-0.05773160364631148,0.6350476401094263,0.6350476401094263,0.3649523598905737
0.256,-0.05762673338815384,0.6338940672696922,0.6338940672696922,0.3661059327303077
0.258,-0.05752205358337133,0.6327425894170846,0.6327425894170846,0.3672574105829153
0.26,-0.05741756387614416,0.6315932026375857,0.6315932026375857,0.3684067973624144
0.262,-0.0573132640194478,0.6304459042139258,0.6304459042139258,0.3695540957860742
0.264,-0.05720915365894511,0.6293006902483962,0.6293006902483962,0.3706993097516038
0.266,-0.05710523244025584,0.6281575568428142,0.6281575568428142,0.3718424431571858
0.268,-0.0570015000089567,0.6270165000985237,0.6270165000985237,0.3729834999014763
0.27,-0.05689795601058135,0.6258775161163949,0.6258775161163949,0.3741224838836051
0.272,-0.05679460009062039,0.6247406009968242,0.6247406009968242,0.3752593990031758
0.274,-0.05669143189452132,0.6236057508397346,0.6236057508397346,0.3763942491602654
0.276,-0.05658845106768869,0.6224729617445754,0.6224729617445754,0.3775270382554246
0.278,-0.05648565725548385,0.6213422298103224,0.6213422298103224,0.3786577701896777
0.28,-0.05638305010322522,0.6202135511354774,0.6202135511354774,0.3797864488645226
0.282,-0.05628062925618811,0.6190869218180691,0.6190869218180691,0.3809130781819309
0.284,-0.05617839438096657,0.6179623381906323,0.6179623381906323,0.3820376618093678
0.286,-0.05607634541223016,0.6168397995345317,0.6168397995345317,0.3831602004654683
0.288,-0.05597448177218078,0.6157192994939886,0.6157192994939886,0.3842807005060114
0.29,-0.05587280311603399,0.6146008342763738,0.6146008342763738,0.3853991657236263
0.292,-0.05577130909942506,0.6134844000936756,0.6134844000936756,0.3865155999063244
0.294,-0.05566999937840909,0.6123699931625,0.6123699931625,0.3876300068375001
0.296,-0.05556887360946094,0.6112576097040703,0.6112576097040703,0.3887423902959297
0.298,-0.05546793144947521,0.6101472459442273,0.6101472459442273,0.3898527540557727
0.3,-0.05536717255576634,0.6090388981134297,0.6090388981134297,0.3909611018865703
0.302,-0.05526659658606847,0.6079325624467531,0.6079325624467531,0.392067437553247
0.304,-0.05516620319853554,0.6068282351838908,0.6068282351838908,0.3931717648161092
0.306,-0.05506599205174127,0.6057259125691539,0.6057259125691539,0.3942740874308461
0.308,-0.05496596280467915,0.6046255908514706,0.6046255908514706,0.3953744091485294
0.31,-0.05486611511676243,0.6035272662843867,0.6035272662843867,0.3964727337156133
0.312,-0.0547664488677656,0.6024309375454215,0.6024309375454215,0.3975690624545784
0.314,-0.05466696375690505,0.6013366013259556,0.6013366013259556,0.3986633986740444
0.316,-0.05456765930484672,0.6002442523533139,0.6002442523533139,0.3997557476466861
0.318,-0.05446853518593636,0.5991538870452999,0.5991538870452999,0.4008461129547
0.32,-0.054369591075533,0.5980655018308629,0.5980655018308629,0.401934498169137
0.322,-0.05427082665000887,0.5969790931500976,0.5969790931500976,0.4030209068499024
0.324,-0.05417224158674949,0.5958946574542444,0.5958946574542444,0.4041053425457556
0.326,-0.05407383556415356,0.5948121912056892,0.5948121912056892,0.4051878087943109
0.328,-0.05397560826163302,0.5937316908779632,0.5937316908779632,0.4062683091220368
0.33,-0.05387755935961308,0.5926531529557439,0.5926531529557439,0.4073468470442561
0.332,-0.05377968853953217,0.5915765739348537,0.5915765739348537,0.4084234260651463
0.334,-0.05368199548384189,0.5905019503222608,0.5905019503222608,0.4094980496777392
0.336,-0.05358447987600719,0.5894292786360791,0.5894292786360791,0.4105707213639209
0.338,-0.05348714139975264,0.588358555397279,0.588358555397279,0.411641444602721
0.34,-0.05338997972069803,0.5872897769276784,0.5872897769276784,0.4127102230723216
0.342,-0.05329299454029024,0.5862229399431926,0.5862229399431926,0.4137770600568073
0.344,-0.05319618554539179,0.5851580409993098,0.5851580409993098,0.4148419590006902
0.346,-0.0530995524238485,0.5840950766623334,0.5840950766623334,0.4159049233376667
0.348,-0.05300309486448924,0.5830340435093816,0.5830340435093816,0.4169659564906184
0.35,-0.05290681255712623,0.5819749381283885,0.5819749381283885,0.4180250618716115
0.352,-0.0528107051925548,0.5809177571181028,0.5809177571181028,0.4190822428818973
0.354,-0.0527147724625535,0.5798624970880885,0.5798624970880885,0.4201375029119115
0.356,-0.05261901405988408,0.5788091546587248,0.5788091546587248,0.4211908453412752
0.358,-0.05252342967829149,0.5777577264612064,0.5777577264612064,0.4222422735387936
0.36,-0.05242801901250388,0.5767082091375426,0.5767082091375426,0.4232917908624574
0.362,-0.05233278175823258,0.5756605993405582,0.5756605993405582,0.4243394006594418
0.364,-0.05223771761217212,0.5746148937338933,0.5746148937338933,0.4253851062661067
0.366,-0.05214282602235707,0.5735710862459278,0.5735710862459278,0.4264289137540722
0.368,-0.05204810661035625,0.5725291727139188,0.5725291727139188,0.4274708272860813
0.37,-0.05195355925882487,0.5714891518470735,0.5714891518470735,0.4285108481529265
0.372,-0.05185918365233486,0.5704510201756835,0.5704510201756835,0.4295489798243165
0.374,-0.0517649794757214,0.5694147742329354,0.5694147742329354,0.4305852257670646
0.376,-0.05167094641408281,0.568380410554911,0.568380410554911,0.431619589445089
0.378,-0.05157708415278061,0.5673479256805867,0.5673479256805867,0.4326520743194134
0.38,-0.05148339237743949,0.5663173161518343,0.5663173161518343,0.4336826838481657
0.382,-0.05138987077394735,0.565288578513421,0.565288578513421,0.434711421486579
0.384,-0.05129651902845531,0.5642617093130082,0.5642617093130082,0.4357382906869917
0.386,-0.05120333682737757,0.5632367051011533,0.5632367051011533,0.4367632948988467
0.388,-0.05111032385739164,0.562213562431308,0.562213562431308,0.437786437568692
0.39,-0.05101747980543815,0.5611922778598196,0.5611922778598196,0.4388077221401804
0.392,-0.05092480435872091,0.56017284794593,0.56017284794593,0.43982715205407
0.394,-0.05083229720470698,0.5591552692517767,0.5591552692517767,0.4408447307482233
0.396,-0.05073995803112652,0.5581395383423917,0.5581395383423917,0.4418604616576082
0.398,-0.05064778652597295,0.5571256517857024,0.5571256517857024,0.4428743482142976
0.4,-0.05055578237750286,0.5561136061525314,0.5561136061525314,0.4438863938474687
0.402,-0.05046394527423598,0.5551033980165958,0.5551033980165958,0.4448966019834041
0.404,-0.05037227490495532,0.5540950239545084,0.5540950239545084,0.4459049760454916
0.406,-0.05028077095870696,0.5530884805457765,0.5530884805457765,0.4469115194542234
0.408,-0.05018943312480029,0.5520837643728032,0.5520837643728032,0.4479162356271969
0.41,-0.05009826109280779,0.5510808720208857,0.5510808720208857,0.4489191279791143
0.412,-0.05000725455256519,0.550079800078217,0.550079800078217,0.449920199921783
0.414,-0.04991641319417136,0.5490805451358849,0.5490805451358849,0.4509194548641152
0.416,-0.04982573670798839,0.5480831037878722,0.5480831037878722,0.4519168962121278
0.418,-0.04973522478464155,0.5470874726310571,0.5470874726310571,0.452912527368943
0.42,-0.04964487765951486,0.5460936542546635,0.5460936542546635,0.4539063457453366
0.422,-0.04955469518013598,0.5451016469814958,0.5451016469814958,0.4548983530185042
0.424,-0.04946467652847909,0.54411144181327,0.54411144181327,0.4558885581867301
0.426,-0.04937482141024424,0.5431230355126866,0.5431230355126866,0.4568769644873134
0.428,-0.04928512953182746,0.542136424850102,0.542136424850102,0.457863575149898
0.43,-0.04919560060032068,0.5411516066035275,0.5411516066035275,0.4588483933964725
0.432,-0.04910623432351177,0.5401685775586295,0.5401685775586295,0.4598314224413705
0.434,-0.04901703040988452,0.5391873345087297,0.5391873345087297,0.4608126654912703
0.436,-0.04892798856861866,0.5382078742548052,0.5382078742548052,0.4617921257451948
0.438,-0.04883910850958983,0.5372301936054882,0.5372301936054882,0.4627698063945118
0.44,-0.04875038994336964,0.536254289377066,0.536254289377066,0.463745710622934
0.442,-0.04866183258122558,0.5352801583934814,0.5352801583934814,0.4647198416065186
0.444,-0.04857343613512111,0.5343077974863322,0.5343077974863322,0.4656922025136678
0.446,-0.0484852003177156,0.5333372034948716,0.5333372034948716,0.4666627965051285
0.448,-0.04839712484236433,0.5323683732660076,0.5323683732660076,0.4676316267339923
0.45,-0.04830920942311856,0.5314013036543042,0.5314013036543042,0.4685986963456958
0.452,-0.04822145377472545,0.5304359915219798,0.5304359915219798,0.4695640084780202
0.454,-0.04813385761262807,0.5294724337389087,0.5294724337389087,0.4705275662610913
0.456,-0.04804642065296545,0.5285106271826199,0.5285106271826199,0.4714893728173801
0.458,-0.04795914261257254,0.527550568738298,0.527550568738298,0.4724494312617021
0.46,-0.04787202320898022,0.5265922552987824,0.5265922552987824,0.4734077447012176
0.462,-0.0477850621604153,0.5256356837645683,0.5256356837645683,0.4743643162354317
0.464,-0.04769825918580052,0.5246808510438057,0.5246808510438057,0.4753191489561943
0.466,-0.04761161400475454,0.5237277540522999,0.5237277540522999,0.4762722459477001
0.468,-0.04752512567784722,0.5227763824563194,0.5227763824563194,0.4772236175436805
0.47,-0.04743879440779321,0.5218267384857252,0.5218267384857252,0.4781732615142748
0.472,-0.04735261997392685,0.5208788197131953,0.5208788197131953,0.4791211802868047
0.474,-0.04726660209075117,0.5199326229982628,0.5199326229982628,0.4800673770017372
0.476,-0.04718074047325151,0.5189881452057665,0.5189881452057665,0.4810118547942335
0.478,-0.04709503483689562,0.5180453832058518,0.5180453832058518,0.4819546167941482
0.48,-0.0470094848976336,0.5171043338739696,0.5171043338739696,0.4828956661260305
0.482,-0.04692409037189793,0.5161649940908772,0.5161649940908772,0.4838350059091228
0.484,-0.04683885097660347,0.5152273607426381,0.5152273607426381,0.4847726392573619
0.486,-0.04675376642914743,0.5142914307206217,0.5142914307206217,0.4857085692793783
0.488,-0.04666883644740939,0.5133572009215033,0.5133572009215033,0.4866427990784967
0.49,-0.04658406074975134,0.5124246682472647,0.5124246682472647,0.4875753317527353
0.492,-0.04649943905501761,0.5114938296051936,0.5114938296051936,0.4885061703948064
0.494,-0.04641497108253487,0.5105646819078836,0.5105646819078836,0.4894353180921164
0.496,-0.04633065655211224,0.5096372220732346,0.5096372220732346,0.4903627779267654
0.498,-0.04624649518404115,0.5087114470244526,0.5087114470244526,0.4912885529755474
0.5,-0.0461624866990954,0.5077873536900495,0.5077873536900495,0.4922126463099505
0.502,-0.0460786308185312,0.5068649390038432,0.5068649390038432,0.4931350609961568
0.504,-0.04599492726408713,0.5059441999049583,0.5059441999049583,0.4940558000950417
0.506,-0.04591137575798408,0.5050251333378248,0.5050251333378248,0.4949748666621752
0.508,-0.04582797602292535,0.5041077362521789,0.5041077362521789,0.4958922637478211
0.51,-0.04574472778209666,0.5031920056030632,0.5031920056030632,0.4968079943969368
0.512,-0.04566163075916602,0.5022779383508261,0.5022779383508261,0.4977220616491739
0.514,-0.04557868471469301,0.501365531861623,0.501365531861623,0.498634468138377
0.516,-0.04549588942721719,0.5004547836993891,0.5004547836993891,0.4995452163006108
0.518,-0.04541324455041271,0.4995456900545397,0.4995456900545397,0.5004543099454603
0.52,-0.04533074981111779,0.4986382479222956,0.4986382479222956,0.5013617520777044
0.522,-0.04524840493668569,0.4977324543035425,0.4977324543035425,0.5022675456964575
0.524,-0.04516620965498461,0.4968283062048308,0.4968283062048308,0.5031716937951692
0.526,-0.04508416369439777,0.4959258006383754,0.4959258006383754,0.5040741993616246
0.528,-0.04500226678382332,0.4950249346220564,0.4950249346220564,0.5049750653779436
0.53,-0.04492051865267435,0.4941257051794178,0.4941257051794178,0.5058742948205822
0.532,-0.04483891903087903,0.4932281093396692,0.4932281093396692,0.5067718906603308
0.534,-0.04475746764888038,0.4923321441376841,0.4923321441376841,0.5076678558623159
0.536,-0.04467616423763648,0.4914378066140013,0.4914378066140013,0.5085621933859987
0.538,-0.04459500852862033,0.4905450938148237,0.4905450938148237,0.5094549061851763
0.54,-0.04451400025381996,0.4896540027920194,0.4896540027920194,0.5103459972079806
0.542,-0.04443313914573829,0.4887645306031211,0.4887645306031211,0.5112354693968789
0.544,-0.04435242493739328,0.487876674311326,0.487876674311326,0.512123325688674
0.546,-0.04427185736231783,0.4869904309854961,0.4869904309854961,0.5130095690145039
0.548,-0.04419143615455981,0.4861057977001578,0.4861057977001578,0.5138942022998422
0.55,-0.0441111610486821,0.485222771535503,0.485222771535503,0.514777228464497
0.552,-0.0440310317797625,0.4843413495773875,0.4843413495773875,0.5156586504226125
0.554,-0.04395104808339381,0.4834615289173319,0.4834615289173319,0.5165384710826681
0.556,-0.04387120969568381,0.4825833066525219,0.4825833066525219,0.5174166933474781
0.558,-0.04379151635325523,0.4817066798858075,0.4817066798858075,0.5182933201141925
0.56,-0.04371196779324579,0.4808316457257037,0.4808316457257037,0.5191683542742963
0.562,-0.04363256367946411,0.4799582004741052,0.4799582004741052,0.5200417995258948
0.564,-0.04355330378304496,0.4790863416134945,0.4790863416134945,0.5209136583865055
0.566,-0.04347418786685573,0.478216066535413,0.478216066535413,0.521783933464587
0.568,-0.04339521566899801,0.4773473723589781,0.4773473723589781,0.5226526276410219
0.57,-0.04331638692805912,0.4764802562086503,0.4764802562086503,0.5235197437913497
0.572,-0.04323770138311224,0.4756147152142346,0.4756147152142346,0.5243852847857654
0.574,-0.0431591587737164,0.4747507465108803,0.4747507465108803,0.5252492534891197
0.576,-0.04308075883991641,0.4738883472390805,0.4738883472390805,0.5261116527609195
0.578,-0.04300250132224294,0.4730275145446723,0.4730275145446723,0.5269724854553277
0.58,-0.0429243859617125,0.4721682455788375,0.4721682455788375,0.5278317544211625
0.582,-0.04284641249982741,0.4713105374981015,0.4713105374981015,0.5286894625018985
0.584,-0.04276858067857579,0.4704543874643337,0.4704543874643337,0.5295456125356663
0.586,-0.04269089024043166,0.4695997926447483,0.4695997926447483,0.5304002073552517
0.588,-0.04261334092835481,0.4687467502119028,0.4687467502119028,0.5312532497880972
0.59,-0.04253593248579087,0.4678952573436995,0.4678952573436995,0.5321047426563005
0.592,-0.04245866465667133,0.4670453112233846,0.4670453112233846,0.5329546887766154
0.594,-0.04238153718541346,0.466196909039548,0.466196909039548,0.533803090960452
0.596,-0.04230454981692039,0.4653500479861243,0.4653500479861243,0.5346499520138757
0.598,-0.04222770229658112,0.4645047252623923,0.4645047252623923,0.5354952747376077
0.6,-0.04215099437027037,0.463660938072974,0.463660938072974,0.536339061927026
0.602,-0.04207442578434879,0.4628186836278366,0.4628186836278366,0.5371813163721634
0.604,-0.04199799628566278,0.4619779591422906,0.4619779591422906,0.5380220408577094
0.606,-0.04192170562154465,0.4611387618369912,0.4611387618369912,0.5388612381630088
0.608,-0.04184555353577474,0.4603010888935221,0.4603010888935221,0.5396989111064779
0.61,-0.04176953975408124,0.4594649372948937,0.4594649372948937,0.5405350627051063
0.612,-0.04169366404719746,0.4586303045191721,0.4586303045191721,0.5413696954808279
0.614,-0.04161792616408527,0.4577971878049379,0.4577971878049379,0.5422028121950621
0.616,-0.04154232585418391,0.456965584396023,0.456965584396023,0.543034415603977
0.618,-0.04146686286740999,0.4561354915415099,0.4561354915415099,0.5438645084584901
0.62,-0.04139153695415746,0.455306906495732,0.455306906495732,0.544693093504268
0.622,-0.04131634786529765,0.4544798265182741,0.4544798265182741,0.5455201734817259
0.624,-0.04124129535217919,0.453654248873971,0.453654248873971,0.546345751126029
0.626,-0.04116637916662816,0.4528301708329098,0.4528301708329098,0.5471698291670902
0.628,-0.04109159906094791,0.452007589670427,0.452007589670427,0.547992410329573
0.63,-0.04101695478791918,0.4511865026671109,0.4511865026671109,0.5488134973328891
0.632,-0.04094244610080006,0.4503669071088007,0.4503669071088007,0.5496330928911993
0.634,-0.04086807275332602,0.4495488002865863,0.4495488002865863,0.5504511997134137
0.636,-0.04079383449970985,0.4487321794968083,0.4487321794968083,0.5512678205031917
0.638,-0.04071973109464172,0.4479170420410589,0.4479170420410589,0.5520829579589411
0.64,-0.04064576229328912,0.4471033852261802,0.4471033852261802,0.5528966147738198
0.642,-0.04057192785129694,0.4462912063642663,0.4462912063642663,0.5537087936357337
0.644,-0.04049822752478743,0.4454805027726617,0.4454805027726617,0.5545194972273383
0.646,-0.04042466107036016,0.4446712717739617,0.4446712717739617,0.5553287282260383
0.648,-0.04035122824509207,0.4438635106960127,0.4438635106960127,0.5561364893039873
0.65,-0.04027792880653746,0.443057216871912,0.443057216871912,0.556942783128088
0.652,-0.04020476251272798,0.4422523876400077,0.4422523876400077,0.5577476123599923
0.654,-0.04013172912217264,0.441449020343899,0.441449020343899,0.558550979656101
0.656,-0.04005882839385779,0.4406471123324357,0.4406471123324357,0.5593528876675643
0.658,-0.0399860600872472,0.4398466609597191,0.4398466609597191,0.5601533390402809
0.66,-0.0399134239622819,0.4390476635851008,0.4390476635851008,0.5609523364148992
0.662,-0.03984091977938034,0.4382501175731838,0.4382501175731838,0.5617498824268162
0.664,-0.03976854729943832,0.4374540202938215,0.4374540202938215,0.5625459797061785
0.666,-0.03969630628382897,0.4366593691221187,0.4366593691221187,0.5633406308778813
0.668,-0.0396241964944028,0.4358661614384307,0.4358661614384307,0.5641338385615693
0.67,-0.03955221769348766,0.4350743946283642,0.4350743946283642,0.5649256053716358
0.672,-0.03948036964388876,0.4342840660827763,0.4342840660827763,0.5657159339172237
0.674,-0.03940865210888869,0.4334951731977755,0.4334951731977755,0.5665048268022245
0.676,-0.03933706485224735,0.4327077133747208,0.4327077133747208,0.5672922866252792
0.678,-0.03926560763820205,0.4319216840202225,0.4319216840202225,0.5680783159797775
0.68,-0.0391942802314674,0.4311370825461414,0.4311370825461414,0.5688629174538586
0.682,-0.03912308239723541,0.4303539063695895,0.4303539063695895,0.5696460936304105
0.684,-0.03905201390117542,0.4295721529129296,0.4295721529129296,0.5704278470870704
