"time","SineVoltage1.v","resistor.v","thermalConductor.dT"
0.586,-113.1766974319313,-113.1766974319313,2.555263596273347
0.588,-115.538418591485,-115.538418591485,2.662735076039072
0.59,-117.8818948953792,-117.8818948953792,2.771546757396611
0.592,-120.2067562815392,-120.2067562815392,2.881629065077174
0.594,-122.5126356274013,-122.5126356274013,2.992911657484969
0.596,-124.7991688078864,-124.7991688078864,3.105323473154936
0.598,-127.0659947528988,-127.0659947528988,3.218792777563846
0.6,-129.3127555043441,-129.3127555043441,3.333247210260544
0.602,-131.5390962726541,-131.5390962726541,3.448613832281111
0.604,-133.7446654928131,-133.7446654928131,3.564819173814897
0.606,-135.9291148798735,-135.9291148798735,3.681789282087476
0.608,-138.0920994839541,-138.0920994839541,3.799449769426856
0.61,-140.2332777447117,-140.2332777447117,3.917725861479388
0.612,-142.3523115452777,-142.3523115452777,4.036542445542096
0.614,-144.4488662656504,-144.4488662656504,4.155824118978465
0.616,-146.5226108355353,-146.5226108355353,4.27549523768488
0.618,-148.5732177866253,-148.5732177866253,4.395479964575418
0.62,-150.6003633043115,-150.6003633043115,4.515702318052856
0.622,-152.603727278817,-152.603727278817,4.636086220434214
0.624,-154.5829933557468,-154.5829933557468,4.756555546299539
0.626,-156.5378489860427,-156.5378489860427,4.877034170732929
0.628,-158.4679854753395,-158.4679854753395,4.997446017425403
0.63,-160.3730980327105,-160.3730980327105,5.117715106609455
0.632,-162.2528858187982,-162.2528858187982,5.237765602795763
0.634,-164.1070519933201,-164.1070519933201,5.357521862282812
0.636,-165.9353037619428,-165.9353037619428,5.476908480410851
0.638,-167.7373524225185,-167.7373524225185,5.595850338531989
0.64,-169.5129134106737,-169.5129134106737,5.714272650668729
0.642,-171.2617063447452,-171.2617063447452,5.832101009833842
0.644,-172.9834550700561,-172.9834550700561,5.949261433984924
0.646,-174.6778877025237,-174.6778877025237,6.065680411587581
0.648,-176.3447366715928,-176.3447366715928,6.181284946761621
0.65,-177.9837387624884,-177.9837387624884,6.296002603985354
0.652,-179.5946351577805,-179.5946351577805,6.409761552333482
0.654,-181.1771714782541,-181.1771714782541,6.52249060922471
0.656,-182.7310978230788,-182.7310978230788,6.634119283655746
0.658,-184.2561688092712,-184.2561688092712,6.744577818898945
0.66,-185.7521436104434,-185.7521436104434,6.853797234641378
0.662,-187.2187859948322,-187.2187859948322,6.96170936854369
0.664,-188.6558643626035,-188.6558643626035,7.068246917197733
0.666,-190.0631517824237,-190.0631517824237,7.173343476462423
0.668,-191.4404260272956,-191.4404260272956,7.276933581157905
0.67,-192.78746960965,-192.78746960965,7.378952744098701
0.672,-194.1040698156897,-194.1040698156897,7.479337494446991
0.674,-195.3900187389798,-195.3900187389798,7.578025415367815
0.676,-196.645113313278,-196.645113313278,7.674955180968517
0.678,-197.8691553446017,-197.8691553446017,7.770066592505255
0.68,-199.0619515425244,-199.0619515425244,7.863300613840046
0.682,-200.223313550699,-200.223313550699,7.954599406132267
0.684,-201.3530579766019,-201.3530579766019,8.043906361749167
0.686,-202.4510064204915,-202.4510064204915,8.131166137380296
0.688,-203.5169855035807,-203.5169855035807,8.216324686341549
0.69,-204.5508268954152,-204.5508268954152,8.299329290054864
0.692,-205.5523673404546,-205.5523673404546,8.380128588690058
0.694,-206.5214486838523,-206.5214486838523,8.458672610956068
0.696,-207.4579178964302,-207.4579178964302,8.53491280302908
0.698,-208.3616270988437,-208.3616270988437,8.608802056605704
0.7,-209.2324335849338,-209.2324335849338,8.680294736069703
0.702,-210.0701998442615,-210.0701998442615,8.749346704761468
0.704,-210.8747935838226,-210.8747935838226,8.815915350339607
0.706,-211.6460877489389,-211.6460877489389,8.879959609224843
0.708,-212.3839605433202,-212.3839605433202,8.941439990116466
0.71,-213.0882954482988,-213.0882954482988,9.000318596572487
0.712,-213.7589812412282,-213.7589812412282,9.056559148644654
0.714,-214.395912013047,-214.395912013047,9.110127003560237
0.716,-214.9989871850025,-214.9989871850025,9.160989175442797
0.718,-215.5681115245343,-215.5681115245343,9.209114354064575
0.72,-216.1031951603115,-216.1031951603115,9.254472922623563
0.722,-216.6041535964252,-216.6041535964252,9.297036974538809
0.724,-217.0709077257309,-217.0709077257309,9.336780329257746
0.726,-217.5033838423411,-217.5033838423411,9.37367854706995
0.728,-217.9015136532633,-217.9015136532633,9.407708942921921
0.73,-218.2652342891851,-218.2652342891851,9.438850599228028
0.732,-218.5944883144018,-218.5944883144018,9.467084377673052
0.734,-218.889223735886,-218.889223735886,9.4923929300022
0.736,-219.1493940114979,-219.1493940114979,9.51476070779476
0.738,-219.3749580573351,-219.3749580573351,9.534173971218054
0.74,-219.5658802542197,-219.5658802542197,9.550620796758595
0.742,-219.7221304533238,-219.7221304533238,9.564091083927824
0.744,-219.8436839809296,-219.8436839809296,9.574576560940066
0.746,-219.930521642326,-219.930521642326,9.582070789360804
0.748,-219.9826297248395,-219.9826297248395,9.586569167723621
0.75,-220,-220,9.588068934114663
0.752,-219.9826297248395,-219.9826297248395,9.586569167723621
0.754,-219.930521642326,-219.930521642326,9.582070789360802
0.756,-219.8436839809296,-219.8436839809296,9.574576560940066
0.758,-219.7221304533238,-219.7221304533238,9.564091083927824
0.76,-219.5658802542197,-219.5658802542197,9.550620796758595
0.762,-219.3749580573351,-219.3749580573351,9.534173971218054
0.764,-219.1493940114979,-219.1493940114979,9.51476070779476
0.766,-218.889223735886,-218.889223735886,9.492392930002202
0.768,-218.5944883144018,-218.5944883144018,9.467084377673052
0.77,-218.2652342891851,-218.2652342891851,9.438850599228028
0.772,-217.9015136532633,-217.9015136532633,9.407708942921921
0.774,-217.5033838423411,-217.5033838423411,9.37367854706995
0.776,-217.070907725731,-217.070907725731,9.336780329257747
0.778,-216.6041535964252,-216.6041535964252,9.297036974538809
0.78,-216.1031951603115,-216.1031951603115,9.254472922623565
0.782,-215.5681115245343,-215.5681115245343,9.209114354064576
0.784,-214.9989871850026,-214.9989871850026,9.160989175442801
0.786,-214.395912013047,-214.395912013047,9.110127003560237
0.788,-213.7589812412283,-213.7589812412283,9.056559148644656
0.79,-213.0882954482988,-213.0882954482988,9.000318596572487
0.792,-212.3839605433202,-212.3839605433202,8.941439990116466
0.794,-211.6460877489389,-211.6460877489389,8.879959609224843
0.796,-210.8747935838227,-210.8747935838227,8.815915350339608
0.798,-210.0701998442615,-210.0701998442615,8.74934670476147
0.8,-209.2324335849338,-209.2324335849338,8.680294736069706
0.802,-208.3616270988438,-208.3616270988438,8.608802056605704
0.804,-207.4579178964302,-207.4579178964302,8.53491280302908
0.806,-206.5214486838523,-206.5214486838523,8.45867261095607
0.808,-205.5523673404547,-205.5523673404547,8.380128588690063
0.81,-204.5508268954153,-204.5508268954153,8.299329290054866
0.812,-203.5169855035807,-203.5169855035807,8.216324686341553
0.814,-202.4510064204915,-202.4510064204915,8.131166137380296
0.816,-201.3530579766019,-201.3530579766019,8.043906361749171
0.818,-200.2233135506991,-200.2233135506991,7.95459940613227
0.82,-199.0619515425244,-199.0619515425244,7.863300613840048
0.822,-197.8691553446017,-197.8691553446017,7.770066592505259
0.824,-196.6451133132781,-196.6451133132781,7.674955180968522
0.826,-195.3900187389798,-195.3900187389798,7.578025415367818
0.828,-194.1040698156898,-194.1040698156898,7.479337494446992
0.83,-192.78746960965,-192.78746960965,7.378952744098706
0.832,-191.4404260272957,-191.4404260272957,7.276933581157908
0.834,-190.0631517824238,-190.0631517824238,7.173343476462426
0.836,-188.6558643626035,-188.6558643626035,7.068246917197736
0.838,-187.2187859948323,-187.2187859948323,6.961709368543694
0.84,-185.7521436104434,-185.7521436104434,6.853797234641381
0.842,-184.2561688092713,-184.2561688092713,6.744577818898949
0.844,-182.7310978230788,-182.7310978230788,6.634119283655748
0.846,-181.1771714782541,-181.1771714782541,6.522490609224713
0.848,-179.5946351577805,-179.5946351577805,6.409761552333487
0.85,-177.9837387624885,-177.9837387624885,6.296002603985357
0.852,-176.3447366715929,-176.3447366715929,6.181284946761624
0.854,-174.6778877025237,-174.6778877025237,6.065680411587582
0.856,-172.9834550700562,-172.9834550700562,5.949261433984927
0.858,-171.2617063447452,-171.2617063447452,5.832101009833845
0.86,-169.5129134106737,-169.5129134106737,5.714272650668732
0.862,-167.7373524225186,-167.7373524225186,5.595850338531992
0.864,-165.9353037619429,-165.9353037619429,5.476908480410855
0.866,-164.1070519933201,-164.1070519933201,5.357521862282816
0.868,-162.2528858187983,-162.2528858187983,5.237765602795768
0.87,-160.3730980327105,-160.3730980327105,5.117715106609458
0.872,-158.4679854753395,-158.4679854753395,4.997446017425401
0.874,-156.5378489860427,-156.5378489860427,4.877034170732927
0.876,-154.5829933557469,-154.5829933557469,4.756555546299545
0.878,-152.6037272788172,-152.6037272788172,4.636086220434223
0.88,-150.6003633043116,-150.6003633043116,4.515702318052859
0.882,-148.5732177866254,-148.5732177866254,4.395479964575423
0.884,-146.5226108355354,-146.5226108355354,4.275495237684885
0.886,-144.4488662656504,-144.4488662656504,4.155824118978469
0.888,-142.3523115452778,-142.3523115452778,4.0365424455421
0.89,-140.2332777447117,-140.2332777447117,3.917725861479388
0.892,-138.0920994839541,-138.0920994839541,3.799449769426855
0.894,-135.9291148798737,-135.9291148798737,3.681789282087483
0.896,-133.7446654928133,-133.7446654928133,3.564819173814904
0.898,-131.5390962726542,-131.5390962726542,3.448613832281118
0.9,-129.3127555043441,-129.3127555043441,3.333247210260547
0.902,-127.0659947528989,-127.0659947528989,3.21879277756385
0.904,-124.7991688078864,-124.7991688078864,3.10532347315494
0.906,-122.5126356274014,-122.5126356274014,2.992911657484973
0.908,-120.2067562815392,-120.2067562815392,2.881629065077172
0.91,-117.8818948953792,-117.8818948953792,2.77154675739661
0.912,-115.538418591485,-115.538418591485,2.662735076039072
0.914,-113.1766974319315,-113.1766974319315,2.555263596273353
0.916,-110.7971043598674,-110.7971043598674,2.449201080971239
0.918,-108.4000151406242,-108.4000151406242,2.344615434959658
0.92,-105.9858083023774,-105.9858083023774,2.241573659829216
0.922,-103.5548650763731,-103.5548650763731,2.14014180923354
0.924,-101.1075693367273,-101.1075693367273,2.04038494471361
0.926,-98.64430753980704,-98.64430753980704,1.942367092081206
0.928,-96.16546866320516,-96.16546866320516,1.846151198395442
0.93,-93.67144414431588,-93.67144414431588,1.751799089566134
0.932,-91.16262781852257,-91.16262781852257,1.65937142861758
0.934,-88.63941585700583,-88.63941585700583,1.568927674645973
0.936,-86.10220670418455,-86.10220670418455,1.480526042503494
0.938,-83.55140101479641,-83.55140101479641,1.394223463241611
0.94,-80.98740159062932,-80.98740159062932,1.31007554534586
0.942,-78.41061331691529,-78.41061331691529,1.228136536793955
0.944,-75.82144309839386,-75.82144309839386,1.148459287968474
0.946,-73.22029979505716,-73.22029979505716,1.071095215455039
0.948,-70.60759415758616,-70.60759415758616,0.9960942667562145
0.95,-67.98373876248847,-67.98373876248847,0.9235048859508804
0.952,-65.34914794694771,-65.34914794694771,0.853373980328111
0.954,-62.70423774339494,-62.70423774339494,0.7857468880239996
0.956,-60.04942581381172,-60.04942581381172,0.7206673466891114
0.958,-57.38513138377748,-57.38513138377748,0.6581774632135984
0.96,-54.71177517626818,-54.71177517626818,0.5983176845360743
0.962,-52.02977934521953,-52.02977934521953,0.5411267695617104
