"time","A","T0","T_inf","c_p","h","m","der(T)","T"
0.242,1,100,25,4200,767,1,-13.10429645625912,96.75755556230547
0.244,1,100,25,4200,767,1,-13.09951087300954,96.7313502824512
0.246,1,100,25,4200,767,1,-13.09472704297307,96.70515460298164
0.248,1,100,25,4200,767,1,-13.08994496614971,96.67896852389673
0.25,1,100,25,4200,767,1,-13.08516464253946,96.65279204519651
0.252,1,100,25,4200,767,1,-13.08038607214231,96.62662516688094
0.254,1,100,25,4200,767,1,-13.07560925495826,96.60046788895005
0.256,1,100,25,4200,767,1,-13.07083419098732,96.57432021140386
0.258,1,100,25,4200,767,1,-13.06606088022949,96.54818213424232
0.26,1,100,25,4200,767,1,-13.06128932268476,96.52205365746546
0.262,1,100,25,4200,767,1,-13.05651951835314,96.49593478107327
0.264,1,100,25,4200,767,1,-13.05175146723463,96.46982550506576
0.266,1,100,25,4200,767,1,-13.04698516932922,96.44372582944293
0.268,1,100,25,4200,767,1,-13.04222062463692,96.41763575420477
0.27,1,100,25,4200,767,1,-13.03745783315772,96.39155527935127
0.272,1,100,25,4200,767,1,-13.03269679489163,96.36548440488245
0.274,1,100,25,4200,767,1,-13.02793750983865,96.33942313079832
0.276,1,100,25,4200,767,1,-13.02317997799877,96.31337145709885
0.278,1,100,25,4200,767,1,-13.01842419937199,96.28732938378407
0.28,1,100,25,4200,767,1,-13.01367017395832,96.26129691085393
0.282,1,100,25,4200,767,1,-13.00891787567998,96.23527389550968
0.284,1,100,25,4200,767,1,-13.0041670823924,96.2092591213143
0.286,1,100,25,4200,767,1,-12.99941802444146,96.18325384961423
0.288,1,100,25,4200,767,1,-12.99467070182715,96.15725808040942
0.29,1,100,25,4200,767,1,-12.98992511454948,96.13127181369987
0.292,1,100,25,4200,767,1,-12.98518126260844,96.1052950494856
0.294,1,100,25,4200,767,1,-12.98043914600404,96.0793277877666
0.296,1,100,25,4200,767,1,-12.97569876473628,96.05337002854286
0.298,1,100,25,4200,767,1,-12.97096011880515,96.0274217718144
0.3,1,100,25,4200,767,1,-12.96622320821066,96.00148301758121
0.302,1,100,25,4200,767,1,-12.96148803295281,95.97555376584329
0.304,1,100,25,4200,767,1,-12.9567545930316,95.94963401660065
0.306,1,100,25,4200,767,1,-12.95202288844701,95.92372376985327
0.308,1,100,25,4200,767,1,-12.94729291919907,95.89782302560116
0.31,1,100,25,4200,767,1,-12.94256468528776,95.87193178384433
0.312,1,100,25,4200,767,1,-12.93783818671309,95.84605004458275
0.314,1,100,25,4200,767,1,-12.93311342347505,95.82017780781646
0.316,1,100,25,4200,767,1,-12.92839039557365,95.79431507354543
0.318,1,100,25,4200,767,1,-12.92366910300889,95.76846184176968
0.32,1,100,25,4200,767,1,-12.91894954578076,95.7426181124892
0.322,1,100,25,4200,767,1,-12.91423172388927,95.71678388570398
0.324,1,100,25,4200,767,1,-12.90951563733442,95.69095916141403
0.326,1,100,25,4200,767,1,-12.9048012861162,95.66514393961937
0.328,1,100,25,4200,767,1,-12.90008867023462,95.63933822031996
0.33,1,100,25,4200,767,1,-12.89537778968968,95.61354200351583
0.332,1,100,25,4200,767,1,-12.89066864448137,95.58775528920698
0.334,1,100,25,4200,767,1,-12.8859612346097,95.56197807739338
0.336,1,100,25,4200,767,1,-12.88125556007466,95.53621036807506
0.338,1,100,25,4200,767,1,-12.87655162087626,95.51045216125202
0.34,1,100,25,4200,767,1,-12.8718494170145,95.48470345692424
0.342,1,100,25,4200,767,1,-12.86714877988184,95.4589633318171
0.344,1,100,25,4200,767,1,-12.86244975427989,95.43323203125887
0.346,1,100,25,4200,767,1,-12.85775244556928,95.4075101321916
0.348,1,100,25,4200,767,1,-12.85305685374999,95.38179763461534
0.35,1,100,25,4200,767,1,-12.84836297882204,95.35609453853006
0.352,1,100,25,4200,767,1,-12.84367082078541,95.33040084393573
0.354,1,100,25,4200,767,1,-12.83898037964011,95.30471655083241
0.356,1,100,25,4200,767,1,-12.83429165538614,95.27904165922007
0.358,1,100,25,4200,767,1,-12.8296046480235,95.2533761690987
0.36,1,100,25,4200,767,1,-12.82491935755219,95.22772008046832
0.362,1,100,25,4200,767,1,-12.82023578397221,95.20207339332892
0.364,1,100,25,4200,767,1,-12.81555392728356,95.17643610768049
0.366,1,100,25,4200,767,1,-12.81087378748624,95.15080822352306
0.368,1,100,25,4200,767,1,-12.80619536458024,95.1251897408566
0.37,1,100,25,4200,767,1,-12.80151865856558,95.09958065968114
0.372,1,100,25,4200,767,1,-12.79684366944224,95.07398097999662
0.374,1,100,25,4200,767,1,-12.79217039721023,95.04839070180311
0.376,1,100,25,4200,767,1,-12.78749884186956,95.02280982510059
0.378,1,100,25,4200,767,1,-12.78282900342021,94.99723834988903
0.38,1,100,25,4200,767,1,-12.77816088186219,94.97167627616847
0.382,1,100,25,4200,767,1,-12.77349447719551,94.94612360393889
0.384,1,100,25,4200,767,1,-12.76882978942014,94.92058033320026
0.386,1,100,25,4200,767,1,-12.76416681853611,94.89504646395264
0.388,1,100,25,4200,767,1,-12.75950556454341,94.869521996196
0.39,1,100,25,4200,767,1,-12.75484602744204,94.84400692993033
0.392,1,100,25,4200,767,1,-12.750188207232,94.81850126515566
0.394,1,100,25,4200,767,1,-12.74553210391328,94.79300500187196
0.396,1,100,25,4200,767,1,-12.7408777174859,94.76751814007925
0.398,1,100,25,4200,767,1,-12.73622504794984,94.7420406797775
0.4,1,100,25,4200,767,1,-12.73157407657734,94.71657251841567
0.402,1,100,25,4200,767,1,-12.72692467043256,94.69111292805314
0.404,1,100,25,4200,767,1,-12.72227696426379,94.66566264655528
0.406,1,100,25,4200,767,1,-12.71763095751836,94.64022167089583
0.408,1,100,25,4200,767,1,-12.71298664964362,94.61478999804851
0.41,1,100,25,4200,767,1,-12.70834404008692,94.58936762498703
0.412,1,100,25,4200,767,1,-12.7037031282956,94.56395454868516
0.414,1,100,25,4200,767,1,-12.69906391371701,94.53855076611663
0.416,1,100,25,4200,767,1,-12.69442639579849,94.51315627425511
0.418,1,100,25,4200,767,1,-12.6897905739874,94.4877710700744
0.42,1,100,25,4200,767,1,-12.68515644773106,94.46239515054816
0.422,1,100,25,4200,767,1,-12.68052401647683,94.43702851265019
0.424,1,100,25,4200,767,1,-12.67589327967205,94.41167115335415
0.426,1,100,25,4200,767,1,-12.67126423676408,94.38632306963382
0.428,1,100,25,4200,767,1,-12.66663688720025,94.36098425846289
0.43,1,100,25,4200,767,1,-12.6620112304279,94.3356547168151
0.432,1,100,25,4200,767,1,-12.65738726589439,94.31033444166421
0.434,1,100,25,4200,767,1,-12.65276499304706,94.28502342998391
0.436,1,100,25,4200,767,1,-12.64814441133326,94.25972167874795
0.438,1,100,25,4200,767,1,-12.64352552020032,94.23442918493004
0.44,1,100,25,4200,767,1,-12.6389083190956,94.20914594550393
0.442,1,100,25,4200,767,1,-12.63429280746644,94.18387195744333
0.444,1,100,25,4200,767,1,-12.62967898476018,94.15860721772198
0.446,1,100,25,4200,767,1,-12.62506685042417,94.1333517233136
0.448,1,100,25,4200,767,1,-12.62045640390576,94.10810547119192
0.45,1,100,25,4200,767,1,-12.61584764465229,94.08286845833068
0.452,1,100,25,4200,767,1,-12.61124057211111,94.05764068170359
0.454,1,100,25,4200,767,1,-12.60663518572955,94.03242213828439
0.456,1,100,25,4200,767,1,-12.60203148495498,94.00721282504681
0.458,1,100,25,4200,767,1,-12.59742946923472,93.98201273896456
0.46,1,100,25,4200,767,1,-12.59282913801613,93.95682187701141
0.462,1,100,25,4200,767,1,-12.58823049074655,93.93164023616103
0.464,1,100,25,4200,767,1,-12.58363352687333,93.9064678133872
0.466,1,100,25,4200,767,1,-12.57903824584381,93.88130460566362
0.468,1,100,25,4200,767,1,-12.57444464710534,93.85615060996403
0.47,1,100,25,4200,767,1,-12.56985273010525,93.83100582326215
0.472,1,100,25,4200,767,1,-12.56526249429091,93.80587024253173
0.474,1,100,25,4200,767,1,-12.56067393910965,93.78074386474647
0.476,1,100,25,4200,767,1,-12.55608706400882,93.75562668688011
0.478,1,100,25,4200,767,1,-12.55150186843576,93.73051870590638
0.48,1,100,25,4200,767,1,-12.54691835183782,93.70541991879901
0.482,1,100,25,4200,767,1,-12.54233651366234,93.6803303225317
0.484,1,100,25,4200,767,1,-12.53775635335667,93.65524991407825
0.486,1,100,25,4200,767,1,-12.53317787036815,93.63017869041231
0.488,1,100,25,4200,767,1,-12.52860106414414,93.60511664850766
0.49,1,100,25,4200,767,1,-12.52402593413196,93.58006378533798
0.492,1,100,25,4200,767,1,-12.51945247977898,93.55502009787706
0.494,1,100,25,4200,767,1,-12.51488070053253,93.52998558309858
0.496,1,100,25,4200,767,1,-12.51031059583995,93.50496023797628
0.498,1,100,25,4200,767,1,-12.50574216514861,93.4799440594839
0.5,1,100,25,4200,767,1,-12.50117540790583,93.45493704459517
0.5,1,100,25,4200,767,1,-12.50117540756337,93.45493704271992
0.5,1,100,0,4200,767,1,-17.06665159803957,93.45493704271992
0.502,1,100,0,4200,767,1,-17.06041934537471,93.42080997467247
0.504,1,100,0,4200,767,1,-17.054189367897,93.38669536527692
0.506,1,100,0,4200,767,1,-17.04796166478859,93.35259321005486
0.508,1,100,0,4200,767,1,-17.0417362359571,93.31850350850043
0.51,1,100,0,4200,767,1,-17.03551307827116,93.28442624346658
0.512,1,100,0,4200,767,1,-17.02929219230625,93.25036141810465
0.514,1,100,0,4200,767,1,-17.02307357828166,93.21630903361537
0.516,1,100,0,4200,767,1,-17.01685723619739,93.18226908999873
0.518,1,100,0,4200,767,1,-17.01064315668983,93.14824153598083
0.52,1,100,0,4200,767,1,-17.00443134264324,93.11422638735544
0.522,1,100,0,4200,767,1,-16.9982217958176,93.08022365375997
0.524,1,100,0,4200,767,1,-16.99201451621289,93.04623333519443
0.526,1,100,0,4200,767,1,-16.98580950382912,93.0122554316588
0.528,1,100,0,4200,767,1,-16.97960675866629,92.9782899431531
0.53,1,100,0,4200,767,1,-16.97340628072441,92.94433686967734
0.532,1,100,0,4200,767,1,-16.96720807000347,92.91039621123149
0.534,1,100,0,4200,767,1,-16.96101210095603,92.87646782792089
0.536,1,100,0,4200,767,1,-16.95481837567061,92.84255173118197
0.538,1,100,0,4200,767,1,-16.94862690820534,92.80864799799535
0.54,1,100,0,4200,767,1,-16.94243769856022,92.77475662836102
0.542,1,100,0,4200,767,1,-16.93625074673524,92.740877622279
0.544,1,100,0,4200,767,1,-16.9300660527304,92.70701097974927
0.546,1,100,0,4200,767,1,-16.92388361654572,92.67315670077184
0.548,1,100,0,4200,767,1,-16.91770343818117,92.63931478534671
0.55,1,100,0,4200,767,1,-16.91152551763678,92.60548523347387
0.552,1,100,0,4200,767,1,-16.90534985491252,92.57166804515333
0.554,1,100,0,4200,767,1,-16.89917645000842,92.53786322038509
0.556,1,100,0,4200,767,1,-16.89300530292446,92.50407075916915
0.558,1,100,0,4200,767,1,-16.88683641366065,92.47029066150549
0.56,1,100,0,4200,767,1,-16.88066978221698,92.43652292739414
0.562,1,100,0,4200,767,1,-16.87450540859345,92.40276755683509
0.564,1,100,0,4200,767,1,-16.86834329279008,92.36902454982834
0.566,1,100,0,4200,767,1,-16.86218341705976,92.33529380919293
0.568,1,100,0,4200,767,1,-16.856025735078,92.30157508126152
0.57,1,100,0,4200,767,1,-16.84987030174903,92.26786866668306
0.572,1,100,0,4200,767,1,-16.84371711707284,92.23417456545755
0.574,1,100,0,4200,767,1,-16.83756618104945,92.20049277758497
0.576,1,100,0,4200,767,1,-16.83141749367884,92.16682330306536
0.578,1,100,0,4200,767,1,-16.82527105496102,92.1331661418987
0.58,1,100,0,4200,767,1,-16.819126864896,92.09952129408499
0.582,1,100,0,4200,767,1,-16.81298492348376,92.06588875962424
0.584,1,100,0,4200,767,1,-16.80684523072431,92.03226853851642
0.586,1,100,0,4200,767,1,-16.80070778661765,91.99866063076156
0.588,1,100,0,4200,767,1,-16.79457259116378,91.96506503635966
0.59,1,100,0,4200,767,1,-16.78843964436269,91.9314817553107
0.592,1,100,0,4200,767,1,-16.7823089462144,91.89791078761469
0.594,1,100,0,4200,767,1,-16.77618049671889,91.86435213327164
0.596,1,100,0,4200,767,1,-16.77005429587618,91.83080579228154
0.598,1,100,0,4200,767,1,-16.76393034368625,91.79727176464438
0.6,1,100,0,4200,767,1,-16.75780847278785,91.76374913391001
0.602,1,100,0,4200,767,1,-16.75168879962625,91.73023853771871
0.604,1,100,0,4200,767,1,-16.74557135223963,91.69674012960422
0.606,1,100,0,4200,767,1,-16.73945613062799,91.66325390956654
0.608,1,100,0,4200,767,1,-16.73334313479132,91.62977987760567
0.61,1,100,0,4200,767,1,-16.72723236472964,91.5963180337216
0.612,1,100,0,4200,767,1,-16.72112382044293,91.56286837791436
0.614,1,100,0,4200,767,1,-16.7150175019312,91.5294309101839
0.616,1,100,0,4200,767,1,-16.70891340919446,91.49600563053026
0.618,1,100,0,4200,767,1,-16.70281154223269,91.46259253895344
0.62,1,100,0,4200,767,1,-16.6967119010459,91.42919163545342
0.622,1,100,0,4200,767,1,-16.69061448563409,91.39580292003022
0.624,1,100,0,4200,767,1,-16.68451929599726,91.36242639268382
0.626,1,100,0,4200,767,1,-16.67842633213541,91.32906205341422
0.628,1,100,0,4200,767,1,-16.67233559404854,91.29570990222145
0.63,1,100,0,4200,767,1,-16.66624708173664,91.26236993910547
0.632,1,100,0,4200,767,1,-16.66016079519973,91.2290421640663
0.634,1,100,0,4200,767,1,-16.65407673443779,91.19572657710394
0.636,1,100,0,4200,767,1,-16.64799489945084,91.1624231782184
0.638,1,100,0,4200,767,1,-16.64191529023886,91.12913196740966
0.64,1,100,0,4200,767,1,-16.63583790680186,91.09585294467773
0.642,1,100,0,4200,767,1,-16.62976274913984,91.06258611002261
0.644,1,100,0,4200,767,1,-16.6236898172528,91.02933146344429
0.646,1,100,0,4200,767,1,-16.61761911114074,90.9960890049428
0.648,1,100,0,4200,767,1,-16.61155063080367,90.96285873451811
0.65,1,100,0,4200,767,1,-16.60548437624156,90.92964065217022
0.652,1,100,0,4200,767,1,-16.59942034745444,90.89643475789914
0.654,1,100,0,4200,767,1,-16.59335854444229,90.86324105170488
0.656,1,100,0,4200,767,1,-16.58729896720513,90.83005953358742
0.658,1,100,0,4200,767,1,-16.58124161574295,90.79689020354677
0.66,1,100,0,4200,767,1,-16.57518649005574,90.76373306158293
0.662,1,100,0,4200,767,1,-16.56913359014351,90.73058810769589
0.664,1,100,0,4200,767,1,-16.56308289566262,90.6974552304863
0.666,1,100,0,4200,767,1,-16.5570341878985,90.66433323229948
0.668,1,100,0,4200,767,1,-16.55098769061896,90.63122333846103
0.67,1,100,0,4200,767,1,-16.54494340382398,90.59812554897094
0.672,1,100,0,4200,767,1,-16.53890132751357,90.56503986382923
0.674,1,100,0,4200,767,1,-16.53286146168774,90.53196628303589
0.676,1,100,0,4200,767,1,-16.52682380634648,90.4989048065909
0.678,1,100,0,4200,767,1,-16.52078836148979,90.46585543449427
0.68,1,100,0,4200,767,1,-16.51475512711767,90.43281816674605
0.682,1,100,0,4200,767,1,-16.50872410323012,90.39979300334616
0.684,1,100,0,4200,767,1,-16.50269528982714,90.36677994429465
0.686,1,100,0,4200,767,1,-16.49666868690874,90.33377898959152
0.688,1,100,0,4200,767,1,-16.4906442944749,90.30079013923674
0.69,1,100,0,4200,767,1,-16.48462211252563,90.26781339323033
0.692,1,100,0,4200,767,1,-16.47860214106094,90.2348487515723
0.694,1,100,0,4200,767,1,-16.47258438008082,90.20189621426263
0.696,1,100,0,4200,767,1,-16.46656882958527,90.16895578130132
0.698,1,100,0,4200,767,1,-16.46055548957429,90.13602745268838
0.7,1,100,0,4200,767,1,-16.45454436004788,90.10311122842383
0.702,1,100,0,4200,767,1,-16.44853544100603,90.07020710850763
0.704,1,100,0,4200,767,1,-16.44252873244876,90.03731509293979
0.706,1,100,0,4200,767,1,-16.43652423437607,90.00443518172032
0.708,1,100,0,4200,767,1,-16.43052194678794,89.97156737484924
0.71,1,100,0,4200,767,1,-16.42452186968439,89.93871167232652
0.712,1,100,0,4200,767,1,-16.4185240030654,89.90586807415215
0.714,1,100,0,4200,767,1,-16.41252834693099,89.87303658032617
0.716,1,100,0,4200,767,1,-16.40653490128115,89.84021719084855
0.718,1,100,0,4200,767,1,-16.40054366611588,89.80740990571928
0.72,1,100,0,4200,767,1,-16.39455464143518,89.7746147249384
0.722,1,100,0,4200,767,1,-16.38856777944248,89.74183138677758
0.724,1,100,0,4200,767,1,-16.3825827890325,89.70905829717928
0.726,1,100,0,4200,767,1,-16.37659998350591,89.6762971717403
0.728,1,100,0,4200,767,1,-16.37061936286269,89.64354801046061
0.73,1,100,0,4200,767,1,-16.36464092710284,89.61081081334019
0.732,1,100,0,4200,767,1,-16.35866467622637,89.5780855803791
0.734,1,100,0,4200,767,1,-16.35269061023328,89.5453723115773
0.736,1,100,0,4200,767,1,-16.34671872912357,89.5126710069348
0.738,1,100,0,4200,767,1,-16.34074903289723,89.47998166645156
0.74,1,100,0,4200,767,1,-16.33478152155427,89.44730429012766
0.742,1,100,0,4200,767,1,-16.32881619509468,89.41463887796304
0.744,1,100,0,4200,767,1,-16.32285305351847,89.38198542995772
0.746,1,100,0,4200,767,1,-16.31689209682563,89.34934394611169
0.748,1,100,0,4200,767,1,-16.31093332501618,89.31671442642495
0.75,1,100,0,4200,767,1,-16.30497673809009,89.28409687089751
0.752,1,100,0,4200,767,1,-16.29902233604739,89.25149127952938
0.754,1,100,0,4200,767,1,-16.29307011888806,89.21889765232054
0.756,1,100,0,4200,767,1,-16.28712008661211,89.18631598927098
0.758,1,100,0,4200,767,1,-16.28117223921953,89.15374629038074
0.76,1,100,0,4200,767,1,-16.27522657671033,89.12118855564977
0.762,1,100,0,4200,767,1,-16.2692830990845,89.08864278507811
0.764,1,100,0,4200,767,1,-16.26334180634205,89.05610897866575
0.766,1,100,0,4200,767,1,-16.25740269848298,89.02358713641269
0.768,1,100,0,4200,767,1,-16.25146577550728,88.99107725831891
0.77,1,100,0,4200,767,1,-16.24553103741497,88.95857934438443
0.772,1,100,0,4200,767,1,-16.23959848420603,88.92609339460927
0.774,1,100,0,4200,767,1,-16.23366811588046,88.89361940899337
0.776,1,100,0,4200,767,1,-16.22773993243826,88.86115738753678
0.778,1,100,0,4200,767,1,-16.22181393387945,88.8287073302395
0.78,1,100,0,4200,767,1,-16.21589006469311,88.79626893313043
0.782,1,100,0,4200,767,1,-16.20996810737333,88.76384100517338
0.784,1,100,0,4200,767,1,-16.20404831325492,88.73142492264756
0.786,1,100,0,4200,767,1,-16.19813068233789,88.69902068555299
0.788,1,100,0,4200,767,1,-16.19221521462224,88.6666282938897
0.79,1,100,0,4200,767,1,-16.18630191010796,88.63424774765765
0.792,1,100,0,4200,767,1,-16.18039076879505,88.60187904685687
0.794,1,100,0,4200,767,1,-16.17448179068352,88.56952219148732
0.796,1,100,0,4200,767,1,-16.16857497577336,88.53717718154904
0.798,1,100,0,4200,767,1,-16.16267032406458,88.50484401704203
0.8,1,100,0,4200,767,1,-16.15676783555717,88.47252269796626
0.802,1,100,0,4200,767,1,-16.15086751025114,88.44021322432175
0.804,1,100,0,4200,767,1,-16.14496934814648,88.4079155961085
0.806,1,100,0,4200,767,1,-16.13907334924319,88.37562981332648
0.808,1,100,0,4200,767,1,-16.13317951354129,88.34335587597575
0.81,1,100,0,4200,767,1,-16.12728784104075,88.31109378405625
0.812,1,100,0,4200,767,1,-16.12139833174159,88.27884353756802
0.814,1,100,0,4200,767,1,-16.1155109856438,88.24660513651104
