"time","controller.k","controller.measured","controller.setpoint","controller.command"
0.208,20,1.16762528846787,1,-3.352505769357399
0.21,20,1.16762528846787,1,-3.352505769357399
0.212,20,1.16762528846787,1,-3.352505769357399
0.214,20,1.16762528846787,1,-3.352505769357399
0.216,20,1.16762528846787,1,-3.352505769357399
0.216,20,1.5223091183711,1,-10.44618236742201
0.218,20,1.5223091183711,1,-10.44618236742201
0.22,20,1.5223091183711,1,-10.44618236742201
0.222,20,1.5223091183711,1,-10.44618236742201
0.224,20,1.5223091183711,1,-10.44618236742201
0.226,20,1.5223091183711,1,-10.44618236742201
0.228,20,1.5223091183711,1,-10.44618236742201
0.23,20,1.5223091183711,1,-10.44618236742201
0.232,20,1.5223091183711,1,-10.44618236742201
0.234,20,1.5223091183711,1,-10.44618236742201
0.236,20,1.5223091183711,1,-10.44618236742201
0.238,20,1.5223091183711,1,-10.44618236742201
0.24,20,1.5223091183711,1,-10.44618236742201
0.242,20,1.5223091183711,1,-10.44618236742201
0.244,20,1.5223091183711,1,-10.44618236742201
0.246,20,1.5223091183711,1,-10.44618236742201
0.248,20,1.5223091183711,1,-10.44618236742201
0.25,20,1.5223091183711,1,-10.44618236742201
0.252,20,1.5223091183711,1,-10.44618236742201
0.252,20,0.4023286737838928,1,11.95342652432215
0.254,20,0.4023286737838928,1,11.95342652432215
0.256,20,0.4023286737838928,1,11.95342652432215
0.258,20,0.4023286737838928,1,11.95342652432215
0.26,20,0.4023286737838928,1,11.95342652432215
0.262,20,0.4023286737838928,1,11.95342652432215
0.264,20,0.4023286737838928,1,11.95342652432215
0.266,20,0.4023286737838928,1,11.95342652432215
0.268,20,0.4023286737838928,1,11.95342652432215
0.27,20,0.4023286737838928,1,11.95342652432215
0.272,20,0.4023286737838928,1,11.95342652432215
0.274,20,0.4023286737838928,1,11.95342652432215
0.276,20,0.4023286737838928,1,11.95342652432215
0.278,20,0.4023286737838928,1,11.95342652432215
0.28,20,0.4023286737838928,1,11.95342652432215
0.282,20,0.4023286737838928,1,11.95342652432215
0.284,20,0.4023286737838928,1,11.95342652432215
0.286,20,0.4023286737838928,1,11.95342652432215
0.288,20,0.4023286737838928,1,11.95342652432215
0.288,20,0.1943102640798226,1,16.11379471840355
0.29,20,0.1943102640798226,1,16.11379471840355
0.292,20,0.1943102640798226,1,16.11379471840355
0.294,20,0.1943102640798226,1,16.11379471840355
0.296,20,0.1943102640798226,1,16.11379471840355
0.298,20,0.1943102640798226,1,16.11379471840355
0.3,20,0.1943102640798226,1,16.11379471840355
0.302,20,0.1943102640798226,1,16.11379471840355
0.304,20,0.1943102640798226,1,16.11379471840355
0.306,20,0.1943102640798226,1,16.11379471840355
0.308,20,0.1943102640798226,1,16.11379471840355
0.31,20,0.1943102640798226,1,16.11379471840355
0.312,20,0.1943102640798226,1,16.11379471840355
0.314,20,0.1943102640798226,1,16.11379471840355
0.316,20,0.1943102640798226,1,16.11379471840355
0.318,20,0.1943102640798226,1,16.11379471840355
0.32,20,0.1943102640798226,1,16.11379471840355
0.322,20,0.1943102640798226,1,16.11379471840355
0.324,20,0.1943102640798226,1,16.11379471840355
0.324,20,1.354857753202884,1,-7.097155064057672
0.326,20,1.354857753202884,1,-7.097155064057672
0.328,20,1.354857753202884,1,-7.097155064057672
0.33,20,1.354857753202884,1,-7.097155064057672
0.332,20,1.354857753202884,1,-7.097155064057672
0.334,20,1.354857753202884,1,-7.097155064057672
0.336,20,1.354857753202884,1,-7.097155064057672
0.338,20,1.354857753202884,1,-7.097155064057672
0.34,20,1.354857753202884,1,-7.097155064057672
0.342,20,1.354857753202884,1,-7.097155064057672
0.344,20,1.354857753202884,1,-7.097155064057672
0.346,20,1.354857753202884,1,-7.097155064057672
0.348,20,1.354857753202884,1,-7.097155064057672
0.35,20,1.354857753202884,1,-7.097155064057672
0.352,20,1.354857753202884,1,-7.097155064057672
0.354,20,1.354857753202884,1,-7.097155064057672
0.356,20,1.354857753202884,1,-7.097155064057672
0.358,20,1.354857753202884,1,-7.097155064057672
0.36,20,1.354857753202884,1,-7.097155064057672
0.36,20,1.409498934166564,1,-8.18997868333128
0.362,20,1.409498934166564,1,-8.18997868333128
0.364,20,1.409498934166564,1,-8.18997868333128
0.366,20,1.409498934166564,1,-8.18997868333128
0.368,20,1.409498934166564,1,-8.18997868333128
0.37,20,1.409498934166564,1,-8.18997868333128
0.372,20,1.409498934166564,1,-8.18997868333128
0.374,20,1.409498934166564,1,-8.18997868333128
0.376,20,1.409498934166564,1,-8.18997868333128
0.378,20,1.409498934166564,1,-8.18997868333128
0.38,20,1.409498934166564,1,-8.18997868333128
0.382,20,1.409498934166564,1,-8.18997868333128
0.384,20,1.409498934166564,1,-8.18997868333128
0.386,20,1.409498934166564,1,-8.18997868333128
0.388,20,1.409498934166564,1,-8.18997868333128
0.39,20,1.409498934166564,1,-8.18997868333128
0.392,20,1.409498934166564,1,-8.18997868333128
0.394,20,1.409498934166564,1,-8.18997868333128
0.396,20,1.409498934166564,1,-8.18997868333128
0.396,20,0.2286402206543672,1,15.42719558691266
0.398,20,0.2286402206543672,1,15.42719558691266
0.4,20,0.2286402206543672,1,15.42719558691266
0.402,20,0.2286402206543672,1,15.42719558691266
0.404,20,0.2286402206543672,1,15.42719558691266
0.406,20,0.2286402206543672,1,15.42719558691266
0.408,20,0.2286402206543672,1,15.42719558691266
0.41,20,0.2286402206543672,1,15.42719558691266
0.412,20,0.2286402206543672,1,15.42719558691266
0.414,20,0.2286402206543672,1,15.42719558691266
0.416,20,0.2286402206543672,1,15.42719558691266
0.418,20,0.2286402206543672,1,15.42719558691266
0.42,20,0.2286402206543672,1,15.42719558691266
0.422,20,0.2286402206543672,1,15.42719558691266
0.424,20,0.2286402206543672,1,15.42719558691266
0.426,20,0.2286402206543672,1,15.42719558691266
0.428,20,0.2286402206543672,1,15.42719558691266
0.43,20,0.2286402206543672,1,15.42719558691266
0.432,20,0.2286402206543672,1,15.42719558691266
0.432,20,0.3318619165350438,1,13.36276166929912
0.434,20,0.3318619165350438,1,13.36276166929912
0.436,20,0.3318619165350438,1,13.36276166929912
0.438,20,0.3318619165350438,1,13.36276166929912
0.44,20,0.3318619165350438,1,13.36276166929912
0.442,20,0.3318619165350438,1,13.36276166929912
0.444,20,0.3318619165350438,1,13.36276166929912
0.446,20,0.3318619165350438,1,13.36276166929912
0.448,20,0.3318619165350438,1,13.36276166929912
0.45,20,0.3318619165350438,1,13.36276166929912
0.452,20,0.3318619165350438,1,13.36276166929912
0.454,20,0.3318619165350438,1,13.36276166929912
0.456,20,0.3318619165350438,1,13.36276166929912
0.458,20,0.3318619165350438,1,13.36276166929912
0.46,20,0.3318619165350438,1,13.36276166929912
0.462,20,0.3318619165350438,1,13.36276166929912
0.464,20,0.3318619165350438,1,13.36276166929912
0.466,20,0.3318619165350438,1,13.36276166929912
0.468,20,0.3318619165350438,1,13.36276166929912
0.468,20,1.512088067568747,1,-10.24176135137495
0.47,20,1.512088067568747,1,-10.24176135137495
0.472,20,1.512088067568747,1,-10.24176135137495
0.474,20,1.512088067568747,1,-10.24176135137495
0.476,20,1.512088067568747,1,-10.24176135137495
0.478,20,1.512088067568747,1,-10.24176135137495
0.48,20,1.512088067568747,1,-10.24176135137495
0.482,20,1.512088067568747,1,-10.24176135137495
0.484,20,1.512088067568747,1,-10.24176135137495
0.486,20,1.512088067568747,1,-10.24176135137495
0.488,20,1.512088067568747,1,-10.24176135137495
0.49,20,1.512088067568747,1,-10.24176135137495
0.492,20,1.512088067568747,1,-10.24176135137495
0.494,20,1.512088067568747,1,-10.24176135137495
0.496,20,1.512088067568747,1,-10.24176135137495
0.498,20,1.512088067568747,1,-10.24176135137495
0.5,20,1.512088067568747,1,-10.24176135137495
0.5,20,1.512088067568747,1,-10.24176135137495
0.5,20,1.512088067568747,0,-30.24176135137495
0.502,20,1.512088067568747,0,-30.24176135137495
0.504,20,1.512088067568747,0,-30.24176135137495
0.504,20,1.233775445526499,0,-24.67550891052997
0.506,20,1.233775445526499,0,-24.67550891052997
0.508,20,1.233775445526499,0,-24.67550891052997
0.51,20,1.233775445526499,0,-24.67550891052997
0.512,20,1.233775445526499,0,-24.67550891052997
0.514,20,1.233775445526499,0,-24.67550891052997
0.516,20,1.233775445526499,0,-24.67550891052997
0.518,20,1.233775445526499,0,-24.67550891052997
0.52,20,1.233775445526499,0,-24.67550891052997
0.522,20,1.233775445526499,0,-24.67550891052997
0.524,20,1.233775445526499,0,-24.67550891052997
0.526,20,1.233775445526499,0,-24.67550891052997
0.528,20,1.233775445526499,0,-24.67550891052997
0.53,20,1.233775445526499,0,-24.67550891052997
0.532,20,1.233775445526499,0,-24.67550891052997
0.534,20,1.233775445526499,0,-24.67550891052997
0.536,20,1.233775445526499,0,-24.67550891052997
0.538,20,1.233775445526499,0,-24.67550891052997
0.54,20,1.233775445526499,0,-24.67550891052997
0.54,20,-1.004450287449527,0,20.08900574899055
0.542,20,-1.004450287449527,0,20.08900574899055
0.544,20,-1.004450287449527,0,20.08900574899055
0.546,20,-1.004450287449527,0,20.08900574899055
0.548,20,-1.004450287449527,0,20.08900574899055
0.55,20,-1.004450287449527,0,20.08900574899055
0.552,20,-1.004450287449527,0,20.08900574899055
0.554,20,-1.004450287449527,0,20.08900574899055
0.556,20,-1.004450287449527,0,20.08900574899055
0.558,20,-1.004450287449527,0,20.08900574899055
0.56,20,-1.004450287449527,0,20.08900574899055
0.562,20,-1.004450287449527,0,20.08900574899055
0.564,20,-1.004450287449527,0,20.08900574899055
0.566,20,-1.004450287449527,0,20.08900574899055
0.568,20,-1.004450287449527,0,20.08900574899055
0.57,20,-1.004450287449527,0,20.08900574899055
0.572,20,-1.004450287449527,0,20.08900574899055
0.574,20,-1.004450287449527,0,20.08900574899055
0.576,20,-1.004450287449527,0,20.08900574899055
0.576,20,-1.036205112298621,0,20.72410224597241
0.578,20,-1.036205112298621,0,20.72410224597241
0.58,20,-1.036205112298621,0,20.72410224597241
0.582,20,-1.036205112298621,0,20.72410224597241
0.584,20,-1.036205112298621,0,20.72410224597241
0.586,20,-1.036205112298621,0,20.72410224597241
0.588,20,-1.036205112298621,0,20.72410224597241
0.59,20,-1.036205112298621,0,20.72410224597241
0.592,20,-1.036205112298621,0,20.72410224597241
0.594,20,-1.036205112298621,0,20.72410224597241
0.596,20,-1.036205112298621,0,20.72410224597241
0.598,20,-1.036205112298621,0,20.72410224597241
0.6,20,-1.036205112298621,0,20.72410224597241
0.602,20,-1.036205112298621,0,20.72410224597241
0.604,20,-1.036205112298621,0,20.72410224597241
0.606,20,-1.036205112298621,0,20.72410224597241
0.608,20,-1.036205112298621,0,20.72410224597241
0.61,20,-1.036205112298621,0,20.72410224597241
0.612,20,-1.036205112298621,0,20.72410224597241
0.612,20,1.18191792213343,0,-23.6383584426686
0.614,20,1.18191792213343,0,-23.6383584426686
0.616,20,1.18191792213343,0,-23.6383584426686
0.618,20,1.18191792213343,0,-23.6383584426686
0.62,20,1.18191792213343,0,-23.6383584426686
0.622,20,1.18191792213343,0,-23.6383584426686
0.624,20,1.18191792213343,0,-23.6383584426686
0.626,20,1.18191792213343,0,-23.6383584426686
0.628,20,1.18191792213343,0,-23.6383584426686
0.63,20,1.18191792213343,0,-23.6383584426686
0.632,20,1.18191792213343,0,-23.6383584426686
0.634,20,1.18191792213343,0,-23.6383584426686
0.636,20,1.18191792213343,0,-23.6383584426686
0.638,20,1.18191792213343,0,-23.6383584426686
0.64,20,1.18191792213343,0,-23.6383584426686
0.642,20,1.18191792213343,0,-23.6383584426686
0.644,20,1.18191792213343,0,-23.6383584426686
0.646,20,1.18191792213343,0,-23.6383584426686
0.648,20,1.18191792213343,0,-23.6383584426686
0.648,20,0.8988352213543509,0,-17.97670442708702
0.65,20,0.8988352213543509,0,-17.97670442708702
0.652,20,0.8988352213543509,0,-17.97670442708702
0.654,20,0.8988352213543509,0,-17.97670442708702
0.656,20,0.8988352213543509,0,-17.97670442708702
0.658,20,0.8988352213543509,0,-17.97670442708702
0.66,20,0.8988352213543509,0,-17.97670442708702
0.662,20,0.8988352213543509,0,-17.97670442708702
0.664,20,0.8988352213543509,0,-17.97670442708702
0.666,20,0.8988352213543509,0,-17.97670442708702
0.668,20,0.8988352213543509,0,-17.97670442708702
0.67,20,0.8988352213543509,0,-17.97670442708702
0.672,20,0.8988352213543509,0,-17.97670442708702
0.674,20,0.8988352213543509,0,-17.97670442708702
0.676,20,0.8988352213543509,0,-17.97670442708702
0.678,20,0.8988352213543509,0,-17.97670442708702
0.68,20,0.8988352213543509,0,-17.97670442708702
0.682,20,0.8988352213543509,0,-17.97670442708702
0.684,20,0.8988352213543509,0,-17.97670442708702
0.684,20,-1.312348754194878,0,26.24697508389756
0.686,20,-1.312348754194878,0,26.24697508389756
0.688,20,-1.312348754194878,0,26.24697508389756
0.69,20,-1.312348754194878,0,26.24697508389756
0.692,20,-1.312348754194878,0,26.24697508389756
0.694,20,-1.312348754194878,0,26.24697508389756
0.696,20,-1.312348754194878,0,26.24697508389756
0.698,20,-1.312348754194878,0,26.24697508389756
0.7,20,-1.312348754194878,0,26.24697508389756
0.702,20,-1.312348754194878,0,26.24697508389756
0.704,20,-1.312348754194878,0,26.24697508389756
0.706,20,-1.312348754194878,0,26.24697508389756
0.708,20,-1.312348754194878,0,26.24697508389756
0.71,20,-1.312348754194878,0,26.24697508389756
0.712,20,-1.312348754194878,0,26.24697508389756
0.714,20,-1.312348754194878,0,26.24697508389756
0.716,20,-1.312348754194878,0,26.24697508389756
0.718,20,-1.312348754194878,0,26.24697508389756
0.72,20,-1.312348754194878,0,26.24697508389756
0.72,20,-0.7315704862075822,0,14.63140972415164
0.722,20,-0.7315704862075822,0,14.63140972415164
0.724,20,-0.7315704862075822,0,14.63140972415164
0.726,20,-0.7315704862075822,0,14.63140972415164
0.728,20,-0.7315704862075822,0,14.63140972415164
0.73,20,-0.7315704862075822,0,14.63140972415164
0.732,20,-0.7315704862075822,0,14.63140972415164
0.734,20,-0.7315704862075822,0,14.63140972415164
0.736,20,-0.7315704862075822,0,14.63140972415164
0.738,20,-0.7315704862075822,0,14.63140972415164
0.74,20,-0.7315704862075822,0,14.63140972415164
0.742,20,-0.7315704862075822,0,14.63140972415164
0.744,20,-0.7315704862075822,0,14.63140972415164
0.746,20,-0.7315704862075822,0,14.63140972415164
0.748,20,-0.7315704862075822,0,14.63140972415164
0.75,20,-0.7315704862075822,0,14.63140972415164
0.752,20,-0.7315704862075822,0,14.63140972415164
0.754,20,-0.7315704862075822,0,14.63140972415164
0.756,20,-0.7315704862075822,0,14.63140972415164
0.756,20,1.425642727546125,0,-28.51285455092249
0.758,20,1.425642727546125,0,-28.51285455092249
0.76,20,1.425642727546125,0,-28.51285455092249
0.762,20,1.425642727546125,0,-28.51285455092249
0.764,20,1.425642727546125,0,-28.51285455092249
0.766,20,1.425642727546125,0,-28.51285455092249
0.768,20,1.425642727546125,0,-28.51285455092249
0.77,20,1.425642727546125,0,-28.51285455092249
0.772,20,1.425642727546125,0,-28.51285455092249
0.774,20,1.425642727546125,0,-28.51285455092249
0.776,20,1.425642727546125,0,-28.51285455092249
0.778,20,1.425642727546125,0,-28.51285455092249
0.78,20,1.425642727546125,0,-28.51285455092249
0.782,20,1.425642727546125,0,-28.51285455092249
0.784,20,1.425642727546125,0,-28.51285455092249
0.786,20,1.425642727546125,0,-28.51285455092249
0.788,20,1.425642727546125,0,-28.51285455092249
0.79,20,1.425642727546125,0,-28.51285455092249
0.792,20,1.425642727546125,0,-28.51285455092249
0.792,20,0.548602838967742,0,-10.97205677935484
0.794,20,0.548602838967742,0,-10.97205677935484
0.796,20,0.548602838967742,0,-10.97205677935484
0.798,20,0.548602838967742,0,-10.97205677935484
0.8,20,0.548602838967742,0,-10.97205677935484
0.802,20,0.548602838967742,0,-10.97205677935484
0.804,20,0.548602838967742,0,-10.97205677935484
0.806,20,0.548602838967742,0,-10.97205677935484
0.808,20,0.548602838967742,0,-10.97205677935484
0.81,20,0.548602838967742,0,-10.97205677935484
0.812,20,0.548602838967742,0,-10.97205677935484
0.814,20,0.548602838967742,0,-10.97205677935484
0.816,20,0.548602838967742,0,-10.97205677935484
0.818,20,0.548602838967742,0,-10.97205677935484
0.82,20,0.548602838967742,0,-10.97205677935484
0.822,20,0.548602838967742,0,-10.97205677935484
0.824,20,0.548602838967742,0,-10.97205677935484
0.826,20,0.548602838967742,0,-10.97205677935484
0.828,20,0.548602838967742,0,-10.97205677935484
0.828,20,-1.515166901816384,0,30.30333803632769
0.83,20,-1.515166901816384,0,30.30333803632769
0.832,20,-1.515166901816384,0,30.30333803632769
0.834,20,-1.515166901816384,0,30.30333803632769
0.836,20,-1.515166901816384,0,30.30333803632769
0.838,20,-1.515166901816384,0,30.30333803632769
0.84,20,-1.515166901816384,0,30.30333803632769
0.842,20,-1.515166901816384,0,30.30333803632769
0.844,20,-1.515166901816384,0,30.30333803632769
0.846,20,-1.515166901816384,0,30.30333803632769
0.848,20,-1.515166901816384,0,30.30333803632769
0.85,20,-1.515166901816384,0,30.30333803632769
0.852,20,-1.515166901816384,0,30.30333803632769
0.854,20,-1.515166901816384,0,30.30333803632769
0.856,20,-1.515166901816384,0,30.30333803632769
0.858,20,-1.515166901816384,0,30.30333803632769
0.86,20,-1.515166901816384,0,30.30333803632769
0.862,20,-1.515166901816384,0,30.30333803632769
0.864,20,-1.515166901816384,0,30.30333803632769
0.864,20,-0.3513965863661068,0,7.027931727322136
0.866,20,-0.3513965863661068,0,7.027931727322136
0.868,20,-0.3513965863661068,0,7.027931727322136
0.87,20,-0.3513965863661068,0,7.027931727322136
0.872,20,-0.3513965863661068,0,7.027931727322136
0.874,20,-0.3513965863661068,0,7.027931727322136
0.876,20,-0.3513965863661068,0,7.027931727322136
0.878,20,-0.3513965863661068,0,7.027931727322136
0.88,20,-0.3513965863661068,0,7.027931727322136
0.882,20,-0.3513965863661068,0,7.027931727322136
0.884,20,-0.3513965863661068,0,7.027931727322136
0.886,20,-0.3513965863661068,0,7.027931727322136
0.888,20,-0.3513965863661068,0,7.027931727322136
0.89,20,-0.3513965863661068,0,7.027931727322136
0.892,20,-0.3513965863661068,0,7.027931727322136
0.894,20,-0.3513965863661068,0,7.027931727322136
0.896,20,-0.3513965863661068,0,7.027931727322136
0.898,20,-0.3513965863661068,0,7.027931727322136
0.9,20,-0.3513965863661068,0,7.027931727322136
0.9,20,1.579287438975906,0,-31.58574877951812
0.902,20,1.579287438975906,0,-31.58574877951812
0.904,20,1.579287438975906,0,-31.58574877951812
0.906,20,1.579287438975906,0,-31.58574877951812
0.908,20,1.579287438975906,0,-31.58574877951812
0.91,20,1.579287438975906,0,-31.58574877951812
0.912,20,1.579287438975906,0,-31.58574877951812
0.914,20,1.579287438975906,0,-31.58574877951812
0.916,20,1.579287438975906,0,-31.58574877951812
0.918,20,1.579287438975906,0,-31.58574877951812
0.92,20,1.579287438975906,0,-31.58574877951812
0.922,20,1.579287438975906,0,-31.58574877951812
0.924,20,1.579287438975906,0,-31.58574877951812
0.926,20,1.579287438975906,0,-31.58574877951812
0.928,20,1.579287438975906,0,-31.58574877951812
0.93,20,1.579287438975906,0,-31.58574877951812
0.932,20,1.579287438975906,0,-31.58574877951812
0.934,20,1.579287438975906,0,-31.58574877951812
0.936,20,1.579287438975906,0,-31.58574877951812
0.936,20,0.1433930032657059,0,-2.867860065314118
0.938,20,0.1433930032657059,0,-2.867860065314118
0.94,20,0.1433930032657059,0,-2.867860065314118
0.942,20,0.1433930032657059,0,-2.867860065314118
0.944,20,0.1433930032657059,0,-2.867860065314118
0.946,20,0.1433930032657059,0,-2.867860065314118
0.948,20,0.1433930032657059,0,-2.867860065314118
0.95,20,0.1433930032657059,0,-2.867860065314118
0.952,20,0.1433930032657059,0,-2.867860065314118
0.954,20,0.1433930032657059,0,-2.867860065314118
0.956,20,0.1433930032657059,0,-2.867860065314118
0.958,20,0.1433930032657059,0,-2.867860065314118
0.96,20,0.1433930032657059,0,-2.867860065314118
0.962,20,0.1433930032657059,0,-2.867860065314118
0.964,20,0.1433930032657059,0,-2.867860065314118
0.966,20,0.1433930032657059,0,-2.867860065314118
0.968,20,0.1433930032657059,0,-2.867860065314118
0.97,20,0.1433930032657059,0,-2.867860065314118
0.972,20,0.1433930032657059,0,-2.867860065314118
0.972,20,-1.616203827206784,0,32.32407654413569
0.974,20,-1.616203827206784,0,32.32407654413569
0.976,20,-1.616203827206784,0,32.32407654413569
0.978,20,-1.616203827206784,0,32.32407654413569
0.98,20,-1.616203827206784,0,32.32407654413569
0.982,20,-1.616203827206784,0,32.32407654413569
0.984,20,-1.616203827206784,0,32.32407654413569
0.986,20,-1.616203827206784,0,32.32407654413569
0.988,20,-1.616203827206784,0,32.32407654413569
0.99,20,-1.616203827206784,0,32.32407654413569
0.992,20,-1.616203827206784,0,32.32407654413569
0.994,20,-1.616203827206784,0,32.32407654413569
0.996,20,-1.616203827206784,0,32.32407654413569
0.998,20,-1.616203827206784,0,32.32407654413569
1,20,-1.616203827206784,0,32.32407654413569
1,20,-1.616203827206784,1,52.32407654413569
1,20,-1.616203827206784,1,52.32407654413569
