"time","wLoad","sineVoltage.v[2]"
0.284,1440.45,-60.67752091364284
0.286,1440.45,-16.97591846876066
0.288,1440.45,33.20990784094109
0.29,1440.45,70.71067811865484
0.292,1440.45,81.20237272259575
0.294,1440.45,60.67752091364266
0.296,1440.45,16.97591846876039
0.298,1440.45,-33.20990784094135
0.3,1440.45,-70.71067811865498
0.302,1440.45,-81.20237272259573
0.304,1440.45,-60.67752091364247
0.306,1440.45,-16.97591846876012
0.308,1440.45,33.2099078409416
0.31,1440.45,70.71067811865512
0.312,1440.45,81.2023727225957
0.314,1440.45,60.67752091364228
0.316,1440.45,16.97591846875984
0.318,1440.45,-33.20990784094186
0.32,1440.45,-70.71067811865468
0.322,1440.45,-81.20237272259565
0.324,1440.45,-60.67752091364209
0.326,1440.45,-16.97591846875957
0.328,1440.45,33.20990784094212
0.33,1440.45,70.71067811865483
0.332,1440.45,81.20237272259563
0.334,1440.45,60.67752091364191
0.336,1440.45,16.9759184687593
0.338,1440.45,-33.20990784094237
0.34,1440.45,-70.71067811865497
0.342,1440.45,-81.2023727225956
0.344,1440.45,-60.6775209136425
0.346,1440.45,-16.97591846876016
0.348,1440.45,33.2099078409405
0.35,1440.45,70.71067811865453
0.352,1440.45,81.2023727225957
0.354,1440.45,60.67752091364231
0.356,1440.45,16.97591846876102
0.358,1440.45,-33.20990784094077
0.36,1440.45,-70.71067811865467
0.362,1440.45,-81.20237272259567
0.364,1440.45,-60.67752091364212
0.366,1440.45,-16.97591846876075
0.368,1440.45,33.20990784094101
0.37,1440.45,70.71067811865481
0.372,1440.45,81.20237272259564
0.374,1440.45,60.67752091364194
0.376,1440.45,16.97591846876047
0.378,1440.45,-33.20990784094128
0.38,1440.45,-70.71067811865495
0.382,1440.45,-81.2023727225956
0.384,1440.45,-60.67752091364175
0.386,1440.45,-16.9759184687602
0.388,1440.45,33.20990784094153
0.39,1440.45,70.71067811865508
0.392,1440.45,81.20237272259558
0.394,1440.45,60.67752091364156
0.396,1440.45,16.97591846875992
0.398,1440.45,-33.20990784094179
0.4,1440.45,-70.71067811865522
0.402,1440.45,-81.20237272259556
0.404,1440.45,-60.67752091364215
0.406,1440.45,-16.97591846875965
0.408,1440.45,33.20990784093992
0.41,1440.45,70.71067811865422
0.412,1440.45,81.20237272259577
0.414,1440.45,60.67752091364274
0.416,1440.45,16.97591846876164
0.418,1440.45,-33.20990784094018
0.42,1440.45,-70.71067811865434
0.422,1440.45,-81.20237272259573
0.424,1440.45,-60.67752091364255
0.426,1440.45,-16.9759184687625
0.428,1440.45,33.20990784093937
0.43,1440.45,70.7106781186539
0.432,1440.45,81.20237272259583
0.434,1440.45,60.67752091364314
0.436,1440.45,16.9759184687611
0.438,1440.45,-33.20990784094069
0.44,1440.45,-70.71067811865463
0.442,1440.45,-81.20237272259568
0.444,1440.45,-60.67752091364218
0.446,1440.45,-16.97591846876196
0.448,1440.45,33.20990784093988
0.45,1440.45,70.71067811865419
0.452,1440.45,81.20237272259577
0.454,1440.45,60.67752091364277
0.456,1440.45,16.97591846876055
0.458,1440.45,-33.2099078409412
0.46,1440.45,-70.71067811865491
0.462,1440.45,-81.20237272259561
0.464,1440.45,-60.67752091364336
0.466,1440.45,-16.97591846876141
0.468,1440.45,33.2099078409404
0.47,1440.45,70.71067811865447
0.472,1440.45,81.20237272259595
0.474,1440.45,60.67752091364395
0.476,1440.45,16.97591846876227
0.478,1440.45,-33.20990784093959
0.48,1440.45,-70.71067811865403
0.482,1440.45,-81.20237272259581
0.484,1440.45,-60.67752091364298
0.486,1440.45,-16.97591846876086
0.488,1440.45,33.20990784094091
0.49,1440.45,70.71067811865474
0.492,1440.45,81.2023727225959
0.494,1440.45,60.67752091364357
0.496,1440.45,16.97591846876172
0.498,1440.45,-33.2099078409401
0.5,1440.45,-70.71067811865431
0.502,1440.45,-81.20237272259574
0.504,1440.45,-60.6775209136426
0.506,1440.45,-16.97591846876031
0.508,1440.45,33.20990784094142
0.51,1440.45,70.71067811865386
0.512,1440.45,81.20237272259583
0.514,1440.45,60.67752091364319
0.516,1440.45,16.97591846876118
0.518,1440.45,-33.20990784094061
0.52,1440.45,-70.71067811865458
0.522,1440.45,-81.20237272259568
0.524,1440.45,-60.67752091364223
0.526,1440.45,-16.97591846875977
0.528,1440.45,33.20990784094193
0.53,1440.45,70.71067811865414
0.532,1440.45,81.20237272259578
0.534,1440.45,60.67752091364282
0.536,1440.45,16.97591846876063
0.538,1440.45,-33.20990784094113
0.54,1440.45,-70.71067811865487
0.542,1440.45,-81.20237272259563
0.544,1440.45,-60.67752091364186
0.546,1440.45,-16.97591846875922
0.548,1440.45,33.20990784094032
0.55,1440.45,70.71067811865443
0.552,1440.45,81.20237272259571
0.554,1440.45,60.67752091364245
0.556,1440.45,16.97591846876008
0.558,1440.45,-33.20990784094164
0.56,1440.45,-70.71067811865515
0.562,1440.45,-81.20237272259557
0.564,1440.45,-60.67752091364459
0.566,1440.45,-16.97591846876321
0.568,1440.45,33.20990784093871
0.57,1440.45,70.71067811865355
0.572,1440.45,81.20237272259591
0.574,1440.45,60.67752091364363
0.576,1440.45,16.9759184687618
0.578,1440.45,-33.20990784094003
0.58,1440.45,-70.71067811865426
0.582,1440.45,-81.202372722596
0.584,1440.45,-60.67752091364422
0.586,1440.45,-16.97591846876266
0.588,1440.45,33.20990784093922
0.59,1440.45,70.71067811865383
0.592,1440.45,81.20237272259584
0.594,1440.45,60.67752091364324
0.596,1440.45,16.97591846876125
0.598,1440.45,-33.20990784094054
0.6,1440.45,-70.71067811865454
0.602,1440.45,-81.20237272259592
0.604,1440.45,-60.67752091364383
0.606,1440.45,-16.97591846876211
0.608,1440.45,33.20990784093974
0.61,1440.45,70.71067811865412
0.612,1440.45,81.20237272259578
0.614,1440.45,60.67752091364287
0.616,1440.45,16.9759184687607
0.618,1440.45,-33.20990784094105
0.62,1440.45,-70.71067811865483
0.622,1440.45,-81.20237272259588
0.624,1440.45,-60.67752091364346
0.626,1440.45,-16.97591846876157
0.628,1440.45,33.20990784094025
0.63,1440.45,70.71067811865439
0.632,1440.45,81.20237272259573
0.634,1440.45,60.6775209136425
0.636,1440.45,16.97591846876016
0.638,1440.45,-33.20990784094156
0.64,1440.45,-70.71067811865395
0.642,1440.45,-81.20237272259583
0.644,1440.45,-60.67752091364309
0.646,1440.45,-16.97591846876102
0.648,1440.45,33.20990784094077
0.65,1440.45,70.71067811865467
0.652,1440.45,81.20237272259567
0.654,1440.45,60.67752091364212
0.656,1440.45,16.97591846875961
0.658,1440.45,-33.20990784094208
0.66,1440.45,-70.71067811865423
0.662,1440.45,-81.20237272259575
0.664,1440.45,-60.67752091364271
0.666,1440.45,-16.97591846876047
0.668,1440.45,33.20990784094128
0.67,1440.45,70.71067811865495
0.672,1440.45,81.2023727225956
0.674,1440.45,60.67752091364175
0.676,1440.45,16.97591846875906
0.678,1440.45,-33.20990784094047
0.68,1440.45,-70.71067811865451
0.682,1440.45,-81.2023727225957
0.684,1440.45,-60.67752091364234
0.686,1440.45,-16.97591846875992
0.688,1440.45,33.20990784093966
0.69,1440.45,70.71067811865406
0.692,1440.45,81.2023727225958
0.694,1440.45,60.67752091364448
0.696,1440.45,16.97591846876305
0.698,1440.45,-33.20990784093886
0.7,1440.45,-70.71067811865363
0.702,1440.45,-81.20237272259588
0.704,1440.45,-60.67752091364352
0.706,1440.45,-16.97591846876164
0.708,1440.45,33.20990784094018
0.71,1440.45,70.71067811865434
0.712,1440.45,81.20237272259598
0.714,1440.45,60.67752091364411
0.716,1440.45,16.9759184687625
0.718,1440.45,-33.20990784093937
0.72,1440.45,-70.7106781186539
0.722,1440.45,-81.20237272259583
0.724,1440.45,-60.67752091364314
0.726,1440.45,-16.9759184687611
0.728,1440.45,33.20990784094069
0.73,1440.45,70.71067811865463
0.732,1440.45,81.20237272259592
0.734,1440.45,60.67752091364373
0.736,1440.45,16.97591846876196
0.738,1440.45,-33.20990784093988
0.74,1440.45,-70.71067811865419
0.742,1440.45,-81.20237272259577
0.744,1440.45,-60.67752091364277
0.746,1440.45,-16.97591846876055
0.748,1440.45,33.2099078409412
0.75,1440.45,70.71067811865375
0.752,1440.45,81.20237272259585
0.754,1440.45,60.67752091364336
0.756,1440.45,16.97591846876141
0.758,1440.45,-33.2099078409404
0.76,1440.45,-70.71067811865447
0.762,1440.45,-81.20237272259571
0.764,1440.45,-60.6775209136424
0.766,1440.45,-16.97591846876
0.768,1440.45,33.20990784094171
0.77,1440.45,70.71067811865403
0.772,1440.45,81.20237272259581
0.774,1440.45,60.67752091364298
0.776,1440.45,16.97591846876086
0.778,1440.45,-33.20990784094091
0.78,1440.45,-70.71067811865474
0.782,1440.45,-81.20237272259565
0.784,1440.45,-60.67752091364201
0.786,1440.45,-16.97591846875945
0.788,1440.45,33.20990784094222
0.79,1440.45,70.71067811865431
0.792,1440.45,81.20237272259574
0.794,1440.45,60.6775209136426
0.796,1440.45,16.97591846876031
0.798,1440.45,-33.20990784094142
0.8,1440.45,-70.71067811865503
0.802,1440.45,-81.2023727225956
0.804,1440.45,-60.67752091364164
0.806,1440.45,-16.97591846875891
0.808,1440.45,33.20990784094061
0.81,1440.45,70.71067811865458
0.812,1440.45,81.20237272259568
0.814,1440.45,60.67752091364378
0.816,1440.45,16.97591846876431
0.818,1440.45,-33.20990784093981
0.82,1440.45,-70.71067811865298
0.822,1440.45,-81.20237272259578
0.824,1440.45,-60.67752091364437
0.826,1440.45,-16.97591846876063
0.828,1440.45,33.20990784093901
0.83,1440.45,70.71067811865487
0.832,1440.45,81.20237272259587
0.834,1440.45,60.67752091364496
0.836,1440.45,16.97591846876149
0.838,1440.45,-33.2099078409382
0.84,1440.45,-70.71067811865443
0.842,1440.45,-81.20237272259595
0.844,1440.45,-60.67752091364245
0.846,1440.45,-16.97591846876235
0.848,1440.45,33.20990784094164
0.85,1440.45,70.71067811865399
0.852,1440.45,81.20237272259605
0.854,1440.45,60.67752091364304
0.856,1440.45,16.97591846876321
0.858,1440.45,-33.20990784094084
0.86,1440.45,-70.71067811865355
0.862,1440.45,-81.20237272259565
0.864,1440.45,-60.67752091364363
0.866,1440.45,-16.97591846875953
0.868,1440.45,33.20990784094003
0.87,1440.45,70.71067811865544
0.872,1440.45,81.20237272259575
0.874,1440.45,60.67752091364422
0.876,1440.45,16.97591846876039
0.878,1440.45,-33.20990784093922
0.88,1440.45,-70.71067811865498
0.882,1440.45,-81.20237272259584
0.884,1440.45,-60.67752091364169
0.886,1440.45,-16.97591846876125
0.888,1440.45,33.20990784094266
0.89,1440.45,70.71067811865454
0.892,1440.45,81.20237272259592
0.894,1440.45,60.67752091364228
0.896,1440.45,16.97591846876211
0.898,1440.45,-33.20990784094186
0.9,1440.45,-70.71067811865412
0.902,1440.45,-81.20237272259554
0.904,1440.45,-60.67752091364287
0.906,1440.45,-16.97591846875844
0.908,1440.45,33.20990784094105
0.91,1440.45,70.71067811865366
0.912,1440.45,81.20237272259563
0.914,1440.45,60.67752091364346
0.916,1440.45,16.9759184687593
0.918,1440.45,-33.20990784094025
0.92,1440.45,-70.71067811865555
0.922,1440.45,-81.20237272259573
0.924,1440.45,-60.67752091364094
0.926,1440.45,-16.97591846876016
0.928,1440.45,33.20990784093944
0.93,1440.45,70.71067811865511
0.932,1440.45,81.20237272259583
0.934,1440.45,60.67752091364153
0.936,1440.45,16.97591846876102
0.938,1440.45,-33.20990784093864
0.94,1440.45,-70.71067811865467
0.942,1440.45,-81.20237272259591
0.944,1440.45,-60.67752091364523
0.946,1440.45,-16.97591846876188
0.948,1440.45,33.20990784093784
0.95,1440.45,70.71067811865423
0.952,1440.45,81.20237272259601
0.954,1440.45,60.67752091364271
0.956,1440.45,16.97591846876274
0.958,1440.45,-33.20990784094128
0.96,1440.45,-70.71067811865379
0.962,1440.45,-81.2023727225961
0.964,1440.45,-60.6775209136433
0.966,1440.45,-16.9759184687636
0.968,1440.45,33.20990784094047
0.97,1440.45,70.71067811865335
0.972,1440.45,81.2023727225957
0.974,1440.45,60.67752091364389
0.976,1440.45,16.97591846875992
0.978,1440.45,-33.20990784093966
0.98,1440.45,-70.71067811865522
0.982,1440.45,-81.2023727225958
0.984,1440.45,-60.67752091364448
0.986,1440.45,-16.97591846876078
0.988,1440.45,33.20990784093886
0.99,1440.45,70.71067811865478
0.992,1440.45,81.20237272259588
0.994,1440.45,60.67752091364196
0.996,1440.45,16.97591846876164
0.998,1440.45,-33.20990784094229
1,1440.45,-70.71067811865434
1,1440.45,-70.71067811865434
