"time","rlc_comp.u[1]","rlc_comp.x[1]","rlc_comp.x[2]","der(rlc_comp.x[1])","der(rlc_comp.x[2])","rlc_comp.x0[1]","rlc_comp.x0[2]","rlc_comp.y[1]","rlc_comp.y[2]"
0.09,24,37.67336993291354,0.5361686765009235,159.434977171788,-13.67336993291354,0,0,0.3767336993291355,0.159434977171788
0.092,24,37.96170087356266,0.5085234423170252,128.9064335813985,-13.96170087356266,0,0,0.3796170087356266,0.1289064335813985
0.094,24,38.18904959892969,0.480362566707545,98.47207071824812,-14.18904959892969,0,0,0.3818904959892969,0.09847207071824809
0.096,24,38.35572290037015,0.4518077479458119,68.25051894211043,-14.35572290037015,0,0,0.3835572290037015,0.06825051894211043
0.098,24,38.46226225691672,0.4229798384236335,38.35721585446629,-14.46226225691672,0,0,0.3846226225691672,0.03835721585446628
0.1,24,38.50943754227345,0.3939983600850944,8.903984662359903,-14.50943754227345,0,0,0.3850943754227344,0.008903984662359921
0.102,24,38.49823603601972,0.3649811115209817,-20.00124883921546,-14.49823603601972,0,0,0.3849823603601972,-0.02000124883921545
0.104,24,38.42985966779086,0.3360436519980521,-48.25494467985646,-14.42985966779086,0,0,0.3842985966779086,-0.04825494467985653
0.106,24,38.3057099903518,0.307298986066604,-75.75811383691399,-14.3057099903518,0,0,0.383057099903518,-0.075758113836914
0.108,24,38.12738380256213,0.2788570770910064,-102.4167609346149,-14.12738380256213,0,0,0.3812738380256213,-0.1024167609346149
0.11,24,37.89665953875479,0.2508245332591498,-128.1420621283981,-13.89665953875479,0,0,0.3789665953875479,-0.1281420621283981
0.112,24,37.61548787391795,0.2233042420046015,-152.850636734578,-13.61548787391795,0,0,0.3761548787391795,-0.152850636734578
0.114,24,37.28598164059303,0.1963949806167412,-176.4648357891891,-13.28598164059303,0,0,0.3728598164059303,-0.1764648357891891
0.116,24,36.9104015122963,0.1701912212225733,-198.9127939003897,-12.9104015122963,0,0,0.369104015122963,-0.1989127939003897
0.118,24,36.49114762951591,0.1447826904909006,-220.1287858042586,-12.49114762951591,0,0,0.3649114762951591,-0.2201287858042586
0.12,24,36.03074393453259,0.1202542655061196,-240.0531738392063,-12.03074393453259,0,0,0.3603074393453259,-0.2400531738392063
0.122,24,35.5318283696243,0.09668560437470529,-258.6326793215377,-11.5318283696243,0,0,0.355318283696243,-0.2586326793215377
0.124,24,34.99713859516215,0.07415100761986307,-275.8203783317584,-10.99713859516215,0,0,0.3499713859516215,-0.2758203783317584
0.126,24,34.42949962027136,0.05271924109474332,-291.5757551079703,-10.42949962027136,0,0,0.3442949962027136,-0.2915757551079703
0.128,24,33.83181143661837,0.03245326744656974,-305.864846919614,-9.831811436618374,0,0,0.3383181143661838,-0.305864846919614
0.13,24,33.20703502138823,0.01341028290208181,-318.6600673118005,-9.207035021388229,0,0,0.3320703502138823,-0.3186600673118005
0.132,24,32.55818039011112,-0.00435858632689189,-329.9403902280031,-8.558180390111119,0,0,0.3255818039011112,-0.3299403902280031
0.134,24,31.88829299573215,-0.02080819068352018,-339.6911206408417,-7.888292995732151,0,0,0.3188829299573215,-0.3396911206408417
0.136,24,31.20044142644078,-0.03589954719854183,-347.9039614629497,-7.200441426440783,0,0,0.3120044142644078,-0.3479039614629497
0.138,24,30.49770442663166,-0.04959981532319303,-354.5768595895096,-6.497704426631664,0,0,0.3049770442663167,-0.3545768595895097
0.14,24,29.78315911857361,-0.06188226207914511,-359.7138532648813,-5.783159118573614,0,0,0.2978315911857362,-0.3597138532648813
0.142,24,29.0598677718426,-0.07272639202981297,-363.3250697482389,-5.059867771842598,0,0,0.290598677718426,-0.3633250697482389
0.144,24,28.33086744640725,-0.08211770598515028,-365.4263804492228,-4.330867446407254,0,0,0.2833086744640725,-0.3654263804492228
0.146,24,27.59915685183289,-0.09004783337011078,-366.0394018884397,-3.599156851832888,0,0,0.2759915685183289,-0.3660394018884397
0.148,24,26.86768670683266,-0.09651428707352426,-365.1911541418509,-2.867686706832664,0,0,0.2686768670683267,-0.3651911541418509
0.15,24,26.13934805610464,-0.1015204579790754,-362.9139385401218,-2.139348056104641,0,0,0.2613934805610464,-0.3629139385401218
0.152,24,25.41696200721132,-0.1050754564685035,-359.2450765406167,-1.416962007211318,0,0,0.2541696200721132,-0.3592450765406167
0.154,24,24.70327131895006,-0.1071939089614842,-354.2266221509848,-0.7032713189500583,0,0,0.2470327131895006,-0.3542266221509848
0.156,24,24.0009282916918,-0.107895918646932,-347.90520156385,-0.0009282916917960904,0,0,0.240009282916918,-0.34790520156385
0.158,24,23.31248963503518,-0.1072067167892255,-340.3316131395773,0.6875103649648189,0,0,0.2331248963503518,-0.3403316131395773
0.16,24,22.64040477055208,-0.1051566090117992,-331.5606567173201,1.359595229447915,0,0,0.2264040477055209,-0.33156065671732
0.162,24,21.98701098692088,-0.101780643842778,-321.6507537119869,2.012989013079121,0,0,0.2198701098692088,-0.3216507537119868
0.164,24,21.3545249955459,-0.09711844133236208,-310.6636912878211,2.645475004454095,0,0,0.2135452499554591,-0.3106636912878211
0.166,24,20.74503615466384,-0.09121394163118415,-298.6643031778225,3.25496384533616,0,0,0.2074503615466384,-0.2986643031778226
0.168,24,20.16050308310625,-0.08411509582294881,-285.7201266540113,3.839496916893751,0,0,0.2016050308310625,-0.2857201266540113
0.17,24,19.60274447146859,-0.07587368488168822,-271.9011295963741,4.39725552853141,0,0,0.1960274447146859,-0.2719011295963741
0.172,24,19.07343934692525,-0.06654493914190338,-257.2793326111559,4.926560653074748,0,0,0.1907343934692525,-0.2572793326111559
0.174,24,18.57411896795819,-0.05618733644222951,-241.9285261218114,5.425881032041815,0,0,0.1857411896795819,-0.2419285261218114
0.176,24,18.10616666271254,-0.04486224796173439,-225.9239145888598,5.893833337287465,0,0,0.1810616666271254,-0.2259239145888597
0.178,24,17.67081421134076,-0.03263366514558068,-209.3418072589883,6.329185788659238,0,0,0.1767081421134076,-0.2093418072589883
0.18,24,17.26913875528905,-0.01956789784344178,-192.2592853963323,6.730861244710951,0,0,0.1726913875528905,-0.1922592853963323
0.182,24,16.90206483335947,-0.005733241123760834,-174.7538894573556,7.097935166640529,0,0,0.1690206483335947,-0.1747538894573556
0.184,24,16.57035921995454,0.008800300805270665,-156.9032913942747,7.429640780045464,0,0,0.1657035921995454,-0.1569032913942747
0.186,24,16.27463577617174,0.02396135732518054,-138.7850004365368,7.725364223828262,0,0,0.1627463577617174,-0.1387850004365369
0.188,24,16.01535208541707,0.03967747769881586,-120.4760431553549,7.984647914582929,0,0,0.1601535208541707,-0.1204760431553548
0.19,24,15.79281317467188,0.05587545424890106,-102.0526774978178,8.207186825328117,0,0,0.1579281317467188,-0.1020526774978178
0.192,24,15.60717301230611,0.07248161564722258,-83.59011447583848,8.392826987693894,0,0,0.1560717301230611,-0.08359011447583847
0.194,24,15.45843489289478,0.08942214129201727,-65.16220763693053,8.541565107105221,0,0,0.1545843489289478,-0.06516220763693052
0.196,24,15.34645803397158,0.1066233372134212,-46.8412431262946,8.653541966028424,0,0,0.1534645803397158,-0.04684124312629462
0.198,24,15.27095676362023,0.1240119510693854,-28.69761656681696,8.72904323637977,0,0,0.1527095676362023,-0.02869761656681695
0.2,24,15.23150847512923,0.1415154250791224,-10.79965967216989,8.768491524870772,0,0,0.1523150847512923,-0.01079965967216989
0.202,24,15.22755501671947,0.1590621930631001,6.786642895905402,8.772444983280531,0,0,0.1522755501671947,0.006786642895905415
0.204,24,15.25840911193825,0.1765819352671424,23.99784414775996,8.741590888061751,0,0,0.1525840911193825,0.02399784414775993
0.206,24,15.32326000143281,0.1940058132002043,40.77321318587619,8.676739998567188,0,0,0.1532326000143281,0.04077321318587618
0.208,24,15.42117685347202,0.2112667654034366,57.05499686871633,8.578823146527975,0,0,0.1542117685347202,0.05705499686871635
0.21,24,15.55111807287299,0.228299663007349,72.78848227861911,8.448881927127012,0,0,0.1555111807287299,0.07278848227861909
0.212,24,15.71193442227893,0.2450416083035888,87.92226408079949,8.288065577721072,0,0,0.1571193442227893,0.08792226408079948
0.214,24,15.90237830974629,0.2614320698348503,102.4082867373874,8.097621690253712,0,0,0.1590237830974629,0.1024082867373874
0.216,24,16.12110892064203,0.2774131230378079,116.2020338313876,7.87889107935797,0,0,0.1612110892064203,0.1162020338313876
0.218,24,16.36670009482594,0.2929296154400911,129.2626144918316,7.633299905174056,0,0,0.1636670009482595,0.1292626144918316
0.22,24,16.63764804251814,0.307929294100182,141.5528136750006,7.362351957481863,0,0,0.1663764804251814,0.1415528136750006
0.222,24,16.9323775242501,0.3223630405050438,153.0392652625428,7.067622475749896,0,0,0.169323775242501,0.1530392652625428
0.224,24,17.24925118919613,0.3361848913628876,163.6923794709263,6.750748810803866,0,0,0.1724925118919613,0.1636923794709263
0.226,24,17.58657579196251,0.3493522661837636,173.4865082641386,6.413424208037494,0,0,0.1758657579196251,0.1734865082641386
0.228,24,17.94261109032666,0.3618259828138332,182.3998719105665,6.057388909673339,0,0,0.1794261109032666,0.1823998719105665
0.23,24,18.31557699937638,0.3735703948719184,190.4146248781545,5.684423000623617,0,0,0.1831557699937638,0.1904146248781546
0.232,24,18.70366172534051,0.3845534620072,197.5168447537949,5.29633827465949,0,0,0.1870366172534051,0.1975168447537949
0.234,24,19.10502949856615,0.3947467518075143,203.6964568218527,4.894970501433846,0,0,0.1910502949856615,0.2036964568218528
0.236,24,19.51782831618627,0.4041255812763132,208.9472981144505,4.482171683813732,0,0,0.1951782831618627,0.2089472981144505
0.238,24,19.94019754108385,0.4126689201367161,213.2669447258776,4.059802458916149,0,0,0.1994019754108385,0.2132669447258776
0.24,24,20.37027558750444,0.4203595109982717,216.6567551232272,3.629724412495555,0,0,0.2037027558750444,0.2166567551232272
0.242,24,20.80620715436125,0.4271837836253476,219.1217120817352,3.19379284563875,0,0,0.2080620715436125,0.2191217120817351
0.244,24,21.24615041707521,0.4331318710477214,220.6703668769693,2.753849582924786,0,0,0.2124615041707521,0.2206703668769693
0.246,24,21.68828445053407,0.4381975922740213,221.3147477686806,2.311715549465934,0,0,0.2168828445053407,0.2213147477686807
0.248,24,22.13081515541232,0.4423783388270782,221.070187272955,1.869184844587675,0,0,0.2213081515541233,0.221070187272955
0.25,24,22.57198312781501,0.4456751118268762,219.9552805487261,1.428016872184987,0,0,0.2257198312781501,0.2199552805487261
0.252,24,23.01006845398551,0.44809234096412,217.9916564242649,0.9899315460144855,0,0,0.2301006845398552,0.2179916564242649
0.254,24,23.44339807257335,0.4496378884049816,215.2039076792482,0.5566019274266516,0,0,0.2344339807257335,0.2152039076792482
0.256,24,23.87035060023017,0.4503228917192854,211.6193857169837,0.129649399769832,0,0,0.2387035060023017,0.2116193857169837
0.258,24,24.28936177906879,0.4501616707270853,207.2680529363975,-0.2893617790687877,0,0,0.2428936177906879,0.2072680529363974
0.26,24,24.69893051538349,0.4491716375206169,202.182332366782,-0.6989305153834877,0,0,0.2469893051538349,0.202182332366782
0.262,24,25.09762171989575,0.4473731031268515,196.396885927894,-1.097621719895752,0,0,0.2509762171989575,0.196396885927894
0.264,24,25.48407302811578,0.4447892173274189,189.9484870462611,-1.48407302811578,0,0,0.2548407302811578,0.189948487046261
0.266,24,25.85699638498779,0.4414457460772977,182.8757822274198,-1.856996384987792,0,0,0.2585699638498779,0.1828757822274198
0.268,24,26.21518357760965,0.4373709755871207,175.2191398110241,-2.21518357760965,0,0,0.2621518357760965,0.1752191398110242
0.27,24,26.55750842555684,0.4325955178551327,167.0204335995643,-2.557508425556843,0,0,0.2655750842555684,0.1670204335995643
0.272,24,26.8829292931578,0.4271521452320057,158.3228523004277,-2.882929293157801,0,0,0.268829292931578,0.1583228523004276
0.274,24,27.19049333696284,0.4210756458030345,149.1707124334061,-3.190493336962838,0,0,0.2719049333696284,0.1491707124334061
0.276,24,27.47933576862641,0.414402601523245,139.6092438369809,-3.479335768626413,0,0,0.2747933576862641,0.1396092438369809
0.278,24,27.74868449369795,0.4071712526090342,129.6844076720546,-3.748684493697951,0,0,0.2774868449369795,0.1296844076720547
0.28,24,27.99785870029268,0.399421276406228,119.4426894033012,-3.997858700292682,0,0,0.2799785870029268,0.1194426894033012
0.282,24,28.22627162843468,0.3911936273977933,108.9309111134465,-4.226271628434681,0,0,0.2822627162843468,0.1089309111134465
0.284,24,28.43343028843331,0.3825303366240238,98.19603373969062,-4.433430288433314,0,0,0.2843343028843331,0.09819603373969066
0.286,24,28.61893479845774,0.3734743259751892,87.28497799061182,-4.61893479845774,0,0,0.2861893479845774,0.0872849779906118
0.288,24,28.78248037690945,0.3640692263637376,76.24442259464314,-4.782480376909447,0,0,0.2878248037690945,0.07624442259464315
0.29,24,28.92385364325878,0.3543591833766974,65.12064694410964,-4.923853643258777,0,0,0.2892385364325878,0.06512064694410957
0.292,24,29.04293456434504,0.3443886768728188,53.95933122936844,-5.042934564345043,0,0,0.2904293456434504,0.05395933122936841
0.294,24,29.13969275783591,0.3342023369212194,42.80540934286023,-5.13969275783591,0,0,0.2913969275783591,0.04280540934286026
0.296,24,29.21418727973771,0.3238447652655045,31.70289246812746,-5.214187279737708,0,0,0.2921418727973771,0.03170289246812746
0.298,24,29.26656430114489,0.3133603543723167,20.69471136086787,-5.266564301144886,0,0,0.2926656430114489,0.02069471136086787
0.3,24,29.29705388505849,0.3027931291561291,9.822590305544281,-5.297053885058485,0,0,0.2929705388505849,0.009822590305544221
0.302,24,29.30596939745232,0.2921865563047191,-0.8731376698040663,-5.305969397452316,0,0,0.2930596939745231,-0.0008731376698040694
0.304,24,29.29370218495641,0.2815834133484377,-11.35360850112642,-5.293702184956409,0,0,0.2929370218495641,-0.01135360850112643
0.306,24,29.26072068908376,0.2710256029678226,-21.581603923015,-5.260720689083758,0,0,0.2926072068908376,-0.021581603923015
0.308,24,29.20756543726356,0.2605540281478107,-31.5216262248249,-5.207565437263558,0,0,0.2920756543726356,-0.03152162622482491
0.31,24,29.13484632489799,0.250208439573026,-41.14002367595381,-5.134846324897985,0,0,0.2913484632489798,-0.04114002367595382
0.312,24,29.04323886020962,0.2400272922463265,-50.40509635576979,-5.043238860209623,0,0,0.2904323886020962,-0.05040509635576979
0.314,24,28.93347936256326,0.2300476493409866,-59.28714428464602,-4.933479362563265,0,0,0.2893347936256326,-0.05928714428464602
0.316,24,28.80636220952013,0.2203050143322025,-67.75860776299888,-4.806362209520135,0,0,0.2880636220952014,-0.06775860776299888
0.318,24,28.6627340399201,0.2108332773673547,-75.79406303184629,-4.662734039920103,0,0,0.286627340399201,-0.07579406303184627
0.32,24,28.50349063024318,0.2016645627645341,-83.37034353789775,-4.503490630243181,0,0,0.2850349063024318,-0.08337034353789777
0.322,24,28.32957152857909,0.1928291712791931,-90.46654400659784,-4.329571528579095,0,0,0.2832957152857909,-0.09046654400659784
0.324,24,28.14195583352671,0.1843554870760162,-97.06407125925085,-4.141955833526708,0,0,0.2814195583352671,-0.09706407125925087
0.326,24,27.9416576347395,0.1762698816235703,-103.1466947238248,-3.941657634739503,0,0,0.279416576347395,-0.1031466947238248
0.328,24,27.72972089502174,0.1685966976806831,-108.7005112695343,-3.729720895021739,0,0,0.2772972089502174,-0.1087005112695343
0.33,24,27.50721524512069,0.1613581282653547,-113.7140241858522,-3.50721524512069,0,0,0.2750721524512069,-0.1137140241858522
0.332,24,27.27523076708403,0.1545742384126275,-118.1780692582128,-3.275230767084025,0,0,0.2727523076708402,-0.1181780692582128
0.334,24,27.03487361637393,0.1482628727919127,-122.0858633718266,-3.034873616373925,0,0,0.2703487361637393,-0.1220858633718266
0.336,24,26.78726110441095,0.1424396612327298,-125.4329498113797,-2.787261104410952,0,0,0.2678726110441095,-0.1254329498113797
0.338,24,26.53351723085166,0.1371180014078848,-128.2171709006318,-2.533517230851665,0,0,0.2653351723085167,-0.1282171709006319
0.34,24,26.27476788439483,0.1323090131131514,-130.4386657307969,-2.274767884394834,0,0,0.2627476788439483,-0.1304386657307969
0.342,24,26.01213665528069,0.1280216009303915,-132.0997656224154,-2.012136655280688,0,0,0.2601213665528069,-0.1320997656224153
0.344,24,25.74674003330244,0.1242623935491508,-133.2050067838736,-1.746740033302437,0,0,0.2574674003330244,-0.1332050067838736
0.346,24,25.47968355658386,0.121035826207925,-133.7610093579136,-1.479683556583858,0,0,0.2547968355658386,-0.1337610093579136
0.348,24,25.21205730880063,0.1183441193787511,-133.7764537092553,-1.212057308800635,0,0,0.2521205730880063,-0.1337764537092553
0.35,24,24.944932013196,0.1161873356499359,-133.261984482024,-0.9449320131959951,0,0,0.2494493201319599,-0.133261984482024
0.352,24,24.67935551407414,0.1145634340734941,-132.2301210672472,-0.6793555140741354,0,0,0.2467935551407414,-0.1322301210672472
0.354,24,24.41634822012488,0.1134682741285089,-130.6952080727399,-0.4163482201248776,0,0,0.2441634822012488,-0.1306952080727399
0.356,24,24.15690079376824,0.1128957370191034,-128.6732709185791,-0.1569007937682443,0,0,0.2415690079376825,-0.1286732709185791
0.358,24,23.90196960218929,0.1128377278318208,-126.1819681900722,0.09803039781070666,0,0,0.2390196960218929,-0.1261819681900722
0.36,24,23.65247465222358,0.113284295986536,-123.2404505356998,0.347525347776422,0,0,0.2365247465222358,-0.1232404505356998
0.362,24,23.40929598408802,0.1142236792228948,-119.8692806179854,0.5907040159119781,0,0,0.2340929598408802,-0.1198692806179854
0.364,24,23.17327110834256,0.1156423967796141,-116.0903143038115,0.8267288916574351,0,0,0.2317327110834257,-0.1160903143038115
0.366,24,22.94519313438883,0.1175253497731256,-111.9265815707627,1.054806865611166,0,0,0.2294519313438883,-0.1119265815707628
0.368,24,22.72580718361747,0.1198558794252434,-107.4021924109312,1.274192816382534,0,0,0.2272580718361747,-0.1074021924109312
0.37,24,22.51581008641628,0.1226159063103193,-102.5421945538436,1.484189913583716,0,0,0.2251581008641629,-0.1025421945538436
0.372,24,22.31584695644045,0.125785991553552,-97.37247801085248,1.684153043559554,0,0,0.2231584695644045,-0.09737247801085247
0.374,24,22.12651092806287,0.1293454693700685,-91.91963991056025,1.873489071937129,0,0,0.2212651092806287,-0.09191963991056024
0.376,24,21.94834114979921,0.1332725367311965,-86.21087476679563,2.051658850200791,0,0,0.2194834114979921,-0.08621087476679562
0.378,24,21.7818216470314,0.1375443655342921,-80.27385093602194,2.218178352968597,0,0,0.217818216470314,-0.08027385093602196
0.38,24,21.62738138242628,0.1421372213515708,-74.13659247269203,2.372618617573718,0,0,0.2162738138242628,-0.07413659247269205
0.382,24,21.4853920922672,0.1470265598032331,-67.82736111943888,2.514607907732803,0,0,0.214853920922672,-0.06782736111943885
0.384,24,21.35616976752818,0.1521871569878763,-61.37454068740547,2.643830232471821,0,0,0.2135616976752818,-0.0613745406874055
0.386,24,21.23997287701638,0.157593208824599,-54.80651994556482,2.760027122983622,0,0,0.2123997287701638,-0.05480651994556479
0.388,24,21.13700363688351,0.1632184540296931,-48.15158233914207,2.862996363116487,0,0,0.2113700363688351,-0.04815158233914207
0.39,24,21.04740786325537,0.1690362815911823,-41.4377970413714,2.952592136744631,0,0,0.2104740786325537,-0.04143779704137138
0.392,24,20.97127516040537,0.1750198464023901,-34.69290520166354,3.028724839594634,0,0,0.2097127516040537,-0.03469290520166354
0.394,24,20.90864074112855,0.1811421768071189,-27.94423060416659,3.091359258871446,0,0,0.2090864074112855,-0.02794423060416659
0.396,24,20.85948485473003,0.1873762889091531,-21.21855963814721,3.140515145269973,0,0,0.2085948485473003,-0.02121855963814723
0.398,24,20.8237355458693,0.1936952870706465,-14.54206838804654,3.176264454130699,0,0,0.208237355458693,-0.01454206838804656
0.4,24,20.8012686504278,0.2000724752456453,-7.940211258632786,3.198731349572196,0,0,0.208012686504278,-0.007940211258632784
0.402,24,20.79191014924649,0.2064814547246352,-1.437646767829648,3.208089850753513,0,0,0.2079191014924649,-0.001437646767829648
0.404,24,20.79543767642775,0.2128962202796817,4.941843515404258,3.204562323572254,0,0,0.2079543767642775,0.004941843515404248
0.406,24,20.81158182246075,0.2192912668866554,11.17544866204787,3.188418177539251,0,0,0.2081158182246075,0.01117544866204789
0.408,24,20.84002915605095,0.2256416611705139,17.24136961000448,3.159970843949054,0,0,0.2084002915605095,0.01724136961000447
0.41,24,20.8804231360393,0.2319231530976369,23.11892173724385,3.119576863960695,0,0,0.2088042313603931,0.02311892173724384
0.412,24,20.93236749833801,0.2381122339963399,28.78855901295975,3.06763250166199,0,0,0.2093236749833801,0.02878855901295974
0.414,24,20.99542776182496,0.244186234402133,34.23195678388345,3.004572238175044,0,0,0.2099542776182496,0.03423195678388347
0.416,24,21.06913415952343,0.2501233880044496,39.43204640921527,2.930865840476571,0,0,0.2106913415952343,0.03943204640921527
0.418,24,21.15298422033652,0.2559028928266636,44.37305062329841,2.847015779663479,0,0,0.2115298422033652,0.04437305062329841
0.42,24,21.24644492771653,0.2615049999886352,49.0405507114699,2.753555072283469,0,0,0.2124644492771653,0.04904055071146993
0.422,24,21.34895614607771,0.2669110339928024,53.42147253202529,2.651043853922289,0,0,0.2134895614607771,0.05342147253202531
0.424,24,21.45993268440151,0.2721034842368547,57.50415739283952,2.540067315598488,0,0,0.2145993268440151,0.05750415739283954
0.426,24,21.57876766023967,0.2770660173621209,61.27834075972419,2.421232339760326,0,0,0.2157876766023967,0.06127834075972421
0.428,24,21.70483496027237,0.2817835420950721,64.73519249234835,2.295165039727628,0,0,0.2170483496027237,0.06473519249234833
0.43,24,21.8374922832327,0.2862422367674263,67.86731393509933,2.162507716767305,0,0,0.218374922832327,0.06786731393509932
0.432,24,21.97608398360396,0.2904295656161757,70.66872578013613,2.023916016396043,0,0,0.2197608398360396,0.07066872578013611
0.434,24,22.11994384266903,0.2943343370362639,73.13489860957355,1.880056157330966,0,0,0.2211994384266903,0.07313489860957353
0.436,24,22.26839802627343,0.2979466764788878,75.26269621615347,1.731601973726566,0,0,0.2226839802627343,0.07526269621615345
0.438,24,22.42076783864145,0.3012580825294169,77.05040414300242,1.579232161358554,0,0,0.2242076783864144,0.07705040414300243
0.44,24,22.57637252441606,0.3042613992426032,78.49767399844259,1.423627475583938,0,0,0.2257637252441606,0.07849767399844257
