"time","c","Q","v"
0.066,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.068,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.07,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.072,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.074,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.076,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.078,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.08,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.082,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.084,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.086,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.088,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.09,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.092,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.094,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.096,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.098,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.1,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.102,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.104,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.106,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.108,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.11,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.112,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.114,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.116,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.118,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.12,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.122,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.124,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.126,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.128,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.13,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.132,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.134,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.136,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.138,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.14,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.142,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.144,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.146,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.148,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.15,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.152,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.154,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.156,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.158,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.16,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.162,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.164,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.166,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.168,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.17,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.172,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.174,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.176,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.178,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.18,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.182,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.184,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.186,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.188,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.19,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.192,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.194,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.196,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.198,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.2,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.202,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.204,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.206,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.208,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.21,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.212,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.214,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.216,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.218,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.22,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.222,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.224,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.226,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.228,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.23,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.232,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.234,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.236,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.238,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.24,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.242,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.244,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.246,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.248,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.25,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.252,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.254,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.256,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.258,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.26,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.262,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.264,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.266,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.268,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.27,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.272,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.274,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.276,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.278,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.28,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.282,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.284,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.286,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.288,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.29,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.292,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.294,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.296,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.298,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.3,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.302,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.304,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.306,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.308,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.31,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.312,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.314,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.316,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.318,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.32,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.322,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.324,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.326,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.328,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.33,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.332,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.334,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.336,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.338,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.34,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.342,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.344,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.346,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.348,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.35,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.352,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.354,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.356,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.358,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.36,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.362,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.364,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.366,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.368,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.37,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.372,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.374,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.376,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.378,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.38,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.382,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.384,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.386,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.388,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.39,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.392,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.394,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.396,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.398,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.4,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.402,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.404,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.406,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.408,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.41,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.412,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.414,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.416,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.418,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.42,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.422,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.424,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.426,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.428,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.43,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.432,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.434,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.436,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.438,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.44,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.442,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.444,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.446,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.448,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.45,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.452,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.454,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.456,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.458,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.46,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.462,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.464,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.466,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.468,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.47,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.472,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.474,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.476,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.478,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.48,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.482,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.484,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.486,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.488,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.49,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.492,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.494,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.496,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.498,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.5,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.502,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.504,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.506,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.508,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.51,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.512,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.514,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.516,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.518,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.52,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.522,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.524,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.526,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.528,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.53,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.532,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.534,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.536,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.538,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.54,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.542,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.544,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.546,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.548,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.55,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.552,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.554,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.556,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.558,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.56,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.562,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.564,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.566,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.568,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.57,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.572,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.574,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.576,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.578,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.58,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.582,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.584,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.586,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.588,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.59,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.592,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.594,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.596,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.598,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.6,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.602,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.604,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.606,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.608,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.61,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.612,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.614,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.616,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.618,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.62,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.622,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.624,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.626,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.628,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.63,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.632,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.634,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.636,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.638,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.64,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.642,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.644,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.646,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.648,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.65,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.652,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.654,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.656,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.658,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.66,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.662,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.664,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.666,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.668,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.67,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.672,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.674,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.676,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.678,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.68,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.682,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.684,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.686,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.688,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.69,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.692,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.694,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.696,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.698,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.7,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.702,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.704,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.706,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.708,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.71,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.712,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.714,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.716,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.718,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.72,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.722,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.724,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.726,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.728,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.73,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.732,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.734,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.736,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.738,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.74,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.742,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.744,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.746,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.748,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.75,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.752,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.754,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.756,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.758,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.76,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.762,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.764,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.766,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.768,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.77,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.772,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.774,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.776,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.778,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.78,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.782,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.784,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.786,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.788,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.79,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.792,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.794,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.796,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.798,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.8,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.802,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.804,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.806,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.808,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.81,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.812,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.814,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.816,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.818,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.82,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.822,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.824,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.826,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.828,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.83,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.832,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.834,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.836,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.838,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.84,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.842,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.844,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.846,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.848,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.85,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.852,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.854,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.856,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.858,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.86,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.862,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.864,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.866,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.868,7.66990393942821e-05,0.01380582709097078,7.031250000000003
0.87,7.66990393942821e-05,0.01380582709097078,7.031250000000003
