"time","Theta"
0.346,8.973000000000001
0.348,8.973000000000001
0.35,8.973000000000001
0.352,8.973000000000001
0.354,8.973000000000001
0.356,8.973000000000001
0.358,8.973000000000001
0.36,8.973000000000001
0.362,8.973000000000001
0.364,8.973000000000001
0.366,8.973000000000001
0.368,8.973000000000001
0.37,8.973000000000001
0.372,8.973000000000001
0.374,8.973000000000001
0.376,8.973000000000001
0.378,8.973000000000001
0.38,8.973000000000001
0.382,8.973000000000001
0.384,8.973000000000001
0.386,8.973000000000001
0.388,8.973000000000001
0.39,8.973000000000001
0.392,8.973000000000001
0.394,8.973000000000001
0.396,8.973000000000001
0.398,8.973000000000001
0.4,8.973000000000001
0.402,8.973000000000001
0.404,8.973000000000001
0.406,8.973000000000001
0.408,8.973000000000001
0.41,8.973000000000001
0.412,8.973000000000001
0.414,8.973000000000001
0.416,8.973000000000001
0.418,8.973000000000001
0.42,8.973000000000001
0.422,8.973000000000001
0.424,8.973000000000001
0.426,8.973000000000001
0.428,8.973000000000001
0.43,8.973000000000001
0.432,8.973000000000001
0.434,8.973000000000001
0.436,8.973000000000001
0.438,8.973000000000001
0.44,8.973000000000001
0.442,8.973000000000001
0.444,8.973000000000001
0.446,8.973000000000001
0.448,8.973000000000001
0.45,8.973000000000001
0.452,8.973000000000001
0.454,8.973000000000001
0.456,8.973000000000001
0.458,8.973000000000001
0.46,8.973000000000001
0.462,8.973000000000001
0.464,8.973000000000001
0.466,8.973000000000001
0.468,8.973000000000001
0.47,8.973000000000001
0.472,8.973000000000001
0.474,8.973000000000001
0.476,8.973000000000001
0.478,8.973000000000001
0.48,8.973000000000001
0.482,8.973000000000001
0.484,8.973000000000001
0.486,8.973000000000001
0.488,8.973000000000001
0.49,8.973000000000001
0.492,8.973000000000001
0.494,8.973000000000001
0.496,8.973000000000001
0.498,8.973000000000001
0.5,8.973000000000001
0.502,8.973000000000001
0.504,8.973000000000001
0.506,8.973000000000001
0.508,8.973000000000001
0.51,8.973000000000001
0.512,8.973000000000001
0.514,8.973000000000001
0.516,8.973000000000001
0.518,8.973000000000001
0.52,8.973000000000001
0.522,8.973000000000001
0.524,8.973000000000001
0.526,8.973000000000001
0.528,8.973000000000001
0.53,8.973000000000001
0.532,8.973000000000001
0.534,8.973000000000001
0.536,8.973000000000001
0.538,8.973000000000001
0.54,8.973000000000001
0.542,8.973000000000001
0.544,8.973000000000001
0.546,8.973000000000001
0.548,8.973000000000001
0.55,8.973000000000001
0.552,8.973000000000001
0.554,8.973000000000001
0.556,8.973000000000001
0.558,8.973000000000001
0.56,8.973000000000001
0.562,8.973000000000001
0.564,8.973000000000001
0.566,8.973000000000001
0.568,8.973000000000001
0.57,8.973000000000001
0.572,8.973000000000001
0.574,8.973000000000001
0.576,8.973000000000001
0.578,8.973000000000001
0.58,8.973000000000001
0.582,8.973000000000001
0.584,8.973000000000001
0.586,8.973000000000001
0.588,8.973000000000001
0.59,8.973000000000001
0.592,8.973000000000001
0.594,8.973000000000001
0.596,8.973000000000001
0.598,8.973000000000001
0.6,8.973000000000001
0.602,8.973000000000001
0.604,8.973000000000001
0.606,8.973000000000001
0.608,8.973000000000001
0.61,8.973000000000001
0.612,8.973000000000001
0.614,8.973000000000001
0.616,8.973000000000001
0.618,8.973000000000001
0.62,8.973000000000001
0.622,8.973000000000001
0.624,8.973000000000001
0.626,8.973000000000001
0.628,8.973000000000001
0.63,8.973000000000001
0.632,8.973000000000001
0.634,8.973000000000001
0.636,8.973000000000001
0.638,8.973000000000001
0.64,8.973000000000001
0.642,8.973000000000001
0.644,8.973000000000001
0.646,8.973000000000001
0.648,8.973000000000001
0.65,8.973000000000001
0.652,8.973000000000001
0.654,8.973000000000001
0.656,8.973000000000001
0.658,8.973000000000001
0.66,8.973000000000001
0.662,8.973000000000001
0.664,8.973000000000001
0.666,8.973000000000001
0.668,8.973000000000001
0.67,8.973000000000001
0.672,8.973000000000001
0.674,8.973000000000001
0.676,8.973000000000001
0.678,8.973000000000001
0.68,8.973000000000001
0.682,8.973000000000001
0.684,8.973000000000001
0.686,8.973000000000001
0.688,8.973000000000001
0.69,8.973000000000001
0.692,8.973000000000001
0.694,8.973000000000001
0.696,8.973000000000001
0.698,8.973000000000001
0.7,8.973000000000001
0.702,8.973000000000001
0.704,8.973000000000001
0.706,8.973000000000001
0.708,8.973000000000001
0.71,8.973000000000001
0.712,8.973000000000001
0.714,8.973000000000001
0.716,8.973000000000001
0.718,8.973000000000001
0.72,8.973000000000001
0.722,8.973000000000001
0.724,8.973000000000001
0.726,8.973000000000001
0.728,8.973000000000001
0.73,8.973000000000001
0.732,8.973000000000001
0.734,8.973000000000001
0.736,8.973000000000001
0.738,8.973000000000001
0.74,8.973000000000001
0.742,8.973000000000001
0.744,8.973000000000001
0.746,8.973000000000001
0.748,8.973000000000001
0.75,8.973000000000001
0.752,8.973000000000001
0.754,8.973000000000001
0.756,8.973000000000001
0.758,8.973000000000001
0.76,8.973000000000001
0.762,8.973000000000001
0.764,8.973000000000001
0.766,8.973000000000001
0.768,8.973000000000001
0.77,8.973000000000001
0.772,8.973000000000001
0.774,8.973000000000001
0.776,8.973000000000001
0.778,8.973000000000001
0.78,8.973000000000001
0.782,8.973000000000001
0.784,8.973000000000001
0.786,8.973000000000001
0.788,8.973000000000001
0.79,8.973000000000001
0.792,8.973000000000001
0.794,8.973000000000001
0.796,8.973000000000001
0.798,8.973000000000001
0.8,8.973000000000001
0.802,8.973000000000001
0.804,8.973000000000001
0.806,8.973000000000001
0.808,8.973000000000001
0.81,8.973000000000001
0.812,8.973000000000001
0.814,8.973000000000001
0.816,8.973000000000001
0.818,8.973000000000001
0.82,8.973000000000001
0.822,8.973000000000001
0.824,8.973000000000001
0.826,8.973000000000001
0.828,8.973000000000001
0.83,8.973000000000001
0.832,8.973000000000001
0.834,8.973000000000001
0.836,8.973000000000001
0.838,8.973000000000001
0.84,8.973000000000001
0.842,8.973000000000001
0.844,8.973000000000001
0.846,8.973000000000001
0.848,8.973000000000001
0.85,8.973000000000001
0.852,8.973000000000001
0.854,8.973000000000001
0.856,8.973000000000001
0.858,8.973000000000001
0.86,8.973000000000001
0.862,8.973000000000001
0.864,8.973000000000001
0.866,8.973000000000001
0.868,8.973000000000001
0.87,8.973000000000001
0.872,8.973000000000001
0.874,8.973000000000001
0.876,8.973000000000001
0.878,8.973000000000001
0.88,8.973000000000001
0.882,8.973000000000001
0.884,8.973000000000001
0.886,8.973000000000001
0.888,8.973000000000001
0.89,8.973000000000001
0.892,8.973000000000001
0.894,8.973000000000001
0.896,8.973000000000001
0.898,8.973000000000001
0.9,8.973000000000001
0.902,8.973000000000001
0.904,8.973000000000001
0.906,8.973000000000001
0.908,8.973000000000001
0.91,8.973000000000001
0.912,8.973000000000001
0.914,8.973000000000001
0.916,8.973000000000001
0.918,8.973000000000001
0.92,8.973000000000001
0.922,8.973000000000001
0.924,8.973000000000001
0.926,8.973000000000001
0.928,8.973000000000001
0.93,8.973000000000001
0.932,8.973000000000001
0.934,8.973000000000001
0.936,8.973000000000001
0.938,8.973000000000001
0.94,8.973000000000001
0.942,8.973000000000001
0.944,8.973000000000001
0.946,8.973000000000001
0.948,8.973000000000001
0.95,8.973000000000001
0.952,8.973000000000001
0.954,8.973000000000001
0.956,8.973000000000001
0.958,8.973000000000001
0.96,8.973000000000001
0.962,8.973000000000001
0.964,8.973000000000001
0.966,8.973000000000001
0.968,8.973000000000001
0.97,8.973000000000001
0.972,8.973000000000001
0.974,8.973000000000001
0.976,8.973000000000001
0.978,8.973000000000001
0.98,8.973000000000001
0.982,8.973000000000001
0.984,8.973000000000001
0.986,8.973000000000001
0.988,8.973000000000001
0.99,8.973000000000001
0.992,8.973000000000001
0.994,8.973000000000001
0.996,8.973000000000001
0.998,8.973000000000001
1,8.973000000000001
1,8.973000000000001
1,8.973000000000001
