"time","c","der(height)","der(velocity)","redius","velocity","height"
0.09,0.9,-0.8828999999999998,-9.81,0.1,-0.8828999999999998,0.9602694999986545
0.092,0.9,-0.9025199999999998,-9.81,0.1,-0.9025199999999998,0.9584840799986504
0.094,0.9,-0.9221399999999998,-9.81,0.1,-0.9221399999999998,0.9566594199986463
0.096,0.9,-0.9417599999999999,-9.81,0.1,-0.9417599999999999,0.9547955199986424
0.098,0.9,-0.9613799999999999,-9.81,0.1,-0.9613799999999999,0.9528923799986385
0.1,0.9,-0.9809999999999999,-9.81,0.1,-0.9809999999999999,0.9509499999986347
0.102,0.9,-1.00062,-9.81,0.1,-1.00062,0.9489683799986309
0.104,0.9,-1.02024,-9.81,0.1,-1.02024,0.9469475199986275
0.106,0.9,-1.03986,-9.81,0.1,-1.03986,0.9448874199986239
0.108,0.9,-1.05948,-9.81,0.1,-1.05948,0.9427880799986205
0.11,0.9,-1.0791,-9.81,0.1,-1.0791,0.9406494999986172
0.112,0.9,-1.09872,-9.81,0.1,-1.09872,0.938471679998614
0.114,0.9,-1.11834,-9.81,0.1,-1.11834,0.9362546199986109
0.116,0.9,-1.13796,-9.81,0.1,-1.13796,0.9339983199986078
0.118,0.9,-1.15758,-9.81,0.1,-1.15758,0.931702779998605
0.12,0.9,-1.1772,-9.81,0.1,-1.1772,0.9293679999986021
0.122,0.9,-1.19682,-9.81,0.1,-1.19682,0.9269939799985993
0.124,0.9,-1.21644,-9.81,0.1,-1.21644,0.9245807199985967
0.126,0.9,-1.23606,-9.81,0.1,-1.23606,0.9221282199985942
0.128,0.9,-1.25568,-9.81,0.1,-1.25568,0.9196364799985918
0.13,0.9,-1.2753,-9.81,0.1,-1.2753,0.9171054999985894
0.132,0.9,-1.29492,-9.81,0.1,-1.29492,0.9145352799985871
0.134,0.9,-1.31454,-9.81,0.1,-1.31454,0.9119258199985849
0.136,0.9,-1.33416,-9.81,0.1,-1.33416,0.9092771199985829
0.138,0.9,-1.35378,-9.81,0.1,-1.35378,0.9065891799985808
0.14,0.9,-1.3734,-9.81,0.1,-1.3734,0.903861999998579
0.142,0.9,-1.39302,-9.81,0.1,-1.39302,0.9010955799985773
0.144,0.9,-1.41264,-9.81,0.1,-1.41264,0.8982899199985754
0.146,0.9,-1.43226,-9.81,0.1,-1.43226,0.8954450199985738
0.148,0.9,-1.45188,-9.81,0.1,-1.45188,0.8925608799985725
0.15,0.9,-1.4715,-9.81,0.1,-1.4715,0.889637499998571
0.152,0.9,-1.49112,-9.81,0.1,-1.49112,0.886674879998569
0.154,0.9,-1.51074,-9.81,0.1,-1.51074,0.8836730199985664
0.156,0.9,-1.53036,-9.81,0.1,-1.53036,0.8806319199985638
0.158,0.9,-1.54998,-9.81,0.1,-1.54998,0.8775515799985614
0.16,0.9,-1.5696,-9.81,0.1,-1.5696,0.8744319999985588
0.162,0.9,-1.58922,-9.81,0.1,-1.58922,0.8712731799985564
0.164,0.9,-1.60884,-9.81,0.1,-1.60884,0.8680751199985539
0.166,0.9,-1.62846,-9.81,0.1,-1.62846,0.8648378199985514
0.168,0.9,-1.64808,-9.81,0.1,-1.64808,0.8615612799985489
0.17,0.9,-1.6677,-9.81,0.1,-1.6677,0.8582454999985465
0.172,0.9,-1.68732,-9.81,0.1,-1.68732,0.8548904799985444
0.174,0.9,-1.70694,-9.81,0.1,-1.70694,0.851496219998542
0.176,0.9,-1.72656,-9.81,0.1,-1.72656,0.8480627199985397
0.178,0.9,-1.74618,-9.81,0.1,-1.74618,0.8445899799985374
0.18,0.9,-1.7658,-9.81,0.1,-1.7658,0.8410779999985352
0.182,0.9,-1.78542,-9.81,0.1,-1.78542,0.837526779998533
0.184,0.9,-1.80504,-9.81,0.1,-1.80504,0.8339363199985308
0.186,0.9,-1.82466,-9.81,0.1,-1.82466,0.8303066199985285
0.188,0.9,-1.84428,-9.81,0.1,-1.84428,0.8266376799985263
0.19,0.9,-1.8639,-9.81,0.1,-1.8639,0.8229294999985242
0.192,0.9,-1.88352,-9.81,0.1,-1.88352,0.8191820799985222
0.194,0.9,-1.90314,-9.81,0.1,-1.90314,0.8153954199985201
0.196,0.9,-1.92276,-9.81,0.1,-1.92276,0.8115695199985181
0.198,0.9,-1.94238,-9.81,0.1,-1.94238,0.8077043799985161
0.2,0.9,-1.962,-9.81,0.1,-1.962,0.803799999998514
0.202,0.9,-1.98162,-9.81,0.1,-1.98162,0.799856379998512
0.204,0.9,-2.00124,-9.81,0.1,-2.00124,0.7958735199985102
0.206,0.9,-2.02086,-9.81,0.1,-2.02086,0.7918514199985083
0.208,0.9,-2.04048,-9.81,0.1,-2.04048,0.7877900799985064
0.21,0.9,-2.0601,-9.81,0.1,-2.0601,0.7836894999985045
0.212,0.9,-2.07972,-9.81,0.1,-2.07972,0.7795496799985028
0.214,0.9,-2.09934,-9.81,0.1,-2.09934,0.7753706199985009
0.216,0.9,-2.11896,-9.81,0.1,-2.11896,0.7711523199984991
0.218,0.9,-2.13858,-9.81,0.1,-2.13858,0.7668947799984974
0.22,0.9,-2.1582,-9.81,0.1,-2.1582,0.7625979999984956
0.222,0.9,-2.17782,-9.81,0.1,-2.17782,0.7582619799984939
0.224,0.9,-2.19744,-9.81,0.1,-2.19744,0.7538867199984921
0.226,0.9,-2.21706,-9.81,0.1,-2.21706,0.7494722199984906
0.228,0.9,-2.23668,-9.81,0.1,-2.23668,0.7450184799984889
0.23,0.9,-2.2563,-9.81,0.1,-2.2563,0.7405254999984874
0.232,0.9,-2.27592,-9.81,0.1,-2.27592,0.7359932799984857
0.234,0.9,-2.29554,-9.81,0.1,-2.29554,0.7314218199984841
0.236,0.9,-2.31516,-9.81,0.1,-2.31516,0.7268111199984827
0.238,0.9,-2.33478,-9.81,0.1,-2.33478,0.7221611799984813
0.24,0.9,-2.3544,-9.81,0.1,-2.3544,0.7174719999984798
0.242,0.9,-2.37402,-9.81,0.1,-2.37402,0.7127435799984783
0.244,0.9,-2.39364,-9.81,0.1,-2.39364,0.7079759199984769
0.246,0.9,-2.41326,-9.81,0.1,-2.41326,0.7031690199984755
0.248,0.9,-2.43288,-9.81,0.1,-2.43288,0.6983228799984741
0.25,0.9,-2.4525,-9.81,0.1,-2.4525,0.6934374999984728
0.252,0.9,-2.47212,-9.81,0.1,-2.47212,0.6885128799984714
0.254,0.9,-2.49174,-9.81,0.1,-2.49174,0.6835490199984702
0.256,0.9,-2.51136,-9.81,0.1,-2.51136,0.6785459199984688
0.258,0.9,-2.53098,-9.81,0.1,-2.53098,0.6735035799984677
0.26,0.9,-2.5506,-9.81,0.1,-2.5506,0.6684219999984664
0.262,0.9,-2.57022,-9.81,0.1,-2.57022,0.6633011799984652
0.264,0.9,-2.58984,-9.81,0.1,-2.58984,0.6581411199984641
0.266,0.9,-2.60946,-9.81,0.1,-2.60946,0.6529418199984629
0.268,0.9,-2.62908,-9.81,0.1,-2.62908,0.6477032799984618
0.27,0.9,-2.6487,-9.81,0.1,-2.6487,0.6424254999984608
0.272,0.9,-2.66832,-9.81,0.1,-2.66832,0.6371084799984597
0.274,0.9,-2.68794,-9.81,0.1,-2.68794,0.6317522199984585
0.276,0.9,-2.70756,-9.81,0.1,-2.70756,0.6263567199984577
0.278,0.9,-2.72718,-9.81,0.1,-2.72718,0.6209219799984567
0.28,0.9,-2.7468,-9.81,0.1,-2.7468,0.6154479999984557
0.282,0.9,-2.76642,-9.81,0.1,-2.76642,0.6099347799984549
0.284,0.9,-2.78604,-9.81,0.1,-2.78604,0.604382319998454
0.286,0.9,-2.80566,-9.81,0.1,-2.80566,0.5987906199984531
0.288,0.9,-2.82528,-9.81,0.1,-2.82528,0.5931596799984523
0.29,0.9,-2.8449,-9.81,0.1,-2.8449,0.5874894999984515
0.292,0.9,-2.86452,-9.81,0.1,-2.86452,0.5817800799984506
0.294,0.9,-2.88414,-9.81,0.1,-2.88414,0.5760314199984499
0.296,0.9,-2.90376,-9.81,0.1,-2.90376,0.5702435199984491
0.298,0.9,-2.92338,-9.81,0.1,-2.92338,0.5644163799984484
0.3,0.9,-2.943,-9.81,0.1,-2.943,0.5585499999984477
0.302,0.9,-2.96262,-9.81,0.1,-2.96262,0.5526443799984471
0.304,0.9,-2.98224,-9.81,0.1,-2.98224,0.5466995199984461
0.306,0.9,-3.00186,-9.81,0.1,-3.00186,0.5407154199984446
0.308,0.9,-3.02148,-9.81,0.1,-3.02148,0.5346920799984431
0.31,0.9,-3.0411,-9.81,0.1,-3.0411,0.5286294999984417
0.312,0.9,-3.06072,-9.81,0.1,-3.06072,0.5225276799984405
0.314,0.9,-3.08034,-9.81,0.1,-3.08034,0.516386619998439
0.316,0.9,-3.09996,-9.81,0.1,-3.09996,0.5102063199984378
0.318,0.9,-3.11958,-9.81,0.1,-3.11958,0.5039867799984364
0.32,0.9,-3.1392,-9.81,0.1,-3.1392,0.497727999998435
0.322,0.9,-3.15882,-9.81,0.1,-3.15882,0.4914299799984338
0.324,0.9,-3.17844,-9.81,0.1,-3.17844,0.4850927199984324
0.326,0.9,-3.19806,-9.81,0.1,-3.19806,0.4787162199984312
0.328,0.9,-3.21768,-9.81,0.1,-3.21768,0.4723004799984298
0.33,0.9,-3.2373,-9.81,0.1,-3.2373,0.4658454999984287
0.332,0.9,-3.25692,-9.81,0.1,-3.25692,0.4593512799984273
0.334,0.9,-3.27654,-9.81,0.1,-3.27654,0.452817819998426
0.336,0.9,-3.29616,-9.81,0.1,-3.29616,0.4462451199984248
0.338,0.9,-3.31578,-9.81,0.1,-3.31578,0.4396331799984234
0.34,0.9,-3.3354,-9.81,0.1,-3.3354,0.4329819999984223
0.342,0.9,-3.35502,-9.81,0.1,-3.35502,0.426291579998421
0.344,0.9,-3.37464,-9.81,0.1,-3.37464,0.4195619199984198
0.346,0.9,-3.39426,-9.81,0.1,-3.39426,0.4127930199984187
0.348,0.9,-3.41388,-9.81,0.1,-3.41388,0.4059848799984174
0.35,0.9,-3.4335,-9.81,0.1,-3.4335,0.3991374999984162
0.352,0.9,-3.45312,-9.81,0.1,-3.45312,0.392250879998415
0.354,0.9,-3.47274,-9.81,0.1,-3.47274,0.3853250199984139
0.356,0.9,-3.49236,-9.81,0.1,-3.49236,0.3783599199984126
0.358,0.9,-3.51198,-9.81,0.1,-3.51198,0.3713555799984113
0.36,0.9,-3.5316,-9.81,0.1,-3.5316,0.3643119999984102
0.362,0.9,-3.55122,-9.81,0.1,-3.55122,0.357229179998409
0.364,0.9,-3.57084,-9.81,0.1,-3.57084,0.3501071199984079
0.366,0.9,-3.59046,-9.81,0.1,-3.59046,0.3429458199984067
0.368,0.9,-3.61008,-9.81,0.1,-3.61008,0.3357452799984056
0.37,0.9,-3.6297,-9.81,0.1,-3.6297,0.3285054999984044
0.372,0.9,-3.64932,-9.81,0.1,-3.64932,0.3212264799984031
0.374,0.9,-3.66894,-9.81,0.1,-3.66894,0.3139082199984021
0.376,0.9,-3.68856,-9.81,0.1,-3.68856,0.3065507199984009
0.378,0.9,-3.70818,-9.81,0.1,-3.70818,0.2991539799983999
0.38,0.9,-3.7278,-9.81,0.1,-3.7278,0.2917179999983986
0.382,0.9,-3.74742,-9.81,0.1,-3.74742,0.2842427799983974
0.384,0.9,-3.76704,-9.81,0.1,-3.76704,0.2767283199983963
0.386,0.9,-3.78666,-9.81,0.1,-3.78666,0.2691746199983953
0.388,0.9,-3.80628,-9.81,0.1,-3.80628,0.2615816799983942
0.39,0.9,-3.8259,-9.81,0.1,-3.8259,0.2539494999983931
0.392,0.9,-3.84552,-9.81,0.1,-3.84552,0.2462780799983921
0.394,0.9,-3.86514,-9.81,0.1,-3.86514,0.238567419998391
0.396,0.9,-3.88476,-9.81,0.1,-3.88476,0.2308175199983898
0.398,0.9,-3.90438,-9.81,0.1,-3.90438,0.2230283799983888
0.4,0.9,-3.924,-9.81,0.1,-3.924,0.2151999999983877
0.402,0.9,-3.94362,-9.81,0.1,-3.94362,0.2073323799983867
0.404,0.9,-3.96324,-9.81,0.1,-3.96324,0.1994255199983857
0.406,0.9,-3.982860000000001,-9.81,0.1,-3.982860000000001,0.1914794199983847
0.408,0.9,-4.00248,-9.81,0.1,-4.00248,0.1834940799983837
0.41,0.9,-4.0221,-9.81,0.1,-4.0221,0.1754694999983827
0.412,0.9,-4.04172,-9.81,0.1,-4.04172,0.1674056799983817
0.414,0.9,-4.06134,-9.81,0.1,-4.06134,0.1593026199983807
0.416,0.9,-4.080959999999999,-9.81,0.1,-4.080959999999999,0.1511603199983798
0.418,0.9,-4.10058,-9.81,0.1,-4.10058,0.1429787799983787
0.42,0.9,-4.120200000000001,-9.81,0.1,-4.120200000000001,0.1347579999983777
0.422,0.9,-4.13982,-9.81,0.1,-4.13982,0.1264979799983767
0.424,0.9,-4.15944,-9.81,0.1,-4.15944,0.1181987199983758
0.426,0.9,-4.17906,-9.81,0.1,-4.17906,0.1098602199983748
0.428,0.9,-4.19868,-9.81,0.1,-4.19868,0.1014824799983739
0.428353,0.9,-4.202142311027393,-9.81,0.1,-4.202142311027393,0.09999999988998223
0.428353,0.9,3.781928079924654,-9.81,0.1,3.781928079924654,0.09999999988998223
0.428353,0.9,3.7819280793539,-9.81,0.1,3.7819280793539,0.1000000001100179
0.428353,0.9,3.7819280793539,-9.81,0.1,3.7819280793539,0.1000000001100179
0.43,0.9,3.765770390952047,-9.81,0.1,3.765770390952047,0.1062157676917795
0.432,0.9,3.746150390952047,-9.81,0.1,3.746150390952047,0.1137276884731473
0.434,0.9,3.726530390952048,-9.81,0.1,3.726530390952048,0.1212003692547436
0.436,0.9,3.706910390952047,-9.81,0.1,3.706910390952047,0.1286338100363993
0.438,0.9,3.687290390952048,-9.81,0.1,3.687290390952048,0.1360280108181246
0.44,0.9,3.667670390952048,-9.81,0.1,3.667670390952048,0.1433829715999248
0.442,0.9,3.648050390952048,-9.81,0.1,3.648050390952048,0.1506986923816882
0.444,0.9,3.628430390952047,-9.81,0.1,3.628430390952047,0.1579751731634702
0.446,0.9,3.608810390952048,-9.81,0.1,3.608810390952048,0.1652124139452708
0.448,0.9,3.589190390952048,-9.81,0.1,3.589190390952048,0.17241041472709
0.45,0.9,3.569570390952048,-9.81,0.1,3.569570390952048,0.1795691755089278
0.452,0.9,3.549950390952048,-9.81,0.1,3.549950390952048,0.1866886962907743
0.454,0.9,3.530330390952047,-9.81,0.1,3.530330390952047,0.1937689770726011
0.456,0.9,3.510710390952048,-9.81,0.1,3.510710390952048,0.2008100178544333
0.458,0.9,3.491090390952047,-9.81,0.1,3.491090390952047,0.2078118186362709
0.46,0.9,3.471470390952047,-9.81,0.1,3.471470390952047,0.2147743794181138
0.462,0.9,3.451850390952047,-9.81,0.1,3.451850390952047,0.2216977001999621
0.464,0.9,3.432230390952047,-9.81,0.1,3.432230390952047,0.2285817809818158
0.466,0.9,3.412610390952048,-9.81,0.1,3.412610390952048,0.2354266217636748
0.468,0.9,3.392990390952047,-9.81,0.1,3.392990390952047,0.2422322225455393
0.47,0.9,3.373370390952048,-9.81,0.1,3.373370390952048,0.2489985833274089
0.472,0.9,3.353750390952048,-9.81,0.1,3.353750390952048,0.2557257041092841
0.474,0.9,3.334130390952048,-9.81,0.1,3.334130390952048,0.2624135848911647
0.476,0.9,3.314510390952047,-9.81,0.1,3.314510390952047,0.269062225673034
0.478,0.9,3.294890390952047,-9.81,0.1,3.294890390952047,0.2756716264548972
0.48,0.9,3.275270390952047,-9.81,0.1,3.275270390952047,0.2822417872367617
0.482,0.9,3.255650390952047,-9.81,0.1,3.255650390952047,0.2887727080186275
0.484,0.9,3.236030390952047,-9.81,0.1,3.236030390952047,0.2952643888004947
0.486,0.9,3.216410390952047,-9.81,0.1,3.216410390952047,0.3017168295823631
0.488,0.9,3.196790390952047,-9.81,0.1,3.196790390952047,0.3081300303642329
0.49,0.9,3.177170390952047,-9.81,0.1,3.177170390952047,0.3145039911461041
0.492,0.9,3.157550390952047,-9.81,0.1,3.157550390952047,0.3208387119279765
0.494,0.9,3.137930390952047,-9.81,0.1,3.137930390952047,0.3271341927098503
0.496,0.9,3.118310390952047,-9.81,0.1,3.118310390952047,0.3333904334917255
0.498,0.9,3.098690390952047,-9.81,0.1,3.098690390952047,0.339607434273602
0.5,0.9,3.079070390952047,-9.81,0.1,3.079070390952047,0.3457851950554797
0.502,0.9,3.059450390952047,-9.81,0.1,3.059450390952047,0.3519237158373588
0.504,0.9,3.039830390952047,-9.81,0.1,3.039830390952047,0.3580229966192393
0.506,0.9,3.020210390952047,-9.81,0.1,3.020210390952047,0.3640830374011211
0.508,0.9,3.000590390952047,-9.81,0.1,3.000590390952047,0.3701038381830042
0.51,0.9,2.980970390952047,-9.81,0.1,2.980970390952047,0.3760853989648887
0.512,0.9,2.961350390952047,-9.81,0.1,2.961350390952047,0.3820277197467744
0.514,0.9,2.941730390952047,-9.81,0.1,2.941730390952047,0.3879308005286616
0.516,0.9,2.922110390952047,-9.81,0.1,2.922110390952047,0.39379464131055
0.518,0.9,2.902490390952047,-9.81,0.1,2.902490390952047,0.3996192420924398
0.52,0.9,2.882870390952047,-9.81,0.1,2.882870390952047,0.4054046028743308
0.522,0.9,2.863250390952047,-9.81,0.1,2.863250390952047,0.4111507236562172
0.524,0.9,2.843630390952047,-9.81,0.1,2.843630390952047,0.4168576044380989
0.526,0.9,2.824010390952047,-9.81,0.1,2.824010390952047,0.422525245219981
0.528,0.9,2.804390390952047,-9.81,0.1,2.804390390952047,0.4281536460018635
0.53,0.9,2.784770390952047,-9.81,0.1,2.784770390952047,0.4337428067837463
0.532,0.9,2.765150390952047,-9.81,0.1,2.765150390952047,0.4392927275656294
0.534,0.9,2.745530390952047,-9.81,0.1,2.745530390952047,0.444803408347513
0.536,0.9,2.725910390952047,-9.81,0.1,2.725910390952047,0.4502748491293969
0.538,0.9,2.706290390952047,-9.81,0.1,2.706290390952047,0.4557070499112812
0.54,0.9,2.686670390952047,-9.81,0.1,2.686670390952047,0.4611000106931659
0.542,0.9,2.667050390952046,-9.81,0.1,2.667050390952046,0.4664537314750509
0.544,0.9,2.647430390952047,-9.81,0.1,2.647430390952047,0.4717682122569363
0.546,0.9,2.627810390952047,-9.81,0.1,2.627810390952047,0.4770434530388221
0.548,0.9,2.608190390952047,-9.81,0.1,2.608190390952047,0.4822794538207083
0.55,0.9,2.588570390952047,-9.81,0.1,2.588570390952047,0.4874762146025948
0.552,0.9,2.568950390952047,-9.81,0.1,2.568950390952047,0.4926337353844817
0.554,0.9,2.549330390952047,-9.81,0.1,2.549330390952047,0.497752016166369
0.556,0.9,2.529710390952046,-9.81,0.1,2.529710390952046,0.5028310569482566
0.558,0.9,2.510090390952047,-9.81,0.1,2.510090390952047,0.5078708577301446
0.56,0.9,2.490470390952046,-9.81,0.1,2.490470390952046,0.512871418512033
0.562,0.9,2.470850390952047,-9.81,0.1,2.470850390952047,0.5178327392939218
0.564,0.9,2.451230390952047,-9.81,0.1,2.451230390952047,0.5227548200758108
0.566,0.9,2.431610390952048,-9.81,0.1,2.431610390952048,0.5276376608577001
0.568,0.9,2.411990390952047,-9.81,0.1,2.411990390952047,0.5324812616395901
0.57,0.9,2.392370390952048,-9.81,0.1,2.392370390952048,0.5372856224214803
0.572,0.9,2.372750390952048,-9.81,0.1,2.372750390952048,0.5420507432033709
0.574,0.9,2.353130390952048,-9.81,0.1,2.353130390952048,0.5467766239852619
0.576,0.9,2.333510390952048,-9.81,0.1,2.333510390952048,0.5514632647671533
0.578,0.9,2.313890390952047,-9.81,0.1,2.313890390952047,0.5561106655490451
0.58,0.9,2.294270390952048,-9.81,0.1,2.294270390952048,0.5607188263309372
0.582,0.9,2.274650390952047,-9.81,0.1,2.274650390952047,0.5652877471128297
0.584,0.9,2.255030390952047,-9.81,0.1,2.255030390952047,0.5698174278947226
0.586,0.9,2.235410390952048,-9.81,0.1,2.235410390952048,0.5743078686766159
0.588,0.9,2.215790390952047,-9.81,0.1,2.215790390952047,0.5787590694585094
0.59,0.9,2.196170390952048,-9.81,0.1,2.196170390952048,0.5831710302404034
0.592,0.9,2.176550390952047,-9.81,0.1,2.176550390952047,0.5875437510222977
0.594,0.9,2.156930390952047,-9.81,0.1,2.156930390952047,0.5918772318041924
0.596,0.9,2.137310390952047,-9.81,0.1,2.137310390952047,0.5961714725860875
0.598,0.9,2.117690390952047,-9.81,0.1,2.117690390952047,0.600426473367983
0.6,0.9,2.098070390952048,-9.81,0.1,2.098070390952048,0.6046422341498788
0.602,0.9,2.078450390952047,-9.81,0.1,2.078450390952047,0.6088187549317751
0.604,0.9,2.058830390952047,-9.81,0.1,2.058830390952047,0.6129560357136716
0.606,0.9,2.039210390952047,-9.81,0.1,2.039210390952047,0.6170540764955686
0.608,0.9,2.019590390952047,-9.81,0.1,2.019590390952047,0.621112877277466
0.61,0.9,1.999970390952047,-9.81,0.1,1.999970390952047,0.6251324380593637
0.612,0.9,1.980350390952047,-9.81,0.1,1.980350390952047,0.6291127588412617
0.614,0.9,1.960730390952047,-9.81,0.1,1.960730390952047,0.6330538396231588
0.616,0.9,1.941110390952048,-9.81,0.1,1.941110390952048,0.6369556804050509
0.618,0.9,1.921490390952047,-9.81,0.1,1.921490390952047,0.6408182811869432
0.62,0.9,1.901870390952047,-9.81,0.1,1.901870390952047,0.6446416419688356
0.622,0.9,1.882250390952047,-9.81,0.1,1.882250390952047,0.6484257627507281
0.624,0.9,1.862630390952047,-9.81,0.1,1.862630390952047,0.6521706435326207
0.626,0.9,1.843010390952047,-9.81,0.1,1.843010390952047,0.6558762843145133
0.628,0.9,1.823390390952047,-9.81,0.1,1.823390390952047,0.6595426850964061
0.63,0.9,1.803770390952047,-9.81,0.1,1.803770390952047,0.6631698458782989
0.632,0.9,1.784150390952047,-9.81,0.1,1.784150390952047,0.6667577666601919
0.634,0.9,1.764530390952047,-9.81,0.1,1.764530390952047,0.6703064474420849
0.636,0.9,1.744910390952047,-9.81,0.1,1.744910390952047,0.673815888223978
0.638,0.9,1.725290390952047,-9.81,0.1,1.725290390952047,0.6772860890058713
0.64,0.9,1.705670390952047,-9.81,0.1,1.705670390952047,0.6807170497877646
0.642,0.9,1.686050390952047,-9.81,0.1,1.686050390952047,0.684108770569658
0.644,0.9,1.666430390952047,-9.81,0.1,1.666430390952047,0.6874612513515515
0.646,0.9,1.646810390952047,-9.81,0.1,1.646810390952047,0.6907744921334451
0.648,0.9,1.627190390952047,-9.81,0.1,1.627190390952047,0.6940484929153389
0.65,0.9,1.607570390952047,-9.81,0.1,1.607570390952047,0.6972832536972325
0.652,0.9,1.587950390952047,-9.81,0.1,1.587950390952047,0.7004787744791265
0.654,0.9,1.568330390952047,-9.81,0.1,1.568330390952047,0.7036350552610204
0.656,0.9,1.548710390952047,-9.81,0.1,1.548710390952047,0.7067520960429146
0.658,0.9,1.529090390952047,-9.81,0.1,1.529090390952047,0.7098298968248087
0.66,0.9,1.509470390952047,-9.81,0.1,1.509470390952047,0.712868457606703
0.662,0.9,1.489850390952047,-9.81,0.1,1.489850390952047,0.7158677783885974
0.664,0.9,1.470230390952047,-9.81,0.1,1.470230390952047,0.7188278591704919
0.666,0.9,1.450610390952047,-9.81,0.1,1.450610390952047,0.7217486999523863
0.668,0.9,1.430990390952047,-9.81,0.1,1.430990390952047,0.7246303007342809
0.67,0.9,1.411370390952047,-9.81,0.1,1.411370390952047,0.7274726615161757
0.672,0.9,1.391750390952047,-9.81,0.1,1.391750390952047,0.7302757822980707
0.674,0.9,1.372130390952047,-9.81,0.1,1.372130390952047,0.7330396630799656
0.676,0.9,1.352510390952047,-9.81,0.1,1.352510390952047,0.7357643038618605
0.678,0.9,1.332890390952047,-9.81,0.1,1.332890390952047,0.7384497046437557
0.68,0.9,1.313270390952047,-9.81,0.1,1.313270390952047,0.7410958654256509
0.682,0.9,1.293650390952047,-9.81,0.1,1.293650390952047,0.7437027862075462
0.684,0.9,1.274030390952047,-9.81,0.1,1.274030390952047,0.7462704669894417
0.686,0.9,1.254410390952047,-9.81,0.1,1.254410390952047,0.7487989077713371
