"time","der(omega1)","der(omega2)","der(phi1)","der(phi2)","omega1","omega2","phi1","phi2"
0.042,25.58382617502718,-14.52087482057459,1.121656095053997,-0.6439528796849125,1.121656095053997,-0.6439528796849125,0.02383651287166704,0.9862594460497266
0.044,25.44452609746904,-14.42961954456346,1.17268517505891,-0.6729036837714071,1.17268517505891,-0.6729036837714071,0.0261309023463881,0.98494255786945
0.046,25.30107322387382,-14.33659883140002,1.223431493204984,-0.701670204755707,1.223431493204984,-0.701670204755707,0.02852707394472468,0.9835679493212398
0.048,25.15349937226523,-14.24183079041815,1.273886747170449,-0.7302489157215465,1.273886747170449,-0.7302489157215465,0.03102445676631194,0.9821359914467201
0.05,25.00183717236063,-14.14533385680931,1.324042715223501,-0.7586363362083339,1.324042715223501,-0.7586363362083339,0.03362245761189468,0.980647064814678
0.052,24.84611977185443,-14.04712665168175,1.373891275440854,-0.7868290376561708,1.373891275440854,-0.7868290376561708,0.03632046781366863,0.9791015561192303
0.054,24.68638093452542,-13.9472280392421,1.42342437635562,-0.8148236310394544,1.42342437635562,-0.8148236310394544,0.03911786154071536,0.9774998592942774
0.056,24.52265519928428,-13.8456572194958,1.472633989372794,-0.8426167468189507,1.472633989372794,-0.8426167468189507,0.04201399305183908,0.9758423773202083
0.058,24.35497767611363,-13.7424336093113,1.521512169820766,-0.8702050606635297,1.521512169820766,-0.8702050606635297,0.0450082002202106,0.9741295199058753
0.06,24.18338320938074,-13.63757645470074,1.570051087843161,-0.8975852979642011,1.570051087843161,-0.8975852979642011,0.04809982460855024,0.9723616937825291
0.062,24.00790798116458,-13.531105587083,1.618242940034383,-0.9247542117655629,1.618242940034383,-0.9247542117655629,0.05128817374692662,0.970539321276547
0.064,23.82858871189387,-13.4230410462378,1.666079993495003,-0.9517085937683993,1.666079993495003,-0.9517085937683993,0.05457253993970953,0.9686628310497302
0.066,23.64546249844097,-13.3134030043376,1.713554593895984,-0.9784452761602199,1.713554593895984,-0.9784452761602199,0.05795220409813782,0.9667326562242857
0.068,23.45856616201456,-13.20221146125528,1.76065919520566,-1.004961137712429,1.76065919520566,-1.004961137712429,0.06142645125151812,0.9647492268323763
0.07,23.26793809119929,-13.0894871067742,1.807386273391651,-1.031253085491017,1.807386273391651,-1.031253085491017,0.06499452677016904,0.9627129911571006
0.072,23.07361684324382,-12.97525066624336,1.853728391913843,-1.057318068736607,1.853728391913843,-1.057318068736607,0.06865566958852191,0.9606243995364873
0.074,22.87564139654024,-12.859523010441,1.899678208135482,-1.083153084734045,1.899678208135482,-1.083153084734045,0.07240910574906255,0.9584839073117899
0.076,22.67405115122451,-12.74232515590313,1.945228473189975,-1.108755178758171,1.945228473189975,-1.108755178758171,0.07625404839071477,0.9562919748342994
0.078,22.46888622283328,-12.6236784255594,1.990371966837094,-1.134121417552987,1.990371966837094,-1.134121417552987,0.0801896920675115,0.9540490707958142
0.08,22.26018715607279,-12.50360429215919,2.035101560959486,-1.159248915181861,2.035101560959486,-1.159248915181861,0.08421521828626022,0.9517556689823863
0.082,22.0479950507332,-12.38212441539291,2.079410261672287,-1.184134853853208,2.079410261672287,-1.184134853853208,0.08832979129980432,0.9494122497905664
0.084,21.83235150609667,-12.25926065076602,2.123291135010418,-1.20877644911166,2.123291135010418,-1.20877644911166,0.09253256137297745,0.9470192994878033
0.086,21.61329862536515,-12.13503504889228,2.166737312847489,-1.233170952610544,2.166737312847489,-1.233170952610544,0.09682266452247447,0.9445773102713534
0.088,21.39087903726449,-12.00946984952338,2.209742027333962,-1.257315668195282,2.209742027333962,-1.257315668195282,0.1011992211069686,0.9420867805625727
0.09,21.16513556737182,-11.88258735211522,2.252298572525602,-1.281207930482948,2.252298572525602,-1.281207930482948,0.1056613449889382,0.9395482111298873
0.092,20.93611185056098,-11.75441016546264,2.294400357259277,-1.304845136212707,2.294400357259277,-1.304845136212707,0.1102081269339387,0.936962112290192
0.094,20.7038518959373,-11.62496102928838,2.336040869965729,-1.328224723067044,2.336040869965729,-1.328224723067044,0.1148386463432391,0.9343289987961004
0.096,20.46840004836573,-11.49426279533267,2.377213682525246,-1.351344170992715,2.377213682525246,-1.351344170992715,0.1195519721185557,0.9316493893958179
0.098,20.22980072840193,-11.36233831575801,2.41791244024603,-1.374200994586188,2.41791244024603,-1.374200994586188,0.1243471694033025,0.9289238037966859
0.1,19.98809922633389,-11.2292107816254,2.458130897406665,-1.3967927686171,2.458130897406665,-1.3967927686171,0.1292232788746694,0.9261527719417882
0.102,19.74334103938858,-11.09490343934853,2.497862889826637,-1.419117107753265,2.497862889826637,-1.419117107753265,0.1341793339718723,0.9233368262692733
0.104,19.49557198813159,-10.9594396374254,2.537102346557833,-1.441171673271836,2.537102346557833,-1.441171673271836,0.1392143577054133,0.9204765030889197
0.106,19.24483823233949,-10.82284283449667,2.575843287652417,-1.462954172224952,2.575843287652417,-1.462954172224952,0.1443273623106858,0.9175723427571647
0.108,18.99118628881721,-10.68513660835409,2.614079821745463,-1.484462356543214,2.614079821745463,-1.484462356543214,0.1495173488572997,0.9146248898740833
0.11,18.73466296912012,-10.54634462583109,2.651806151265882,-1.505694024698775,2.651806151265882,-1.505694024698775,0.1547833086817287,0.9116346925763632
0.112,18.47531623937411,-10.40649101493739,2.689016598639701,-1.526647043713585,2.689016598639701,-1.526647043713585,0.1601242012875127,0.9086023125802671
0.114,18.21319375782652,-10.26559973182157,2.7257055618339,-1.547319311784724,2.7257055618339,-1.547319311784724,0.165538991926562,0.9055283080951377
0.116,17.94834367901824,-10.12369490801949,2.761867540675047,-1.567708779697595,2.761867540675047,-1.567708779697595,0.1710266308872461,0.9024132432219574
0.118,17.68081461075582,-9.980800831299133,2.797497136714292,-1.587813450265852,2.797497136714292,-1.587813450265852,0.1765860545708623,0.8992576874525312
0.12,17.4106555575369,-9.836941920646677,2.832589052669357,-1.607631377419977,2.832589052669357,-1.607631377419977,0.1822161869165035,0.8960622150103787
0.122,17.13791592115401,-9.692142725981483,2.86713809365191,-1.627160666778846,2.86713809365191,-1.627160666778846,0.1879159393554036,0.892827404859745
0.124,16.86264550129839,-9.546427927871107,2.901139168394948,-1.646399476221309,2.901139168394948,-1.646399476221309,0.193684210765284,0.889553840714612
0.126,16.58489294403822,-9.399821680324486,2.934587210175448,-1.66534596161996,2.934587210175448,-1.66534596161996,0.1995199281408883,0.8862420928658311
0.128,16.30470696874848,-9.25234812953733,2.967477241490069,-1.68399832073976,2.967477241490069,-1.68399832073976,0.2054220143786883,0.8828927325555391
0.13,16.0221388844115,-9.104032478350936,2.999804505441041,-1.702354882691121,2.999804505441041,-1.702354882691121,0.2113893222381245,0.8795063614554911
0.132,15.73723905726698,-8.954899490679395,3.031564284173625,-1.720413983679488,3.031564284173625,-1.720413983679488,0.217420726974289,0.8760835702904177
0.134,15.45005806891348,-8.804973981124046,3.062751959990749,-1.738174008472199,3.062751959990749,-1.738174008472199,0.2235150959281727,0.8726249524061709
0.136,15.16064670248882,-8.654280808583945,3.093363015834143,-1.755633390460471,3.093363015834143,-1.755633390460471,0.2296712888593725,0.8691311036097773
0.138,14.86905643079494,-8.502845089141152,3.123393046668173,-1.772790622557371,3.123393046668173,-1.772790622557371,0.2358881454976476,0.8656026278761098
0.14,14.57534094536734,-8.350692863683706,3.152837793473994,-1.789644290567735,3.152837793473994,-1.789644290567735,0.2421644465886028,0.862040155220901
0.142,14.27955077889545,-8.197848748352579,3.181693027224721,-1.806192957457143,3.181693027224721,-1.806192957457143,0.2484990508053488,0.8584442788503082
0.144,13.98173810345099,-8.044338030299658,3.209954653888815,-1.822435267296532,3.209954653888815,-1.822435267296532,0.2548907725506618,0.8548156112431586
0.146,13.68195534482389,-7.890186062006678,3.237618685113447,-1.838369915708763,3.237618685113447,-1.838369915708763,0.2613384172213588,0.8511547679571769
0.148,13.38025517742674,-7.735418258706768,3.264681238895123,-1.853995650118935,3.264681238895123,-1.853995650118935,0.2678407813188646,0.8474623675710016
0.15,13.07669051919909,-7.580060095805939,3.291138540250318,-1.869311270004706,3.291138540250318,-1.869311270004706,0.2743966525597792,0.8437390316262012
0.152,12.77131273546956,-7.424136340292665,3.316986847408189,-1.884315572203467,3.316986847408189,-1.884315572203467,0.2810048565607386,0.8399853636616617
0.154,12.46417561675572,-7.267672751606358,3.342222618104148,-1.899007473344459,3.342222618104148,-1.899007473344459,0.2876641533777042,0.8362019956497052
0.156,12.15533247921201,-7.11069484112705,3.366842389888701,-1.913385921306932,3.366842389888701,-1.913385921306932,0.2943733128840236,0.8323895541498355
0.158,11.84483668899862,-6.953228096043945,3.390842802815098,-1.927449911712643,3.390842802815098,-1.927449911712643,0.3011311011127916,0.8285486664314278
0.16,11.53274175857016,-6.795298020138015,3.414220604325866,-1.941198491286299,3.414220604325866,-1.941198491286299,0.3079362777310222,0.8246799615992494
0.162,11.21910133692768,-6.636930129213749,3.436972649729979,-1.954630757963158,3.436972649729979,-1.954630757963158,0.314787596271194,0.8207840704811667
0.164,10.90396975757011,-6.478150193345953,3.45909590792545,-1.967745869904605,3.45909590792545,-1.967745869904605,0.3216837903541341,0.8168616320445027
0.166,10.58740114871648,-6.318983842846153,3.480587453599406,-1.98054303154928,3.480587453599406,-1.98054303154928,0.3286235960257387,0.8129132829817683
0.168,10.26944947657278,-6.15945658715656,3.501444468203886,-1.99302149456747,3.501444468203886,-1.99302149456747,0.3356057506568583,0.8089396582189839
0.17,9.950169057373241,-5.999594041204469,3.521664245340679,-2.005180566303105,3.521664245340679,-2.005180566303105,0.3426289800681963,0.8049413969116557
0.172,9.629614328546566,-5.839421823875568,3.541244189177888,-2.017019606381957,3.541244189177888,-2.017019606381957,0.3496920042649983,0.8009191397677798
0.174,9.307839841131631,-5.678965554403248,3.56018181494745,-2.028538026853801,3.56018181494745,-2.028538026853801,0.3567935376142518,0.7968735289608794
0.176,8.984899914282455,-5.518250711114902,3.578474720227143,-2.0397352750171,3.578474720227143,-2.0397352750171,0.3639322981963649,0.7928052040838039
0.178,8.660848608582294,-5.357302620040475,3.596120583786595,-2.050610832582235,3.596120583786595,-2.050610832582235,0.3711070085009873,0.7887148018379585
0.18,8.335740976196165,-5.196146963622477,3.613117274827755,-2.061164280270983,3.613117274827755,-2.061164280270983,0.3783163614558882,0.7846029706829987
0.182,8.009631698296186,-5.034809225169775,3.629462736330985,-2.071395228517237,3.629462736330985,-2.071395228517237,0.3855590573929694,0.7804703548737075
0.184,7.682575492421067,-4.87331485426818,3.645155021428294,-2.081303338874481,3.645155021428294,-2.081303338874481,0.3928337929594849,0.7763175992348469
0.186,7.354627102257201,-4.711689262096584,3.660192293673071,-2.090888324022921,3.660192293673071,-2.090888324022921,0.4001392613667726,0.7721453490433252
0.188,7.025841332502258,-4.549957837509008,3.674572825927857,-2.100149947668803,3.674572825927857,-2.100149947668803,0.4074741515517238,0.7679542504353816
0.19,6.696273584698136,-4.388146193873227,3.688294983895573,-2.109088023245489,3.688294983895573,-2.109088023245489,0.4148371352563042,0.7637449566478922
0.192,6.365978409214359,-4.226279502108317,3.70135727046304,-2.117702417359525,3.70135727046304,-2.117702417359525,0.4222269019518509,0.7595181111564197
0.194,6.03501069873142,-4.064383040450308,3.71375828907279,-2.125993046918759,3.71375828907279,-2.125993046918759,0.4296421300579473,0.7552743615752998
0.196,5.703425344754327,-3.902482036258575,3.725496754208677,-2.133959879936585,3.725496754208677,-2.133959879936585,0.4370814952286144,0.7510143556586857
0.198,5.371277229016773,-3.74060166207959,3.736571491615834,-2.141602935535201,3.736571491615834,-2.141602935535201,0.4445436705618965,0.7467387412016162
0.2,5.038621214885277,-3.578767031710677,3.746981438520659,-2.148922283948857,3.746981438520659,-2.148922283948857,0.4520273268094469,0.7424481659410845
0.202,4.705511945528595,-3.417003135205912,3.756725588306275,-2.155918018818539,3.756725588306275,-2.155918018818539,0.4595311388320206,0.7381432751626025
0.204,4.372004222476289,-3.255334957272021,3.765803102018333,-2.162590312710556,3.765803102018333,-2.162590312710556,0.4670537732951128,0.7338247161984122
0.206,4.038152784396576,-3.093787406146982,3.77421324746647,-2.168939386630609,3.77421324746647,-2.168939386630609,0.4745938957512423,0.729493135803792
0.208,3.704012275245159,-2.932385302315616,3.781955392759639,-2.174965506692379,3.781955392759639,-2.174965506692379,0.4821501716012165,0.7251491797819862
0.21,3.369637268484556,-2.7711533849422,3.789029015958648,-2.18066898882626,3.789029015958648,-2.18066898882626,0.4897212652430364,0.7207934932749277
0.212,3.035082257893052,-2.610116307746165,3.79543370512503,-2.186050198697254,3.79543370512503,-2.186050198697254,0.4973058403007236,0.7164267206572396
0.214,2.700401834927944,-2.449298723040521,3.801169147755039,-2.19110954893138,3.801169147755039,-2.19110954893138,0.5049025554811937,0.7120495076001447
0.216,2.365650474899753,-2.288725180900267,3.806235142472141,-2.195847501985911,3.806235142472141,-2.195847501985911,0.5125100695987541,0.7076624985852552
0.218,2.030882336792675,-2.128420034779801,3.810631609943045,-2.200264572822723,3.810631609943045,-2.200264572822723,0.5201270462797978,0.7032663345770909
0.22,1.696151596336239,-1.968407599136798,3.814358573451959,-2.204361323888253,3.814358573451959,-2.204361323888253,0.5277521461706076,0.698861656898111
0.222,1.361512318074058,-1.808712089193075,3.817416165705719,-2.208138366744494,3.817416165705719,-2.208138366744494,0.5353840299488921,0.694449105741589
0.224,1.02701844713079,-1.649357617263021,3.819804628828136,-2.211596361973076,3.819804628828136,-2.211596361973076,0.54302135853016,0.6900293200767562
0.226,0.692723766355608,-1.490368178841125,3.821524302865795,-2.214736013409202,3.821524302865795,-2.214736013409202,0.5506627944327765,0.6856029371416168
0.228,0.3586818248520995,-1.331767630226206,3.822575604799403,-2.217558057689654,3.822575604799403,-2.217558057689654,0.5583070041005811,0.6811705915950039
0.23,0.02494620187118601,-1.173579765339015,3.822959118833511,-2.220063308721777,3.822959118833511,-2.220063308721777,0.5659526490025059,0.6767329186624633
0.232,-0.3084297556810794,-1.015828236846121,3.822675512023971,-2.222252615948614,3.822675512023971,-2.222252615948614,0.5735983943477894,0.6722905510134335
0.234,-0.6413928675920072,-0.8585365743418536,3.821725558788255,-2.224126876352741,3.821725558788255,-2.224126876352741,0.581242906819789,0.6678441195462795
0.236,-0.9738901289878995,-0.7017281805546816,3.820110140762912,-2.225687034292775,3.820110140762912,-2.225687034292775,0.5888848547961617,0.6633942532885233
0.238,-1.30586871897965,-0.545426327553634,3.817830246661019,-2.226934081339881,3.817830246661019,-2.226934081339881,0.596522908569046,0.6589415792970751
0.24,-1.63727585289755,-0.3896542376603991,3.81488693945668,-2.227869042956839,3.81488693945668,-2.227869042956839,0.604155737507644,0.6544867243552516
0.242,-1.968059149432499,-0.2344348855091631,3.811281431129312,-2.228493008491578,3.811281431129312,-2.228493008491578,0.6117820172864593,0.6500303107547483
0.244,-2.298166361239981,-0.07979114482900007,3.807015024440442,-2.228807107624536,3.807015024440442,-2.228807107624536,0.6194004246701781,0.6455729593899057
0.246,-2.627545450396718,0.07425425153186183,3.80208912674745,-2.228812515825373,3.80208912674745,-2.228812515825373,0.6270096390399054,0.6411152888904398
0.248,-2.956144600258817,0.227678717139403,3.796505250532095,-2.228510454459729,3.796505250532095,-2.228510454459729,0.634608342676149,0.6366579154847706
0.25,-3.283912223725299,0.3804598155604997,3.790265013178145,-2.227902190593587,3.790265013178145,-2.227902190593587,0.6421952209715299,0.6322014529046414
0.252,-3.610796979401798,0.5325752519420748,3.78337010252175,-2.226989021007083,3.78337010252175,-2.226989021007083,0.6497689637155956,0.6277465121651454
0.254,-3.936747766345,0.6840028971454291,3.775822335199946,-2.22577229902021,3.775822335199946,-2.22577229902021,0.657328263472917,0.6232937016825562
0.256,-4.261713735604421,0.8347207863504014,3.767623642225619,-2.224253427744867,3.767623642225619,-2.224253427744867,0.6648718162406715,0.6188436271272467
0.258,-4.585644303809373,0.9847071145507258,3.758776045701083,-2.222433849248747,3.758776045701083,-2.222433849248747,0.6723983223837889,0.6143968912443541
0.26,-4.908489158899873,1.13394024399021,3.749281669568553,-2.220315049421964,3.749281669568553,-2.220315049421964,0.6799064865039629,0.6099540937983406
0.262,-5.2301982684196,1.282398707704489,3.739142739259874,-2.217898557722405,3.739142739259874,-2.217898557722405,0.6873950176563678,0.605515831477151
0.264,-5.550721815922461,1.430061175112563,3.728361568459008,-2.215185941845396,3.728361568459008,-2.215185941845396,0.6948626281029184,0.6010826986203635
0.266,-5.870010234536169,1.576906468899403,3.71694056328209,-2.212178809253349,3.71694056328209,-2.212178809253349,0.7023080340434446,0.5966552868336827
0.268,-6.188014414220637,1.722913673595446,3.704882257596095,-2.208878820969483,3.704882257596095,-2.208878820969483,0.7097299598829254,0.5922341826124582
0.27,-6.504685477094989,1.868062016131093,3.69218927090427,-2.205287674874131,3.69218927090427,-2.205287674874131,0.7171271337055082,0.5878199699162068
0.272,-6.819974858973727,2.012330908044974,3.678864321126311,-2.201407110621584,3.678864321126311,-2.201407110621584,0.7244982889823032,0.5834132292332204
0.274,-7.133834317167138,2.155699948765692,3.664910224159794,-2.197238909350676,3.664910224159794,-2.197238909350676,0.7318421647780734,0.5790145374903678
0.276,-7.446215925589043,2.298148921149908,3.650329888864755,-2.192784891442572,3.650329888864755,-2.192784891442572,0.739157505757852,0.5746244681056564
0.278,-7.75707199687486,2.439657742490326,3.6351262857291,-2.18804690304912,3.6351262857291,-2.18804690304912,0.7464430610430476,0.5702435918617476
0.28,-8.066355335986055,2.580206617759442,3.61930253506396,-2.183026853620394,3.61930253506396,-2.183026853620394,0.7536975882926703,0.5658724740510748
0.282,-8.374019037167786,2.719775914258695,3.602861830537768,-2.177726683177087,3.602861830537768,-2.177726683177087,0.7609198505865687,0.5615116767571012
0.284,-8.680016550793658,2.858346200922421,3.58580746002834,-2.172148371105057,3.58580746002834,-2.172148371105057,0.7681086175628185,0.5571617581000199
0.286,-8.984301690868696,2.995898251418127,3.568142805077039,-2.16629393582015,3.568142805077039,-2.16629393582015,0.7752626656197222,0.5528232721499003
0.288,-9.286828642532345,3.132413047246771,3.549871340342956,-2.160165434433011,3.549871340342956,-2.160165434433011,0.7823807781178125,0.5484967688398357
0.29,-9.587551803819153,3.267871694015004,3.530996604779176,-2.15376495136005,3.530996604779176,-2.15376495136005,0.7894617421654339,0.5441827957745414
0.292,-9.886426140188837,3.402255606333807,3.511522260294492,-2.147094621132537,3.511522260294492,-2.147094621132537,0.7965043559739556,0.539881894174853
0.294,-10.18340697456101,3.53554639699287,3.49145205410453,-2.140156613557806,3.49145205410453,-2.140156613557806,0.8035074245771356,0.5355946012778685
0.296,-10.47845000322825,3.667725884466674,3.470789819620789,-2.132953133944965,3.470789819620789,-2.132953133944965,0.8104697602064777,0.5313214501539185
0.298,-10.7715113237769,3.798776106711142,3.449539479388376,-2.125486424131436,3.449539479388376,-2.125486424131436,0.8173901829141018,0.527062969386211
0.3,-11.0625474421128,3.928679324013882,3.427705044458738,-2.117758762115947,3.427705044458738,-2.117758762115947,0.8242675207649078,0.5228196829894367
0.302,-11.35151520224214,4.057417978513987,3.405290594249679,-2.109772453629496,3.405290594249679,-2.109772453629496,0.8311006085952923,0.5185921112024725
0.304,-11.63837189375543,4.184974753404277,3.382300301294749,-2.101529842253138,3.382300301294749,-2.101529842253138,0.8378882900695335,0.5143807692702067
0.306,-11.92307530111603,4.311332599488814,3.358738441291913,-2.093033313461901,3.358738441291913,-2.093033313461901,0.844629418656232,0.5101861668839001
0.308,-12.20558359866523,4.436474675195286,3.334609364178934,-2.084285282566246,3.334609364178934,-2.084285282566246,0.8513228557416888,0.5060088093674108
0.31,-12.48585539873427,4.560384372472569,3.309917503884849,-2.075288198633204,3.309917503884849,-2.075288198633204,0.8579674715845133,0.5018491971308682
0.312,-12.76384975830926,4.683045319438607,3.28466737761159,-2.06604454408171,3.28466737761159,-2.06604454408171,0.864562145501093,0.4977078255933617
0.314,-13.03952613811597,4.804441358314479,3.258863577451563,-2.056556831310427,3.258863577451563,-2.056556831310427,0.8711057650570116,0.4935851856484671
0.316,-13.3128443623147,4.924556523675436,3.232510762103529,-2.04682759936362,3.232510762103529,-2.04682759936362,0.8775972252712171,0.4894817641228126
0.318,-13.58376490579021,5.043375190859113,3.205613701356127,-2.036859431028693,3.205613701356127,-2.036859431028693,0.8840354346643255,0.4853980404971328
0.32,-13.85224862660386,5.160881936183616,3.17817723120042,-2.026654935329241,3.17817723120042,-2.026654935329241,0.8904193097152172,0.4813344899574342
0.322,-14.11825685375861,5.277061581719847,3.150206266174754,-2.016216752178484,3.150206266174754,-2.016216752178484,0.8967477767408523,0.4772915823924163
0.324,-14.38175139339008,5.391899197693252,3.121705798570062,-2.005547551945052,3.121705798570062,-2.005547551945052,0.9030197720718395,0.4732697823215661
0.326,-14.64269453290459,5.50538010381242,3.092680897289269,-1.994650034883682,3.092680897289269,-1.994650034883682,0.9092342421854599,0.4692695488466194
0.328,-14.90104885444901,5.617489770935329,3.063136674586266,-1.983526918021687,3.063136674586266,-1.983526918021687,0.9153901398875579,0.4652913377731929
0.33,-15.15677769871039,5.728214062663349,3.033078362361108,-1.972180964831255,3.033078362361108,-1.972180964831255,0.9214864339709296,0.4613355963304127
0.332,-15.40984480050048,5.837539044026729,3.002511248931959,-1.960614960412653,3.002511248931959,-1.960614960412653,0.9275221017109753,0.4574027673172235
0.334,-15.66021439590265,5.945451036656,2.971440695247663,-1.948831717701995,2.971440695247663,-1.948831717701995,0.9334961311333314,0.4534932878814108
0.336,-15.90785122799521,6.051936620939241,2.939872134014224,-1.936834077006247,2.939872134014224,-1.936834077006247,0.939407521179745,0.4496075894530184
0.338,-16.15272055257481,6.156982638179325,2.907811068821292,-1.924624905538235,2.907811068821292,-1.924624905538235,0.94525528187395,0.4457460976777666
0.34,-16.39478798570271,6.260576113445893,2.875263054057428,-1.912207089956511,2.875263054057428,-1.912207089956511,0.9510384310200032,0.44190923415834
0.342,-16.63401979940248,6.362704403117196,2.842233729255127,-1.899583548724041,2.842233729255127,-1.899583548724041,0.9567560007249463,0.4380974130735679
0.344,-16.87038281651526,6.463355141451343,2.808728804751921,-1.886757226740237,2.808728804751921,-1.886757226740237,0.9624070351342423,0.4343110423789995
0.346,-17.10384434635484,6.562516207613433,2.774754052306818,-1.873731091777296,2.774754052306818,-1.873731091777296,0.9679905890616252,0.4305505245411603
0.348,-17.33437223119547,6.660175748270866,2.740315309177777,-1.860508135817963,2.740315309177777,-1.860508135817963,0.9735057290486057,0.4268162560050567
0.35,-17.56193485144752,6.756322179476061,2.705418477181692,-1.84709137456631,2.705418477181692,-1.84709137456631,0.9789515335183439,0.4231086271338521
0.352,-17.78650104080021,6.850944143662678,2.670069511369383,-1.833483843227048,2.670069511369383,-1.833483843227048,0.9843270909405997,0.4194280231768909
0.354,-18.00804015261264,6.944030542047585,2.634274426146545,-1.819688598553428,2.634274426146545,-1.819688598553428,0.9896315013379133,0.4157748235101802
0.356,-18.2265222451185,7.035570626267877,2.598039315099382,-1.805708725819459,2.598039315099382,-1.805708725819459,0.9948638804164905,0.4121493995197966
0.358,-18.44191785058033,7.125553882593898,2.561370322830398,-1.791547328548623,2.561370322830398,-1.791547328548623,1.000023354506129,0.4085521172373717
0.36,-18.65419805703798,7.213970071987639,2.524273652850748,-1.777207531198272,2.524273652850748,-1.777207531198272,1.005109062405655,0.404983336405165
0.362,-18.86333451293563,7.300809231711898,2.486755566576925,-1.762692478647679,2.486755566576925,-1.762692478647679,1.010120155524673,0.4014434104220066
0.364,-19.06929939808038,7.386061660523769,2.448822379257757,-1.748005334663788,2.448822379257757,-1.748005334663788,1.015055797260602,0.3979326866744345
0.366,-19.27206529003489,7.469717852885171,2.410480446367687,-1.733149277191951,2.410480446367687,-1.733149277191951,1.019915160000696,0.3944515080641477
0.368,-19.47160561270216,7.551768717031419,2.371736203080935,-1.718127511324187,2.371736203080935,-1.718127511324187,1.02469743534744,0.3910002078747268
0.37,-19.66789424924802,7.632205385597921,2.332596127554868,-1.702943256893626,2.332596127554868,-1.702943256893626,1.029401825363484,0.3875791141989827
0.372,-19.86090565782404,7.711019271396062,2.293066750055736,-1.687599751335838,2.293066750055736,-1.687599751335838,1.034027545236724,0.3841885486138781
0.374,-20.05061487561388,7.788202068739248,2.253154651902444,-1.672100249159256,2.253154651902444,-1.672100249159256,1.038573823408859,0.3808288261331122
0.376,-20.23699752288001,7.863745754769075,2.212866464410307,-1.656448021415602,2.212866464410307,-1.656448021415602,1.043039901703963,0.3775002551597061
0.378,-20.42002959134633,7.937642486508219,2.172208850088518,-1.640646349497217,2.172208850088518,-1.640646349497217,1.047425030507451,0.3742031399055065
