"time","Icontrol","der(Icontrol)","der(waterLevel)","error","waterLevel"
0.072,0.02790286290162151,0.3751903317159629,0.6782835263335474,0.7503806634319259,0.2496193365680741
0.074,0.02865259720527823,0.3745123552883378,0.6776773077819538,0.7490247105766755,0.2509752894233245
0.076,0.02940097110818705,0.3738349845098085,0.6770709401278041,0.747669969019617,0.252330030980383
0.078,0.03014798461034799,0.3731582193803753,0.6764644233710986,0.7463164387607506,0.2536835612392495
0.08,0.03089363771176103,0.372482059900038,0.6758577575118371,0.744964119800076,0.255035880199924
0.082,0.0316379317082211,0.3718065062153917,0.6752509441390044,0.7436130124307834,0.2563869875692166
0.084,0.03238089396971622,0.3711315614228384,0.6746440168153931,0.7422631228456769,0.2577368771543231
0.086,0.03312250605891962,0.3704572234365395,0.6740369529319987,0.7409144468730791,0.2590855531269209
0.088,0.03386276908261565,0.369783492381707,0.6734297538460298,0.7395669847634141,0.2604330152365859
0.09,0.03460168414758863,0.3691103683835529,0.6728224209146945,0.7382207367671059,0.2617792632328941
0.092,0.03533925236062288,0.368437851567289,0.6722149554952009,0.7368757031345781,0.2631242968654219
0.094,0.03607547482850275,0.3677659420581274,0.6716073589447575,0.7355318841162548,0.2644681158837452
0.096,0.03681035265801257,0.3670946399812799,0.6709996326205724,0.7341892799625598,0.2658107200374403
0.098,0.03754388695593664,0.3664239454619584,0.6703917778798536,0.7328478909239169,0.2671521090760832
0.1,0.03827607882905933,0.365753858625375,0.6697837960798094,0.73150771725075,0.26849228274925
0.102,0.03900692938416495,0.3650843795967416,0.6691756885776481,0.7301687591934831,0.2698312408065169
0.104,0.03973643972803784,0.36441550850127,0.6685674567305779,0.72883101700254,0.27116898299746
0.106,0.04046461096746232,0.3637472454641723,0.6679591018958069,0.7274944909283445,0.2725055090716554
0.108,0.04119144420922272,0.3630795906106604,0.6673506254305435,0.7261591812213207,0.2738408187786793
0.11,0.04191694056010339,0.3624125440659461,0.6667420286919957,0.7248250881318923,0.2751749118681077
0.112,0.04264110112688865,0.3617461059552416,0.666133313037372,0.7234922119104833,0.2765077880895167
0.114,0.04336392701636282,0.3610802764037587,0.6655244798238803,0.7221605528075175,0.2778394471924825
0.116,0.0440854246367367,0.3604150556757059,0.6649155359881485,0.7208301113514117,0.2791698886485883
0.118,0.04480559370228122,0.3597504438597851,0.6643064814218513,0.7195008877195701,0.2804991122804298
0.12,0.04552443309481114,0.3590864410228726,0.6636973151405563,0.7181728820457451,0.2818271179542549
0.122,0.04624194403101469,0.3584230472930617,0.6630880386171382,0.7168460945861235,0.2831539054138765
0.124,0.04695812772758009,0.3577602627984461,0.6624786533244724,0.7155205255968923,0.2844794744031077
0.126,0.04767298540119556,0.3570980876671191,0.6618691607354339,0.7141961753342383,0.2858038246657617
0.128,0.04838651826854931,0.3564365220271744,0.6612595623228981,0.7128730440543487,0.2871269559456514
0.13,0.04909872754632957,0.3557755660067051,0.6606498595597399,0.7115511320134102,0.2884488679865898
0.132,0.04980961445122457,0.3551152197338051,0.6600400539188348,0.7102304394676102,0.2897695605323898
0.134,0.0505191801999225,0.3544554833365675,0.6594301468730576,0.708910966673135,0.2910890333268649
0.136,0.05122742600911162,0.3537963569430861,0.6588201398952838,0.7075927138861722,0.2924072861138279
0.138,0.05193435309548012,0.3531378406814542,0.6582100344583884,0.7062756813629083,0.2937243186370918
0.14,0.05263996267571624,0.3524799346797652,0.6575998320352467,0.7049598693595305,0.2950401306404695
0.142,0.05334425596650818,0.3518226390661128,0.6569895340987337,0.7036452781322255,0.2963547218677744
0.144,0.05404723418454418,0.3511659539685903,0.6563791421217248,0.7023319079371806,0.2976680920628194
0.146,0.05474889854651245,0.3505098795152913,0.6557686575770951,0.7010197590305827,0.2989802409694174
0.148,0.05544925157817931,0.3498544154032086,0.6551580823845965,0.6997088308064172,0.3002911691935827
0.15,0.05614829687816003,0.3491995609760287,0.6545474188302175,0.6983991219520574,0.3016008780479426
0.152,0.05684603283192888,0.3485453172942096,0.6539366674203481,0.6970906345884191,0.3029093654115809
0.154,0.05754246070482563,0.3478916844698229,0.6533258296444714,0.6957833689396458,0.3042166310603543
0.156,0.05823758176219008,0.3472386626149404,0.6527149069920708,0.6944773252298807,0.3055226747701193
0.158,0.05893139726936203,0.3465862518416338,0.6521039009526297,0.6931725036832677,0.3068274963167324
0.16,0.05962390849168128,0.3459344522619749,0.6514928130156311,0.6918689045239498,0.3081310954760502
0.162,0.06031511669448763,0.3452832639880353,0.6508816446705583,0.6905665279760707,0.3094334720239293
0.164,0.06100502314312086,0.3446326871318869,0.6502703974068946,0.6892653742637738,0.3107346257362262
0.166,0.06169362910292078,0.3439827218056014,0.6496590727141235,0.6879654436112027,0.3120345563887973
0.168,0.06238093583922718,0.3433333681212504,0.649047672081728,0.6866667362425007,0.3133332637574993
0.17,0.06306694461737986,0.3426846261909056,0.6484361969991911,0.6853692523818112,0.3146307476181888
0.172,0.0637516567027186,0.3420364961266389,0.6478246489559965,0.6840729922532778,0.3159270077467222
0.174,0.06443507336058323,0.341388978040522,0.6472130294416272,0.682777956081044,0.317222043918956
0.176,0.06511719585631351,0.3407420720446265,0.6466013399455665,0.681484144089253,0.318515855910747
0.178,0.06579802545524925,0.3400957782510242,0.6459895819572977,0.6801915565020484,0.3198084434979515
0.18,0.06647756342273027,0.3394500967717869,0.6453777569663042,0.6789001935435739,0.3210998064564262
0.182,0.06715581044433713,0.3388050251180252,0.6447658606803877,0.6776100502360505,0.3223899497639495
0.184,0.06783276820190941,0.3381605652703445,0.6441538987425985,0.6763211305406891,0.3236788694593108
0.186,0.06850843800442162,0.3375167175365743,0.6435418730775703,0.6750334350731486,0.3249665649268513
0.188,0.06918282111067421,0.3368734819994488,0.6429297851095719,0.6737469639988977,0.3262530360011023
0.19,0.06985591877946756,0.3362308587417022,0.642317636262872,0.6724617174834044,0.3275382825165955
0.192,0.07052773226960214,0.3355888478460689,0.64170542796174,0.6711776956921378,0.3288223043078622
0.194,0.07119826283987833,0.3349474493952829,0.6410931616304441,0.6698948987905657,0.3301051012094342
0.196,0.07186751174909653,0.3343066634720786,0.6404808386932538,0.6686133269441572,0.3313866730558427
0.198,0.07253548025605719,0.3336664901591903,0.6398684605744378,0.6673329803183806,0.3326670196816194
0.2,0.07320216961956068,0.3330269295393521,0.6392560286982649,0.6660538590787042,0.3339461409212958
0.202,0.07386758109840748,0.3323879816952984,0.6386435444890043,0.6647759633905967,0.3352240366094032
0.204,0.07453171595139794,0.3317496467097634,0.6380310093709247,0.6634992934195267,0.3365007065804733
0.206,0.07519457543733254,0.3311119246654812,0.637418424768295,0.6622238493309625,0.3377761506690375
0.208,0.07585616081501166,0.3304748156451863,0.6368057921053842,0.6609496312903725,0.3390503687096275
0.21,0.07651647334323572,0.3298383197316127,0.6361931128064612,0.6596766394632254,0.3403233605367745
0.212,0.07717551428080512,0.3292024370074949,0.6355803882957949,0.6584048740149897,0.3415951259850103
0.214,0.07783328340497815,0.3285671660494155,0.6349676155038093,0.6571343320988311,0.3428656679011689
0.216,0.07848978177658857,0.3279325067388541,0.6343547952542968,0.6558650134777082,0.3441349865222919
0.218,0.07914501180445085,0.3272984603276611,0.6337419324597731,0.6545969206553222,0.3454030793446778
0.22,0.07979897471780706,0.3266650268685214,0.63312902845485,0.6533300537370429,0.3466699462629571
0.222,0.08045167174589918,0.3260322064141201,0.6325160845741394,0.6520644128282402,0.3479355871717598
0.224,0.08110310411796927,0.3253999990171419,0.6319031021522531,0.6507999980342838,0.3492000019657162
0.226,0.08175327306325936,0.3247684047302717,0.6312900825238028,0.6495368094605434,0.3504631905394567
0.228,0.08240217981101144,0.3241374236061944,0.6306770270234001,0.6482748472123887,0.3517251527876112
0.23,0.08304982559046761,0.3235070556975949,0.6300639369856573,0.6470141113951897,0.3529858886048102
0.232,0.08369621163086986,0.3228773010571581,0.629450813745186,0.6457546021143161,0.3542453978856839
0.234,0.08434133916146024,0.3222481597375687,0.6288376586365977,0.6444963194751374,0.3555036805248625
0.236,0.08498520941148074,0.3216196317915119,0.6282244729945046,0.6432392635830237,0.3567607364169763
0.238,0.08562782361017342,0.3209917172716723,0.627611258153518,0.6419834345433446,0.3580165654566553
0.24,0.08626918298678034,0.320364416230735,0.6269980154482503,0.6407288324614699,0.35927116753853
0.242,0.08690928877054349,0.3197377287213847,0.626384746213313,0.6394754574427695,0.3605245425572305
0.244,0.08754814219070491,0.3191116547963064,0.6257714517833178,0.6382233095926129,0.3617766904073871
0.246,0.08818574440431179,0.3184861942866455,0.6251581329776028,0.636972388573291,0.363027611426709
0.248,0.08882209625614738,0.3178613460653232,0.6245447883867938,0.6357226921306465,0.3642773078693535
0.25,0.08945719931720665,0.3172371112337394,0.6239314217846855,0.6344742224674789,0.3655257775325211
0.252,0.0900910548057767,0.3166134898109623,0.6233180344277013,0.6332269796219245,0.3667730203780754
0.254,0.09072366393972682,0.3159904818147778,0.6227046275692826,0.6319809636295557,0.3680190363704443
0.256,0.09135502793650857,0.3153680872616905,0.6220912024598897,0.630736174523381,0.369263825476619
0.258,0.09198514801315581,0.3147463061669226,0.621477760347001,0.6294926123338451,0.3705073876661549
0.26,0.09261402538628459,0.3141251385444144,0.6208643024751135,0.6282502770888289,0.3717497229111711
0.262,0.09324166127209321,0.3135045844068246,0.6202508300857424,0.6270091688136492,0.3729908311863508
0.264,0.09386805688636229,0.3128846437655297,0.6196373444174217,0.6257692875310594,0.3742307124689405
0.266,0.09449321344445462,0.3122653166306244,0.6190238467057034,0.6245306332612488,0.3754693667387511
0.268,0.09511713216131529,0.3116466030109215,0.6184103381831583,0.623293206021843,0.376706793978157
0.27,0.09573981425147163,0.3110285029139517,0.6177968200793751,0.6220570058279035,0.3779429941720965
0.272,0.09636126092903317,0.3104110163459641,0.6171832936209615,0.6208220326919283,0.3791779673080718
0.274,0.09698147340769181,0.3097941433119256,0.616569760031543,0.6195882866238511,0.3804117133761488
0.276,0.09760045290072158,0.3091778838155212,0.6159562205317641,0.6183557676310425,0.3816442323689576
0.278,0.09821820062097883,0.3085622378591543,0.6153426763392874,0.6171244757183085,0.3828755242816915
0.28,0.09883471778090212,0.3079472054439457,0.6147291286687936,0.6158944108878914,0.3841055891121085
0.282,0.09945000559251228,0.3073327865697353,0.6141155787319829,0.6146655731394706,0.3853344268605294
0.284,0.1000640652674124,0.3067189812350801,0.6135020277375726,0.6134379624701601,0.3865620375298399
0.286,0.1006768980167879,0.3061057894372556,0.6128884768912992,0.6122115788745113,0.3877884211254888
0.288,0.1012885050514063,0.3054932111722556,0.6122749273959175,0.6109864223445112,0.3890135776554888
0.29,0.1018988875816173,0.3048812464347915,0.6116613804512004,0.6097624928695831,0.3902375071304169
0.292,0.1025080468173532,0.3042698952182932,0.6110478372539397,0.6085397904365865,0.3914602095634135
0.294,0.1031159839681283,0.3036591575149085,0.6104342989979452,0.6073183150298169,0.3926816849701831
0.296,0.1037227002430391,0.3030490333155031,0.6098207668740453,0.6060980666310062,0.3939019333689938
0.298,0.1043281968507644,0.3024395226096612,0.6092072420700868,0.6048790452193223,0.3951209547806777
0.3,0.1049324749995655,0.3018306253856847,0.608593725770935,0.6036612507713695,0.3963387492286306
0.302,0.1055355358972855,0.3012223416305938,0.6079802191584731,0.6024446832611876,0.3975553167388123
0.304,0.1061373807513502,0.3006146713301268,0.6073667234116037,0.6012293426602535,0.3987706573397465
0.306,0.1067380107687673,0.3000076144687398,0.6067532397062468,0.6000152289374796,0.3999847710625204
0.308,0.1073374271561269,0.2994011710296073,0.6061397692153415,0.5988023420592146,0.4011976579407854
0.31,0.1079356311196014,0.2987953409946218,0.6055263131088451,0.5975906819892436,0.4024093180107565
0.312,0.1085326243459415,0.2981901244322231,0.6049128732103879,0.5963802488644463,0.4036197511355537
0.314,0.1091284084074971,0.2975855213887565,0.6042994511850102,0.595171042777513,0.404828957222487
0.316,0.1097229838319771,0.2969815317186104,0.6036860472691979,0.5939630634372208,0.4060369365627791
0.318,0.1103163518343253,0.2963781554004564,0.6030726626352381,0.5927563108009128,0.4072436891990871
0.32,0.1109085136293375,0.2957753924117336,0.6024592984528047,0.5915507848234671,0.4084492151765329
0.322,0.1114994704316613,0.2951732427286479,0.6018459558889571,0.5903464854572957,0.4096535145427043
0.324,0.1120892234557958,0.2945717063261728,0.6012326361081414,0.5891434126523456,0.4108565873476543
0.326,0.1126777739160921,0.2939707831780493,0.6006193402721905,0.5879415663560985,0.4120584336439014
0.328,0.1132651230267528,0.2933704732567852,0.6000060695403232,0.5867409465135704,0.4132590534864295
0.33,0.1138512720018324,0.292770776533656,0.5993928250691445,0.585541553067312,0.4144584469326879
0.332,0.1144362220552372,0.2921716929787044,0.598779608012646,0.5843433859574088,0.4156566140425913
0.334,0.115019974400725,0.2915732225607401,0.5981664195222052,0.5831464451214802,0.4168535548785198
0.336,0.1156025302519055,0.2909753652473404,0.5975532607465863,0.5819507304946808,0.4180492695053192
0.338,0.1161838908222402,0.2903781210048499,0.59694013283194,0.5807562420096998,0.4192437579903002
0.34,0.1167640573250423,0.2897814897983803,0.596327036921803,0.5795629795967606,0.4204370204032394
0.342,0.1173430309734767,0.2891854715918107,0.5957139741570983,0.5783709431836215,0.4216290568163786
0.344,0.11792081298056,0.2885900663477876,0.5951009456761351,0.5771801326955751,0.4228198673044249
0.346,0.1184974045591606,0.2879952740277244,0.5944879526146094,0.5759905480554488,0.4240094519445512
0.348,0.1190728069219986,0.2874010945918023,0.5938749961056032,0.5748021891836046,0.4251978108163955
0.35,0.1196470212816461,0.2868075279989694,0.5932620772795849,0.5736150559979388,0.4263849440020612
0.352,0.1202200488505265,0.2862145742069413,0.5926491972644091,0.5724291484138826,0.4275708515861174
0.354,0.1207918908409152,0.2856222331722008,0.5920363571853169,0.5712444663444016,0.4287555336555984
0.356,0.1213625484649394,0.285030504849998,0.5914235581649355,0.5700610096999961,0.4299389903000039
0.358,0.121932022934578,0.2844393891943504,0.5908108013232788,0.5688787783887008,0.4311212216112992
0.36,0.1225003154616614,0.2838488861580426,0.5901980877777466,0.5676977723160852,0.4323022276839148
0.362,0.1230674272578721,0.2832589956926266,0.5895854186431253,0.5665179913852532,0.4334820086147468
0.364,0.1236333595347441,0.2826697177484217,0.5889727950315875,0.5653394354968434,0.4346605645031566
0.366,0.1241981135036633,0.2820810522745145,0.5883602180526923,0.5641621045490289,0.4358378954509711
0.368,0.1247616903758672,0.2814929992187587,0.5877476888133847,0.5629859984375174,0.4370140015624825
0.37,0.1253240913624452,0.2809055585277757,0.5871352084179966,0.5618111170555513,0.4381888829444487
0.372,0.1258853176743382,0.2803187301469536,0.5865227779682456,0.5606374602939073,0.4393625397060927
0.374,0.1264453705223392,0.2797325140204485,0.5859103985632362,0.559465028040897,0.440534971959103
0.376,0.1270042511170926,0.2791469100911831,0.5852980712994589,0.5582938201823663,0.4417061798176337
0.378,0.1275619623064581,0.2785619189521429,0.5846858002107439,0.5571238379042858,0.4428761620957142
0.38,0.1281185048420837,0.2779775403613279,0.5840735855647397,0.5559550807226559,0.4440449192773441
0.382,0.1286738790684526,0.2773937739136066,0.5834614268956659,0.5547875478272133,0.4452124521727867
0.384,0.1292280862115832,0.2768106195533223,0.5828493253182279,0.5536212391066446,0.4463787608933553
0.386,0.1297811274976841,0.2762280772237202,0.5822372819451246,0.5524561544474405,0.4475438455525595
0.388,0.1303330041531539,0.2756461468669475,0.5816252978870489,0.551292293733895,0.448707706266105
0.39,0.1308837174045813,0.275064828424053,0.5810133742526873,0.550129656848106,0.4498703431518939
0.392,0.1314332684787456,0.2744841218349879,0.5804015121487215,0.5489682436699759,0.4510317563300242
0.394,0.1319816586026157,0.2739040270386049,0.5797897126798255,0.5478080540772098,0.4521919459227902
0.396,0.1325288890033511,0.2733245439726588,0.5791779769486688,0.5466490879453176,0.4533509120546824
0.398,0.1330749609083013,0.2727456725738061,0.5785663060559135,0.5454913451476122,0.4545086548523877
0.4,0.1336198755450059,0.2721674127776056,0.5779547011002171,0.5443348255552112,0.4556651744447889
0.402,0.1341636341411946,0.2715897645185175,0.5773431631782298,0.543179529037035,0.456820470962965
0.404,0.1347062379247877,0.2710127277299044,0.5767316933845965,0.5420254554598087,0.4579745445401913
0.406,0.1352476881238951,0.2704363023440303,0.5761202928119558,0.5408726046880606,0.4591273953119394
0.408,0.1357879859668173,0.2698604882920617,0.5755089625509406,0.5397209765841233,0.4602790234158767
0.41,0.1363271326820446,0.2692852855040663,0.5748977036901771,0.5385705710081325,0.4614294289918675
0.412,0.1368651294982577,0.2687106939090143,0.5742865173162863,0.5374213878180285,0.4625786121819715
0.414,0.1374019776443275,0.2681367134347775,0.5736754045138825,0.5362734268695549,0.4637265731304451
0.416,0.137937678349315,0.2675633440081298,0.5730643663655746,0.5351266880162595,0.4648733119837405
0.418,0.1384722328424712,0.2669905855547468,0.5724534039519648,0.5339811711094935,0.4660188288905066
0.42,0.1390056423532375,0.2664184379992059,0.5718425183516495,0.5328368759984119,0.467163124001588
0.422,0.1395379081112454,0.265846901264987,0.5712317106412194,0.531693802529974,0.468306197470026
0.424,0.1400690313463164,0.2652759752744713,0.570620981895259,0.5305519505489426,0.4694480494510574
0.426,0.1405990132884624,0.264705659948942,0.5700103331863464,0.529411319897884,0.470588680102116
0.428,0.1411278551678853,0.2641359552085845,0.5693997655850542,0.5282719104171689,0.471728089582831
0.43,0.1416555582149773,0.2635668609724857,0.5687892801599488,0.5271337219449714,0.4728662780550285
0.432,0.1421821236603207,0.2629983771586349,0.5681788779775905,0.5259967543172698,0.4740032456827302
0.434,0.1427075527346879,0.2624305036839228,0.5675685601025335,0.5248610073678456,0.4751389926321544
0.436,0.1432318466690415,0.2618632404641423,0.5669583275973262,0.5237264809282847,0.4762735190717154
0.438,0.1437550066945343,0.2612965874139881,0.5663481815225105,0.5225931748279762,0.4774068251720238
0.44,0.1442770340425093,0.2607305444470569,0.5657381229366232,0.5214610888941138,0.4785389111058861
0.442,0.1447979299444996,0.2601651114758472,0.565128152896194,0.5203302229516944,0.4796697770483056
0.444,0.1453176944714041,0.2596002884901608,0.5645182714517257,0.5192005769803216,0.4807994230196784
0.446,0.1458363297160268,0.2590360753421561,0.5639084804003389,0.5180721506843121,0.4819278493156879
0.448,0.1463538370559463,0.2584724719312118,0.5632987809183699,0.5169449438624236,0.4830550561375763
0.45,0.1468702177160741,0.2579094781659331,0.5626891740479403,0.5158189563318661,0.4841810436681339
0.452,0.1473854729213681,0.2573470939538359,0.5620796608290399,0.5146941879076719,0.4853058120923281
0.454,0.1478996038968334,0.2567853192013485,0.5614702422995305,0.513570638402697,0.486429361597303
0.456,0.148412611867522,0.2562241538138101,0.5608609194951423,0.5124483076276203,0.4875516923723797
0.458,0.1489244980585324,0.2556635976954721,0.5602516934494766,0.5113271953909442,0.4886728046090558
0.46,0.1494352636950104,0.255103650749497,0.5596425651940043,0.510207301498994,0.489792698501006
0.462,0.1499449100021483,0.2545443128779591,0.5590335357580665,0.5090886257559182,0.4909113742440818
0.464,0.1504534382051855,0.2539855839818442,0.5584246061688739,0.5079711679636884,0.4920288320363116
0.466,0.1509608495294082,0.2534274639610498,0.5578157774515078,0.5068549279220995,0.4931450720779005
0.468,0.1514671452001493,0.2528699527143848,0.557207050628919,0.5057399054287696,0.4942600945712304
0.47,0.1519723264427889,0.2523130501395699,0.5565984267219287,0.5046261002791398,0.4953738997208602
0.472,0.1524763944827536,0.2517567561332372,0.5559899067492281,0.5035135122664745,0.4964864877335255
0.474,0.152979350545517,0.2512010705909307,0.5553814917273784,0.5024021411818613,0.4975978588181387
0.476,0.1534811958565997,0.2506459934071054,0.5547731826708105,0.5012919868142108,0.4987080131857892
0.478,0.153981931641569,0.2500915244751284,0.5541649805918257,0.5001830489502568,0.4998169510497432
0.48,0.154481559126039,0.2495376636872783,0.5535568865005955,0.4990753273745565,0.5009246726254435
0.482,0.1549800795356708,0.2489844109347449,0.5529489014051606,0.4979688218694898,0.5020311781305102
0.484,0.1554774940961725,0.2484317661076301,0.5523410263114328,0.4968635322152603,0.5031364677847397
0.486,0.1559738040332986,0.2478797290949472,0.551733262223193,0.4957594581898944,0.5042405418101056
0.488,0.1564690105728509,0.247328299784621,0.5511256101420928,0.4946565995692419,0.5053434004307581
0.49,0.1569631149406778,0.2467774780634878,0.5505180710676534,0.4935549561269755,0.5064450438730245
0.492,0.1574561183626748,0.2462272638172956,0.5499106459972661,0.4924545276345913,0.5075454723654087
0.494,0.157948022064784,0.2456776569307041,0.5493033359261923,0.4913553138614083,0.5086446861385917
0.496,0.1584388272729946,0.2451286572872846,0.5486961418475639,0.4902573145745692,0.5097426854254308
0.498,0.1589285352133424,0.2445802647695196,0.5480890647523815,0.4891605295390391,0.5108394704609609
0.5,0.1594171471119104,0.2440324792588036,0.5474821056295175,0.4880649585176071,0.5119350414823929
0.502,0.159904664194828,0.2434853006354424,0.5468752654657127,0.4869706012708848,0.5130293987291152
0.504,0.1603910876882719,0.2429387287786535,0.546268545245579,0.485877457557307,0.514122542442693
0.506,0.1608764188184654,0.2423927635665662,0.5456619459515978,0.4847855271331324,0.5152144728668676
0.508,0.1613606585885745,0.2418474049110546,0.5450554684106838,0.4836948098221092,0.5163051901778908
0.51,0.1618438066774617,0.2413026529296781,0.5444491125368179,0.4826053058593562,0.5173946941406438
0.512,0.162325865861815,0.2407585072552454,0.5438428803723059,0.4815170145104909,0.5184829854895091
0.514,0.1628068373572907,0.2402149677632112,0.5432367728837131,0.4804299355264223,0.5195700644735777
0.516,0.1632867223793799,0.2396720343279747,0.5426307910353293,0.4793440686559494,0.5206559313440506
0.518,0.1637655221434087,0.2391297068228797,0.542024935789168,0.4782594136457593,0.5217405863542407
0.52,0.1642432378645383,0.2385879851202147,0.5414192081049676,0.4771759702404293,0.5228240297595707
0.522,0.1647198707577646,0.2380468690912131,0.5408136089401909,0.4760937381824263,0.5239062618175737
0.524,0.1651954220379187,0.2375063586060528,0.5402081392500244,0.4750127172121057,0.5249872827878943
0.526,0.1656698929196667,0.2369664535338563,0.5396027999873793,0.4739329070677125,0.5260670929322875
0.528,0.1661432846175096,0.2364271537426908,0.5389975921028912,0.4728543074853816,0.5271456925146184
0.53,0.1666155983457832,0.2358884590995681,0.5383925165449195,0.4717769181991363,0.5282230818008637
0.532,0.1670868353186586,0.2353503694704449,0.5377875742595484,0.4707007389408898,0.5292992610591102
0.534,0.1675569967501417,0.2348128847202224,0.5371827661905865,0.4696257694404448,0.5303742305595552
0.536,0.1680260838540734,0.2342760047127462,0.5365780932795658,0.4685520094254925,0.5314479905745075
0.538,0.1684940978441295,0.2337397293108072,0.535973556465744,0.4674794586216144,0.5325205413783856
0.54,0.168961039933821,0.2332040583761406,0.5353691566861021,0.4664081167522811,0.5335918832477189
0.542,0.1694269113364936,0.2326689917694259,0.5347648948753454,0.4653379835388518,0.5346620164611482
0.544,0.1698917132653283,0.232134529350288,0.5341607719659043,0.464269058700576,0.535730941299424
0.546,0.1703554469333406,0.231600670977296,0.5335567888879326,0.4632013419545919,0.5367986580454081
0.548,0.1708181135533814,0.2310674165079636,0.5329529465693088,0.4621348330159273,0.5378651669840727
0.55,0.1712797143381366,0.2305347657987497,0.5323492459356359,0.4610695315974993,0.5389304684025007
0.552,0.1717402505001267,0.2300027187050571,0.5317456879102408,0.4600054374101141,0.5399945625898859
0.554,0.1721997232517075,0.2294712750812338,0.5311422734141752,0.4589425501624677,0.5410574498375323
0.556,0.1726581338050696,0.2289404347805725,0.5305390033662145,0.4578808695611449,0.5421191304388551
0.558,0.1731154833722386,0.2284101976553101,0.5299358786828589,0.4568203953106202,0.5431796046893798
0.56,0.1735717731650753,0.2278805635566287,0.5293329002783327,0.4557611271132573,0.5442388728867427
0.562,0.1740270043952752,0.2273515323346546,0.5287300690645844,0.4547030646693092,0.5452969353306908
0.564,0.1744811782743688,0.2268231038384592,0.5281273859512872,0.4536462076769183,0.5463537923230817
0.566,0.1749342960137218,0.2262952779160582,0.5275248518458382,0.4525905558321164,0.5474094441678836
0.568,0.1753863588245346,0.2257680544144121,0.5269224676533587,0.4515361088288241,0.5484638911711759
0.57,0.1758373679178428,0.2252414331794261,0.5263202342766951,0.4504828663588523,0.5495171336411477
