"time","Inductance1.v","SaturatingInductance1.v","SineVoltage1.v"
0.51,1.090930634557189,1.090930634557189,1.090930634557189
0.512,1.089708010393068,1.089708010393068,1.089708010393068
0.514,1.088481027398359,1.088481027398359,1.088481027398359
0.516,1.087249690480992,1.087249690480992,1.087249690480992
0.518,1.086014004566312,1.086014004566312,1.086014004566312
0.52,1.084773974597062,1.084773974597062,1.084773974597062
0.522,1.08352960553336,1.08352960553336,1.08352960553336
0.524,1.082280902352681,1.082280902352681,1.082280902352681
0.526,1.081027870049835,1.081027870049835,1.081027870049835
0.528,1.07977051363695,1.07977051363695,1.07977051363695
0.53,1.078508838143451,1.078508838143451,1.078508838143451
0.532,1.077242848616037,1.077242848616037,1.077242848616037
0.534,1.075972550118665,1.075972550118665,1.075972550118665
0.536,1.074697947732527,1.074697947732527,1.074697947732527
0.538,1.073419046556031,1.073419046556031,1.073419046556031
0.54,1.07213585170478,1.07213585170478,1.07213585170478
0.542,1.070848368311552,1.070848368311552,1.070848368311552
0.544,1.069556601526278,1.069556601526278,1.069556601526278
0.546,1.068260556516024,1.068260556516024,1.068260556516024
0.548,1.066960238464969,1.066960238464969,1.066960238464969
0.55,1.065655652574382,1.065655652574382,1.065655652574382
0.552,1.064346804062606,1.064346804062606,1.064346804062606
0.554,1.063033698165033,1.063033698165033,1.063033698165033
0.556,1.061716340134084,1.061716340134084,1.061716340134084
0.558,1.06039473523919,1.06039473523919,1.06039473523919
0.56,1.05906888876677,1.05906888876677,1.05906888876677
0.562,1.057738806020206,1.057738806020206,1.057738806020206
0.564,1.056404492319829,1.056404492319829,1.056404492319829
0.566,1.055065953002891,1.055065953002891,1.055065953002891
0.568,1.053723193423548,1.053723193423548,1.053723193423548
0.57,1.052376218952836,1.052376218952836,1.052376218952836
0.572,1.051025034978651,1.051025034978651,1.051025034978651
0.574,1.049669646905728,1.049669646905728,1.049669646905728
0.576,1.048310060155617,1.048310060155617,1.048310060155617
0.578,1.046946280166662,1.046946280166662,1.046946280166662
0.58,1.045578312393984,1.045578312393984,1.045578312393984
0.582,1.044206162309449,1.044206162309449,1.044206162309449
0.584,1.042829835401658,1.042829835401658,1.042829835401658
0.586,1.041449337175915,1.041449337175915,1.041449337175915
0.588,1.040064673154213,1.040064673154213,1.040064673154213
0.59,1.038675848875204,1.038675848875204,1.038675848875204
0.592,1.037282869894185,1.037282869894185,1.037282869894185
0.594,1.03588574178307,1.03588574178307,1.03588574178307
0.596,1.034484470130368,1.034484470130368,1.034484470130368
0.598,1.033079060541165,1.033079060541165,1.033079060541165
0.6,1.031669518637098,1.031669518637098,1.031669518637098
0.602,1.030255850056331,1.030255850056331,1.030255850056331
0.604,1.028838060453538,1.028838060453538,1.028838060453538
0.606,1.027416155499875,1.027416155499875,1.027416155499875
0.608,1.02599014088296,1.02599014088296,1.02599014088296
0.61,1.024560022306849,1.024560022306849,1.024560022306849
0.612,1.023125805492015,1.023125805492015,1.023125805492015
0.614,1.021687496175324,1.021687496175324,1.021687496175324
0.616,1.02024510011001,1.02024510011001,1.02024510011001
0.618,1.018798623065655,1.018798623065655,1.018798623065655
0.62,1.017348070828167,1.017348070828167,1.017348070828167
0.622,1.015893449199752,1.015893449199752,1.015893449199752
0.624,1.014434763998895,1.014434763998895,1.014434763998895
0.626,1.012972021060334,1.012972021060334,1.012972021060334
0.628,1.01150522623504,1.01150522623504,1.01150522623504
0.63,1.01003438539019,1.01003438539019,1.01003438539019
0.632,1.008559504409144,1.008559504409144,1.008559504409144
0.634,1.007080589191426,1.007080589191426,1.007080589191426
0.636,1.005597645652694,1.005597645652694,1.005597645652694
0.638,1.00411067972472,1.00411067972472,1.00411067972472
0.64,1.002619697355366,1.002619697355366,1.002619697355366
0.642,1.001124704508559,1.001124704508559,1.001124704508559
0.644,0.999625707164269,0.999625707164269,0.999625707164269
0.646,0.9981227113184831,0.9981227113184831,0.9981227113184831
0.648,0.996615722983183,0.996615722983183,0.996615722983183
0.65,0.9951047481863196,0.9951047481863196,0.9951047481863196
0.652,0.9935897929717905,0.9935897929717905,0.9935897929717905
0.654,0.992070863399414,0.992070863399414,0.992070863399414
0.656,0.9905479655449069,0.9905479655449069,0.9905479655449069
0.658,0.9890211054998581,0.9890211054998581,0.9890211054998581
0.66,0.9874902893717064,0.9874902893717064,0.9874902893717064
0.662,0.9859555232837134,0.9859555232837134,0.9859555232837134
0.664,0.9844168133749421,0.9844168133749421,0.9844168133749421
0.666,0.9828741658002298,0.9828741658002298,0.9828741658002298
0.668,0.9813275867301651,0.9813275867301651,0.9813275867301651
0.67,0.9797770823510614,0.9797770823510614,0.9797770823510614
0.672,0.9782226588649351,0.9782226588649351,0.9782226588649351
0.674,0.9766643224894772,0.9766643224894772,0.9766643224894772
0.676,0.9751020794580321,0.9751020794580321,0.9751020794580321
0.678,0.9735359360195688,0.9735359360195688,0.9735359360195688
0.68,0.9719658984386599,0.9719658984386599,0.9719658984386599
0.682,0.9703919729954527,0.9703919729954527,0.9703919729954527
0.684,0.968814165985648,0.968814165985648,0.968814165985648
0.686,0.9672324837204704,0.9672324837204704,0.9672324837204704
0.688,0.9656469325266482,0.9656469325266482,0.9656469325266482
0.69,0.964057518746383,0.964057518746383,0.964057518746383
0.692,0.9624642487373286,0.9624642487373286,0.9624642487373286
0.694,0.9608671288725624,0.9608671288725624,0.9608671288725624
0.696,0.9592661655405617,0.9592661655405617,0.9592661655405617
0.698,0.9576613651451777,0.9576613651451777,0.9576613651451777
0.7,0.9560527341056104,0.9560527341056104,0.9560527341056104
0.702,0.9544402788563815,0.9544402788563815,0.9544402788563815
0.704,0.9528240058473093,0.9528240058473093,0.9528240058473093
0.706,0.9512039215434842,0.9512039215434842,0.9512039215434842
0.708,0.9495800324252415,0.9495800324252415,0.9495800324252415
0.71,0.9479523449881353,0.9479523449881353,0.9479523449881353
0.712,0.9463208657429127,0.9463208657429127,0.9463208657429127
0.714,0.9446856012154887,0.9446856012154887,0.9446856012154887
0.716,0.94304655794692,0.94304655794692,0.94304655794692
0.718,0.9414037424933769,0.9414037424933769,0.9414037424933769
0.72,0.9397571614261186,0.9397571614261186,0.9397571614261186
0.722,0.9381068213314676,0.9381068213314676,0.9381068213314676
0.724,0.9364527288107826,0.9364527288107826,0.9364527288107826
0.726,0.9347948904804306,0.9347948904804306,0.9347948904804306
0.728,0.9331333129717632,0.9331333129717632,0.9331333129717632
0.73,0.9314680029310876,0.9314680029310876,0.9314680029310876
0.732,0.9297989670196428,0.9297989670196428,0.9297989670196428
0.734,0.9281262119135698,0.9281262119135698,0.9281262119135698
0.736,0.9264497443038862,0.9264497443038862,0.9264497443038862
0.738,0.9247695708964605,0.9247695708964605,0.9247695708964605
0.74,0.9230856984119848,0.9230856984119848,0.9230856984119848
0.742,0.9213981335859461,0.9213981335859461,0.9213981335859461
0.744,0.9197068831686013,0.9197068831686013,0.9197068831686013
0.746,0.9180119539249499,0.9180119539249499,0.9180119539249499
0.748,0.9163133526347076,0.9163133526347076,0.9163133526347076
0.75,0.9146110860922761,0.9146110860922761,0.9146110860922761
0.752,0.9129051611067196,0.9129051611067196,0.9129051611067196
0.754,0.9111955845017357,0.9111955845017357,0.9111955845017357
0.756,0.9094823631156291,0.9094823631156291,0.9094823631156291
0.758,0.9077655038012828,0.9077655038012828,0.9077655038012828
0.76,0.9060450134261313,0.9060450134261313,0.9060450134261313
0.762,0.9043208988721341,0.9043208988721341,0.9043208988721341
0.764,0.9025931670357477,0.9025931670357477,0.9025931670357477
0.766,0.9008618248278963,0.9008618248278963,0.9008618248278963
0.768,0.8991268791739465,0.8991268791739465,0.8991268791739465
0.77,0.8973883370136788,0.8973883370136788,0.8973883370136788
0.772,0.8956462053012602,0.8956462053012602,0.8956462053012602
0.774,0.8939004910052142,0.8939004910052142,0.8939004910052142
0.776,0.8921512011083959,0.8921512011083959,0.8921512011083959
0.778,0.8903983426079626,0.8903983426079626,0.8903983426079626
0.78,0.8886419225153465,0.8886419225153465,0.8886419225153465
0.782,0.8868819478562252,0.8868819478562252,0.8868819478562252
0.784,0.8851184256704946,0.8851184256704946,0.8851184256704946
0.786,0.8833513630122415,0.8833513630122415,0.8833513630122415
0.788,0.8815807669497144,0.8815807669497144,0.8815807669497144
0.79,0.8798066445652951,0.8798066445652951,0.8798066445652951
0.792,0.8780290029554703,0.8780290029554703,0.8780290029554703
0.794,0.8762478492308041,0.8762478492308041,0.8762478492308041
0.796,0.8744631905159099,0.8744631905159099,0.8744631905159099
0.798,0.8726750339494196,0.8726750339494196,0.8726750339494196
0.8,0.8708833866839566,0.8708833866839566,0.8708833866839566
0.802,0.8690882558861081,0.8690882558861081,0.8690882558861081
0.804,0.8672896487363951,0.8672896487363951,0.8672896487363951
0.806,0.8654875724292437,0.8654875724292437,0.8654875724292437
0.808,0.8636820341729561,0.8636820341729561,0.8636820341729561
0.81,0.8618730411896834,0.8618730411896834,0.8618730411896834
0.812,0.8600606007153955,0.8600606007153955,0.8600606007153955
0.814,0.8582447199998515,0.8582447199998515,0.8582447199998515
0.816,0.8564254063065714,0.8564254063065714,0.8564254063065714
0.818,0.8546026669128083,0.8546026669128083,0.8546026669128083
0.82,0.8527765091095167,0.8527765091095167,0.8527765091095167
0.822,0.8509469402013261,0.8509469402013261,0.8509469402013261
0.824,0.8491139675065089,0.8491139675065089,0.8491139675065089
0.826,0.8472775983569543,0.8472775983569543,0.8472775983569543
0.828,0.8454378400981354,0.8454378400981354,0.8454378400981354
0.83,0.843594700089084,0.843594700089084,0.843594700089084
0.832,0.8417481857023563,0.8417481857023563,0.8417481857023563
0.834,0.8398983043240088,0.8398983043240088,0.8398983043240088
0.836,0.8380450633535632,0.8380450633535632,0.8380450633535632
0.838,0.8361884702039822,0.8361884702039822,0.8361884702039822
0.84,0.8343285323016353,0.8343285323016353,0.8343285323016353
0.842,0.8324652570862712,0.8324652570862712,0.8324652570862712
0.844,0.8305986520109887,0.8305986520109887,0.8305986520109887
0.846,0.828728724542206,0.828728724542206,0.828728724542206
0.848,0.8268554821596301,0.8268554821596301,0.8268554821596301
0.85,0.8249789323562278,0.8249789323562278,0.8249789323562278
0.852,0.8230990826381958,0.8230990826381958,0.8230990826381958
0.854,0.8212159405249311,0.8212159405249311,0.8212159405249311
0.856,0.8193295135489995,0.8193295135489995,0.8193295135489995
0.858,0.8174398092561055,0.8174398092561055,0.8174398092561055
0.86,0.8155468352050645,0.8155468352050645,0.8155468352050645
0.862,0.8136505989677706,0.8136505989677706,0.8136505989677706
0.864,0.8117511081291655,0.8117511081291655,0.8117511081291655
0.866,0.8098483702872099,0.8098483702872099,0.8098483702872099
0.868,0.807942393052853,0.807942393052853,0.807942393052853
0.87,0.8060331840500015,0.8060331840500015,0.8060331840500015
0.872,0.8041207509154885,0.8041207509154885,0.8041207509154885
0.874,0.8022051012990437,0.8022051012990437,0.8022051012990437
0.876,0.800286242863263,0.800286242863263,0.800286242863263
0.878,0.7983641832835786,0.7983641832835786,0.7983641832835786
0.88,0.7964389302482254,0.7964389302482254,0.7964389302482254
0.882,0.7945104914582128,0.7945104914582128,0.7945104914582128
0.884,0.7925788746272937,0.7925788746272937,0.7925788746272937
0.886,0.7906440874819333,0.7906440874819333,0.7906440874819333
0.888,0.7887061377612771,0.7887061377612771,0.7887061377612771
0.89,0.7867650332171211,0.7867650332171211,0.7867650332171211
0.892,0.7848207816138812,0.7848207816138812,0.7848207816138812
0.894,0.7828733907285617,0.7828733907285617,0.7828733907285617
0.896,0.7809228683507231,0.7809228683507231,0.7809228683507231
0.898,0.7789692222824519,0.7789692222824519,0.7789692222824519
0.9,0.7770124603383304,0.7770124603383304,0.7770124603383304
0.902,0.7750525903454037,0.7750525903454037,0.7750525903454037
0.904,0.7730896201431492,0.7730896201431492,0.7730896201431492
0.906,0.7711235575834443,0.7711235575834443,0.7711235575834443
0.908,0.7691544105305375,0.7691544105305375,0.7691544105305375
0.91,0.7671821868610142,0.7671821868610142,0.7671821868610142
0.912,0.7652068944637668,0.7652068944637668,0.7652068944637668
0.914,0.7632285412399611,0.7632285412399611,0.7632285412399611
0.916,0.7612471351030081,0.7612471351030081,0.7612471351030081
0.918,0.7592626839785301,0.7592626839785301,0.7592626839785301
0.92,0.7572751958043287,0.7572751958043287,0.7572751958043287
0.922,0.7552846785303533,0.7552846785303533,0.7552846785303533
0.924,0.7532911401186706,0.7532911401186706,0.7532911401186706
0.926,0.7512945885434325,0.7512945885434325,0.7512945885434325
0.928,0.7492950317908419,0.7492950317908419,0.7492950317908419
0.93,0.7472924778591227,0.7472924778591227,0.7472924778591227
0.932,0.7452869347584885,0.7452869347584885,0.7452869347584885
0.934,0.7432784105111094,0.7432784105111094,0.7432784105111094
0.936,0.7412669131510794,0.7412669131510794,0.7412669131510794
0.938,0.7392524507243845,0.7392524507243845,0.7392524507243845
0.94,0.7372350312888729,0.7372350312888729,0.7372350312888729
0.942,0.7352146629142187,0.7352146629142187,0.7352146629142187
0.944,0.7331913536818936,0.7331913536818936,0.7331913536818936
0.946,0.7311651116851309,0.7311651116851309,0.7311651116851309
0.948,0.7291359450288968,0.7291359450288968,0.7291359450288968
0.95,0.7271038618298542,0.7271038618298542,0.7271038618298542
0.952,0.7250688702163344,0.7250688702163344,0.7250688702163344
0.954,0.7230309783283,0.7230309783283,0.7230309783283
0.956,0.7209901943173167,0.7209901943173167,0.7209901943173167
0.958,0.7189465263465169,0.7189465263465169,0.7189465263465169
0.96,0.7168999825905709,0.7168999825905709,0.7168999825905709
0.962,0.71485057123565,0.71485057123565,0.71485057123565
