"time","assignClock1.u","assignClock1.y"
0.16,0.9510565162951535,0.9510565162951535
0.162,0.9510565162951535,0.9510565162951535
0.164,0.9510565162951535,0.9510565162951535
0.166,0.9510565162951535,0.9510565162951535
0.168,0.9510565162951535,0.9510565162951535
0.17,0.9510565162951535,0.9510565162951535
0.172,0.9510565162951535,0.9510565162951535
0.174,0.9510565162951535,0.9510565162951535
0.176,0.9510565162951535,0.9510565162951535
0.178,0.9510565162951535,0.9510565162951535
0.18,0.9510565162951535,0.9510565162951535
0.182,0.9510565162951535,0.9510565162951535
0.184,0.9510565162951535,0.9510565162951535
0.186,0.9510565162951535,0.9510565162951535
0.188,0.9510565162951535,0.9510565162951535
0.19,0.9510565162951535,0.9510565162951535
0.192,0.9510565162951535,0.9510565162951535
0.194,0.9510565162951535,0.9510565162951535
0.196,0.9510565162951535,0.9510565162951535
0.198,0.9510565162951535,0.9510565162951535
0.2,0.9510565162951535,0.9510565162951535
0.2,0.5877852522924732,0.5877852522924732
0.198,0.5877852522924732,0.5877852522924732
0.204,0.5877852522924732,0.5877852522924732
0.206,0.5877852522924732,0.5877852522924732
0.208,0.5877852522924732,0.5877852522924732
0.21,0.5877852522924732,0.5877852522924732
0.212,0.5877852522924732,0.5877852522924732
0.214,0.5877852522924732,0.5877852522924732
0.216,0.5877852522924732,0.5877852522924732
0.218,0.5877852522924732,0.5877852522924732
0.22,0.5877852522924732,0.5877852522924732
0.222,0.5877852522924732,0.5877852522924732
0.224,0.5877852522924732,0.5877852522924732
0.226,0.5877852522924732,0.5877852522924732
0.228,0.5877852522924732,0.5877852522924732
0.23,0.5877852522924732,0.5877852522924732
0.232,0.5877852522924732,0.5877852522924732
0.234,0.5877852522924732,0.5877852522924732
0.236,0.5877852522924732,0.5877852522924732
0.238,0.5877852522924732,0.5877852522924732
0.24,0.5877852522924732,0.5877852522924732
0.242,0.5877852522924732,0.5877852522924732
0.244,0.5877852522924732,0.5877852522924732
0.246,0.5877852522924732,0.5877852522924732
0.248,0.5877852522924732,0.5877852522924732
0.25,0.5877852522924732,0.5877852522924732
0.252,0.5877852522924732,0.5877852522924732
0.254,0.5877852522924732,0.5877852522924732
0.256,0.5877852522924732,0.5877852522924732
0.258,0.5877852522924732,0.5877852522924732
0.26,0.5877852522924732,0.5877852522924732
0.262,0.5877852522924732,0.5877852522924732
0.264,0.5877852522924732,0.5877852522924732
0.266,0.5877852522924732,0.5877852522924732
0.268,0.5877852522924732,0.5877852522924732
0.27,0.5877852522924732,0.5877852522924732
0.272,0.5877852522924732,0.5877852522924732
0.274,0.5877852522924732,0.5877852522924732
0.276,0.5877852522924732,0.5877852522924732
0.278,0.5877852522924732,0.5877852522924732
0.28,0.5877852522924732,0.5877852522924732
0.282,0.5877852522924732,0.5877852522924732
0.284,0.5877852522924732,0.5877852522924732
0.286,0.5877852522924732,0.5877852522924732
0.288,0.5877852522924732,0.5877852522924732
0.29,0.5877852522924732,0.5877852522924732
0.292,0.5877852522924732,0.5877852522924732
0.294,0.5877852522924732,0.5877852522924732
0.296,0.5877852522924732,0.5877852522924732
0.298,0.5877852522924732,0.5877852522924732
0.3,0.5877852522924732,0.5877852522924732
0.3,-0.5877852522924734,-0.5877852522924734
0.298,-0.5877852522924734,-0.5877852522924734
0.304,-0.5877852522924734,-0.5877852522924734
0.306,-0.5877852522924734,-0.5877852522924734
0.308,-0.5877852522924734,-0.5877852522924734
0.31,-0.5877852522924734,-0.5877852522924734
0.312,-0.5877852522924734,-0.5877852522924734
0.314,-0.5877852522924734,-0.5877852522924734
0.316,-0.5877852522924734,-0.5877852522924734
0.318,-0.5877852522924734,-0.5877852522924734
0.32,-0.5877852522924734,-0.5877852522924734
0.322,-0.5877852522924734,-0.5877852522924734
0.324,-0.5877852522924734,-0.5877852522924734
0.326,-0.5877852522924734,-0.5877852522924734
0.328,-0.5877852522924734,-0.5877852522924734
0.33,-0.5877852522924734,-0.5877852522924734
0.332,-0.5877852522924734,-0.5877852522924734
0.334,-0.5877852522924734,-0.5877852522924734
0.336,-0.5877852522924734,-0.5877852522924734
0.338,-0.5877852522924734,-0.5877852522924734
0.34,-0.5877852522924734,-0.5877852522924734
0.342,-0.5877852522924734,-0.5877852522924734
0.344,-0.5877852522924734,-0.5877852522924734
0.346,-0.5877852522924734,-0.5877852522924734
0.348,-0.5877852522924734,-0.5877852522924734
0.35,-0.5877852522924734,-0.5877852522924734
0.352,-0.5877852522924734,-0.5877852522924734
0.354,-0.5877852522924734,-0.5877852522924734
0.356,-0.5877852522924734,-0.5877852522924734
0.358,-0.5877852522924734,-0.5877852522924734
0.36,-0.5877852522924734,-0.5877852522924734
0.362,-0.5877852522924734,-0.5877852522924734
0.364,-0.5877852522924734,-0.5877852522924734
0.366,-0.5877852522924734,-0.5877852522924734
0.368,-0.5877852522924734,-0.5877852522924734
0.37,-0.5877852522924734,-0.5877852522924734
0.372,-0.5877852522924734,-0.5877852522924734
0.374,-0.5877852522924734,-0.5877852522924734
0.376,-0.5877852522924734,-0.5877852522924734
0.378,-0.5877852522924734,-0.5877852522924734
0.38,-0.5877852522924734,-0.5877852522924734
0.382,-0.5877852522924734,-0.5877852522924734
0.384,-0.5877852522924734,-0.5877852522924734
0.386,-0.5877852522924734,-0.5877852522924734
0.388,-0.5877852522924734,-0.5877852522924734
0.39,-0.5877852522924734,-0.5877852522924734
0.392,-0.5877852522924734,-0.5877852522924734
0.394,-0.5877852522924734,-0.5877852522924734
0.396,-0.5877852522924734,-0.5877852522924734
0.398,-0.5877852522924734,-0.5877852522924734
0.4,-0.5877852522924734,-0.5877852522924734
0.4,-0.9510565162951536,-0.9510565162951536
0.398,-0.9510565162951536,-0.9510565162951536
0.404,-0.9510565162951536,-0.9510565162951536
0.406,-0.9510565162951536,-0.9510565162951536
0.408,-0.9510565162951536,-0.9510565162951536
0.41,-0.9510565162951536,-0.9510565162951536
0.412,-0.9510565162951536,-0.9510565162951536
0.414,-0.9510565162951536,-0.9510565162951536
0.416,-0.9510565162951536,-0.9510565162951536
0.418,-0.9510565162951536,-0.9510565162951536
0.42,-0.9510565162951536,-0.9510565162951536
0.422,-0.9510565162951536,-0.9510565162951536
0.424,-0.9510565162951536,-0.9510565162951536
0.426,-0.9510565162951536,-0.9510565162951536
0.428,-0.9510565162951536,-0.9510565162951536
0.43,-0.9510565162951536,-0.9510565162951536
0.432,-0.9510565162951536,-0.9510565162951536
0.434,-0.9510565162951536,-0.9510565162951536
0.436,-0.9510565162951536,-0.9510565162951536
0.438,-0.9510565162951536,-0.9510565162951536
0.44,-0.9510565162951536,-0.9510565162951536
0.442,-0.9510565162951536,-0.9510565162951536
0.444,-0.9510565162951536,-0.9510565162951536
0.446,-0.9510565162951536,-0.9510565162951536
0.448,-0.9510565162951536,-0.9510565162951536
0.45,-0.9510565162951536,-0.9510565162951536
0.452,-0.9510565162951536,-0.9510565162951536
0.454,-0.9510565162951536,-0.9510565162951536
0.456,-0.9510565162951536,-0.9510565162951536
0.458,-0.9510565162951536,-0.9510565162951536
0.46,-0.9510565162951536,-0.9510565162951536
0.462,-0.9510565162951536,-0.9510565162951536
0.464,-0.9510565162951536,-0.9510565162951536
0.466,-0.9510565162951536,-0.9510565162951536
0.468,-0.9510565162951536,-0.9510565162951536
0.47,-0.9510565162951536,-0.9510565162951536
0.472,-0.9510565162951536,-0.9510565162951536
0.474,-0.9510565162951536,-0.9510565162951536
0.476,-0.9510565162951536,-0.9510565162951536
0.478,-0.9510565162951536,-0.9510565162951536
0.48,-0.9510565162951536,-0.9510565162951536
0.482,-0.9510565162951536,-0.9510565162951536
0.484,-0.9510565162951536,-0.9510565162951536
0.486,-0.9510565162951536,-0.9510565162951536
0.488,-0.9510565162951536,-0.9510565162951536
0.49,-0.9510565162951536,-0.9510565162951536
0.492,-0.9510565162951536,-0.9510565162951536
0.494,-0.9510565162951536,-0.9510565162951536
0.496,-0.9510565162951536,-0.9510565162951536
0.498,-0.9510565162951536,-0.9510565162951536
0.5,-0.9510565162951536,-0.9510565162951536
0.5,-2.449212707644755e-16,-2.449212707644755e-16
0.498,-2.449212707644755e-16,-2.449212707644755e-16
0.504,-2.449212707644755e-16,-2.449212707644755e-16
0.506,-2.449212707644755e-16,-2.449212707644755e-16
0.508,-2.449212707644755e-16,-2.449212707644755e-16
0.51,-2.449212707644755e-16,-2.449212707644755e-16
0.512,-2.449212707644755e-16,-2.449212707644755e-16
0.514,-2.449212707644755e-16,-2.449212707644755e-16
0.516,-2.449212707644755e-16,-2.449212707644755e-16
0.518,-2.449212707644755e-16,-2.449212707644755e-16
0.52,-2.449212707644755e-16,-2.449212707644755e-16
0.522,-2.449212707644755e-16,-2.449212707644755e-16
0.524,-2.449212707644755e-16,-2.449212707644755e-16
0.526,-2.449212707644755e-16,-2.449212707644755e-16
0.528,-2.449212707644755e-16,-2.449212707644755e-16
0.53,-2.449212707644755e-16,-2.449212707644755e-16
0.532,-2.449212707644755e-16,-2.449212707644755e-16
0.534,-2.449212707644755e-16,-2.449212707644755e-16
0.536,-2.449212707644755e-16,-2.449212707644755e-16
0.538,-2.449212707644755e-16,-2.449212707644755e-16
0.54,-2.449212707644755e-16,-2.449212707644755e-16
0.542,-2.449212707644755e-16,-2.449212707644755e-16
0.544,-2.449212707644755e-16,-2.449212707644755e-16
0.546,-2.449212707644755e-16,-2.449212707644755e-16
0.548,-2.449212707644755e-16,-2.449212707644755e-16
0.55,-2.449212707644755e-16,-2.449212707644755e-16
0.552,-2.449212707644755e-16,-2.449212707644755e-16
0.554,-2.449212707644755e-16,-2.449212707644755e-16
0.556,-2.449212707644755e-16,-2.449212707644755e-16
0.558,-2.449212707644755e-16,-2.449212707644755e-16
0.56,-2.449212707644755e-16,-2.449212707644755e-16
0.562,-2.449212707644755e-16,-2.449212707644755e-16
0.564,-2.449212707644755e-16,-2.449212707644755e-16
0.566,-2.449212707644755e-16,-2.449212707644755e-16
0.568,-2.449212707644755e-16,-2.449212707644755e-16
0.57,-2.449212707644755e-16,-2.449212707644755e-16
0.572,-2.449212707644755e-16,-2.449212707644755e-16
0.574,-2.449212707644755e-16,-2.449212707644755e-16
0.576,-2.449212707644755e-16,-2.449212707644755e-16
0.578,-2.449212707644755e-16,-2.449212707644755e-16
0.58,-2.449212707644755e-16,-2.449212707644755e-16
0.582,-2.449212707644755e-16,-2.449212707644755e-16
0.584,-2.449212707644755e-16,-2.449212707644755e-16
0.586,-2.449212707644755e-16,-2.449212707644755e-16
0.588,-2.449212707644755e-16,-2.449212707644755e-16
0.59,-2.449212707644755e-16,-2.449212707644755e-16
0.592,-2.449212707644755e-16,-2.449212707644755e-16
0.594,-2.449212707644755e-16,-2.449212707644755e-16
0.596,-2.449212707644755e-16,-2.449212707644755e-16
0.598,-2.449212707644755e-16,-2.449212707644755e-16
0.6,-2.449212707644755e-16,-2.449212707644755e-16
0.6,0.9510565162951535,0.9510565162951535
0.598,0.9510565162951535,0.9510565162951535
0.604,0.9510565162951535,0.9510565162951535
0.606,0.9510565162951535,0.9510565162951535
0.608,0.9510565162951535,0.9510565162951535
0.61,0.9510565162951535,0.9510565162951535
0.612,0.9510565162951535,0.9510565162951535
0.614,0.9510565162951535,0.9510565162951535
0.616,0.9510565162951535,0.9510565162951535
0.618,0.9510565162951535,0.9510565162951535
0.62,0.9510565162951535,0.9510565162951535
0.622,0.9510565162951535,0.9510565162951535
0.624,0.9510565162951535,0.9510565162951535
0.626,0.9510565162951535,0.9510565162951535
0.628,0.9510565162951535,0.9510565162951535
0.63,0.9510565162951535,0.9510565162951535
0.632,0.9510565162951535,0.9510565162951535
0.634,0.9510565162951535,0.9510565162951535
0.636,0.9510565162951535,0.9510565162951535
0.638,0.9510565162951535,0.9510565162951535
0.64,0.9510565162951535,0.9510565162951535
0.642,0.9510565162951535,0.9510565162951535
0.644,0.9510565162951535,0.9510565162951535
0.646,0.9510565162951535,0.9510565162951535
0.648,0.9510565162951535,0.9510565162951535
0.65,0.9510565162951535,0.9510565162951535
0.652,0.9510565162951535,0.9510565162951535
0.654,0.9510565162951535,0.9510565162951535
0.656,0.9510565162951535,0.9510565162951535
0.658,0.9510565162951535,0.9510565162951535
0.66,0.9510565162951535,0.9510565162951535
0.662,0.9510565162951535,0.9510565162951535
0.664,0.9510565162951535,0.9510565162951535
0.666,0.9510565162951535,0.9510565162951535
0.668,0.9510565162951535,0.9510565162951535
0.67,0.9510565162951535,0.9510565162951535
0.672,0.9510565162951535,0.9510565162951535
0.674,0.9510565162951535,0.9510565162951535
0.676,0.9510565162951535,0.9510565162951535
0.678,0.9510565162951535,0.9510565162951535
0.68,0.9510565162951535,0.9510565162951535
0.682,0.9510565162951535,0.9510565162951535
0.684,0.9510565162951535,0.9510565162951535
0.686,0.9510565162951535,0.9510565162951535
0.688,0.9510565162951535,0.9510565162951535
0.69,0.9510565162951535,0.9510565162951535
0.692,0.9510565162951535,0.9510565162951535
0.694,0.9510565162951535,0.9510565162951535
0.696,0.9510565162951535,0.9510565162951535
0.698,0.9510565162951535,0.9510565162951535
0.7,0.9510565162951535,0.9510565162951535
0.7,0.5877852522924734,0.5877852522924734
0.698,0.5877852522924734,0.5877852522924734
0.704,0.5877852522924734,0.5877852522924734
0.706,0.5877852522924734,0.5877852522924734
0.708,0.5877852522924734,0.5877852522924734
0.71,0.5877852522924734,0.5877852522924734
0.712,0.5877852522924734,0.5877852522924734
0.714,0.5877852522924734,0.5877852522924734
0.716,0.5877852522924734,0.5877852522924734
0.718,0.5877852522924734,0.5877852522924734
0.72,0.5877852522924734,0.5877852522924734
0.722,0.5877852522924734,0.5877852522924734
0.724,0.5877852522924734,0.5877852522924734
0.726,0.5877852522924734,0.5877852522924734
0.728,0.5877852522924734,0.5877852522924734
0.73,0.5877852522924734,0.5877852522924734
0.732,0.5877852522924734,0.5877852522924734
0.734,0.5877852522924734,0.5877852522924734
0.736,0.5877852522924734,0.5877852522924734
0.738,0.5877852522924734,0.5877852522924734
0.74,0.5877852522924734,0.5877852522924734
0.742,0.5877852522924734,0.5877852522924734
0.744,0.5877852522924734,0.5877852522924734
0.746,0.5877852522924734,0.5877852522924734
0.748,0.5877852522924734,0.5877852522924734
0.75,0.5877852522924734,0.5877852522924734
0.752,0.5877852522924734,0.5877852522924734
0.754,0.5877852522924734,0.5877852522924734
0.756,0.5877852522924734,0.5877852522924734
0.758,0.5877852522924734,0.5877852522924734
0.76,0.5877852522924734,0.5877852522924734
0.762,0.5877852522924734,0.5877852522924734
0.764,0.5877852522924734,0.5877852522924734
0.766,0.5877852522924734,0.5877852522924734
0.768,0.5877852522924734,0.5877852522924734
0.77,0.5877852522924734,0.5877852522924734
0.772,0.5877852522924734,0.5877852522924734
0.774,0.5877852522924734,0.5877852522924734
0.776,0.5877852522924734,0.5877852522924734
0.778,0.5877852522924734,0.5877852522924734
0.78,0.5877852522924734,0.5877852522924734
0.782,0.5877852522924734,0.5877852522924734
0.784,0.5877852522924734,0.5877852522924734
0.786,0.5877852522924734,0.5877852522924734
0.788,0.5877852522924734,0.5877852522924734
0.79,0.5877852522924734,0.5877852522924734
0.792,0.5877852522924734,0.5877852522924734
0.794,0.5877852522924734,0.5877852522924734
0.796,0.5877852522924734,0.5877852522924734
0.798,0.5877852522924734,0.5877852522924734
0.8,0.5877852522924734,0.5877852522924734
0.8,-0.5877852522924728,-0.5877852522924728
0.798,-0.5877852522924728,-0.5877852522924728
0.804,-0.5877852522924728,-0.5877852522924728
0.806,-0.5877852522924728,-0.5877852522924728
0.808,-0.5877852522924728,-0.5877852522924728
0.81,-0.5877852522924728,-0.5877852522924728
0.812,-0.5877852522924728,-0.5877852522924728
0.814,-0.5877852522924728,-0.5877852522924728
0.816,-0.5877852522924728,-0.5877852522924728
0.818,-0.5877852522924728,-0.5877852522924728
0.82,-0.5877852522924728,-0.5877852522924728
0.822,-0.5877852522924728,-0.5877852522924728
0.824,-0.5877852522924728,-0.5877852522924728
0.826,-0.5877852522924728,-0.5877852522924728
0.828,-0.5877852522924728,-0.5877852522924728
0.83,-0.5877852522924728,-0.5877852522924728
0.832,-0.5877852522924728,-0.5877852522924728
0.834,-0.5877852522924728,-0.5877852522924728
0.836,-0.5877852522924728,-0.5877852522924728
0.838,-0.5877852522924728,-0.5877852522924728
0.84,-0.5877852522924728,-0.5877852522924728
0.842,-0.5877852522924728,-0.5877852522924728
0.844,-0.5877852522924728,-0.5877852522924728
0.846,-0.5877852522924728,-0.5877852522924728
0.848,-0.5877852522924728,-0.5877852522924728
0.85,-0.5877852522924728,-0.5877852522924728
0.852,-0.5877852522924728,-0.5877852522924728
0.854,-0.5877852522924728,-0.5877852522924728
0.856,-0.5877852522924728,-0.5877852522924728
0.858,-0.5877852522924728,-0.5877852522924728
0.86,-0.5877852522924728,-0.5877852522924728
0.862,-0.5877852522924728,-0.5877852522924728
0.864,-0.5877852522924728,-0.5877852522924728
0.866,-0.5877852522924728,-0.5877852522924728
0.868,-0.5877852522924728,-0.5877852522924728
0.87,-0.5877852522924728,-0.5877852522924728
0.872,-0.5877852522924728,-0.5877852522924728
0.874,-0.5877852522924728,-0.5877852522924728
0.876,-0.5877852522924728,-0.5877852522924728
0.878,-0.5877852522924728,-0.5877852522924728
0.88,-0.5877852522924728,-0.5877852522924728
0.882,-0.5877852522924728,-0.5877852522924728
0.884,-0.5877852522924728,-0.5877852522924728
0.886,-0.5877852522924728,-0.5877852522924728
0.888,-0.5877852522924728,-0.5877852522924728
0.89,-0.5877852522924728,-0.5877852522924728
0.892,-0.5877852522924728,-0.5877852522924728
0.894,-0.5877852522924728,-0.5877852522924728
0.896,-0.5877852522924728,-0.5877852522924728
0.898,-0.5877852522924728,-0.5877852522924728
0.9,-0.5877852522924728,-0.5877852522924728
0.9,-0.9510565162951543,-0.9510565162951543
0.898,-0.9510565162951543,-0.9510565162951543
0.904,-0.9510565162951543,-0.9510565162951543
0.906,-0.9510565162951543,-0.9510565162951543
0.908,-0.9510565162951543,-0.9510565162951543
0.91,-0.9510565162951543,-0.9510565162951543
0.912,-0.9510565162951543,-0.9510565162951543
0.914,-0.9510565162951543,-0.9510565162951543
0.916,-0.9510565162951543,-0.9510565162951543
0.918,-0.9510565162951543,-0.9510565162951543
0.92,-0.9510565162951543,-0.9510565162951543
0.922,-0.9510565162951543,-0.9510565162951543
0.924,-0.9510565162951543,-0.9510565162951543
0.926,-0.9510565162951543,-0.9510565162951543
0.928,-0.9510565162951543,-0.9510565162951543
0.93,-0.9510565162951543,-0.9510565162951543
0.932,-0.9510565162951543,-0.9510565162951543
0.934,-0.9510565162951543,-0.9510565162951543
0.936,-0.9510565162951543,-0.9510565162951543
0.938,-0.9510565162951543,-0.9510565162951543
0.94,-0.9510565162951543,-0.9510565162951543
0.942,-0.9510565162951543,-0.9510565162951543
0.944,-0.9510565162951543,-0.9510565162951543
0.946,-0.9510565162951543,-0.9510565162951543
0.948,-0.9510565162951543,-0.9510565162951543
0.95,-0.9510565162951543,-0.9510565162951543
0.952,-0.9510565162951543,-0.9510565162951543
0.954,-0.9510565162951543,-0.9510565162951543
0.956,-0.9510565162951543,-0.9510565162951543
0.958,-0.9510565162951543,-0.9510565162951543
0.96,-0.9510565162951543,-0.9510565162951543
0.962,-0.9510565162951543,-0.9510565162951543
0.964,-0.9510565162951543,-0.9510565162951543
0.966,-0.9510565162951543,-0.9510565162951543
0.968,-0.9510565162951543,-0.9510565162951543
0.97,-0.9510565162951543,-0.9510565162951543
0.972,-0.9510565162951543,-0.9510565162951543
0.974,-0.9510565162951543,-0.9510565162951543
0.976,-0.9510565162951543,-0.9510565162951543
0.978,-0.9510565162951543,-0.9510565162951543
0.98,-0.9510565162951543,-0.9510565162951543
0.982,-0.9510565162951543,-0.9510565162951543
0.984,-0.9510565162951543,-0.9510565162951543
0.986,-0.9510565162951543,-0.9510565162951543
0.988,-0.9510565162951543,-0.9510565162951543
0.99,-0.9510565162951543,-0.9510565162951543
0.992,-0.9510565162951543,-0.9510565162951543
0.994,-0.9510565162951543,-0.9510565162951543
0.996,-0.9510565162951543,-0.9510565162951543
0.998,-0.9510565162951543,-0.9510565162951543
1,-0.9510565162951543,-0.9510565162951543
1,-2.266199380929201e-15,-2.266199380929201e-15
0.998,-2.266199380929201e-15,-2.266199380929201e-15
1.004,-2.266199380929201e-15,-2.266199380929201e-15
1.004,-2.266199380929201e-15,-2.266199380929201e-15
