"time","vIn.v","vOut.v"
0.27,1.250000000000001,0.4849913218853666
0.272,1.750000000000002,-0.01786991078338099
0.274,2.250000000000002,-0.5144518019934949
0.276,2.750000000000002,-1.00483306337082
0.278,3.250000000000003,-1.489091003957721
0.28,3.750000000000003,-1.967302082056053
0.282,4.24999999999999,-2.439541787477046
0.284,4.74999999999999,-2.905884725116989
0.285,5.000000032125112,-3.136867984265518
0.285,5,-3.136867952144689
0.286,5,-3.117221494303466
0.288,5,-3.078296443173534
0.29,5,-3.039857365788656
0.292,5,-3.001898347210669
0.294,5,-2.964413760643368
0.296,5,-2.927397555847546
0.298,5,-2.89084360374951
0.3,5,-2.854746207631894
0.302,5,-2.819099618662643
0.304,5,-2.783898151535417
0.306,5,-2.749136170768149
0.308,5,-2.714808145085801
0.31,5,-2.680908855061516
0.312,5,-2.647432773781689
0.314,5,-2.614374777889878
0.315,5,-2.598000857622013
0.315,4.999999967124912,-2.598000824751308
0.316,4.750000000000004,-2.332545998027437
0.318,4.250000000000004,-1.806613289302296
0.32,3.750000000000003,-1.287249097198705
0.322,3.250000000000003,-0.7743703374524946
0.324,2.750000000000002,-0.2678956333799478
0.326,2.250000000000002,0.2322548786252195
0.328,1.750000000000002,0.726160086033822
0.33,1.250000000000001,1.213897969610741
0.332,0.7500000000000007,1.695545588161032
0.334,0.2500000000000002,2.171178932889021
0.335,-3.337501108813257e-08,2.40676377354996
0.335,0,2.406763740179399
0.336,0,2.391689986408314
0.338,0,2.361824476077407
0.34,0,2.332331371749501
0.342,0,2.30320652680003
0.344,0,2.274445358819647
0.346,0,2.246043687195876
0.348,0,2.21799724355827
0.35,0,2.190301374418849
0.352,0,2.162951679248834
0.354,0,2.13594351682924
0.356,0,2.109272451125
0.358,0,2.08293426617055
0.36,0,2.056924704648682
0.362,0,2.031239820572601
0.364,0,2.005875569834866
0.365,0,1.993312513209891
0.365,0,1.993312513209891
0.366,0.2500000000000002,1.731644850953619
0.368,0.7500000000000007,1.213215022060551
0.37,1.250000000000001,0.7012604321228828
0.372,1.750000000000002,0.1956990028881608
0.374,2.250000000000002,-0.3035496125210639
0.376,2.750000000000002,-0.7965643879743705
0.378,3.250000000000003,-1.283423015150928
0.38,3.750000000000003,-1.764202300335593
0.382,4.250000000000004,-2.238978181583108
0.384,4.750000000000004,-2.707825684788938
0.385,5.000000034626528,-2.940049477018811
0.385,5,-2.940049442396899
0.386,5,-2.921635671862064
0.388,5,-2.88515286460295
0.39,5,-2.849125342714443
0.392,5,-2.813547817568669
0.394,5,-2.778414812308343
0.396,5,-2.743720999384498
0.398,5,-2.709460666923094
0.4,5,-2.675628106117761
0.402,5,-2.642218178651751
0.404,5,-2.609225515123414
0.406,5,-2.576644830995694
0.408,5,-2.544470962111299
0.41,5,-2.512698592482553
0.412,5,-2.481323134579803
0.414,5,-2.450339393205828
0.415,5,-2.434992851151292
0.415,4.999999964623955,-2.434992815779963
0.416,4.750000000000004,-2.170558911213393
0.418,4.250000000000004,-1.646648491194678
0.42,3.750000000000003,-1.129281695456382
0.422,3.250000000000003,-0.6183755782769378
0.424,2.750000000000002,-0.1138489613347771
0.426,2.250000000000002,0.3843778671284457
0.428,1.750000000000002,0.8763834444002083
0.43,1.250000000000001,1.362245415066311
0.432,0.7500000000000007,1.842040509521403
0.434,0.2500000000000002,2.315844566101709
0.435,-3.587646846270331e-08,2.550523366388132
0.435,0,2.550523330516446
0.436,0,2.534549198345339
0.438,0,2.502899788910681
0.44,0,2.471645067918653
0.442,0,2.440780613968316
0.444,0,2.410301572942265
0.446,0,2.380203431143771
0.448,0,2.350481790490918
0.45,0,2.321131648203189
0.452,0,2.292148317599871
0.454,0,2.263526882332747
0.456,0,2.235262685851927
0.458,0,2.207351209530813
0.46,0,2.179788053393581
0.462,0,2.152568927879903
0.464,0,2.125689678026048
0.465,0,2.112376237998677
0.465,0,2.112376237998677
0.466,0.2499999999997643,1.849962869393665
0.468,0.7499999999997647,1.330055688620181
0.47,1.249999999999751,0.8166421500460292
0.472,1.749999999999752,0.3096399394396266
0.474,2.249999999999752,-0.1910315043489512
0.476,2.749999999999753,-0.6854513124562498
0.478,3.249999999999753,-1.173697414126317
0.48,3.749999999999754,-1.655846844151458
0.482,4.249999999999754,-2.131975756126662
0.484,4.749999999999754,-2.602159410760387
0.485,5.00000003712528,-2.83504500070271
0.485,5,-2.83504496358238
0.486,5,-2.817288844456769
0.488,5,-2.782109024722724
0.49,5,-2.747368078267575
0.492,5,-2.713061009019906
0.494,5,-2.679182643373078
0.496,5,-2.645727804391492
0.498,5,-2.612691046508598
0.5,5,-2.5800669172555
0.502,5,-2.547850158163674
0.504,5,-2.516035882459755
0.506,5,-2.484618919613536
0.508,5,-2.453594262717588
0.51,5,-2.422956922461551
0.512,5,-2.392701894502148
0.514,5,-2.362824885285319
0.515,5,-2.34802654416923
0.515,4.999999962124468,-2.348026506298747
0.516,4.750000000000254,-2.084137273593721
0.518,4.250000000000253,-1.561305750315515
0.52,3.750000000000253,-1.045004505876675
0.522,3.250000000000253,-0.5351508161156249
0.524,2.750000000000252,-0.03166360282548697
0.526,2.250000000000252,0.4655368910105129
0.528,1.750000000000251,0.9565289908803395
0.53,1.250000000000251,1.441390143282381
0.532,0.7500000000002505,1.920196937386243
0.534,0.25000000000025,2.393024972131518
0.535,-3.837519191307592e-08,2.627220398080085
0.535,0,2.627220359710009
0.536,0,2.610765867697643
0.538,0,2.578164732529364
0.54,0,2.545970174465424
0.542,0,2.514177625438314
0.544,0,2.482782086658734
0.546,0,2.451778856969959
0.548,0,2.421163482010723
0.55,0,2.390930769151422
0.552,0,2.361075877079841
0.554,0,2.331593744205731
0.556,0,2.302479598345788
0.558,0,2.273728754859123
0.56,0,2.245336745874515
0.562,0,2.21729908756481
0.564,0,2.189611580182816
0.565,0,2.175897805972894
0.565,0,2.175897805972894
0.566,0.24999999999889,1.913086596644264
0.568,0.7499999999988904,1.392391231967264
0.57,1.249999999998891,0.878199327319509
0.572,1.749999999998891,0.3704284474981917
0.574,2.249999999998892,-0.1310020865877731
0.576,2.749999999998892,-0.6261714813858736
0.578,3.249999999998892,-1.11515780570123
0.58,3.749999999998893,-1.5980382253872
0.582,4.249999999998893,-2.074888998905354
0.584,4.749999999998894,-2.545785498155873
0.585,5.000000039625807,-2.779024165742194
0.585,5,-2.77902412612167
0.586,5,-2.761618870426099
0.588,5,-2.727134202478728
0.59,5,-2.693079683979611
0.592,5,-2.659450396404329
0.594,5,-2.626241392320522
0.596,5,-2.593447534280479
0.598,5,-2.561063526605467
0.6,5,-2.529084097308285
0.602,5,-2.497503914082888
0.604,5,-2.466318151111577
0.606,5,-2.435521696198223
0.608,5,-2.405109905760189
0.61,5,-2.375077823731165
0.612,5,-2.345420772449254
0.614,5,-2.316134022827327
0.615,5,-2.301628009358883
0.615,4.999999959624246,-2.301627968988511
0.616,4.750000000001115,-2.038029312726768
0.618,4.250000000001114,-1.51577342142944
0.62,3.750000000001113,-1.000040639223299
0.622,3.250000000001113,-0.4907484408166393
0.624,2.750000000001112,0.01218423408657522
0.626,2.250000000001112,0.5088371435939978
0.628,1.750000000001112,0.9992885180234133
0.63,1.250000000001111,1.483615710306788
0.632,0.7500000000011109,1.961895200966226
0.634,0.2500000000011104,2.434202497967459
0.635,-4.087641336525394e-08,2.668140002390937
0.635,0,2.668139961519973
0.636,0,2.65142918674121
0.638,0,2.618320284450658
0.64,0,2.5856243023382
0.642,0,2.553336594077905
0.644,0,2.521452060074943
0.646,0,2.489965967640333
0.648,0,2.458873764741488
0.65,0,2.428170180230153
0.652,0,2.397850289764933
0.654,0,2.36790895468435
0.656,0,2.338341341626496
0.658,0,2.309142676190844
0.66,0,2.280308456446436
0.662,0,2.251834102094046
0.664,0,2.223715363180767
0.665,0,2.209788002177007
0.665,0,2.209788002177007
0.666,0.249999999998668,1.946764535882011
0.668,0.7499999999986684,1.425648656357736
0.67,1.249999999998669,0.9110414748343965
0.672,1.749999999998669,0.4028604927320723
0.674,2.24999999999867,-0.09897503197409244
0.676,2.74999999999867,-0.594544344678936
0.678,3.24999999999867,-1.083925598023295
0.68,3.749999999998671,-1.567196016968948
0.682,4.249999999998671,-2.044431919840075
0.684,4.749999999998672,-2.515708737342449
0.685,5.00000004212689,-2.749135780778713
0.685,5,-2.74913573865744
0.686,5,-2.731917676747864
0.688,5,-2.697803864798803
0.69,5,-2.664115600679824
0.692,5,-2.630847934816456
0.694,5,-2.597996036135596
0.696,5,-2.56555482025107
0.698,5,-2.533519065472169
0.7,5,-2.501883587713976
0.702,5,-2.470643055266576
0.704,5,-2.439792503247548
0.706,5,-2.40932693683508
0.708,5,-2.379241667786683
0.71,5,-2.349532068392865
0.712,5,-2.320193564600697
0.714,5,-2.291221368793098
0.715,5,-2.2768711818082
0.715,4.999999957123024,-2.276871138936941
0.716,4.750000000001364,-2.013427527122482
0.718,4.250000000001363,-1.491478773440577
0.72,3.750000000001363,-0.9760492948493693
0.722,3.250000000001363,-0.4670566897422203
0.724,2.750000000001362,0.03558010279245825
0.726,2.250000000001362,0.531940834804699
0.728,1.750000000001362,1.022103691968209
0.73,1.250000000001361,1.506145978404636
0.732,0.7500000000013607,1.984144109356306
0.734,0.2500000000013602,2.45617355771819
0.735,-4.337660786113418e-08,2.68997343761724
0.735,0,2.689973394246414
0.736,0,2.673125874999169
0.738,0,2.639746043920213
0.74,0,2.606782517542496
0.742,0,2.57423060778284
0.744,0,2.542085160683814
0.746,0,2.510341427805137
0.748,0,2.478994804155613
0.75,0,2.44803997703504
0.752,0,2.417471977653846
0.754,0,2.387285626343881
0.756,0,2.357476057238647
0.758,0,2.328038447721489
0.76,0,2.29896827827955
0.762,0,2.27026091680166
0.764,0,2.241912086262995
0.765,0,2.227870762111761
0.765,0,2.227870762111761
0.766,0.24999999999889,1.964734042087634
0.768,0.7499999999988904,1.443393788618869
0.77,1.249999999998891,0.9285650279613966
0.772,1.749999999998891,0.4201652280193783
0.774,2.249999999998892,-0.08188638286309241
0.776,2.749999999998892,-0.5776690833886562
0.778,3.249999999998892,-1.067261058569177
0.78,3.749999999998893,-1.550739568966923
0.782,4.249999999998893,-2.028180964904591
0.784,4.749999999998894,-2.499660708320577
0.785,5.000000044626973,-2.733188264324554
0.785,5,-2.73318821970353
0.786,5,-2.716070038716589
0.788,5,-2.682154104638839
0.79,5,-2.648661263588502
0.792,5,-2.615586550467293
0.794,5,-2.582925188494667
0.796,5,-2.550672129859943
0.798,5,-2.518822190849373
0.8,5,-2.487370232038122
0.802,5,-2.456310945948447
0.804,5,-2.425639375423676
0.806,5,-2.395350548571133
0.808,5,-2.365439823406211
0.81,5,-2.335902542872106
0.812,5,-2.30673422282593
0.814,5,-2.277930097181425
0.815,5,-2.263663163930008
0.815,4.999999954623302,-2.263663118559359
0.816,4.750000000001115,-2.000302225932975
0.818,4.250000000001114,-1.478517332718933
0.82,3.750000000001113,-0.9632496666447812
0.822,3.250000000001113,-0.4544168971964769
0.824,2.750000000001112,0.0480620397460461
0.826,2.250000000001112,0.5442668910104012
0.828,1.750000000001112,1.034275820247569
0.83,1.250000000001111,1.51816610586822
0.832,0.7500000000011109,1.996014127127516
0.834,0.2500000000011104,2.467895340661275
0.835,-4.587538682265802e-08,2.701621797794501
0.835,0,2.70162175192523
0.836,0,2.684701278197935
0.838,0,2.651176903871219
0.84,0,2.618070639938543
0.842,0,2.585377776038727
0.844,0,2.553093129093129
0.846,0,2.521211942429709
0.848,0,2.489729582695476
0.85,0,2.458640715075159
0.852,0,2.427940347024638
0.854,0,2.397623277030881
0.856,0,2.367684621924114
0.858,0,2.338119533274058
0.86,0,2.308923482352434
0.862,0,2.280091809293206
0.864,0,2.2516202226074
0.865,0,2.237518098004437
0.865,0,2.237518098004437
0.866,0.2499999999995284,1.974320955971638
0.868,0.7499999999995288,1.452860996661889
0.87,1.249999999999529,0.9379140212216793
0.872,1.74999999999953,0.4293974797551494
0.874,2.24999999999953,-0.0727694152512853
0.876,2.749999999999531,-0.5686659603100954
0.878,3.249999999999531,-1.058370357708895
0.88,3.749999999999531,-1.54195988698363
0.882,4.249999999999532,-2.019510915546671
0.884,4.749999999999532,-2.49109892195883
0.885,5.000000047125918,-2.724680103511318
0.885,5,-2.724680056391683
0.886,5,-2.707615162978571
0.888,5,-2.673804798921676
0.89,5,-2.640416218340539
0.892,5,-2.607444448166392
0.894,5,-2.574884738469919
0.896,5,-2.542732063165806
0.898,5,-2.510981258407782
0.9,5,-2.479627207983269
0.902,5,-2.448664619478476
0.904,5,-2.418088535799727
0.906,5,-2.387894002178351
0.908,5,-2.358076397606236
0.91,5,-2.328631053360244
0.912,5,-2.299553526832742
0.914,5,-2.270839067388799
0.915,5,-2.256616550088429
0.915,4.99999995212308,-2.256616502217891
0.916,4.750000000000449,-1.993299742415404
0.918,4.250000000000448,-1.471602270288887
0.92,3.750000000000447,-0.9564209319852822
0.922,3.250000000000447,-0.4476734363864587
0.924,2.750000000000446,0.05472128315428611
0.926,2.250000000000446,0.5508429700973823
0.928,1.750000000000446,1.040769776863219
0.93,1.250000000000445,1.524578968241897
0.932,0.7500000000004448,2.002346904098295
0.934,0.2500000000004443,2.474149032880422
0.935,-4.837533151835771e-08,2.707836319358358
0.935,0,2.707836270989475
0.936,0,2.690876875373545
0.938,0,2.65727538573338
0.94,0,2.624092969847333
0.942,0,2.591324905468691
0.944,0,2.558965993949049
0.946,0,2.527011474272955
0.948,0,2.495456697925773
0.95,0,2.464296318308642
0.952,0,2.433525330192571
0.954,0,2.403138520419269
0.956,0,2.373130996598201
0.958,0,2.343497896502004
0.96,0,2.314234686532218
0.962,0,2.285336691983852
0.964,0,2.256799613644776
0.965,0,2.242665051384777
0.965,0,2.242665051384777
0.966,0.249999999997419,1.979435673590116
0.968,0.7499999999974194,1.45791184995904
0.97,1.24999999999742,0.9429018056922495
0.972,1.74999999999742,0.4343229814198231
0.974,2.249999999997421,-0.0679054188458335
0.976,2.749999999997421,-0.5638627011299785
0.978,3.249999999997422,-1.053627076938566
0.98,3.749999999997422,-1.537275835924477
0.982,4.249999999997423,-2.01488535462301
0.984,4.749999999997423,-2.486531120451762
0.985,5.000000049625836,-2.720140912874747
0.985,5,-2.720140863255527
0.986,5,-2.703104399395768
0.988,5,-2.669350358084133
0.99,5,-2.636017401616288
0.992,5,-2.603100552762115
0.994,5,-2.570595075332456
0.996,5,-2.538495955117342
0.998,5,-2.506798039731204
1,5,-2.475496224206454
1,5,-2.475496224206454
