"time","i_C","i_L","i_R"
0.108,-0.1024167609346399,0.2788570770909858,0.3812738380256256
0.11,-0.1281420621284236,0.2508245332591283,0.378966595387552
0.112,-0.152850636734604,0.2233042420045793,0.3761548787391832
0.114,-0.1764648357892156,0.1963949806167182,0.3728598164059338
0.116,-0.1989127939004165,0.1701912212225496,0.3691040151229661
0.118,-0.2201287858042857,0.1447826904908763,0.364911476295162
0.12,-0.2400531738392336,0.1202542655060948,0.3603074393453284
0.122,-0.2586326793215651,0.09668560437468003,0.3553182836962451
0.124,-0.2758203783317857,0.07415100761983745,0.3499713859516232
0.126,-0.2915757551079975,0.05271924109471741,0.3442949962027149
0.128,-0.3058648469196409,0.03245326744654363,0.3383181143661845
0.13,-0.318660067311827,0.01341028290205558,0.3320703502138826
0.132,-0.3299403902280291,-0.004358586326918118,0.325581803901111
0.134,-0.3396911206408672,-0.02080819068354632,0.3188829299573209
0.136,-0.3479039614629745,-0.03589954719856778,0.3120044142644067
0.138,-0.3545768595895336,-0.04959981532321869,0.3049770442663149
0.14,-0.3597138532649043,-0.06188226207917039,0.297831591185734
0.142,-0.3633250697482611,-0.07272639202983776,0.2905986777184233
0.144,-0.3654263804492438,-0.0821177059851745,0.2833086744640693
0.146,-0.3660394018884595,-0.09004783337013431,0.2759915685183252
0.148,-0.3651911541418695,-0.09651428707354702,0.2686768670683225
0.15,-0.362913938540139,-0.1015204579790972,0.2613934805610418
0.152,-0.3592450765406325,-0.1050754564685244,0.2541696200721081
0.154,-0.3542266221509991,-0.1071939089615041,0.247032713189495
0.156,-0.3479052015638627,-0.1078959186469508,0.240009282916912
0.158,-0.3403316131395884,-0.107206716789243,0.2331248963503454
0.16,-0.3315606567173295,-0.1051566090118154,0.2264040477055141
0.162,-0.3216507537119946,-0.1017806438427929,0.2198701098692017
0.164,-0.3106636912878271,-0.09711844133237543,0.2135452499554516
0.166,-0.2986643031778266,-0.09121394163119596,0.2074503615466306
0.168,-0.2857201266540135,-0.08411509582295906,0.2016050308310544
0.17,-0.2719011295963744,-0.07587368488169682,0.1960274447146776
0.172,-0.2572793326111543,-0.0665449391419103,0.190734393469244
0.174,-0.2419285261218078,-0.05618733644223469,0.1857411896795731
0.176,-0.2259239145888542,-0.04486224796173782,0.1810616666271164
0.178,-0.2093418072589809,-0.03263366514558232,0.1767081421133986
0.18,-0.192259285396323,-0.01956789784344161,0.1726913875528814
0.182,-0.1747538894573444,-0.005733241123758836,0.1690206483335855
0.184,-0.1569032913942617,0.008800300805274493,0.1657035921995361
0.186,-0.138785000436522,0.02396135732518619,0.1627463577617082
0.188,-0.1204760431553383,0.03967747769882334,0.1601535208541617
0.19,-0.1020526774977995,0.05587545424891035,0.1579281317467099
0.192,-0.08359011447581853,0.07248161564723367,0.1560717301230522
0.194,-0.06516220763690904,0.08942214129203009,0.1545843489289391
0.196,-0.04684124312627162,0.1066233372134357,0.1534645803397073
0.198,-0.02869761656679255,0.1240119510694016,0.1527095676361941
0.2,-0.01079965967214419,0.1415154250791402,0.1523150847512844
0.202,0.006786642895932338,0.1590621930631194,0.1522755501671871
0.204,0.02399784414778802,0.1765819352671633,0.1525840911193753
0.206,0.04077321318590529,0.1940058132002266,0.1532326000143213
0.208,0.05705499686874638,0.2112667654034602,0.1542117685347138
0.21,0.0727884822786499,0.2282996630073738,0.1555111807287239
0.212,0.08792226408083104,0.2450416083036148,0.1571193442227838
0.214,0.1024082867374195,0.2614320698348773,0.1590237830974578
0.216,0.1162020338314201,0.2774131230378359,0.1612110892064158
0.218,0.1292626144918645,0.2929296154401199,0.1636670009482554
0.22,0.1415528136750337,0.3079292941002116,0.1663764804251779
0.222,0.153039265262576,0.3223630405050741,0.1693237752424981
0.224,0.1636923794709593,0.3361848913629183,0.172492511891959
0.226,0.1734865082641715,0.3493522661837948,0.1758657579196233
0.228,0.1823998719105992,0.3618259828138646,0.1794261109032655
0.23,0.1904146248781868,0.37357039487195,0.1831557699937633
0.232,0.1975168447538264,0.3845534620072316,0.1870366172534052
0.234,0.2036964568218836,0.3947467518075458,0.1910502949856623
0.236,0.2089472981144805,0.4041255812763445,0.195178283161864
0.238,0.2132669447259067,0.4126689201367471,0.1994019754108404
0.24,0.2166567551232555,0.4203595109983024,0.2037027558750469
0.242,0.2191217120817622,0.4271837836253778,0.2080620715436156
0.244,0.2206703668769951,0.4331318710477509,0.2124615041707558
0.246,0.2213147477687051,0.4381975922740499,0.2168828445053449
0.248,0.221070187272978,0.4423783388271059,0.2213081515541279
0.25,0.2199552805487476,0.4456751118269029,0.2257198312781553
0.252,0.2179916564242848,0.4480923409641457,0.2301006845398609
0.254,0.2152039076792665,0.4496378884050061,0.2344339807257396
0.256,0.2116193857170003,0.4503228917193086,0.2387035060023083
0.258,0.2072680529364122,0.4501616707271071,0.242893617790695
0.26,0.2021823323667949,0.4491716375206372,0.2469893051538423
0.262,0.1963968859279051,0.4473731031268703,0.2509762171989653
0.264,0.1899484870462702,0.4447892173274361,0.2548407302811659
0.266,0.182875782227427,0.4414457460773133,0.2585699638498863
0.268,0.1752191398110295,0.4373709755871346,0.2621518357761051
0.27,0.1670204335995675,0.4325955178551448,0.2655750842555773
0.272,0.158322852300429,0.427152145232016,0.268829292931587
0.274,0.1491707124334055,0.4210756458030431,0.2719049333696376
0.276,0.1396092438369783,0.4144026015232517,0.2747933576862734
0.278,0.1296844076720502,0.407171252609039,0.2774868449369888
0.28,0.1194426894032948,0.399421276406231,0.2799785870029362
0.282,0.1089309111134382,0.3911936273977944,0.2822627162843562
0.284,0.09819603373968044,0.382530336624023,0.2843343028843425
0.286,0.08728497799059992,0.3734743259751866,0.2861893479845867
0.288,0.07624442259462938,0.3640692263637331,0.2878248037691037
0.29,0.06512064694409414,0.354359183376691,0.2892385364325969
0.292,0.05395933122935143,0.3443886768728107,0.2904293456434593
0.294,0.04280540934284166,0.3342023369212094,0.2913969275783678
0.296,0.03170289246810754,0.323844765265493,0.2921418727973855
0.298,0.0206947113608465,0.3133603543723035,0.292665643011457
0.3,0.009822590305521572,0.3027931291561143,0.2929705388505927
0.302,-0.0008731376698279947,0.2921865563047027,0.2930596939745307
0.304,-0.01135360850115141,0.2815834133484198,0.2929370218495712
0.306,-0.02158160392304109,0.2710256029678033,0.2926072068908444
0.308,-0.03152162622485183,0.2605540281477901,0.2920756543726419
0.31,-0.04114002367598157,0.2502084395730042,0.2913484632489858
0.312,-0.05040509635579821,0.2400272922463035,0.2904323886021017
0.314,-0.05928714428467502,0.2300476493409626,0.2893347936256376
0.316,-0.06775860776302825,0.2203050143321776,0.2880636220952058
0.318,-0.07579406303187597,0.210833277367329,0.286627340399205
0.32,-0.08337034353792769,0.2016645627645075,0.2850349063024352
0.322,-0.09046654400662785,0.192829171279166,0.2832957152857938
0.324,-0.09706407125928088,0.1843554870759886,0.2814195583352694
0.326,-0.1031466947238547,0.1762698816235422,0.2794165763473969
0.328,-0.1087005112695639,0.1685966976806547,0.2772972089502186
0.33,-0.1137140241858814,0.1613581282653261,0.2750721524512075
0.332,-0.1181780692582415,0.1545742384125988,0.2727523076708403
0.334,-0.1220858633718548,0.148262872791884,0.2703487361637388
0.336,-0.1254329498114072,0.1424396612327013,0.2678726110441085
0.338,-0.1282171709006585,0.1371180014078566,0.2653351723085151
0.34,-0.1304386657308226,0.1323090131131236,0.2627476788439462
0.342,-0.1320997656224401,0.1280216009303641,0.2601213665528043
0.344,-0.1332050067838972,0.124262393549124,0.2574674003330212
0.346,-0.1337610093579361,0.1210358262078989,0.2547968355658349
0.348,-0.1337764537092765,0.1183441193787257,0.2521205730880023
0.35,-0.1332619844820439,0.1161873356499114,0.2494493201319554
0.352,-0.1322301210672658,0.1145634340734706,0.2467935551407364
0.354,-0.130695208072757,0.1134682741284864,0.2441634822012434
0.356,-0.1286732709185947,0.112895737019082,0.2415690079376767
0.358,-0.1261819681900863,0.1128377278318006,0.2390196960218868
0.36,-0.1232404505357123,0.113284295986517,0.2365247465222293
0.362,-0.1198692806179962,0.1142236792228772,0.2340929598408734
0.364,-0.1160903143038207,0.1156423967795979,0.2317327110834186
0.366,-0.1119265815707703,0.1175253497731108,0.2294519313438811
0.368,-0.107402192410937,0.1198558794252301,0.2272580718361672
0.37,-0.1025421945538477,0.1226159063103075,0.2251581008641552
0.372,-0.09737247801085491,0.1257859915535417,0.2231584695643966
0.374,-0.09191963991056093,0.1293454693700598,0.2212651092806207
0.376,-0.0862108747667947,0.1332725367311894,0.2194834114979841
0.378,-0.08027385093601921,0.1375443655342866,0.2178182164703059
0.38,-0.07413659247268778,0.1421372213515669,0.2162738138242547
0.382,-0.06782736111943294,0.1470265598032309,0.2148539209226639
0.384,-0.06137454068739798,0.1521871569878757,0.2135616976752737
0.386,-0.05480651994555574,0.1575932088246,0.2123997287701558
0.388,-0.04815158233913158,0.1632184540296957,0.2113700363688273
0.39,-0.04143779704135944,0.1690362815911865,0.210474078632546
0.392,-0.03469290520165019,0.1750198464023959,0.2097127516040461
0.394,-0.02794423060415194,0.1811421768071262,0.2090864074112782
0.396,-0.02121855963813127,0.1873762889091617,0.208594848547293
0.398,-0.01454206838802952,0.1936952870706566,0.2082373554586861
0.4,-0.007940211258614632,0.2000724752456567,0.2080126865042714
0.402,-0.001437646767810469,0.206481454724648,0.2079191014924585
0.404,0.004941843515424371,0.2128962202796958,0.2079543767642714
0.406,0.01117544866206882,0.2192912668866706,0.2081158182246018
0.408,0.01724136961002617,0.2256416611705303,0.2084002915605041
0.41,0.02311892173726618,0.2319231530976542,0.2088042313603881
0.412,0.02878855901298266,0.2381122339963582,0.2093236749833755
0.414,0.03423195678390681,0.2441862344021522,0.2099542776182454
0.416,0.039432046409239,0.2501233880044695,0.2106913415952305
0.418,0.04437305062332239,0.2559028928266843,0.2115298422033619
0.42,0.04904055071149419,0.2615049999886566,0.2124644492771624
0.422,0.05342147253204965,0.2669110339928243,0.2134895614607746
0.424,0.05750415739286369,0.2721034842368768,0.2145993268440131
0.426,0.06127834075974831,0.2770660173621435,0.2157876766023952
0.428,0.06473519249237222,0.2817835420950949,0.2170483496027227
0.43,0.06786731393512294,0.2862422367674493,0.2183749228323263
0.432,0.07066872578015937,0.2904295656161988,0.2197608398360394
0.434,0.07313489860959635,0.294334337036287,0.2211994384266906
0.436,0.07526269621617573,0.2979466764789108,0.2226839802627351
0.438,0.07705040414302405,0.3012580825294396,0.2242076783864156
0.44,0.07849767399846352,0.3042613992426257,0.2257637252441622
0.442,0.07960551819794459,0.3069508380331775,0.2273453198352329
0.444,0.08037627601604749,0.3093219713708683,0.2289456953548208
0.446,0.08081356256754188,0.3113717057351834,0.2305581431676415
0.448,0.08092225997833682,0.3130983018660012,0.2321760418876644
0.45,0.08070843617253884,0.3145013134430575,0.2337928772705186
0.452,0.08017933032037738,0.3155816007095082,0.2354022703891309
0.454,0.07934327718235115,0.3163412739277728,0.2369979967454216
0.456,0.07820966403834181,0.3167836732154435,0.2385740091771017
0.458,0.07678887465834372,0.3169133346558711,0.2401244599975274
0.46,0.07509221473678515,0.3167359299823953,0.2416437152456102
0.462,0.07313187003238056,0.3162582503377316,0.243126380305351
0.464,0.07092081807405382,0.3154881261102791,0.2445673080362253
0.466,0.06847277982156316,0.3144344015518764,0.2459616217303132
0.468,0.06580213838132212,0.3131068625036507,0.2473047241223285
0.47,0.06292387376282324,0.3115161847448697,0.2485923109820465
0.472,0.05985349402380802,0.3096738802597918,0.2498203862359837
0.474,0.05660695666171744,0.3075922204881781,0.2509852638264607
0.476,0.0532006045615997,0.3052841907625948,0.2520835862009951
0.478,0.04965108659662465,0.3027634075930484,0.2531123209964237
0.48,0.0459752906889036,0.3000440654092055,0.2540687747203019
0.482,0.04219026897901879,0.2971408611981902,0.2549505922191714
0.484,0.03831316978644161,0.2940689283917845,0.2557557586053429
0.486,0.03436116432799602,0.290843771130982,0.256482606802986
0.488,0.03035138318074798,0.2874811905308153,0.2571298073500673
0.49,0.02630084307903541,0.2839972207691327,0.2576963776900973
0.492,0.02222638826389717,0.2804080579177348,0.2581816696538376
0.494,0.01814462225128893,0.2767299945240264,0.2585853722727374
0.496,0.01407184800598182,0.272979351411783,0.2589075034058012
0.498,0.01002401492486649,0.2691724159469874,0.2591484010221209
0.5,0.006016649314158906,0.2653253719466333,0.2593087226324744
0.502,0.002064819408801988,0.2614542461525501,0.2593894267437482
0.504,-0.001816933577412694,0.2575748387252085,0.2593917723026212
0.506,-0.005614627113951887,0.2537026733516856,0.2593173004656375
0.508,-0.00931489134538091,0.2498529361682119,0.2591678275135928
0.51,-0.01290500888135443,0.246040422036498,0.2589454309178524
0.512,-0.01637294221447472,0.2422794914864832,0.2586524337009579
0.514,-0.01970738849105336,0.2385840070958155,0.2582913955868688
0.516,-0.02289778393458167,0.2349673078339517,0.2578650917685334
0.518,-0.02593435537607275,0.2314421480277256,0.2573765034037983
0.52,-0.02880812468236366,0.2280206728447489,0.2568287975271125
0.522,-0.03151093795409116,0.2247143751857554,0.2562253131398465
0.524,-0.03403548391445169,0.2215340603695127,0.2555695442839644
0.526,-0.03637529159614816,0.2184898301663666,0.2548651217625147
0.528,-0.03852476343116026,0.2155910350312235,0.2541157984623838
0.53,-0.04047915258638002,0.2128462769091306,0.2533254294955106
0.532,-0.04223458918311251,0.2102633677957874,0.2524979569788999
0.534,-0.04378806154864501,0.2078493297936016,0.2516373913422466
0.536,-0.04513741692721146,0.205610377974403,0.2507477949016145
0.538,-0.04628135979889489,0.2035519044546966,0.2498332642535915
0.54,-0.04721942272318566,0.201678491174853,0.2488979138980386
0.542,-0.04795197516137512,0.1999938836520041,0.2479458588133792
0.544,-0.04848018145064895,0.1985010177130111,0.24698119916366
0.546,-0.04880599999870877,0.1972020033782557,0.2460080033769645
0.548,-0.04893214805112628,0.1960981451527049,0.2450302932038312
0.55,-0.04886207732512093,0.1951899519105612,0.2440520292356821
0.552,-0.04859995521716201,0.1944771392659862,0.2430770944831482
0.554,-0.04815061758556968,0.1939586661071236,0.2421092836926933
0.556,-0.04751955493291485,0.193632731376444,0.2411522863093588
0.558,-0.04671286088180215,0.1934968167561518,0.240209677637954
0.56,-0.0457372085383054,0.1935476955668317,0.2392849041051371
0.562,-0.04459980633254065,0.1937814670310748,0.2383812733636154
0.564,-0.04330835773794203,0.1941935875952427,0.2375019453331848
0.566,-0.04187102907627424,0.1947788892820205,0.2366499183582947
0.568,-0.04029639660534315,0.1955316298684056,0.2358280264737488
0.57,-0.03859341511709205,0.1964455103184136,0.2350389254355056
0.572,-0.0367713667673995,0.1975137240415216,0.2342850908089212
0.574,-0.03483982323590851,0.1987289851262551,0.2335688083621636
0.576,-0.03280859956575419,0.2000835701075027,0.2328921696732568
0.578,-0.03068771062151823,0.2015693593213875,0.2322570699429057
0.58,-0.02848732885901553,0.2031778702304382,0.2316651990894537
0.582,-0.02621773931201601,0.2049003066153618,0.2311180459273779
0.584,-0.02388929755993532,0.2067275922318204,0.2306168897917557
0.586,-0.02151238706637246,0.2086504175858047,0.2301628046521771
0.588,-0.01909737790752619,0.2106592781951542,0.2297566561026804
0.59,-0.01665458453194638,0.2127445175491084,0.2293991020810548
0.592,-0.01419422945988949,0.2148963678482206,0.2290905973081101
0.594,-0.01172639893425134,0.2171049912415977,0.228831390175849
0.596,-0.009261012692331427,0.2193605194207529,0.2286215321130843
0.598,-0.006807781227572252,0.2216530944668176,0.2284608756943899
0.6,-0.004376176518492175,0.2239729066153789,0.2283490831338711
0.602,-0.001975397674083279,0.226310231996032,0.2282856296701153
0.604,0.0003856632691486284,0.2286554717660705,0.2282698084969219
0.606,0.002698442433548581,0.2309991826661592,0.2283007402326106
0.608,0.004954743199597489,0.2333321185745741,0.2283773753749766
0.61,0.00714674854254313,0.2356452550561354,0.2284985065135923
0.612,0.009267055567480004,0.2379298279247798,0.2286627723572998
0.614,0.01130868958480391,0.2401773582215877,0.2288686686367838
0.616,0.01326512390564785,0.242379680114259,0.2291145562086112
0.618,0.01513030266374188,0.2445289718708343,0.2293986692070924
0.62,0.01689863188831311,0.2466177603197491,0.229719128431436
0.622,0.01856502072503097,0.2486389671744283,0.2300739464493973
0.624,0.02012488363118822,0.2505859227385376,0.2304610391073494
0.626,0.0215741510536207,0.2524523851382404,0.2308782340846197
0.628,0.02290928968608311,0.2542325701645019,0.2313232804784188
0.63,0.02412731948219859,0.2559211777158479,0.2317938582336493
0.632,0.02522570791715398,0.2575133088630625,0.2322876009459085
0.634,0.02620241623176117,0.2590045179157545,0.2328021016839933
0.636,0.02705604748434165,0.2603909540306852,0.2333349065463435
0.638,0.0277856585479192,0.2616692010185316,0.2338835424706124
0.64,0.0283907810325334,0.2628363039179624,0.234445522885429
0.642,0.02887155096301353,0.2638899087357865,0.235018357772773
0.644,0.0292285456352202,0.264828109438752,0.2355995638035318
0.646,0.02946269605507121,0.2656493695324069,0.2361866734773357
0.648,0.02957558716060488,0.2663528357932197,0.2367772486326148
0.65,0.02956919944400627,0.2669380850179539,0.2373688855739476
0.652,0.02944583120457595,0.2674050415157051,0.2379592103111292
0.654,0.02920835122380419,0.2677542715861302,0.238545920362326
0.656,0.0288599957148869,0.2679867664156966,0.2391267707008097
0.658,0.0284042417394092,0.2681038029069755,0.2396995611675663
0.66,0.02784507810900133,0.2681072731394017,0.2402621950304004
0.662,0.02718679812207386,0.2679994528305691,0.2408126547084953
0.664,0.02643390010984753,0.2677828819837456,0.2413489818738981
0.666,0.02559127261597005,0.2674606162171866,0.2418693436012166
0.668,0.0246640556477947,0.2670360619379395,0.2423720062901448
0.67,0.02365755625260879,0.2665128698617207,0.2428553136091119
0.672,0.02257733474704618,0.2658950736024542,0.2433177388554081
0.674,0.02142915112628724,0.265187029552466,0.2437578784261787
0.676,0.02021888171745709,0.2643933009452368,0.2441744192277797
0.678,0.01895253957385434,0.2635187143246198,0.2445661747507655
0.68,0.01763626449895186,0.2625683659068978,0.2449321014079459
0.682,0.0162762534756882,0.2615475093933446,0.2452712559176564
0.684,0.01487874817972909,0.2604615610544719,0.2455828128747428
0.686,0.01345002960910521,0.2593161335191164,0.2458661039100112
0.688,0.01199637272364976,0.2581169396422911,0.2461205669186413
0.69,0.01052402717176751,0.2568697729247991,0.2463457457530316
0.692,0.009039186527285553,0.2555805347521585,0.246541348224873
0.694,0.007547974136474622,0.2542551643129835,0.2467071901765089
0.696,0.006056436025153905,0.2528996162055093,0.2468431801803554
0.698,0.004570467164634356,0.2515198572086802,0.2469493900440458
0.7,0.00309583021796811,0.2501218272769195,0.2470259970589513
0.702,0.001638173372075863,0.2487114311281546,0.2470732577560787
0.704,0.0002029049741578415,0.2472944889000138,0.247091583925856
0.706,-0.001204755752057973,0.2458767303686906,0.2470814861207485
0.708,-0.002579729744818376,0.2444638111184051,0.2470435408632235
0.71,-0.003917254947351428,0.2430612106342552,0.2469784655816066
0.712,-0.005212802990492205,0.2416742613480383,0.2468870643385305
0.714,-0.006462020455769268,0.2403081803836695,0.2467702008394387
0.716,-0.007660905625153258,0.2389679448347675,0.2466288504599208
0.718,-0.008805739535091617,0.2376583266001217,0.2464640661352133
0.72,-0.009893016647122638,0.2363839368119915,0.2462769534591141
0.722,-0.01091957749020236,0.2351491186681621,0.2460686961583645
0.724,-0.0118825984513071,0.2339579468262327,0.2458405452775398
0.726,-0.01277949694387501,0.2328142962769654,0.2455937932208404
0.728,-0.01360801482093446,0.2317217671324575,0.2453297819533919
0.73,-0.01436626998419271,0.2306836347227508,0.2450499047069435
0.732,-0.01505263938595205,0.2297029431028823,0.2447555824888343
0.734,-0.01566579291188455,0.2287824695088055,0.2444482624206901
0.736,-0.01620480008547975,0.2279246224096706,0.2441294224951504
0.738,-0.01666899694334245,0.2271315563899767,0.2438005533333191
0.74,-0.01705797592910832,0.2264051771048788,0.2434631530339871
0.742,-0.0173717342749406,0.2257469932500946,0.2431187275250352
0.744,-0.01761053228894316,0.2251582471516773,0.2427687794406204
0.746,-0.01777484864856962,0.2246399558289202,0.2424148044774899
0.748,-0.01786555340356055,0.2241927287956409,0.2420582821992015
0.75,-0.01788376561989508,0.2238169073558909,0.241700672975786
0.752,-0.01783078548548209,0.2235126338746094,0.2413434193600915
0.754,-0.0177082738763237,0.2232796506151919,0.2409879244915156
0.756,-0.01751811682815821,0.2231174403703845,0.2406355571985427
0.758,-0.01726234635701868,0.2230253140985296,0.2402876604555483
0.76,-0.0169433096191581,0.223002207006157,0.2399455166253151
0.762,-0.01656354212727432,0.223046819177619,0.2396103613048934
0.764,-0.01612571063129292,0.2231576829833561,0.239283393614649
0.766,-0.01563271317847231,0.2233330280868145,0.2389657412652868
0.768,-0.01508761207922321,0.2235708585629939,0.2386584706422172
0.77,-0.01449357707254276,0.2238690242651584,0.2383626013377012
0.772,-0.01385392822906192,0.2242251503801971,0.2380790786092591
0.774,-0.01317211663367332,0.2246366551339817,0.237808771767655
0.776,-0.01245166892755872,0.225100826013083,0.2375524949406417
0.778,-0.0116961951391851,0.2256147943508175,0.2373109894900026
0.78,-0.01090939039201089,0.2261755183754535,0.2370849087674644
0.782,-0.01009498895819669,0.2267798557126024,0.2368748446707991
0.784,-0.00925675505856674,0.2274245658713548,0.2366813209299216
0.786,-0.008398483550930369,0.2281062812809932,0.2365047648319236
0.788,-0.007523969460357161,0.2288215689300565,0.2363455383904136
0.79,-0.006636996495311659,0.229566945382089,0.2362039418774007
0.792,-0.00574132038453945,0.230338854582419,0.2360801749669585
0.794,-0.004840657479827398,0.2311337133910132,0.2359743708708406
0.796,-0.003938681938223332,0.2319479264577259,0.2358866083959492
0.798,-0.003038981416531306,0.2327778846966603,0.2358168661131916
0.8,-0.002145066034021592,0.2336199915677211,0.2357650576017427
0.802,-0.001260381284131806,0.2344706683541458,0.2357310496382776
0.804,-0.0003882315696281946,0.235326381947911,0.2357146135175392
0.806,0.0004681912381885311,0.2361836507991496,0.2357154595609611
0.808,0.001305775740455234,0.2370390344948247,0.2357332587543694
0.81,0.002121599093587001,0.2378891944115372,0.2357675953179502
0.812,0.002912876980772722,0.2387308773563114,0.2358180003755387
0.814,0.003676933611049926,0.2395609002741022,0.2358839666630522
0.816,0.004411293912236158,0.2403762153546633,0.2359649214424271
0.818,0.005113658032347201,0.2411738998348847,0.2360602418025375
0.82,0.005781856854507411,0.2419511283822744,0.236169271527767
0.822,0.006413919817586766,0.2427052280578174,0.2362913082402306
0.824,0.007008084021692146,0.2434336901273546,0.2364256061056625
0.826,0.007562734442463637,0.2441341273770277,0.2365713929345641
0.828,0.008076443195039945,0.2448043100473674,0.2367278668523274
0.83,0.008548014426445094,0.2454422071074627,0.2368941926810176
0.832,0.008976411425565156,0.2460459286599986,0.2370695172344335
0.834,0.009360767430930533,0.2466137386631,0.2372529712321695
0.836,0.009700461908801222,0.2471441266937679,0.2374436647849666
0.838,0.00999503827978257,0.2476357375721696,0.237640699292387
0.84,0.01024418969747512,0.2480873606381638,0.2378431709406886
0.842,0.01044785853197133,0.2484980280690923,0.238050169537121
0.844,0.01060614927130418,0.2488669352176534,0.2382607859463492
0.846,0.01071929489892751,0.2491934092103648,0.2384741143114373
0.848,0.01078776935326567,0.2494770264901672,0.2386892571369015
0.85,0.01081220037538075,0.2497175281188374,0.2389053277434567
0.852,0.01079332326295121,0.2499147724870475,0.2391214492240963
0.854,0.01073209556368623,0.2500688628830832,0.239336767319397
0.856,0.01062961366006604,0.2501800614313901,0.2395504477713241
0.858,0.01048706427199966,0.2502487356847425,0.2397616714127428
0.86,0.01030582467010391,0.2502754787499634,0.2399696540798595
0.862,0.01008739088123045,0.2502610304070634,0.240173639525833
0.864,0.009833343060553806,0.2502062368755995,0.2403728938150457
0.866,0.009545397646072457,0.2501121211806614,0.2405667235345889
0.868,0.009225377973677756,0.2499798509042983,0.2407544729306205
0.87,0.008875175748143949,0.2498106905111314,0.2409355147629875
0.872,0.008496772246148337,0.2496060365224468,0.2411092642762984
0.874,0.008092234236291684,0.2493674176015215,0.2412751833652298
0.876,0.007663677254762913,0.2490964448878889,0.241432767633126
0.878,0.007213267648060795,0.2487948221776913,0.2415815545296305
0.88,0.006743228399081119,0.2484643639287082,0.2417211355296271
0.882,0.006255808899182619,0.2481069486155827,0.2418511397164
0.884,0.005753278242317389,0.2477245138606308,0.2419712356183134
0.886,0.005237928338201747,0.2473190792624907,0.2420811509242889
0.888,0.004712053575209041,0.2468927069113414,0.2421806533361324
0.89,0.004177943830664166,0.2464474903539857,0.2422695465233215
