"time","der(x)","x"
0.102,-0.9030270483676852,1.903027048367685
0.104,-0.9012228257874111,1.901222825787411
0.106,-0.8994222115667694,1.899422211566769
0.108,-0.8976251982404899,1.89762519824049
0.11,-0.8958317783433034,1.895831778343303
0.112,-0.8940419398128578,1.894041939812858
0.114,-0.8922556765254646,1.892255676525465
0.116,-0.8904729826040683,1.890472982604068
0.118,-0.8886938504642456,1.888693850464246
0.12,-0.8869182725215738,1.886918272521574
0.122,-0.8851462411916293,1.885146241191629
0.124,-0.8833777488899894,1.883377748889989
0.126,-0.8816127880322306,1.881612788032231
0.128,-0.8798513510339305,1.879851351033931
0.13,-0.8780934303106649,1.878093430310665
0.132,-0.8763390182780113,1.876339018278011
0.134,-0.8745881073515462,1.874588107351546
0.136,-0.8728407002881804,1.87284070028818
0.138,-0.871096797919529,1.871096797919529
0.14,-0.8693563803298321,1.869356380329832
0.142,-0.8676194404035584,1.867619440403558
0.144,-0.8658859710251761,1.865885971025176
0.146,-0.8641559650791524,1.864155965079152
0.148,-0.8624294154499557,1.862429415449956
0.15,-0.8607063150220535,1.860706315022054
0.152,-0.8589866566799147,1.858986656679915
0.154,-0.8572704333080066,1.857270433308007
0.156,-0.8555576377907976,1.855557637790798
0.158,-0.8538482630127555,1.853848263012756
0.16,-0.8521423018583481,1.852142301858348
0.162,-0.850439747212044,1.850439747212044
0.164,-0.8487405919583102,1.84874059195831
0.166,-0.8470448289816159,1.847044828981616
0.168,-0.8453524511664281,1.845352451166428
0.17,-0.843663451397215,1.843663451397215
0.172,-0.8419778418409622,1.841977841840962
0.174,-0.8402956070627892,1.840295607062789
0.176,-0.8386167338844268,1.838616733884427
0.178,-0.8369412154684766,1.836941215468477
0.18,-0.8352690449775391,1.835269044977539
0.182,-0.8336002155742155,1.833600215574215
0.184,-0.8319347204211063,1.831934720421106
0.186,-0.8302725526808126,1.830272552680813
0.188,-0.8286137055159348,1.828613705515935
0.19,-0.8269581720890742,1.826958172089074
0.192,-0.8253059455628315,1.825305945562832
0.194,-0.8236570190998076,1.823657019099808
0.196,-0.8220113858626032,1.822011385862603
0.198,-0.820369039013819,1.820369039013819
0.2,-0.8187299717160565,1.818729971716057
0.202,-0.817094177131916,1.817094177131916
0.204,-0.815461648423998,1.815461648423998
0.206,-0.8138323798393006,1.813832379839301
0.208,-0.8122063840942484,1.812206384094248
0.21,-0.8105836372768227,1.810583637276823
0.212,-0.8089641327398296,1.80896413273983
0.214,-0.8073478638360747,1.807347863836075
0.216,-0.8057348239183635,1.805734823918363
0.218,-0.8041250063395011,1.804125006339501
0.22,-0.8025184044522942,1.802518404452294
0.222,-0.8009150116095476,1.800915011609548
0.224,-0.799314821164067,1.799314821164067
0.226,-0.7977178264686584,1.797717826468658
0.228,-0.7961240208761271,1.796124020876127
0.23,-0.7945333977392786,1.794533397739279
0.232,-0.7929459504109191,1.792945950410919
0.234,-0.7913616722438537,1.791361672243854
0.236,-0.7897805565908882,1.789780556590888
0.238,-0.7882025968048278,1.788202596804828
0.24,-0.7866277862384785,1.786627786238479
0.242,-0.7850561284273858,1.785056128427386
0.244,-0.783487626816711,1.783487626816711
0.246,-0.7819222593175854,1.781922259317585
0.248,-0.7803600195364773,1.780360019536477
0.25,-0.7788009010798562,1.778800901079856
0.252,-0.777244897554191,1.777244897554191
0.254,-0.7756920025659511,1.775692002565951
0.256,-0.7741422097216051,1.774142209721605
0.258,-0.7725955126276227,1.772595512627623
0.26,-0.7710519048904729,1.771051904890473
0.262,-0.7695113801166251,1.769511380116625
0.264,-0.7679739319125476,1.767973931912548
0.266,-0.76643955388471,1.76643955388471
0.268,-0.7649082396395814,1.764908239639581
0.27,-0.7633799827836314,1.763379982783631
0.272,-0.7618547769233281,1.761854776923328
0.274,-0.7603326156651415,1.760332615665142
0.276,-0.7588134926155405,1.758813492615541
0.278,-0.7572974173892504,1.75729741738925
0.28,-0.7557843779785791,1.755784377978579
0.282,-0.7542743616541832,1.754274361654183
0.284,-0.7527673622320092,1.752767362232009
0.286,-0.7512633735280039,1.751263373528004
0.288,-0.7497623893581149,1.749762389358115
0.29,-0.7482644035382893,1.748264403538289
0.292,-0.7467694098844735,1.746769409884473
0.294,-0.7452774022126154,1.745277402212615
0.296,-0.7437883743386615,1.743788374338662
0.298,-0.7423023200785592,1.742302320078559
0.3,-0.7408192332482557,1.740819233248256
0.302,-0.7393391076636977,1.739339107663698
0.304,-0.7378619371408326,1.737861937140833
0.306,-0.7363877154956073,1.736387715495607
0.308,-0.7349164365439689,1.734916436543969
0.31,-0.7334480941018646,1.733448094101865
0.312,-0.7319826821348956,1.731982682134896
0.314,-0.7305202092065479,1.730520209206548
0.316,-0.7290606573175007,1.729060657317501
0.318,-0.7276040205588621,1.727604020558862
0.32,-0.7261502930315547,1.726150293031555
0.322,-0.7246994688463186,1.724699468846319
0.324,-0.7232515421237082,1.723251542123708
0.326,-0.7218065069940944,1.721806506994094
0.328,-0.7203643575976628,1.720364357597663
0.33,-0.7189250880844165,1.718925088084416
0.332,-0.7174886926141717,1.717488692614172
0.334,-0.716055165356563,1.716055165356563
0.336,-0.7146245004910388,1.714624500491039
0.338,-0.713196692206864,1.713196692206864
0.34,-0.7117717347031187,1.711771734703119
0.342,-0.7103496221886998,1.7103496221887
0.344,-0.708930348882318,1.708930348882318
0.346,-0.7075139090125016,1.707513909012502
0.348,-0.7061002993297725,1.706100299329772
0.35,-0.704689517741206,1.704689517741206
0.352,-0.7032815540532651,1.703281554053265
0.354,-0.7018764026847686,1.701876402684769
0.356,-0.7004740580696758,1.700474058069676
0.358,-0.6990745146570896,1.69907451465709
0.36,-0.6976777669112555,1.697677766911255
0.362,-0.6962838093115615,1.696283809311562
0.364,-0.6948926363525374,1.694892636352537
0.366,-0.6935042425438576,1.693504242543858
0.368,-0.6921186224103375,1.692118622410338
0.37,-0.6907357704919348,1.690735770491935
0.372,-0.6893556813437518,1.689355681343752
0.374,-0.6879783495360319,1.687978349536032
0.376,-0.6866037696541609,1.686603769654161
0.378,-0.6852319362986681,1.685231936298668
0.38,-0.6838628440852255,1.683862844085225
0.382,-0.6824964876446471,1.682496487644647
0.384,-0.6811328616228896,1.68113286162289
0.386,-0.6797719606810528,1.679771960681053
0.388,-0.6784137794953788,1.678413779495379
0.39,-0.6770583127572523,1.677058312757252
0.392,-0.6757055551732005,1.675705555173201
0.394,-0.6743555014648943,1.674355501464894
0.396,-0.6730081463691453,1.673008146369145
0.398,-0.6716634846379093,1.671663484637909
0.4,-0.6703215110382847,1.670321511038285
0.402,-0.6689822203525109,1.668982220352511
0.404,-0.6676456073779717,1.667645607377972
0.406,-0.6663116669271936,1.666311666927194
0.408,-0.664980393827844,1.664980393827844
0.41,-0.6636517829227344,1.663651782922734
0.412,-0.6623258290698188,1.662325829069819
0.414,-0.6610025271421931,1.661002527142193
0.416,-0.6596818720280961,1.659681872028096
0.418,-0.6583638586309102,1.65836385863091
0.42,-0.6570484533643746,1.657048453364375
0.422,-0.6557356751675332,1.655735675167533
0.424,-0.6544255196806794,1.654425519680679
0.426,-0.6531179816554169,1.653117981655417
0.428,-0.6518130558534638,1.651813055853464
0.43,-0.6505107370466565,1.650510737046657
0.432,-0.6492110200169476,1.649211020016948
0.434,-0.6479138995564053,1.647913899556405
0.436,-0.6466193704672167,1.646619370467217
0.438,-0.6453274275616834,1.645327427561683
0.44,-0.6440380656622244,1.644038065662224
0.442,-0.6427512796013759,1.642751279601376
0.444,-0.641467064221789,1.641467064221789
0.446,-0.6401854143762333,1.640185414376233
0.448,-0.6389063249275948,1.638906324927595
0.45,-0.6376297907488744,1.637629790748874
0.452,-0.636355806723192,1.636355806723192
0.454,-0.6350843677437821,1.635084367743782
0.456,-0.6338154687139974,1.633815468713997
0.458,-0.6325491045473062,1.632549104547306
0.46,-0.6312852701672933,1.631285270167293
0.462,-0.6300239605076614,1.630023960507661
0.464,-0.6287651705122281,1.628765170512228
0.466,-0.6275088951349297,1.62750889513493
0.468,-0.6262551293398169,1.626255129339817
0.47,-0.6250038681010583,1.625003868101058
0.472,-0.6237551064029392,1.623755106402939
0.474,-0.6225088392398614,1.622508839239861
0.476,-0.6212650616163422,1.621265061616342
0.478,-0.6200237685470176,1.620023768547018
0.48,-0.6187849560275003,1.6187849560275
0.482,-0.6175486202357237,1.617548620235724
0.484,-0.6163147544613672,1.616314754461367
0.486,-0.6150833537781542,1.615083353778154
0.488,-0.6138544132703199,1.61385441327032
0.49,-0.6126279280326143,1.612627928032614
0.492,-0.6114038931703003,1.6114038931703
0.494,-0.6101823037991547,1.610182303799155
0.496,-0.6089631550454679,1.608963155045468
0.498,-0.6077464420460432,1.607746442046043
0.5,-0.6065321599481983,1.606532159948198
0.502,-0.6053203039097641,1.605320303909764
0.504,-0.6041108690990848,1.604110869099085
0.506,-0.6029038506950186,1.602903850695019
0.508,-0.6016992438869371,1.601699243886937
0.51,-0.6004970438747252,1.600497043874725
0.512,-0.599297245868782,1.599297245868782
0.514,-0.5980998450900199,1.59809984509002
0.516,-0.5969048367698642,1.596904836769864
0.518,-0.5957122161502544,1.595712216150254
0.52,-0.5945219784836435,1.594521978483644
0.522,-0.5933341190329982,1.593334119032998
0.524,-0.592148633071798,1.592148633071798
0.526,-0.5909655158840375,1.590965515884037
0.528,-0.5897847627642228,1.589784762764223
0.53,-0.5886063690173751,1.588606369017375
0.532,-0.5874303299590289,1.587430329959029
0.534,-0.5862566409152319,1.586256640915232
0.536,-0.5850852972225455,1.585085297222546
0.538,-0.5839162942280445,1.583916294228044
0.54,-0.5827496272893176,1.582749627289318
0.542,-0.5815852887415851,1.581585288741585
0.544,-0.580423275341674,1.580423275341674
0.546,-0.5792635836047899,1.57926358360479
0.548,-0.5781062089039199,1.57810620890392
0.55,-0.5769511466220245,1.576951146622025
0.552,-0.5757983921520375,1.575798392152038
0.554,-0.5746479408968654,1.574647940896865
0.556,-0.5734997882693889,1.573499788269389
0.558,-0.5723539296924611,1.572353929692461
0.56,-0.571210360598909,1.571210360598909
0.562,-0.5700690764315328,1.570069076431533
0.564,-0.5689300726431061,1.568930072643106
0.566,-0.567793344696375,1.567793344696375
0.568,-0.5666588880640602,1.56665888806406
0.57,-0.5655266982288543,1.565526698228854
0.572,-0.5643967706834243,1.564396770683424
0.574,-0.5632691009304098,1.56326910093041
0.576,-0.5621436844824237,1.562143684482424
0.578,-0.5610205168620532,1.561020516862053
0.58,-0.5598995936018574,1.559899593601857
0.582,-0.5587809102443693,1.558780910244369
0.584,-0.5576644623420952,1.557664462342095
0.586,-0.5565502454575151,1.556550245457515
0.588,-0.5554382551630814,1.555438255163081
0.59,-0.5543284870412204,1.55432848704122
0.592,-0.5532209366843315,1.553220936684331
0.594,-0.5521155996947875,1.552115599694788
0.596,-0.5510124716849341,1.551012471684934
0.598,-0.5499115482770911,1.549911548277091
0.6,-0.5488128251035509,1.548812825103551
0.602,-0.5477162973498071,1.547716297349807
0.604,-0.5466219558765408,1.546621955876541
0.606,-0.5455298009193699,1.54552980091937
0.608,-0.5444398281152467,1.544439828115247
0.61,-0.5433520331103547,1.543352033110355
0.612,-0.5422664115601108,1.542266411560111
0.614,-0.5411829591291626,1.541182959129163
0.616,-0.5401016714913895,1.54010167149139
0.618,-0.5390225443299039,1.539022544329904
0.62,-0.5379455733370497,1.53794557333705
0.622,-0.5368707542144018,1.536870754214402
0.624,-0.5357980826727691,1.535798082672769
0.626,-0.5347275544321897,1.53472755443219
0.628,-0.5336591652219362,1.533659165221936
0.63,-0.5325929107805116,1.532592910780512
0.632,-0.5315287868556517,1.531528786855652
0.634,-0.5304667892043236,1.530466789204324
0.636,-0.5294069135927264,1.529406913592726
0.638,-0.5283491557962916,1.528349155796292
0.64,-0.5272935115996826,1.527293511599683
0.642,-0.5262399767967942,1.526239976796794
0.644,-0.5251885471907536,1.525188547190754
0.646,-0.5241392185939195,1.52413921859392
0.648,-0.5230919868278834,1.523091986827883
0.65,-0.5220468477234677,1.522046847723468
0.652,-0.5210037971207278,1.521003797120728
0.654,-0.5199628308689497,1.51996283086895
0.656,-0.5189239448266521,1.518923944826652
0.658,-0.5178871348615863,1.517887134861586
0.66,-0.516852396850735,1.516852396850735
0.662,-0.5158197266803122,1.515819726680312
0.664,-0.5147891183845976,1.514789118384598
0.666,-0.5137605671693197,1.51376056716932
0.668,-0.5127340709975119,1.512734070997512
0.67,-0.5117096257659408,1.511709625765941
0.672,-0.5106872273800547,1.510687227380055
0.674,-0.5096668717539836,1.509666871753984
0.676,-0.5086485548105382,1.508648554810538
0.678,-0.5076322724812103,1.50763227248121
0.68,-0.5066180207061737,1.506618020706174
0.682,-0.5056057954342832,1.505605795434283
0.684,-0.5045955926230747,1.504595592623075
0.686,-0.5035874082387659,1.503587408238766
0.688,-0.5025812382562553,1.502581238256255
0.69,-0.5015770786591227,1.501577078659123
0.692,-0.5005749254396294,1.500574925439629
0.694,-0.4995747745987178,1.499574774598718
0.696,-0.4985766221460119,1.498576622146012
0.698,-0.4975804640998169,1.497580464099817
0.7,-0.4965862964871195,1.496586296487119
0.702,-0.495594115343587,1.495594115343587
0.704,-0.4946039167135687,1.494603916713569
0.706,-0.4936156966500946,1.493615696650095
0.708,-0.4926294512148763,1.492629451214876
0.71,-0.4916451764783072,1.491645176478307
0.712,-0.4906628685194614,1.490662868519461
0.714,-0.4896825234260946,1.489682523426095
0.716,-0.488704137294643,1.488704137294643
0.718,-0.4877277062302254,1.487727706230225
0.72,-0.4867532263466405,1.486753226346641
0.722,-0.4857806937663696,1.48578069376637
0.724,-0.4848101046205744,1.484810104620574
0.726,-0.483841452298547,1.483841452298547
0.728,-0.4828747347760696,1.48287473477607
0.73,-0.4819099487185117,1.481909948718512
0.732,-0.4809470902705713,1.480947090270571
0.734,-0.479986155585189,1.479986155585189
0.736,-0.4790271408235476,1.479027140823548
0.738,-0.4780700421550717,1.478070042155072
0.74,-0.4771148557574298,1.47711485575743
0.742,-0.4761615778165311,1.476161577816531
0.744,-0.4752102045265278,1.475210204526528
0.746,-0.4742607320898145,1.474260732089814
0.748,-0.4733131567170279,1.473313156717028
0.75,-0.4723674746270476,1.472367474627048
0.752,-0.4714236820469948,1.471423682046995
0.754,-0.4704817752122334,1.470481775212233
0.756,-0.4695417503663697,1.46954175036637
0.758,-0.4686036037612522,1.468603603761252
0.76,-0.4676673316569717,1.467667331656972
0.762,-0.4667329303218619,1.466732930321862
0.764,-0.4658003960324981,1.465800396032498
0.766,-0.4648697250736982,1.464869725073698
0.768,-0.4639409137385222,1.463940913738522
0.77,-0.4630139583282733,1.463013958328273
0.772,-0.462088855152496,1.462088855152496
0.774,-0.4611656005289777,1.461165600528978
0.776,-0.4602441907837487,1.460244190783749
0.778,-0.4593246222510798,1.45932462225108
0.78,-0.4584068912734862,1.458406891273486
0.782,-0.4574909942017245,1.457490994201724
0.784,-0.4565769273947935,1.456576927394793
0.786,-0.4556646866797571,1.455664686679757
0.788,-0.4547542666313034,1.454754266631303
0.79,-0.4538456655870957,1.453845665587096
0.792,-0.4529388799130556,1.452938879913056
0.794,-0.452033905982401,1.452033905982401
0.796,-0.4511307401756322,1.451130740175632
0.798,-0.4502293788805156,1.450229378880516
0.8,-0.4493298184920695,1.44932981849207
0.802,-0.4484320554125485,1.448432055412548
0.804,-0.4475360860514304,1.44753608605143
0.806,-0.4466419068253988,1.446641906825399
0.808,-0.4457495141583299,1.44574951415833
0.81,-0.4448589044812779,1.444858904481278
0.812,-0.4439700742324575,1.443970074232457
0.814,-0.4430830198572326,1.443083019857233
0.816,-0.442197737808099,1.442197737808099
0.818,-0.4413142245446695,1.44131422454467
0.82,-0.4404324765336614,1.440432476533661
0.822,-0.4395524902488772,1.439552490248877
0.824,-0.4386742621711939,1.438674262171194
0.826,-0.4377977887885471,1.437797788788547
0.828,-0.4369230665959143,1.436923066595914
0.83,-0.4360500920953012,1.436050092095301
0.832,-0.4351788617957271,1.435178861795727
0.834,-0.4343093722132101,1.43430937221321
0.836,-0.4334416198707511,1.433441619870751
0.838,-0.43257560129832,1.43257560129832
0.84,-0.4317113130328403,1.43171131303284
0.842,-0.4308487516181729,1.430848751618173
0.844,-0.4299879136051055,1.429987913605105
0.846,-0.4291287955513323,1.429128795551332
0.848,-0.4282713940214418,1.428271394021442
0.85,-0.4274157055869023,1.427415705586902
0.852,-0.4265617268260464,1.426561726826046
0.854,-0.4257094543240556,1.425709454324056
0.856,-0.4248588846729457,1.424858884672946
0.858,-0.4240100144715524,1.424010014471552
0.86,-0.4231628403255159,1.423162840325516
0.862,-0.4223173588472657,1.422317358847266
0.864,-0.4214735666560063,1.421473566656006
0.866,-0.4206314603777033,1.420631460377703
0.868,-0.4197910366450648,1.419791036645065
0.87,-0.4189522920975308,1.418952292097531
0.872,-0.4181152233812566,1.418115223381257
0.874,-0.4172798271490967,1.417279827149097
0.876,-0.4164461000605912,1.416446100060591
0.878,-0.4156140387819514,1.415614038781951
0.88,-0.4147836399860434,1.414783639986043
0.882,-0.4139549003523739,1.413954900352374
0.884,-0.4131278165670762,1.413127816567076
0.886,-0.412302385322894,1.412302385322894
0.888,-0.4114786033191655,1.411478603319166
0.89,-0.4106564672618129,1.410656467261813
0.892,-0.4098359738633219,1.409835973863322
0.894,-0.4090171198427297,1.40901711984273
0.896,-0.408199901925612,1.408199901925612
0.898,-0.4073843168440632,1.407384316844063
0.9,-0.4065703613366853,1.406570361336685
0.902,-0.4057580321485728,1.405758032148573
0.904,-0.4049473260312955,1.404947326031295
0.906,-0.404138239742885,1.404138239742885
0.908,-0.4033307700478213,1.403330770047821
0.91,-0.4025249137009776,1.402524913700978
0.912,-0.4017206674934584,1.401720667493458
0.914,-0.4009180282097693,1.400918028209769
0.916,-0.4001169926399621,1.400116992639962
0.918,-0.3993175575804597,1.39931755758046
0.92,-0.39851971983404,1.39851971983404
0.922,-0.3977234762098225,1.397723476209823
0.924,-0.3969288235232526,1.396928823523253
0.926,-0.3961357585960856,1.396135758596086
0.928,-0.3953442782563752,1.395344278256375
0.93,-0.3945543793384543,1.394554379338454
0.932,-0.3937660586829226,1.393766058682923
0.934,-0.392979313136631,1.392979313136631
0.936,-0.3921941395526669,1.392194139552667
0.938,-0.3914105347903396,1.39141053479034
0.94,-0.390628495715164,1.390628495715164
0.942,-0.3898480191988474,1.389848019198847
0.944,-0.3890691021192738,1.389069102119274
0.946,-0.3882917413604889,1.388291741360489
0.948,-0.3875159338126841,1.387515933812684
0.95,-0.3867416763721849,1.386741676372185
0.952,-0.3859689659414318,1.385968965941432
0.954,-0.3851977994289686,1.385197799428969
0.956,-0.3844281737494257,1.384428173749426
0.958,-0.3836600858235057,1.383660085823506
0.96,-0.3828935325779692,1.382893532577969
0.962,-0.3821285109456183,1.382128510945618
0.964,-0.3813650178652828,1.381365017865283
0.966,-0.3806030502818054,1.380603050281805
0.968,-0.3798426051460264,1.379842605146026
0.97,-0.3790836794147681,1.379083679414768
0.972,-0.3783262700508212,1.378326270050821
0.974,-0.3775703740229293,1.377570374022929
0.976,-0.3768159883057731,1.376815988305773
0.978,-0.3760631098799572,1.376063109879957
0.98,-0.3753117357319942,1.375311735731994
0.982,-0.3745618628542891,1.374561862854289
0.984,-0.3738134882451261,1.373813488245126
0.986,-0.3730666089086521,1.373066608908652
0.988,-0.3723212218548619,1.372321221854862
0.99,-0.3715773240995848,1.371577324099585
0.992,-0.3708349126644686,1.370834912664469
0.994,-0.3700939845769633,1.370093984576963
0.996,-0.3693545368703091,1.369354536870309
0.998,-0.3686165665835195,1.368616566583519
1,-0.3678800707613661,1.367880070761366
1,-0.3678800707613661,1.367880070761366
