"time","N","aD_Converter.z","dA_Converter.y","pulse.y","resistor.v","sineVoltage.v"
0.037,7,0,112,3,-0.1740545006882233,8.644843137107053
0.037,7,0,110,4,-0.01657418572759362,8.644843137107053
0.03701,7,0,110,4,-0.01872549540694557,8.642691827427701
0.03701,7,0,110,3,-0.01872549560736836,8.642691827227278
0.038,7,0,110,3,-0.2386817931912084,8.422735529643438
0.038,7,0,107,4,-0.002461320750262175,8.422735529643438
0.03801,7,0,107,4,-0.004752142342375976,8.420444708051324
0.03801,7,0,107,3,-0.004752142555787486,8.420444707837913
0.039,7,0,107,3,-0.238076901650258,8.187119948743442
0.039,7,0,104,4,-0.001856429209313504,8.187119948743442
0.03901,7,0,104,4,-0.004277721887939734,8.184698656064816
0.03901,7,0,104,3,-0.004277722113497973,8.184698655839258
0.04,7,0,104,3,-0.2500501164903968,7.938926261462359
0.04,7,0,101,4,-0.01382964404945231,7.938926261462359
0.04001,7,0,101,4,-0.01637185207857428,7.936384053433237
0.04001,7,0,101,3,-0.01637185231538929,7.936384053196422
0.041,7,0,101,3,-0.2736219306168355,7.679133974894976
0.041,7,0,98,4,-0.03740145817589013,7.679133974894976
0.04101,7,0,98,4,-0.04005454886897564,7.67648088420189
0.04101,7,0,98,3,-0.04005454911611306,7.676480883954753
0.042,7,0,98,3,-0.3077670625622977,7.408768370508568
0.042,7,0,94,4,0.007193567358961594,7.408768370508568
0.04201,7,0,94,4,0.004440064775609542,7.406014867925216
0.04201,7,0,94,3,0.004440064519125819,7.406014867668732
0.043,7,0,94,3,-0.2726783453242518,7.128896457825355
0.043,7,0,91,4,-0.03645787288330649,7.128896457825355
0.04301,7,0,91,4,-0.0393009205401853,7.126053410168476
0.04301,7,0,91,3,-0.0393009208050028,7.126053409903658
0.044,7,0,91,3,-0.3247315672852809,6.84062276342338
0.044,7,0,87,4,-0.00977093736402157,6.84062276342338
0.04401,7,0,87,4,-0.0126923098841889,6.837701390903213
0.04401,7,0,87,3,-0.01269231015629391,6.837701390631108
0.045,7,0,87,3,-0.3053087289126744,6.545084971874727
0.045,7,0,83,4,0.009651901008585817,6.545084971874727
0.04501,7,0,83,4,0.006663732947817635,6.542096803813959
0.04501,7,0,83,3,0.006663732669497158,6.542096803535639
0.046,7,0,83,3,-0.2919836350418779,6.243449435824264
0.046,7,0,79,4,0.02297699487938232,6.243449435824264
0.04601,7,0,79,4,0.01993382421218559,6.240406265157067
0.04601,7,0,79,3,0.01993382392874832,6.24040626487363
0.047,7,0,79,3,-0.2835658680162698,5.936906572928612
0.047,7,0,75,4,0.03139476190498947,5.936906572928612
0.04701,7,0,75,4,0.02830859863569568,5.933820409659318
0.04701,7,0,75,3,0.02830859834826072,5.933820409371883
0.048,7,0,75,3,-0.2788456432021107,5.626666167821512
0.048,7,0,71,4,0.03611498671914948,5.626666167821512
0.04801,7,0,71,4,0.03299801052424645,5.623549191626608
0.04801,7,0,71,3,0.03299801023394711,5.623549191336309
0.049,7,0,71,3,-0.2765985834558053,5.313952597646557
0.049,7,0,67,4,0.03836204646545394,5.313952597646557
0.04901,7,0,67,4,0.03522655862597368,5.310817109807076
0.04901,7,0,67,3,0.03522655833395572,5.310817109515058
0.05,7,0,67,3,-0.2755905511811134,4.999999999999989
0.05,7,0,63,4,0.03937007874014675,4.999999999999989
0.05001,7,0,63,4,0.03622845359412352,4.996858374853966
0.05001,7,0,63,3,0.03622845330153979,4.996858374561382
0.051,7,0,63,3,-0.2745825189064206,4.686047402353422
0.051,7,0,60,4,-0.03836204646547525,4.686047402353422
0.05101,7,0,60,4,-0.04149741065085699,4.68291203816804
0.05101,7,0,60,3,-0.0414974109428492,4.682912037876048
0.052,7,0,60,3,-0.3510756166404301,4.373333832178467
0.052,7,0,56,4,-0.03611498671917079,4.373333832178467
0.05201,7,0,56,4,-0.03923171580129914,4.370217103096339
0.05201,7,0,56,3,-0.03923171609155052,4.370217102806087
0.053,7,0,56,3,-0.3463553918262727,4.063093427071365
0.053,7,0,52,4,-0.03139476190501256,4.063093427071365
0.05301,7,0,52,4,-0.03448055557809848,4.060007633398279
0.05301,7,0,52,3,-0.03448055586546239,4.060007633110915
0.054,7,0,52,3,-0.3379376248006638,3.756550564175714
0.054,7,0,48,4,-0.02297699487940408,3.756550564175714
0.05401,7,0,48,4,-0.0260196749255841,3.753507884129534
0.05401,7,0,48,3,-0.02601967520892812,3.75350788384619
0.055,7,0,48,3,-0.3246125309298673,3.454915028125251
0.055,7,0,44,4,-0.009651901008607577,3.454915028125251
0.05501,7,0,44,4,-0.01263945935980892,3.451927469774049
0.05501,7,0,44,3,-0.01263945963801349,3.451927469495845
0.056,7,0,44,3,-0.3051896925572604,3.159377236576598
0.056,7,0,40,4,0.009770937363999366,3.159377236576598
0.05601,7,0,40,4,0.006850291235703576,3.156456590448302
0.05601,7,0,40,3,0.006850290963736239,3.156456590176335
0.057,7,0,40,3,-0.2785027570379741,2.871103542174624
0.057,7,0,36,4,0.03645787288328606,2.871103542174624
0.05701,7,0,36,4,0.0336156654338482,2.868261334725187
0.05701,7,0,36,3,0.03361566516919101,2.868261334460529
0.058,7,0,36,3,-0.2434140397999269,2.591231629491412
0.058,7,0,33,4,-0.007193567358982023,2.591231629491412
0.05801,7,0,33,4,-0.00994611923523836,2.588479077615155
0.05801,7,0,33,3,-0.009946119491542671,2.588479077358851
0.059,7,0,33,3,-0.2775591717453891,2.320866025105004
0.059,7,0,29,4,0.03740145817587059,2.320866025105004
0.05901,7,0,29,4,0.03474942493752886,2.318213991866663
0.05901,7,0,29,3,0.03474942469059084,2.318213991619725
0.06,7,0,29,3,-0.2223908283915117,2.061073738537622
0.06,7,0,26,4,0.01382964404943321,2.061073738537622
0.06001,7,0,26,4,0.01128859557600093,2.05853269006419
0.06001,7,0,26,3,0.01128859533940574,2.058532689827595
0.061,7,0,26,3,-0.2343640432316478,1.812880051256541
0.061,7,0,23,4,0.001856429209297072,1.812880051256541
0.06101,7,0,23,4,-0.0005636058948570444,1.810460016152387
0.06101,7,0,23,3,-0.0005636061201794718,1.810460015927065
0.062,7,0,23,3,-0.2337591516906969,1.577264470356547
0.062,7,0,20,4,0.002461320750247742,1.577264470356547
0.06201,7,0,20,4,0.0001718497883176351,1.574974999394617
0.06201,7,0,20,3,0.0001718495751592553,1.574974999181459
0.063,7,0,20,3,-0.2196462867133648,1.355156862892934
0.063,7,0,17,4,0.01657418572758007,1.355156862892934
0.06301,7,0,17,4,0.01442431440380543,1.35300699156916
0.06301,7,0,17,3,0.01442431420365087,1.353006991369005
0.064,7,0,17,3,-0.1911488910443093,1.147433786121045
0.064,7,0,15,4,-0.03366857608367924,1.147433786121045
0.06401,7,0,15,4,-0.03567036320937,1.145431998995354
0.06401,7,0,15,3,-0.03567036339572804,1.145431998808996
0.065,7,0,15,3,-0.2261873340794687,0.9549150281252556
0.065,7,0,12,4,0.01003313836147612,0.9549150281252556
0.06501,7,0,12,4,0.008187335573125343,0.9530692253369049
0.06501,7,0,12,3,0.008187335401297458,0.953069225165077
0.066,7,0,12,3,-0.1665215172738631,0.7783603724899164
0.066,7,0,10,4,-0.009041202313233243,0.7783603724899164
0.06601,7,0,10,4,-0.01072373622390599,0.7766778385792437
0.06601,7,0,10,3,-0.01072373638052471,0.7766778384226249
0.067,7,0,10,3,-0.1689349750224741,0.6184665997806755
0.067,7,0,8,4,-0.01145466006184415,0.6184665997806755
0.06701,7,0,8,4,-0.01296728490217025,0.6169539749403494
0.06701,7,0,8,3,-0.01296728504296163,0.616953974799558
0.068,7,0,8,3,-0.1540565221726216,0.4758647376698981
0.068,7,0,6,4,0.003423792788008362,0.4758647376698981
0.06801,7,0,6,4,0.002087046657220759,0.4745279915391105
0.06801,7,0,6,3,0.002087046532809167,0.4745279914146989
0.069,7,0,6,3,-0.1213233743231523,0.3511175705587375
0.069,7,0,4,4,0.03615694063747765,0.3511175705587375
0.06901,7,0,4,4,0.03500134863497129,0.3499619785562311
0.06901,7,0,4,3,0.03500134852743508,0.3499619784486949
0.07,7,0,4,3,-0.0702432113970316,0.2447174185242282
0.07,7,0,3,4,0.008496946083283358,0.2447174185242282
0.07001,7,0,3,4,0.007527068927158292,0.2437475413681032
0.07001,7,0,3,3,0.007527068836920253,0.2437475412778651
0.071,7,0,3,3,-0.07913627808410381,0.1570841943568411
0.071,7,0,2,4,-0.0003961206037888521,0.1570841943568411
0.07101,7,0,2,4,-0.001176455251488406,0.1563038597091415
0.07101,7,0,2,3,-0.001176455324073011,0.1563038596365569
0.072,7,0,2,3,-0.06891656860407586,0.08856374635655406
0.072,7,0,1,4,0.009823588876239103,0.08856374635655406
0.07201,7,0,1,4,0.009235876361317924,0.08797603384163288
0.07201,7,0,1,3,0.009235876306672747,0.08797603378698771
0.073,7,0,1,3,-0.03931366405270623,0.03942649342760873
0.073,7,0,1,4,-0.03931366405270623,0.03942649342760873
0.07301,7,0,1,4,-0.03970643500205387,0.03903372247826109
0.07301,7,0,1,3,-0.03970643503854202,0.03903372244177294
0.074,7,0,1,3,-0.06887379962167386,0.009866357858641095
0.074,7,0,0,4,0.009866357858641095,0.009866357858641095
0.07401,7,0,0,4,0.009670078562364459,0.009670078562364459
0.07401,7,0,0,3,0.009670078544176341,0.009670078544176341
0.075,7,0,0,3,0,0
0.075,7,0,0,4,0,0
0.07501,7,0,0,4,9.869815045249197e-07,9.869815045249197e-07
0.07501,7,0,0,3,9.869816883778526e-07,9.869816883778526e-07
0.076,7,0,0,3,0.009866357858642871,0.009866357858642871
0.076,7,0,0,4,0.009866357858642871,0.009866357858642871
0.07601,7,0,0,4,0.01006460722276437,0.01006460722276437
0.07601,7,0,0,3,0.0100646072413193,0.0100646072413193
0.077,7,0,0,3,0.03942649342761317,0.03942649342761317
0.077,7,0,1,4,-0.03931366405270179,0.03942649342761317
0.07701,7,0,1,4,-0.03891893470563282,0.03982122277468214
0.07701,7,0,1,3,-0.03891893466877963,0.03982122281153533
0.078,7,0,1,3,0.009823588876244432,0.08856374635655939
0.078,7,0,1,4,0.009823588876244432,0.08856374635655939
0.07801,7,0,1,4,0.0104132403898641,0.08915339787017906
0.07801,7,0,1,3,0.01041324044486899,0.08915339792518395
0.079,7,0,1,3,0.0783440368765341,0.1570841943568491
0.079,7,0,2,4,-0.0003961206037808584,0.1570841943568491
0.07901,7,0,2,4,0.0003861260641905839,0.1578664410248205
0.07901,7,0,2,3,0.0003861261371313485,0.1578664410977613
0.08,7,0,2,3,0.0872371035636072,0.2447174185242371
0.08,7,0,3,4,0.008496946083292239,0.2447174185242371
0.08001,7,0,3,4,0.009468700680387104,0.245689173121332
0.08001,7,0,3,3,0.009468700770975086,0.24568917321192
0.081,7,0,3,3,0.114897098117805,0.3511175705587499
0.081,7,0,4,4,0.03615694063749009,0.3511175705587499
0.08101,7,0,4,4,0.03731436809226574,0.3522749980135256
0.08101,7,0,4,3,0.03731436820014389,0.3522749981214037
0.082,7,0,4,3,0.1609041077486498,0.4758647376699097
0.082,7,0,6,4,0.003423792788019908,0.4758647376699097
0.08201,7,0,6,4,0.004762325263090672,0.4772032701449804
0.08201,7,0,6,3,0.004762325387832667,0.4772032702697224
0.083,7,0,6,3,0.1460256548988,0.6184665997806897
0.083,7,0,8,4,-0.01145466006182994,0.6184665997806897
0.08301,7,0,8,4,-0.009940305142623673,0.619980954699896
0.08301,7,0,8,3,-0.009940305001509886,0.6199809548410098
0.084,7,0,8,3,0.1484391126474154,0.7783603724899351
0.084,7,0,10,4,-0.009041202313214591,0.7783603724899351
0.08401,7,0,10,4,-0.007357001416901654,0.780044573386248
0.08401,7,0,10,3,-0.007357001259972074,0.7800445735431776
0.085,7,0,10,3,0.1675134533221229,0.9549150281252725
0.085,7,0,12,4,0.010033138361493,0.9549150281252725
0.08501,7,0,12,4,0.0118805384634203,0.9567624282271998
0.08501,7,0,12,3,0.01188053863554484,0.9567624283993243
0.086,7,0,12,3,0.2025518963572864,1.147433786121066
0.086,7,0,15,4,-0.03366857608365836,1.147433786121066
0.08601,7,0,15,4,-0.03166526762032862,1.149437094584396
0.08601,7,0,15,3,-0.03166526743368681,1.149437094771038
0.087,7,0,15,3,0.1740545006882301,1.355156862892954
0.087,7,0,17,4,0.01657418572760005,1.355156862892954
0.08701,7,0,17,4,0.01872549640905485,1.357308173574409
0.08701,7,0,17,3,0.01872549660947898,1.357308173774833
0.088,7,0,17,3,0.2386817931912171,1.577264470356571
0.088,7,0,20,4,0.002461320750272167,1.577264470356571
0.08801,7,0,20,4,0.004752143622842597,1.579555293229142
0.08801,7,0,20,3,0.004752143836252776,1.579555293442552
0.089,7,0,20,3,0.2380769016502666,1.812880051256566
0.089,7,0,23,4,0.001856429209321941,1.812880051256566
0.08901,7,0,23,4,0.004277723241289166,1.815301345288533
0.08901,7,0,23,3,0.004277723466846073,1.81530134551409
0.09,7,0,23,3,0.2500501164904074,2.061073738537651
0.09,7,0,26,4,0.01382964404946252,2.061073738537651
0.09001,7,0,26,4,0.01637185349946035,2.063615947987649
0.09001,7,0,26,3,0.01637185373627359,2.063615948224462
0.091,7,0,26,3,0.2736219306168444,2.320866025105033
0.091,7,0,29,4,0.03740145817589946,2.320866025105033
0.09101,7,0,29,4,0.04005455010465653,2.32351911703379
0.09101,7,0,29,3,0.04005455035179573,2.32351911728093
0.092,7,0,29,3,0.3077670625623088,2.591231629491443
0.092,7,0,33,4,-0.007193567358950936,2.591231629491443
0.09201,7,0,33,4,-0.004440063493194035,2.593985133357199
0.09201,7,0,33,3,-0.004440063236712088,2.593985133613681
0.093,7,0,33,3,0.2726783453242616,2.871103542174655
0.093,7,0,36,4,0.0364578728833167,2.871103542174655
0.09301,7,0,36,4,0.03930092186427059,2.873946591155609
0.09301,7,0,36,3,0.03930092212908631,2.873946591420425
0.094,7,0,36,3,0.3247315672852928,3.159377236576631
0.094,7,0,40,4,0.009770937364032672,3.159377236576631
0.09401,7,0,40,4,0.01269231124472148,3.16229861045732
0.09401,7,0,40,3,0.01269231151682693,3.162298610729426
0.095,7,0,40,3,0.3053087289126846,3.454915028125283
0.095,7,0,44,4,-0.009651901008575159,3.454915028125283
0.09501,7,0,44,4,-0.006663731556209918,3.457903197577648
0.09501,7,0,44,3,-0.00666373127788944,3.457903197855969
0.096,7,0,44,3,0.2919836350418867,3.756550564175745
0.096,7,0,48,4,-0.02297699487937299,3.756550564175745
0.09601,7,0,48,4,-0.01993382279499034,3.759593736260128
0.09601,7,0,48,3,-0.01993382251155307,3.759593736543565
0.097,7,0,48,3,0.28356586801628,4.063093427071398
0.097,7,0,52,4,-0.0313947619049797,4.063093427071398
0.09701,7,0,52,4,-0.02830859691107612,4.066179592065302
0.09701,7,0,52,3,-0.02830859662364027,4.066179592352738
0.098,7,0,52,3,0.2788456432021214,4.373333832178499
0.098,7,0,56,4,-0.03611498671913882,4.373333832178499
0.09801,7,0,56,4,-0.03299800878244064,4.376450810115197
0.09801,7,0,56,3,-0.03299800849214041,4.376450810405498
0.099,7,0,56,3,0.2765985834558178,4.686047402353456
0.099,7,0,60,4,-0.0383620464654415,4.686047402353456
0.09901,7,0,60,4,-0.03522655687386056,4.689182891945037
0.09901,7,0,60,3,-0.03522655658184259,4.689182892237055
0.1,7,0,60,3,0.2755905511811241,5.000000000000021
0.1,7,0,64,4,-0.03937007874013609,5.000000000000021
0.10001,7,0,64,4,-0.03622845183861312,5.003141626901544
0.10001,7,0,64,3,-0.03622845154602938,5.003141627194128
0.101,7,0,64,3,0.274582518906433,5.31395259764659
0.101,7,0,67,4,0.03836204646548769,5.31395259764659
0.10101,7,0,67,4,0.04149741211083668,5.317087963291939
0.10101,7,0,67,3,0.04149741240283156,5.317087963583934
0.102,7,0,67,3,0.3510756166404398,5.626666167821543
0.102,7,0,71,4,0.03611498671918056,5.626666167821543
0.10201,7,0,71,4,0.03923171725257468,5.629782898354937
0.10201,7,0,71,3,0.03923171754282784,5.62978289864519
0.103,7,0,71,3,0.3463553918262852,5.936906572928647
0.103,7,0,75,4,0.03139476190502499,5.936906572928647
0.10301,7,0,75,4,0.03448055701493757,5.93999236803856
0.10301,7,0,75,3,0.03448055730230504,5.939992368325927
0.104,7,0,75,3,0.3379376248006736,6.243449435824296
0.104,7,0,79,4,0.02297699487941429,6.243449435824296
0.10401,7,0,79,4,0.02601967634232238,6.246492117287204
0.10401,7,0,79,3,0.02601967662566818,6.24649211757055
0.105,7,0,79,3,0.3246125309298797,6.545084971874761
0.105,7,0,83,4,0.009651901008619568,6.545084971874761
0.10501,7,0,83,4,0.01263946075084821,6.54807253161699
0.10501,7,0,83,3,0.01263946102905589,6.548072531895198
0.106,7,0,83,3,0.3051896925572697,6.840622763423411
0.106,7,0,87,4,-0.009770937363990484,6.840622763423411
0.10601,7,0,87,4,-0.006850289875847793,6.843543410911554
0.10601,7,0,87,3,-0.006850289603878679,6.843543411183523
0.107,7,0,87,3,0.2785027570379857,7.128896457825388
0.107,7,0,91,4,-0.03645787288327362,7.128896457825388
0.10701,7,0,91,4,-0.03361566384588599,7.131738666862775
0.10701,7,0,91,3,-0.03361566358122658,7.131738667127435
0.108,7,0,91,3,0.2434140397999371,7.408768370508598
0.108,7,0,94,4,0.007193567358991793,7.408768370508598
0.10801,7,0,94,4,0.009946120773073552,7.41152092392268
0.10801,7,0,94,3,0.009946121029378752,7.411520924178985
0.109,7,0,94,3,0.2775591717453958,7.679133974895002
0.109,7,0,98,4,-0.03740145817586349,7.679133974895002
0.10901,7,0,98,4,-0.03474942345589316,7.681786009614973
0.10901,7,0,98,3,-0.03474942320895469,7.681786009861911
0.11,7,0,98,3,0.2223908283915206,7.938926261462386
0.11,7,0,101,4,-0.01382964404942477,7.938926261462386
0.11001,7,0,101,4,-0.01128859439301078,7.9414673111188
0.11001,7,0,101,3,-0.01128859415640981,7.941467311355401
0.111,7,0,101,3,0.2343640432316558,8.187119948743467
0.111,7,0,104,4,-0.001856429209288635,8.187119948743467
0.11101,7,0,104,4,0.0005636070214780631,8.189539984974234
0.11101,7,0,104,3,0.0005636072468000464,8.189539985199556
0.112,7,0,104,3,0.2337591516907072,8.422735529643463
0.112,7,0,107,4,-0.002461320750237306,8.422735529643463
0.11201,7,0,107,4,-0.0001718487225197407,8.42502500167118
0.11201,7,0,107,3,-0.0001718485093604727,8.42502500188434
0.113,7,0,107,3,0.2196462867133739,8.644843137107074
0.113,7,0,110,4,-0.0165741857275723,8.644843137107074
0.11301,7,0,110,4,-0.01442431340302797,8.646993009431618
0.11301,7,0,110,3,-0.01442431320287518,8.646993009631771
0.114,7,0,110,3,0.1911488910443175,8.852566213878964
0.114,7,0,112,4,0.0336685760836879,8.852566213878964
0.11401,7,0,112,4,0.03567036414116842,8.854568001936444
0.11401,7,0,112,3,0.03567036432752779,8.854568002122804
0.115,7,0,112,3,0.2261873340794747,9.045084971874751
0.115,7,0,115,4,-0.0100331383614698,9.045084971874751
0.11501,7,0,115,4,-0.008187334713976924,9.046930775522243
