"time","e","next_time","x","y"
0.402,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.404,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.406,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.408,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.41,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.412,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.414,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.416,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.418,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.42,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.422,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.424,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.426,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.428,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.43,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.432,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.434,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.436,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.438,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.44,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.442,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.444,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.446,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.448,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.45,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.452,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.454,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.456,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.458,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.46,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.462,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.464,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.466,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.468,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.47,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.472,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.474,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.476,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.478,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.48,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.482,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.484,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.486,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.488,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.49,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.492,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.494,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.496,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.498,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.5,-1.406297855943706e-10,0.5,0.4,0.4000000001406298
0.5,0.09999999985937019,0.5,0.5,0.4000000001406298
0.5,0.09999999985937019,0.5,0.5,0.4000000001406298
0.5,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.502,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.504,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.506,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.508,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.51,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.512,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.514,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.516,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.518,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.52,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.522,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.524,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.526,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.528,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.53,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.532,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.534,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.536,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.538,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.54,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.542,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.544,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.546,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.548,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.55,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.552,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.554,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.556,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.558,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.56,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.562,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.564,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.566,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.568,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.57,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.572,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.574,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.576,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.578,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.58,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.582,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.584,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.586,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.588,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.59,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.592,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.594,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.596,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.598,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.6,-1.50874313042948e-10,0.6,0.5,0.5000000001508743
0.6,0.09999999984912566,0.6,0.6,0.5000000001508743
0.6,0.09999999984912566,0.6,0.6,0.5000000001508743
0.6,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.602,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.604,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.606,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.608,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.61,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.612,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.614,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.616,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.618,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.62,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.622,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.624,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.626,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.628,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.63,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.632,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.634,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.636,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.638,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.64,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.642,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.644,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.646,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.648,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.65,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.652,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.654,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.656,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.658,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.66,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.662,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.664,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.666,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.668,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.67,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.672,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.674,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.676,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.678,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.68,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.682,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.684,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.686,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.688,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.69,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.692,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.694,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.696,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.698,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.7,-1.601875299073185e-10,0.7,0.6,0.6000000001601875
0.7,0.09999999983981245,0.7,0.7,0.6000000001601875
0.7,0.09999999983981245,0.7,0.7,0.6000000001601875
0.7,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.702,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.704,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.706,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.708,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.71,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.712,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.714,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.716,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.718,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.72,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.722,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.724,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.726,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.728,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.73,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.732,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.734,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.736,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.738,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.74,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.742,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.744,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.746,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.748,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.75,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.752,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.754,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.756,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.758,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.76,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.762,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.764,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.766,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.768,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.77,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.772,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.774,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.776,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.778,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.78,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.782,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.784,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.786,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.788,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.79,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.792,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.794,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.796,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.798,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.8,-1.704321128670472e-10,0.7999999999999999,0.7,0.7000000001704321
0.8,0.09999999982956786,0.7999999999999999,0.7999999999999999,0.7000000001704321
0.8,0.09999999982956786,0.7999999999999999,0.7999999999999999,0.7000000001704321
0.8,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.802,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.804,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.806,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.808,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.81,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.812,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.814,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.816,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.818,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.82,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.822,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.824,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.826,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.828,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
0.83,-1.806764737821709e-10,0.8999999999999999,0.7999999999999999,0.8000000001806764
