"time","T","der(T)"
0.492,25.7157354368041,6.616543285309575
0.494,25.72889829694259,6.539759934501698
0.496,25.74190944307946,6.46386158203659
0.498,25.75476318592786,6.388881415420968
0.5,25.76746773210465,6.314771562723014
0.502,25.78002474477921,6.241522322121398
0.504,25.79243586148897,6.169124141314484
0.506,25.80470269422466,6.097567617022955
0.508,25.81682682951646,6.026843494487461
0.51,25.82880982851856,5.956942666975209
0.512,25.8406532270954,5.887856175276956
0.514,25.85235853590729,5.819575207207635
0.516,25.86392724049546,5.752091097109968
0.518,25.87536080136755,5.685395325356097
0.52,25.88666065408393,5.619479517843899
0.522,25.89782820934221,5.554335445503918
0.524,25.90886485306351,5.48995502379635
0.526,25.91977194647768,5.42633031221366
0.528,25.93055082620896,5.363453513781214
0.53,25.94120820596129,5.301285465225949
0.532,25.95174389848091,5.239827258861472
0.534,25.96215743149941,5.179081649586929
0.536,25.97245030778407,5.119039871259711
0.538,25.98262402307466,5.059693198731263
0.54,25.99268006665136,5.001032944533866
0.542,26.00261992190343,4.94305045556345
0.544,26.01244506689739,4.885737109765387
0.546,26.02215697494512,4.829084312820271
0.548,26.03175711517235,4.773083494828067
0.55,26.0412469530865,4.717726106995551
0.552,26.05062795114526,4.663003618319455
0.554,26.05990156932506,4.608907512270596
0.556,26.06906926568877,4.55542928348232
0.558,26.07813249695403,4.502560434434978
0.56,26.08709271906201,4.450292472138386
0.562,26.09594841718484,4.398634233088548
0.564,26.10469520113315,4.347611326723401
0.566,26.11334044981248,4.297180709427314
0.568,26.12188526560897,4.247335950614494
0.57,26.13033072946365,4.198070744795501
0.572,26.1386779007716,4.149378912165815
0.574,26.14692781728064,4.101254399196392
0.576,26.15508149499004,4.053691279224883
0.578,26.16313992804965,4.006683753043869
0.58,26.17110408865824,3.960226149493735
0.582,26.17897492696233,3.914312926053232
0.584,26.18675337095573,3.868938669425054
0.586,26.19444032637733,3.82409809613236
0.588,26.20203667661036,3.779786053106354
0.59,26.20954328258171,3.735997518273516
0.592,26.21696098265971,3.692727601151801
0.594,26.22429059255353,3.649971543437876
0.596,26.23154158529167,3.607674085798749
0.598,26.2387095597897,3.565860901226898
0.6,26.24579456530762,3.524531702372352
0.602,26.2527976611234,3.48368031011366
0.604,26.25971990501279,3.443300554092208
0.606,26.26656235375492,3.403386269763094
0.608,26.27332606363723,3.363931295449637
0.61,26.28001209096141,3.324929469391928
0.612,26.28662149254922,3.286374626796373
0.614,26.2931553262473,3.248260596890873
0.616,26.29961465143293,3.210581199974693
0.618,26.30600052951974,3.173330244468341
0.62,26.31231402446298,3.136501523966094
0.622,26.31855620326547,3.100088814284874
0.624,26.32472813648207,3.06408587052142
0.626,26.3308308987265,3.028486424095528
0.628,26.33686028438336,2.99331500776385
0.63,26.3428146088167,2.958581448569409
0.632,26.34869980314079,2.924251148345529
0.634,26.35451657181505,2.89031999774565
0.636,26.36026560021094,2.856783998769667
0.638,26.36594755438995,2.823639266058772
0.64,26.37156308088112,2.790882028193617
0.642,26.37711280645999,2.75850862898352
0.644,26.38259733792614,2.7265155287643
0.646,26.38801726188149,2.69489930569146
0.648,26.39337314450808,2.66365665703636
0.65,26.39866553134669,2.632784400477751
0.652,26.40389494707449,2.602279475398935
0.654,26.40906189528329,2.572138944180959
0.656,26.41416685825766,2.542359993497124
0.658,26.41921029675279,2.512939935608832
0.66,26.42419330854017,2.48387236684915
0.662,26.4291273999699,2.455090166842382
0.664,26.43400434759172,2.426641305715076
0.666,26.43882491378355,2.398521336262765
0.668,26.44358986424925,2.370725791879522
0.67,26.44829996854151,2.343250183508018
0.672,26.45295600058398,2.316089996593575
0.674,26.45755873919421,2.289240688033895
0.676,26.46210896860566,2.262697683133771
0.678,26.46660747899011,2.236456372557806
0.68,26.47105506698034,2.210512109281476
0.682,26.47545253619245,2.184860205544178
0.684,26.47980069774815,2.159495929802612
0.686,26.48410037079736,2.134414503682176
0.688,26.48835238304076,2.109611098929018
0.69,26.49255757125172,2.085080834365082
0.692,26.49671678179942,2.060818772836844
0.694,26.50082256059324,2.036868396539594
0.696,26.50487699958046,2.013217502447446
0.698,26.50888459210466,1.989839879389592
0.7,26.5128458404788,1.966732597207113
0.702,26.51676123683239,1.943892785144499
0.704,26.52063126311185,1.921317631847662
0.706,26.52445639108015,1.899004385365923
0.708,26.52823708231716,1.876950353150022
0.71,26.5319737882192,1.855152902054774
0.712,26.53566694999961,1.833609458335748
0.714,26.53931699868826,1.812317507651926
0.716,26.54292435513185,1.79127459506437
0.718,26.5464894299937,1.77047832503689
0.72,26.55001262375396,1.74992636143538
0.722,26.55349432670948,1.729616427528147
0.724,26.55693491897364,1.709546305987241
0.726,26.56033580543482,1.689707801630362
0.728,26.56370024401929,1.670081909887623
0.73,26.5670257184608,1.650683308978813
0.732,26.57031266924633,1.631509429396516
0.734,26.57356153051603,1.612557738656619
0.736,26.57677273006288,1.593825741299971
0.738,26.57994668933327,1.575310978889396
0.74,26.58308382342631,1.557011030013342
0.742,26.5861845410945,1.538923510282236
0.744,26.58924924474326,1.521046072331131
0.746,26.59227833043104,1.50337640581905
0.748,26.5952721878694,1.485912237428645
0.75,26.59823120042319,1.468651330864882
0.752,26.60115574510996,1.45159148685868
0.754,26.60404619260072,1.434730543162601
0.756,26.60690290721931,1.418066374554172
0.758,26.60972624694267,1.401596892834552
0.76,26.61251744440045,1.385314907664158
0.762,26.61527636551585,1.369221201157653
0.764,26.61800320629419,1.353314629950688
0.766,26.62069832306599,1.337593115448499
0.768,26.62336206669636,1.322054610938039
0.77,26.62599478258454,1.306697101590307
0.772,26.62859681066391,1.291518604460672
0.774,26.63116848540238,1.276517168486227
0.776,26.63371013580166,1.261690874490426
0.778,26.63622208539789,1.247037835179109
0.78,26.63870465226171,1.232556195140167
0.782,26.64115814899753,1.218244130847855
0.784,26.6435828827444,1.204099850657817
0.786,26.64597915517538,1.190121594810402
0.788,26.64834726249774,1.176307635430002
0.79,26.6506874954531,1.162656276523724
0.792,26.65300088577771,1.14916149963013
0.794,26.65528830738612,1.13581820691446
0.796,26.6575491337253,1.122630053269233
0.798,26.65978367492198,1.109595229621902
0.8,26.66199223719201,1.096711949713409
0.802,26.66417512283977,1.083978450101502
0.804,26.66633263025898,1.071392990156094
0.806,26.66846505393187,1.058953852064235
0.808,26.67057268442989,1.046659340825803
0.81,26.67265580841308,1.034507784257149
0.812,26.67471470863063,1.022497532988117
0.814,26.67674966392042,1.010626960464359
0.816,26.67876094920933,0.9988944629456852
0.818,26.6807488355131,0.9872984595070495
0.82,26.68271358993644,0.9758373920375618
0.822,26.6846554756728,0.9645097252421426
0.824,26.68657475284982,0.9533139417095052
0.826,26.68847193589869,0.942247040591108
0.828,26.69034707390841,0.9313087355343914
0.83,26.69220041994947,0.9204975502948779
0.832,26.69403222339287,0.9098120302084093
0.834,26.69584272990932,0.8992507421957896
0.836,26.69763218147045,0.8888122747558213
0.838,26.69940081634769,0.8784952379719375
0.84,26.7011488691129,0.8682982635082226
0.842,26.70287657063835,0.8582200046097436
0.844,26.70458414809639,0.8482591361045403
0.846,26.70627182495974,0.8384143544016354
0.848,26.70793982100116,0.8286843774933553
0.85,26.70958835229419,0.8190679449506887
0.852,26.71121763121226,0.8095638179285912
0.854,26.712827866429,0.8001707791643279
0.856,26.71441926291863,0.7908876329748201
0.858,26.7159926754768,0.7817093930521443
0.86,26.71754829558205,0.7726349424381832
0.862,26.7190859385758,0.763665358307956
0.864,26.72060581961955,0.7547993855527579
0.866,26.72210815111015,0.7460357851909313
0.868,26.72359314268061,0.7373733343632219
0.87,26.72506100119938,0.728810826337091
0.872,26.72651193077087,0.7203470705033984
0.874,26.72794613273498,0.7119808923793869
0.876,26.72936380566767,0.703711133605367
0.878,26.73076514538059,0.6955366519467058
0.88,26.73215034492102,0.6874563212941591
0.882,26.73351959457204,0.6794690316632075
0.884,26.73487308185253,0.671573689193726
0.886,26.73621099151711,0.6637692161503139
0.888,26.73753350555631,0.6560545509216335
0.89,26.73884080319607,0.6484286480230612
0.892,26.7401330608983,0.6408904780933729
0.894,26.74141045236081,0.6334390278954061
0.896,26.74267314851687,0.6260733003183816
0.898,26.74392131753581,0.6187923143745877
0.9,26.74515512482236,0.6115951052030273
0.902,26.74637473301732,0.6044807240657708
0.904,26.74758030199706,0.5974482383506086
0.906,26.7487719888739,0.5904967315690612
0.908,26.74994994799573,0.5836253033583697
0.91,26.75111433094617,0.5768330694808317
0.912,26.75226528654485,0.5701191618218123
0.914,26.75340296084698,0.5634827283927279
0.916,26.7545274971435,0.5569229333297205
0.918,26.75563903596117,0.5504389568933258
0.92,26.75673771506246,0.544029995469136
0.922,26.75782366944566,0.5376952615671371
0.924,26.75889772012664,0.5314299659280645
0.926,26.75995961897627,0.5252355559719035
0.928,26.76100930679479,0.5191123770305239
0.93,26.76204691507161,0.5130596620824216
0.932,26.76307257272418,0.5070766591090603
0.934,26.76408640609861,0.5011626310915555
0.936,26.76508853896877,0.4953168560156484
0.938,26.76607909253761,0.4895386268640796
0.94,26.76705818543587,0.4838272516242151
0.942,26.76802593372281,0.4781820532837363
0.944,26.76898245088591,0.4726023698322971
0.946,26.76992784784119,0.467087554259867
0.948,26.77086223293298,0.461636974557725
0.95,26.77178571193355,0.4562500137211126
0.952,26.77269838804398,0.4509260697435972
0.954,26.7736003618935,0.4456645556213819
0.956,26.77449173153963,0.4404648993523115
0.958,26.77537259246822,0.4353265439355406
0.96,26.77624303759353,0.430248947371202
0.962,26.77710315725813,0.4252315826610698
0.964,26.7779530392329,0.420273937808228
0.966,26.77879276871698,0.4153755158177337
0.968,26.77962242833803,0.4105358346949591
0.97,26.78044209815181,0.4057544274479123
0.972,26.78125185564272,0.4010308420842534
0.974,26.78205177572306,0.3963646416156053
0.976,26.78284193073387,0.3917554040525791
0.978,26.78362239044435,0.3872027224080909
0.98,26.78439322205196,0.3827062046970297
0.982,26.78515551957162,0.3782594691656982
0.984,26.78591213220966,0.3738458954437836
0.986,26.78665989666342,0.3694839361301661
0.988,26.78739890238518,0.3651730694199292
0.99,26.78812923698848,0.3609127842339888
0.992,26.78885098624789,0.3567025802207506
0.994,26.78956423409954,0.3525419677527945
0.996,26.79026906264068,0.3484304679295273
0.998,26.79096555212976,0.3443676125765194
1,26.79165378098685,0.3403529442435153
1,26.79165378098685,0.3403529442435153
