"time","controller.measured","controller.setpoint","controller.command"
0.09,0.6735545629688452,1,4.981276918589137
0.09,0.7571164959271763,1,1.304551868422566
0.092,0.7571164959271763,1,4.222483481321529
0.094,0.7571164959271763,1,4.64148898245419
0.096,0.7571164959271763,1,4.7222797722349
0.098,0.7571164959271763,1,4.757146029097781
0.1,0.7571164959271763,1,4.785851002069151
0.1,0.8256568802879426,1,1.770074090195436
0.102,0.8256568802879426,1,4.160706917394169
0.104,0.8256568802879426,1,4.501489169008064
0.106,0.8256568802879426,1,4.564846306544988
0.108,0.8256568802879426,1,4.590613175595603
0.11,0.8256568802879426,1,4.611337395001176
0.11,0.8790415946231335,1,2.262409964252777
0.112,0.8790415946231335,1,4.122828556018171
0.114,0.8790415946231335,1,4.386418410368448
0.116,0.8790415946231335,1,4.434088268027415
0.118,0.8790415946231335,1,4.452498758261223
0.12,0.8790415946231335,1,4.466945992227311
0.12,0.918335087845752,1,2.738032290432095
0.122,0.918335087845752,1,4.106555580994332
0.124,0.918335087845752,1,4.299755457133125
0.126,0.918335087845752,1,4.333968537981574
0.128,0.918335087845752,1,4.346672538186786
0.13,0.918335087845752,1,4.356462561075654
0.13,0.945427200969813,1,3.16440958361697
0.132,0.945427200969813,1,4.107687456770139
0.134,0.945427200969813,1,4.240793727787072
0.136,0.945427200969813,1,4.264180135677336
0.138,0.945427200969813,1,4.272739751876496
0.14,0.945427200969813,1,4.279299917633881
0.14,0.9626683234719847,1,3.520690527538326
0.142,0.9626683234719847,1,4.121388632818714
0.144,0.9626683234719847,1,4.20624119305921
0.146,0.9626683234719847,1,4.221478907260458
0.148,0.9626683234719847,1,4.227218582850783
0.15,0.9626683234719847,1,4.23168596530088
0.15,0.9725488681002837,1,3.796942001655724
0.152,0.9725488681002837,1,4.141945758634302
0.154,0.9725488681002837,1,4.191332182935099
0.156,0.9725488681002837,1,4.200637430607832
0.158,0.9725488681002837,1,4.204610687944006
0.16,0.9725488681002837,1,4.207863862900767
0.16,0.977437909295778,1,3.99274605029902
0.162,0.977437909295778,1,4.164373699862672
0.164,0.977437909295778,1,4.189857988160542
0.166,0.977437909295778,1,4.195529495996702
0.168,0.977437909295778,1,4.198566059407263
0.17,0.977437909295778,1,4.201206890506601
0.17,0.9793955690422419,1,4.115069861662189
0.172,0.9793955690422419,1,4.185087740544519
0.174,0.9793955690422419,1,4.196690106311761
0.176,0.9793955690422419,1,4.200272936498653
0.178,0.9793955690422419,1,4.202780201155511
0.18,0.9793955690422419,1,4.205155635456981
0.18,0.9800709533153905,1,4.175438727438442
0.182,0.9800709533153905,1,4.20115670166806
0.184,0.9800709533153905,1,4.206568555190767
0.186,0.9800709533153905,1,4.209227743334427
0.188,0.9800709533153905,1,4.211558086517899
0.19,0.9800709533153905,1,4.213844164175155
0.19,0.9806594647606529,1,4.187949660583611
0.192,0.9806594647606529,1,4.210586027115076
0.194,0.9806594647606529,1,4.215525783381473
0.196,0.9806594647606529,1,4.218056433005897
0.198,0.9806594647606529,1,4.220325142823675
0.2,0.9806594647606529,1,4.222541994525788
0.2,0.9819030829709765,1,4.167822793271549
0.202,0.9819030829709765,1,4.212851276004131
0.204,0.9819030829709765,1,4.220800826132113
0.206,0.9819030829709765,1,4.223631060062921
0.208,0.9819030829709765,1,4.225821024836823
0.21,0.9819030829709765,1,4.227907579699266
0.21,0.9841607812862265,1,4.128568853828265
0.212,0.9841607812862265,1,4.208426075565701
0.214,0.9841607812862265,1,4.220874435589188
0.216,0.9841607812862265,1,4.224075475466673
0.218,0.9841607812862265,1,4.226086856165977
0.22,0.9841607812862265,1,4.227925319516856
0.22,0.9874808379873505,1,4.081842824667399
0.222,0.9874808379873505,1,4.198183013303099
0.224,0.9874808379873505,1,4.215129224153595
0.226,0.9874808379873505,1,4.218628156338751
0.228,0.9874808379873505,1,4.220328760512359
0.23,0.9874808379873505,1,4.221797277208292
0.23,0.9916870063186287,1,4.036725870632052
0.232,0.9916870063186287,1,4.183243035947
0.234,0.9916870063186287,1,4.203856888703636
0.236,0.9916870063186287,1,4.207426235808897
0.238,0.9916870063186287,1,4.208723481584125
0.24,0.9916870063186287,1,4.20972120005618
0.24,0.9964669682127393,1,3.999402876715315
0.242,0.9964669682127393,1,4.165219201704026
0.244,0.9964669682127393,1,4.187971151271556
0.246,0.9964669682127393,1,4.191356804974518
0.248,0.9964669682127393,1,4.192156891055502
0.25,0.9964669682127393,1,4.192617793353692
0.25,1.001451325259537,1,3.973306083294605
0.252,1.001451325259537,1,4.145620564842647
0.254,1.001451325259537,1,4.16876173252373
0.256,1.001451325259537,1,4.171707981614986
0.258,1.001451325259537,1,4.17196079561353
0.26,1.001451325259537,1,4.171852536448228
0.26,1.006278320946638,1,3.959464726215774
0.262,1.006278320946638,1,4.125785802826694
0.264,1.006278320946638,1,4.147637477828813
0.266,1.006278320946638,1,4.14993195287941
0.268,1.006278320946638,1,4.149618872691394
0.27,1.006278320946638,1,4.148957965438361
0.27,1.01063414031482,1,3.957301913238339
0.272,1.01063414031482,1,4.106833405985245
0.274,1.01063414031482,1,4.125982023539482
0.276,1.01063414031482,1,4.127479262074974
0.278,1.01063414031482,1,4.126624034254735
0.28,1.01063414031482,1,4.125458984179373
0.28,1.014285351715476,1,3.964805682550541
0.282,1.014285351715476,1,4.089333754005208
0.284,1.014285351715476,1,4.104934895494563
0.286,1.014285351715476,1,4.105603063458288
0.288,1.014285351715476,1,4.104281162571912
0.29,1.014285351715476,1,4.102691673963982
0.29,1.017089770745238,1,3.979297236654424
0.292,1.017089770745238,1,4.074207194438051
0.294,1.017089770745238,1,4.085505518719449
0.296,1.017089770745238,1,4.085348730070881
0.298,1.017089770745238,1,4.08363016611216
0.3,1.017089770745238,1,4.081709941751984
0.3,1.018993434228024,1,3.997948748509418
0.302,1.018993434228024,1,4.061561826534455
0.304,1.018993434228024,1,4.06839464938795
0.306,1.018993434228024,1,4.06741639421577
0.308,1.018993434228024,1,4.065395480559352
0.31,1.018993434228024,1,4.063243642442379
0.31,1.020022193828823,1,4.017978220007196
0.312,1.020022193828823,1,4.051233990390871
0.314,1.020022193828823,1,4.053788938748526
0.316,1.020022193828823,1,4.052156470550998
0.318,1.020022193828823,1,4.049961285708332
0.32,1.020022193828823,1,4.047688004906981
0.32,1.020263904462655,1,4.037052737018375
0.322,1.020263904462655,1,4.043198066793951
0.324,1.020263904462655,1,4.041902703218299
0.326,1.020263904462655,1,4.039768646776611
0.328,1.020263904462655,1,4.037457012035914
0.33,1.020263904462655,1,4.035143922577601
0.33,1.019847946104672,1,4.053446090328854
0.332,1.019847946104672,1,4.036755624660571
0.334,1.019847946104672,1,4.032547915622387
0.336,1.019847946104672,1,4.030037867084221
0.338,1.019847946104672,1,4.02773105405319
0.34,1.019847946104672,1,4.025465588750048
0.34,1.018921094556346,1,4.066247056876414
0.342,1.018921094556346,1,4.032058461021474
0.344,1.018921094556346,1,4.025548744205635
0.346,1.018921094556346,1,4.022762629470869
0.348,1.018921094556346,1,4.020535418684791
0.35,1.018921094556346,1,4.01836322493101
0.35,1.017647036256769,1,4.074421790112376
0.352,1.017647036256769,1,4.028376009922006
0.354,1.017647036256769,1,4.020366142061917
0.356,1.017647036256769,1,4.017528037935437
0.358,1.017647036256769,1,4.015405553596697
0.36,1.017647036256769,1,4.013375409742725
0.36,1.016168682056383,1,4.078422994559729
0.362,1.016168682056383,1,4.025487971460355
0.364,1.016168682056383,1,4.016670826206862
0.366,1.016168682056383,1,4.013874845956623
0.368,1.016168682056383,1,4.011917144969279
0.37,1.016168682056383,1,4.010051580253658
0.37,1.014611434832808,1,4.078570458090957
0.372,1.014611434832808,1,4.023086052078164
0.374,1.014611434832808,1,4.014069039232449
0.376,1.014611434832808,1,4.011403180520348
0.378,1.014611434832808,1,4.009615161350324
0.38,1.014611434832808,1,4.007930396967512
0.38,1.013074519748586,1,4.075554660673297
0.382,1.013074519748586,1,4.020948585584411
0.384,1.013074519748586,1,4.012205457874316
0.386,1.013074519748586,1,4.009732995885361
0.388,1.013074519748586,1,4.008119306238454
0.39,1.013074519748586,1,4.006606932574873
0.39,1.01163082515476,1,4.070129494703211
0.392,1.01163082515476,1,4.018907657169123
0.394,1.01163082515476,1,4.010777761712228
0.396,1.01163082515476,1,4.008543994970413
0.398,1.01163082515476,1,4.007083326668654
0.4,1.01163082515476,1,4.005735596004253
0.4,1.010325900777371,1,4.063152268609351
0.402,1.010325900777371,1,4.016874008565865
0.404,1.010325900777371,1,4.009556904421711
0.406,1.010325900777371,1,4.007535912609676
0.408,1.010325900777371,1,4.006248248147569
0.41,1.010325900777371,1,4.005054143863619
0.41,1.009180403153646,1,4.055456039307512
0.412,1.009180403153646,1,4.014819449420441
0.414,1.009180403153646,1,4.008391190980326
0.416,1.009180403153646,1,4.006596795176778
0.418,1.009180403153646,1,4.005451393806615
0.42,1.009180403153646,1,4.004389924702326
0.42,1.008197163027222,1,4.047652490265003
0.422,1.008197163027222,1,4.012680609544071
0.424,1.008197163027222,1,4.007169187170867
0.426,1.008197163027222,1,4.005621125385608
0.428,1.008197163027222,1,4.004589112845616
0.43,1.008197163027222,1,4.003638366485984
0.43,1.007363433239228,1,4.040322477157726
0.432,1.007363433239228,1,4.010626791048407
0.434,1.007363433239228,1,4.005883297566713
0.436,1.007363433239228,1,4.004545269527053
0.438,1.007363433239228,1,4.003619777060853
0.44,1.007363433239228,1,4.002765686396422
0.44,1.006659471313517,1,4.033740011127686
0.442,1.006659471313517,1,4.008624216793296
0.444,1.006659471313517,1,4.004553184095713
0.446,1.006659471313517,1,4.00338392682563
0.448,1.006659471313517,1,4.00254873960685
0.45,1.006659471313517,1,4.00177689916409
0.45,1.006059995568434,1,4.028153831947748
0.452,1.006059995568434,1,4.006722377513225
0.454,1.006059995568434,1,4.003198674327569
0.456,1.006059995568434,1,4.002166607548267
0.458,1.006059995568434,1,4.001414572299471
0.46,1.006059995568434,1,4.000712124445142
0.46,1.005538454613753,1,4.023659926451108
0.462,1.005538454613753,1,4.004983379609845
0.464,1.005538454613753,1,4.001879642822797
0.466,1.005538454613753,1,4.000953293363746
0.468,1.005538454613753,1,4.00026897891686
0.47,1.005538454613753,1,3.999631923239112
0.47,1.005071308904687,1,4.020186334437993
0.472,1.005071308904687,1,4.003445188562225
0.474,1.005071308904687,1,4.000648380221937
0.476,1.005071308904687,1,3.99981566497672
0.478,1.005071308904687,1,3.999190174743231
0.48,1.005071308904687,1,3.99860277354374
0.48,1.004640164611275,1,4.017573122453886
0.482,1.004640164611275,1,4.002125546518788
0.484,1.004640164611275,1,3.999551128481353
0.486,1.004640164611275,1,3.998795855906728
0.488,1.004640164611275,1,3.998211987772476
0.49,1.004640164611275,1,3.997676197804005
0.49,1.004231543800276,1,4.015655513487951
0.492,1.004231543800276,1,4.001032600536882
0.494,1.004231543800276,1,3.99860973903797
0.496,1.004231543800276,1,3.997916801778427
0.498,1.004231543800276,1,3.997383608523699
0.5,1.004231543800276,1,3.996893141932883
0.5,1.003836267479014,1,4.014285300068432
0.5,1.003836267479014,1,4.014285297667595
0.5,1.003836267479014,0,0.01428529766759468
0.502,1.003836267479014,0,-0.1141518136368775
0.504,1.003836267479014,0,-0.230722810307018
0.506,1.003836267479014,0,-0.3456586960507355
0.508,1.003836267479014,0,-0.4604186419569487
0.51,1.003836267479014,0,-0.5751478985729279
0.51,1.000166809510167,0,-0.4136917479436701
0.512,1.000166809510167,0,-0.654777971163512
0.514,1.000166809510167,0,-0.7864087391527259
0.516,1.000166809510167,0,-0.9030243289871209
0.518,1.000166809510167,0,-1.017640459265582
0.52,1.000166809510167,0,-1.13198745215605
0.52,0.9649069179346738,0,0.4194477771656535
0.522,0.9649069179346738,0,-0.9104973590632959
0.524,0.9649069179346738,0,-1.185690825893455
0.526,0.9649069179346738,0,-1.318290705665856
0.528,0.9649069179346738,0,-1.431577679212462
0.53,0.9649069179346738,0,-1.542268610476555
0.53,0.8958753024035744,0,1.495122472891818
0.532,0.8958753024035744,0,-0.9948969109544366
0.534,0.8958753024035744,0,-1.420408357417847
0.536,0.8958753024035744,0,-1.566530651003148
0.538,0.8958753024035744,0,-1.674817479041016
0.54,0.8958753024035744,0,-1.77801012431234
0.54,0.8011200725376048,0,2.391219989790324
0.542,0.8011200725376048,0,-0.9775926012743197
0.544,0.8011200725376048,0,-1.512795593431534
0.546,0.8011200725376048,0,-1.664434964892002
0.548,0.8011200725376048,0,-1.764074909599414
0.55,0.8011200725376048,0,-1.856720910892302
0.55,0.6900679439097482,0,3.029572748733385
0.552,0.6900679439097482,0,-0.8904756703088983
0.554,0.6900679439097482,0,-1.489031140464117
0.556,0.6900679439097482,0,-1.638311366688451
0.558,0.6900679439097482,0,-1.726664412287161
0.56,0.6900679439097482,0,-1.806812901642958
0.56,0.5721476283692684,0,3.381680982138156
0.562,0.5721476283692684,0,-0.7624163187327515
0.564,0.5721476283692684,0,-1.379729324145206
0.566,0.5721476283692684,0,-1.519919334975029
0.568,0.5721476283692684,0,-1.595340207670365
0.57,0.5721476283692684,0,-1.662065633019401
0.57,0.4557776885710262,0,3.458211718103255
0.572,0.4557776885710262,0,-0.6189607391333737
0.574,0.4557776885710262,0,-1.215712083097917
0.576,0.4557776885710262,0,-1.341625268164237
0.578,0.4557776885710262,0,-1.403613760507469
0.58,0.4557776885710262,0,-1.457034033902685
0.58,0.3477182548481647,0,3.297581049903223
0.582,0.3477182548481647,0,-0.4798009892082618
0.584,0.3477182548481647,0,-1.025302649815862
0.586,0.3477182548481647,0,-1.133496472061847
0.588,0.3477182548481647,0,-1.182493033834047
0.59,0.3477182548481647,0,-1.223499007750816
0.59,0.2527438721081683,0,2.955373832809024
0.592,0.2527438721081683,0,-0.3585795750594226
0.594,0.2527438721081683,0,-0.8319817281649942
0.596,0.2527438721081683,0,-0.9211165094497321
0.598,0.2527438721081683,0,-0.9580842634694788
0.6,0.2527438721081683,0,-0.9880527420587714
0.6,0.17361057173657,0,2.493812474291555
0.602,0.17361057173657,0,-0.263203869616862
0.604,0.17361057173657,0,-0.653408876560406
0.606,0.17361057173657,0,-0.7233618150476053
0.608,0.17361057173657,0,-0.7499988740810706
0.61,0.17361057173657,0,-0.7707533420064263
0.61,0.1112257221212992,0,1.974180041065488
0.612,0.1112257221212992,0,-0.1962651785741896
0.614,0.1112257221212992,0,-0.5010622405202999
0.616,0.1112257221212992,0,-0.5533023097281263
0.618,0.1112257221212992,0,-0.5713651511489168
0.62,0.1112257221212992,0,-0.5848012566403649
0.62,0.06498209408388128,0,1.449918377006023
0.622,0.06498209408388128,0,-0.1569918049953921
0.624,0.06498209408388128,0,-0.3808856288750624
0.626,0.06498209408388128,0,-0.4176302858931449
0.628,0.06498209408388128,0,-0.429023252673568
0.63,0.06498209408388128,0,-0.4369903254659162
0.63,0.03315236913173517,0,0.9635175724285128
0.632,0.03315236913173517,0,-0.1412780763444156
0.634,0.03315236913173517,0,-0.2939910078220411
0.636,0.03315236913173517,0,-0.3179601511828619
0.638,0.03315236913173517,0,-0.3244775662342784
0.64,0.03315236913173517,0,-0.3286376053164859
0.64,0.01330317900513081,0,0.5447267602541056
0.642,0.01330317900513081,0,-0.1433428060131783
0.644,0.01330317900513081,0,-0.2377897260901274
0.646,0.01330317900513081,0,-0.2519133906826101
0.648,0.01330317900513081,0,-0.2551203992258501
0.65,0.01330317900513081,0,-0.2568679176117352
0.65,0.002689951155798958,0,0.2101141077588664
0.652,0.002689951155798958,0,-0.1573569211546292
0.654,0.002689951155798958,0,-0.2072774220619842
0.656,0.002689951155798958,0,-0.2143293032595474
0.658,0.002689951155798958,0,-0.2155410951085547
0.66,0.002689951155798958,0,-0.2159676938643547
0.66,-0.001425040529599606,0,-0.03490805970681793
0.662,-0.001425040529599606,0,-0.1771318280556652
0.664,-0.001425040529599606,0,-0.1962076909018554
0.666,-0.001425040529599606,0,-0.1986241642840724
0.668,-0.001425040529599606,0,-0.1988172472056508
0.67,-0.001425040529599606,0,-0.1987042490512003
0.67,-0.001521444414770751,0,-0.1944624781036698
0.672,-0.001521444414770751,0,-0.1976467380569578
0.674,-0.001521444414770751,0,-0.197914896423744
0.676,-0.001521444414770751,0,-0.1977927925994818
0.678,-0.001521444414770751,0,-0.1976245733464004
0.68,-0.001521444414770751,0,-0.1974548306814058
0.68,0.000340576040528794,0,-0.2793837307145858
0.682,0.000340576040528794,0,-0.2150567692070582
0.684,0.000340576040528794,0,-0.2063536666311304
0.686,0.000340576040528794,0,-0.2052184730603802
0.688,0.000340576040528794,0,-0.2050874042144723
0.69,0.000340576040528794,0,-0.2051024127025656
0.69,0.002595548256537374,0,-0.3043211902069431
0.692,0.002595548256537374,0,-0.2267071811952903
0.694,0.002595548256537374,0,-0.2163725484192677
0.696,0.002595548256537374,0,-0.2152270036103678
0.698,0.002595548256537374,0,-0.2153353834215607
0.7,0.002595548256537374,0,-0.2156050777783952
0.7,0.004188780841457522,0,-0.2857073115148817
0.702,0.004188780841457522,0,-0.2311126100733537
0.704,0.004188780841457522,0,-0.2240969420843578
0.706,0.004188780841457522,0,-0.2235884768522778
0.708,0.004188780841457522,0,-0.223914043812562
0.71,0.004188780841457522,0,-0.2243715473661738
0.71,0.004534758084676725,0,-0.2395945460678187
0.712,0.004534758084676725,0,-0.2281695627275334
0.714,0.004534758084676725,0,-0.2270568671669775
0.716,0.004534758084676725,0,-0.227341014457794
0.718,0.004534758084676725,0,-0.2278319471362955
0.72,0.004534758084676725,0,-0.2283441246739696
0.72,0.003442086231884412,0,-0.1802665631511078
0.722,0.003442086231884412,0,-0.2184776609671112
0.724,0.003442086231884412,0,-0.2239604427104699
0.726,0.003442086231884412,0,-0.2250512918692058
0.728,0.003442086231884412,0,-0.2255303811648645
0.73,0.003442086231884412,0,-0.2259371794208402
0.73,0.001016927276647205,0,-0.1192301853904031
0.732,0.001016927276647205,0,-0.2032811688604498
0.734,0.001016927276647205,0,-0.2147167579182231
0.736,0.001016927276647205,0,-0.2163538836933716
0.738,0.001016927276647205,0,-0.2166720037113608
0.74,0.001016927276647205,0,-0.2168155380584643
0.74,-0.002437190263811065,0,-0.06483436627830041
0.742,-0.002437190263811065,0,-0.1840560175486842
0.744,-0.002437190263811065,0,-0.1998627914276471
0.746,-0.002437190263811065,0,-0.2018190814013748
0.748,-0.002437190263811065,0,-0.2018410221516163
0.75,-0.002437190263811065,0,-0.2016041672376615
0.75,-0.006510167145311828,0,-0.02239318445162797
0.752,-0.006510167145311828,0,-0.1625785314436315
0.754,-0.006510167145311828,0,-0.180881121507903
0.756,-0.006510167145311828,0,-0.1826846076565145
0.758,-0.006510167145311828,0,-0.1822872663039437
0.76,-0.006510167145311828,0,-0.1815899044885655
0.76,-0.01076815768825532,0,0.005761679400948044
0.762,-0.01076815768825532,0,-0.1403347834795747
0.764,-0.01076815768825532,0,-0.1590126831947959
0.766,-0.01076815768825532,0,-0.1604522098809641
0.768,-0.01076815768825532,0,-0.1595891990700841
0.77,-0.01076815768825532,0,-0.1584077627021641
0.77,-0.01481639605668214,0,0.01971472550861619
0.772,-0.01481639605668214,0,-0.118665542845694
0.774,-0.01481639605668214,0,-0.1359035835298603
0.776,-0.01481639605668214,0,-0.1367413143913197
0.778,-0.01481639605668214,0,-0.1353941370975407
0.78,-0.01481639605668214,0,-0.1337467400167364
0.78,-0.01833205172941477,0,0.0209421095834991
0.782,-0.01833205172941477,0,-0.09859373114313572
0.784,-0.01833205172941477,0,-0.1128727370382925
0.786,-0.01833205172941477,0,-0.1130505088384062
0.788,-0.01833205172941477,0,-0.1112606237408971
0.79,-0.01833205172941477,0,-0.1092087431393719
0.79,-0.02109314322247807,0,0.01227928255541338
0.792,-0.02109314322247807,0,-0.08086474065410283
0.794,-0.02109314322247807,0,-0.09135250714735714
0.796,-0.02109314322247807,0,-0.09067293709552017
0.798,-0.02109314322247807,0,-0.08848918876972074
0.8,-0.02109314322247807,0,-0.0861130238397461
0.8,-0.02298126481230712,0,-0.003035673887267915
0.802,-0.02298126481230712,0,-0.0656471827268976
0.804,-0.02298126481230712,0,-0.0719401226152345
0.806,-0.02298126481230712,0,-0.07049598509477784
0.808,-0.02298126481230712,0,-0.06803451960511259
0.81,-0.02298126481230712,0,-0.0654309347426717
0.81,-0.02397360824740893,0,-0.02176782359819213
0.812,-0.02397360824740893,0,-0.05332800415978908
0.814,-0.02397360824740893,0,-0.05526816876252866
0.816,-0.02397360824740893,0,-0.05315186039289269
0.818,-0.02397360824740893,0,-0.05049180607178783
0.82,-0.02397360824740893,0,-0.04776405417104071
0.82,-0.02412280949882564,0,-0.04119919910870554
0.822,-0.02412280949882564,0,-0.04361304888368597
0.824,-0.02412280949882564,0,-0.04157726499698788
0.826,-0.02412280949882564,0,-0.03890915948678353
0.828,-0.02412280949882564,0,-0.03614516392625752
0.83,-0.02412280949882564,0,-0.03338444872508634
0.83,-0.02354490385118149,0,-0.05881229722142864
0.832,-0.02354490385118149,0,-0.03617632078200353
0.834,-0.02354490385118149,0,-0.03073034547202179
0.836,-0.02354490385118149,0,-0.02768973828372584
0.838,-0.02354490385118149,0,-0.02494170519861373
0.84,-0.02354490385118149,0,-0.02224309477030485
0.84,-0.0223871062986495,0,-0.07318618708171246
0.842,-0.0223871062986495,0,-0.0306058866087045
0.844,-0.0223871062986495,0,-0.02258816311268676
0.846,-0.0223871062986495,0,-0.01932785438085509
0.848,-0.0223871062986495,0,-0.01665779086903123
0.85,-0.0223871062986495,0,-0.01408359714108651
0.85,-0.02081728938982386,0,-0.08315554112941488
0.852,-0.02081728938982386,0,-0.02651431299090612
0.854,-0.02081728938982386,0,-0.01674952162752086
0.856,-0.02081728938982386,0,-0.01339749165167761
0.858,-0.02081728938982386,0,-0.01086640301862656
0.86,-0.02081728938982386,0,-0.008466425589284593
0.86,-0.01899826857761016,0,-0.08850334132668725
0.862,-0.01899826857761016,0,-0.02349006556706544
0.864,-0.01899826857761016,0,-0.01273310539409891
0.866,-0.01899826857761016,0,-0.009400359015308696
0.868,-0.01899826857761016,0,-0.007078954519227409
0.87,-0.01899826857761016,0,-0.004885917381753951
0.87,-0.01707463403351161,0,-0.08952583732209006
0.872,-0.01707463403351161,0,-0.02111221912552828
0.874,-0.01707463403351161,0,-0.01008460707573734
0.876,-0.01707463403351161,0,-0.006909290398831702
0.878,-0.01707463403351161,0,-0.004797974600038113
0.88,-0.01707463403351161,0,-0.002824389349263864
0.88,-0.01516677422220546,0,-0.08677022104673471
0.882,-0.01516677422220546,0,-0.01911971065803152
0.884,-0.01516677422220546,0,-0.008384017578865172
0.886,-0.01516677422220546,0,-0.005436349335663684
0.888,-0.01516677422220546,0,-0.003544409094223461
0.89,-0.01516677422220546,0,-0.001789083889106126
0.89,-0.01336464900198553,0,-0.0810825935787827
0.892,-0.01336464900198553,0,-0.01729691071009188
0.894,-0.01336464900198553,0,-0.007263343008804324
0.896,-0.01336464900198553,0,-0.004584906073679763
0.898,-0.01336464900198553,0,-0.002908780901767376
0.9,-0.01336464900198553,0,-0.001359780839671386
0.9,-0.01172776016497682,0,-0.0733828896680547
0.902,-0.01172776016497682,0,-0.01550025090351084
0.904,-0.01172776016497682,0,-0.006404599299983521
0.906,-0.01172776016497682,0,-0.004048222940808498
0.908,-0.01172776016497682,0,-0.00256799716316404
0.91,-0.01172776016497682,0,-0.001206291685638683
0.91,-0.01028783414038445,0,-0.06456303676770309
0.912,-0.01028783414038445,0,-0.01361462490922463
0.914,-0.01028783414038445,0,-0.005659316071987774
0.916,-0.01028783414038445,0,-0.00360574594462721
0.918,-0.01028783414038445,0,-0.002285439613593697
0.92,-0.01028783414038445,0,-0.001087476451709528
0.92,-0.009052008130174184,0,-0.05546382090096121
0.922,-0.009052008130174184,0,-0.01171034075584217
0.924,-0.009052008130174184,0,-0.004847341407586275
0.926,-0.009052008130174184,0,-0.003036974418638233
0.928,-0.009052008130174184,0,-0.001905499890377742
0.93,-0.009052008130174184,0,-0.0008572921891542851
0.93,-0.008009707405955099,0,-0.04671852405479403
0.932,-0.008009707405955099,0,-0.009769774726386612
0.934,-0.008009707405955099,0,-0.003948052399100441
0.936,-0.008009707405955099,0,-0.002375582375776522
0.938,-0.008009707405955099,0,-0.001377085808103397
0.94,-0.008009707405955099,0,-0.0004497634011255483
0.94,-0.007139903343246734,0,-0.03872114216029359
0.942,-0.007139903343246734,0,-0.007803809909721918
0.944,-0.007139903343246734,0,-0.002940175429393472
0.946,-0.007139903343246734,0,-0.00156219778545617
0.948,-0.007139903343246734,0,-0.0006748160269945576
0.95,-0.007139903343246734,0,0.0001513026033344508
0.95,-0.00641192886999819,0,-0.03187957421960151
0.952,-0.00641192886999819,0,-0.006017609852576287
0.954,-0.00641192886999819,0,-0.001819584608776542
0.956,-0.00641192886999819,0,-0.0006277334406399049
0.958,-0.00641192886999819,0,0.0001633316795159323
0.96,-0.00641192886999819,0,0.0009046326265305452
0.96,-0.005794599019168378,0,-0.02625788080998117
0.962,-0.005794599019168378,0,-0.004285444412909921
0.964,-0.005794599019168378,0,-0.0006867073055661227
0.966,-0.005794599019168378,0,0.0003571159659776987
0.968,-0.005794599019168378,0,0.001074391213733119
0.97,-0.005794599019168378,0,0.00174576227340455
0.97,-0.005259949888335514,0,-0.02177879948324144
0.972,-0.005259949888335514,0,-0.002723589668381671
0.974,-0.005259949888335514,0,0.0004197114290902977
